Year,CDS_CODE,DISTRICT,District_Code,ETHNIC,GR_12,ENR_TOTAL,GRADS,UC_GRADS,Function_Code,Function,Amount
1415,5100580000000,Calaveras County Office of Education,10058,2,2,2,2,0,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,156401.97
1415,5100580000000,Calaveras County Office of Education,10058,2,2,2,2,0,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1035985.08
1415,5100580000000,Calaveras County Office of Education,10058,3,1,2,2,0,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2300.6
1415,5100580000000,Calaveras County Office of Education,10058,3,1,2,2,0,2200,Classified Support Salaries                                                                                                                                                                                                                               ,919062.87
1415,5100580000000,Calaveras County Office of Education,10058,3,1,2,2,0,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,1916.56
1415,5100580000000,Calaveras County Office of Education,10058,3,1,2,2,0,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,16854.69
1415,5100580000000,Calaveras County Office of Education,10058,3,1,2,2,0,5900,Communications                                                                                                                                                                                                                                            ,845272.22
1415,5100580000000,Calaveras County Office of Education,10058,3,1,2,2,0,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,55887.59999999999
1415,5100580000000,Calaveras County Office of Education,10058,3,1,2,2,0,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,156401.97
1415,5100580000000,Calaveras County Office of Education,10058,3,1,2,2,0,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1035985.08
1415,5100580000000,Calaveras County Office of Education,10058,5,14,77,36,0,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2300.6
1415,5100580000000,Calaveras County Office of Education,10058,5,14,77,36,0,2200,Classified Support Salaries                                                                                                                                                                                                                               ,919062.87
1415,5100580000000,Calaveras County Office of Education,10058,5,14,77,36,0,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,1916.56
1415,5100580000000,Calaveras County Office of Education,10058,5,14,77,36,0,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,16854.69
1415,5100580000000,Calaveras County Office of Education,10058,5,14,77,36,0,5900,Communications                                                                                                                                                                                                                                            ,845272.22
1415,5100580000000,Calaveras County Office of Education,10058,5,14,77,36,0,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,55887.59999999999
1415,5100580000000,Calaveras County Office of Education,10058,5,14,77,36,0,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,156401.97
1415,5100580000000,Calaveras County Office of Education,10058,5,14,77,36,0,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1035985.08
1415,5100580000000,Calaveras County Office of Education,10058,7,53,367,108,2,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2300.6
1415,5100580000000,Calaveras County Office of Education,10058,7,53,367,108,2,2200,Classified Support Salaries                                                                                                                                                                                                                               ,919062.87
1415,5100580000000,Calaveras County Office of Education,10058,7,53,367,108,2,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,1916.56
1415,5100580000000,Calaveras County Office of Education,10058,7,53,367,108,2,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,16854.69
1415,5100580000000,Calaveras County Office of Education,10058,7,53,367,108,2,5900,Communications                                                                                                                                                                                                                                            ,845272.22
1415,5100580000000,Calaveras County Office of Education,10058,7,53,367,108,2,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,55887.59999999999
1415,5100580000000,Calaveras County Office of Education,10058,7,53,367,108,2,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,156401.97
1415,5100580000000,Calaveras County Office of Education,10058,7,53,367,108,2,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1035985.08
1415,5100580000000,Calaveras County Office of Education,10058,9,3,50,10,0,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2300.6
1415,5100580000000,Calaveras County Office of Education,10058,9,3,50,10,0,2200,Classified Support Salaries                                                                                                                                                                                                                               ,919062.87
1415,5100580000000,Calaveras County Office of Education,10058,9,3,50,10,0,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,1916.56
1415,5100580000000,Calaveras County Office of Education,10058,9,3,50,10,0,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,16854.69
1415,5100580000000,Calaveras County Office of Education,10058,9,3,50,10,0,5900,Communications                                                                                                                                                                                                                                            ,845272.22
1415,5100580000000,Calaveras County Office of Education,10058,9,3,50,10,0,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,55887.59999999999
1415,5100580000000,Calaveras County Office of Education,10058,9,3,50,10,0,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,156401.97
1415,5100580000000,Calaveras County Office of Education,10058,9,3,50,10,0,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1035985.08
1415,5615560000000,Bret Harte Union High,61556,1,4,17,8,4,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,31318.69
1415,5615560000000,Bret Harte Union High,61556,1,4,17,8,4,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,137085.00999999998
1415,5615560000000,Bret Harte Union High,61556,1,4,17,8,4,5100,Subagreements for Services                                                                                                                                                                                                                                ,50913.28000000001
1415,5615560000000,Bret Harte Union High,61556,1,4,17,8,4,5900,Communications                                                                                                                                                                                                                                            ,15470.76
1415,5615560000000,Bret Harte Union High,61556,1,4,17,8,4,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,50969.36
1415,5615560000000,Bret Harte Union High,61556,1,4,17,8,4,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,745238.76
1415,5615560000000,Bret Harte Union High,61556,1,4,17,8,4,9200,Accounts Receivable                                                                                                                                                                                                                                       ,96975.68
1415,5615560000000,Bret Harte Union High,61556,2,2,4,2,0,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,31318.69
1415,5615560000000,Bret Harte Union High,61556,2,2,4,2,0,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,137085.00999999998
1415,5615560000000,Bret Harte Union High,61556,2,2,4,2,0,5100,Subagreements for Services                                                                                                                                                                                                                                ,50913.28000000001
1415,5615560000000,Bret Harte Union High,61556,2,2,4,2,0,5900,Communications                                                                                                                                                                                                                                            ,15470.76
1415,5615560000000,Bret Harte Union High,61556,2,2,4,2,0,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,50969.36
1415,5615560000000,Bret Harte Union High,61556,2,2,4,2,0,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,745238.76
1415,5615560000000,Bret Harte Union High,61556,2,2,4,2,0,9200,Accounts Receivable                                                                                                                                                                                                                                       ,96975.68
1415,5615560000000,Bret Harte Union High,61556,5,26,142,46,18,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,31318.69
1415,5615560000000,Bret Harte Union High,61556,5,26,142,46,18,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,137085.00999999998
1415,5615560000000,Bret Harte Union High,61556,5,26,142,46,18,5100,Subagreements for Services                                                                                                                                                                                                                                ,50913.28000000001
1415,5615560000000,Bret Harte Union High,61556,5,26,142,46,18,5900,Communications                                                                                                                                                                                                                                            ,15470.76
1415,5615560000000,Bret Harte Union High,61556,5,26,142,46,18,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,50969.36
1415,5615560000000,Bret Harte Union High,61556,5,26,142,46,18,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,745238.76
1415,5615560000000,Bret Harte Union High,61556,5,26,142,46,18,9200,Accounts Receivable                                                                                                                                                                                                                                       ,96975.68
1415,5615560000000,Bret Harte Union High,61556,6,1,5,2,0,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,31318.69
1415,5615560000000,Bret Harte Union High,61556,6,1,5,2,0,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,137085.00999999998
1415,5615560000000,Bret Harte Union High,61556,6,1,5,2,0,5100,Subagreements for Services                                                                                                                                                                                                                                ,50913.28000000001
1415,5615560000000,Bret Harte Union High,61556,6,1,5,2,0,5900,Communications                                                                                                                                                                                                                                            ,15470.76
1415,5615560000000,Bret Harte Union High,61556,6,1,5,2,0,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,50969.36
1415,5615560000000,Bret Harte Union High,61556,6,1,5,2,0,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,745238.76
1415,5615560000000,Bret Harte Union High,61556,6,1,5,2,0,9200,Accounts Receivable                                                                                                                                                                                                                                       ,96975.68
1415,5615560000000,Bret Harte Union High,61556,7,139,516,278,116,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,31318.69
1415,5615560000000,Bret Harte Union High,61556,7,139,516,278,116,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,137085.00999999998
1415,5615560000000,Bret Harte Union High,61556,7,139,516,278,116,5100,Subagreements for Services                                                                                                                                                                                                                                ,50913.28000000001
1415,5615560000000,Bret Harte Union High,61556,7,139,516,278,116,5900,Communications                                                                                                                                                                                                                                            ,15470.76
1415,5615560000000,Bret Harte Union High,61556,7,139,516,278,116,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,50969.36
1415,5615560000000,Bret Harte Union High,61556,7,139,516,278,116,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,745238.76
1415,5615560000000,Bret Harte Union High,61556,7,139,516,278,116,9200,Accounts Receivable                                                                                                                                                                                                                                       ,96975.68
1415,5615560000000,Bret Harte Union High,61556,9,10,36,20,6,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,31318.69
1415,5615560000000,Bret Harte Union High,61556,9,10,36,20,6,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,137085.00999999998
1415,5615560000000,Bret Harte Union High,61556,9,10,36,20,6,5100,Subagreements for Services                                                                                                                                                                                                                                ,50913.28000000001
1415,5615560000000,Bret Harte Union High,61556,9,10,36,20,6,5900,Communications                                                                                                                                                                                                                                            ,15470.76
1415,5615560000000,Bret Harte Union High,61556,9,10,36,20,6,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,50969.36
1415,5615560000000,Bret Harte Union High,61556,9,10,36,20,6,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,745238.76
1415,5615560000000,Bret Harte Union High,61556,9,10,36,20,6,9200,Accounts Receivable                                                                                                                                                                                                                                       ,96975.68
1415,5615640000000,Calaveras Unified,61564,1,6,23,10,0,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,298428.59
1415,5615640000000,Calaveras Unified,61564,1,6,23,10,0,5100,Subagreements for Services                                                                                                                                                                                                                                ,163.64
1415,5615640000000,Calaveras Unified,61564,1,6,23,10,0,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,11805.24
1415,5615640000000,Calaveras Unified,61564,1,6,23,10,0,9200,Accounts Receivable                                                                                                                                                                                                                                       ,218211.78
1415,5615640000000,Calaveras Unified,61564,2,2,7,4,0,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,298428.59
1415,5615640000000,Calaveras Unified,61564,2,2,7,4,0,5100,Subagreements for Services                                                                                                                                                                                                                                ,163.64
1415,5615640000000,Calaveras Unified,61564,2,2,7,4,0,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,11805.24
1415,5615640000000,Calaveras Unified,61564,2,2,7,4,0,9200,Accounts Receivable                                                                                                                                                                                                                                       ,218211.78
1415,5615640000000,Calaveras Unified,61564,3,2,4,4,0,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,298428.59
1415,5615640000000,Calaveras Unified,61564,3,2,4,4,0,5100,Subagreements for Services                                                                                                                                                                                                                                ,163.64
1415,5615640000000,Calaveras Unified,61564,3,2,4,4,0,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,11805.24
1415,5615640000000,Calaveras Unified,61564,3,2,4,4,0,9200,Accounts Receivable                                                                                                                                                                                                                                       ,218211.78
1415,5615640000000,Calaveras Unified,61564,4,3,8,6,4,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,298428.59
1415,5615640000000,Calaveras Unified,61564,4,3,8,6,4,5100,Subagreements for Services                                                                                                                                                                                                                                ,163.64
1415,5615640000000,Calaveras Unified,61564,4,3,8,6,4,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,11805.24
1415,5615640000000,Calaveras Unified,61564,4,3,8,6,4,9200,Accounts Receivable                                                                                                                                                                                                                                       ,218211.78
1415,5615640000000,Calaveras Unified,61564,5,41,146,90,10,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,298428.59
1415,5615640000000,Calaveras Unified,61564,5,41,146,90,10,5100,Subagreements for Services                                                                                                                                                                                                                                ,163.64
1415,5615640000000,Calaveras Unified,61564,5,41,146,90,10,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,11805.24
1415,5615640000000,Calaveras Unified,61564,5,41,146,90,10,9200,Accounts Receivable                                                                                                                                                                                                                                       ,218211.78
1415,5615640000000,Calaveras Unified,61564,6,4,14,10,0,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,298428.59
1415,5615640000000,Calaveras Unified,61564,6,4,14,10,0,5100,Subagreements for Services                                                                                                                                                                                                                                ,163.64
1415,5615640000000,Calaveras Unified,61564,6,4,14,10,0,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,11805.24
1415,5615640000000,Calaveras Unified,61564,6,4,14,10,0,9200,Accounts Receivable                                                                                                                                                                                                                                       ,218211.78
1415,5615640000000,Calaveras Unified,61564,7,206,850,420,94,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,298428.59
1415,5615640000000,Calaveras Unified,61564,7,206,850,420,94,5100,Subagreements for Services                                                                                                                                                                                                                                ,163.64
1415,5615640000000,Calaveras Unified,61564,7,206,850,420,94,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,11805.24
1415,5615640000000,Calaveras Unified,61564,7,206,850,420,94,9200,Accounts Receivable                                                                                                                                                                                                                                       ,218211.78
1415,5615640000000,Calaveras Unified,61564,9,7,22,14,2,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,298428.59
1415,5615640000000,Calaveras Unified,61564,9,7,22,14,2,5100,Subagreements for Services                                                                                                                                                                                                                                ,163.64
1415,5615640000000,Calaveras Unified,61564,9,7,22,14,2,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,11805.24
1415,5615640000000,Calaveras Unified,61564,9,7,22,14,2,9200,Accounts Receivable                                                                                                                                                                                                                                       ,218211.78
1415,6615980000000,Colusa Unified,61598,1,5,19,4,2,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,14128.219999999998
1415,6615980000000,Colusa Unified,61598,1,5,19,4,2,9200,Accounts Receivable                                                                                                                                                                                                                                       ,502689.0
1415,6615980000000,Colusa Unified,61598,2,1,4,2,2,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,14128.219999999998
1415,6615980000000,Colusa Unified,61598,2,1,4,2,2,9200,Accounts Receivable                                                                                                                                                                                                                                       ,502689.0
1415,6615980000000,Colusa Unified,61598,5,75,277,120,28,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,14128.219999999998
1415,6615980000000,Colusa Unified,61598,5,75,277,120,28,9200,Accounts Receivable                                                                                                                                                                                                                                       ,502689.0
1415,6615980000000,Colusa Unified,61598,7,26,160,54,30,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,14128.219999999998
1415,6615980000000,Colusa Unified,61598,7,26,160,54,30,9200,Accounts Receivable                                                                                                                                                                                                                                       ,502689.0
1415,6616060000000,Maxwell Unified,61606,5,14,49,26,8,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,51984.44
1415,6616060000000,Maxwell Unified,61606,5,14,49,26,8,9200,Accounts Receivable                                                                                                                                                                                                                                       ,136371.99
1415,6616060000000,Maxwell Unified,61606,7,9,49,18,2,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,51984.44
1415,6616060000000,Maxwell Unified,61606,7,9,49,18,2,9200,Accounts Receivable                                                                                                                                                                                                                                       ,136371.99
1415,6616060000000,Maxwell Unified,61606,9,1,2,2,0,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,51984.44
1415,6616060000000,Maxwell Unified,61606,9,1,2,2,0,9200,Accounts Receivable                                                                                                                                                                                                                                       ,136371.99
1415,6616140000000,Pierce Joint Unified,61614,3,1,2,1,0,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,45193.0
1415,6616140000000,Pierce Joint Unified,61614,3,1,2,1,0,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,168307.65999999995
1415,6616140000000,Pierce Joint Unified,61614,3,1,2,1,0,9200,Accounts Receivable                                                                                                                                                                                                                                       ,470885.0
1415,6616140000000,Pierce Joint Unified,61614,4,1,2,2,0,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,45193.0
1415,6616140000000,Pierce Joint Unified,61614,4,1,2,2,0,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,168307.65999999995
1415,6616140000000,Pierce Joint Unified,61614,4,1,2,2,0,9200,Accounts Receivable                                                                                                                                                                                                                                       ,470885.0
1415,6616140000000,Pierce Joint Unified,61614,5,61,321,114,30,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,45193.0
1415,6616140000000,Pierce Joint Unified,61614,5,61,321,114,30,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,168307.65999999995
1415,6616140000000,Pierce Joint Unified,61614,5,61,321,114,30,9200,Accounts Receivable                                                                                                                                                                                                                                       ,470885.0
1415,6616140000000,Pierce Joint Unified,61614,7,24,103,48,12,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,45193.0
1415,6616140000000,Pierce Joint Unified,61614,7,24,103,48,12,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,168307.65999999995
1415,6616140000000,Pierce Joint Unified,61614,7,24,103,48,12,9200,Accounts Receivable                                                                                                                                                                                                                                       ,470885.0
1415,6616220000000,Williams Unified,61622,2,4,15,8,4,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,104652.08
1415,6616220000000,Williams Unified,61622,2,4,15,8,4,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,84471.29
1415,6616220000000,Williams Unified,61622,2,4,15,8,4,9200,Accounts Receivable                                                                                                                                                                                                                                       ,513565.59
1415,6616220000000,Williams Unified,61622,5,84,810,160,38,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,104652.08
