Year,CDS_CODE,DISTRICT,District_Code,ETHNIC,GR_12,ENR_TOTAL,GRADS,UC_GRADS,Function_Code,Function,Amount
1213,5615640000000,Calaveras Unified,61564,2,4,9,6,4,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,120.75
1213,5615640000000,Calaveras Unified,61564,2,4,9,6,4,9200,Accounts Receivable                                                                                                                                                                                                                                       ,5662.24
1213,5615640000000,Calaveras Unified,61564,4,1,9,2,2,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,491879.51000000007
1213,5615640000000,Calaveras Unified,61564,4,1,9,2,2,5100,Subagreements for Services                                                                                                                                                                                                                                ,6637.120000000003
1213,5615640000000,Calaveras Unified,61564,4,1,9,2,2,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,120.75
1213,5615640000000,Calaveras Unified,61564,4,1,9,2,2,9200,Accounts Receivable                                                                                                                                                                                                                                       ,5662.24
1213,5615640000000,Calaveras Unified,61564,5,23,140,38,10,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,491879.51000000007
1213,5615640000000,Calaveras Unified,61564,5,23,140,38,10,5100,Subagreements for Services                                                                                                                                                                                                                                ,6637.120000000003
1213,5615640000000,Calaveras Unified,61564,5,23,140,38,10,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,120.75
1213,5615640000000,Calaveras Unified,61564,5,23,140,38,10,9200,Accounts Receivable                                                                                                                                                                                                                                       ,5662.24
1213,5615640000000,Calaveras Unified,61564,6,5,19,8,4,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,491879.51000000007
1213,5615640000000,Calaveras Unified,61564,6,5,19,8,4,5100,Subagreements for Services                                                                                                                                                                                                                                ,6637.120000000003
1213,5615640000000,Calaveras Unified,61564,6,5,19,8,4,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,120.75
1213,5615640000000,Calaveras Unified,61564,6,5,19,8,4,9200,Accounts Receivable                                                                                                                                                                                                                                       ,5662.24
1213,5615640000000,Calaveras Unified,61564,7,228,926,428,104,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,491879.51000000007
1213,5615640000000,Calaveras Unified,61564,7,228,926,428,104,5100,Subagreements for Services                                                                                                                                                                                                                                ,6637.120000000003
1213,5615640000000,Calaveras Unified,61564,7,228,926,428,104,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,120.75
1213,5615640000000,Calaveras Unified,61564,7,228,926,428,104,9200,Accounts Receivable                                                                                                                                                                                                                                       ,5662.24
1213,5615640000000,Calaveras Unified,61564,9,3,10,8,0,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,491879.51000000007
1213,5615640000000,Calaveras Unified,61564,9,3,10,8,0,5100,Subagreements for Services                                                                                                                                                                                                                                ,6637.120000000003
1213,5615640000000,Calaveras Unified,61564,9,3,10,8,0,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,120.75
1213,5615640000000,Calaveras Unified,61564,9,3,10,8,0,9200,Accounts Receivable                                                                                                                                                                                                                                       ,5662.24
1213,6100660000000,Colusa County Office of Education,10066,5,1,24,2,0,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,140808.0
1213,6100660000000,Colusa County Office of Education,10066,5,1,24,2,0,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,22966.02
1213,6100660000000,Colusa County Office of Education,10066,5,1,24,2,0,9200,Accounts Receivable                                                                                                                                                                                                                                       ,100479.8
1213,6100660000000,Colusa County Office of Education,10066,7,0,3,1,0,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,140808.0
1213,6100660000000,Colusa County Office of Education,10066,7,0,3,1,0,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,22966.02
1213,6100660000000,Colusa County Office of Education,10066,7,0,3,1,0,9200,Accounts Receivable                                                                                                                                                                                                                                       ,100479.8
1213,6615980000000,Colusa Unified,61598,1,2,11,2,0,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,22436.33
1213,6615980000000,Colusa Unified,61598,1,2,11,2,0,9200,Accounts Receivable                                                                                                                                                                                                                                       ,704813.0
1213,6615980000000,Colusa Unified,61598,3,1,2,1,0,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,22436.33
1213,6615980000000,Colusa Unified,61598,3,1,2,1,0,9200,Accounts Receivable                                                                                                                                                                                                                                       ,704813.0
1213,6615980000000,Colusa Unified,61598,5,64,265,94,22,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,22436.33
1213,6615980000000,Colusa Unified,61598,5,64,265,94,22,9200,Accounts Receivable                                                                                                                                                                                                                                       ,704813.0
1213,6615980000000,Colusa Unified,61598,6,2,6,4,0,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,22436.33
1213,6615980000000,Colusa Unified,61598,6,2,6,4,0,9200,Accounts Receivable                                                                                                                                                                                                                                       ,704813.0
1213,6615980000000,Colusa Unified,61598,7,44,165,66,26,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,22436.33
1213,6615980000000,Colusa Unified,61598,7,44,165,66,26,9200,Accounts Receivable                                                                                                                                                                                                                                       ,704813.0
1213,6616060000000,Maxwell Unified,61606,1,1,3,2,0,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,44725.56000000001
1213,6616060000000,Maxwell Unified,61606,1,1,3,2,0,9200,Accounts Receivable                                                                                                                                                                                                                                       ,152255.0
1213,6616060000000,Maxwell Unified,61606,5,11,51,20,4,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,44725.56000000001
1213,6616060000000,Maxwell Unified,61606,5,11,51,20,4,9200,Accounts Receivable                                                                                                                                                                                                                                       ,152255.0
1213,6616060000000,Maxwell Unified,61606,7,18,58,32,4,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,44725.56000000001
1213,6616060000000,Maxwell Unified,61606,7,18,58,32,4,9200,Accounts Receivable                                                                                                                                                                                                                                       ,152255.0
1213,6616140000000,Pierce Joint Unified,61614,1,3,6,6,0,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,29105.52
1213,6616140000000,Pierce Joint Unified,61614,1,3,6,6,0,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,124945.12
1213,6616140000000,Pierce Joint Unified,61614,1,3,6,6,0,9200,Accounts Receivable                                                                                                                                                                                                                                       ,587557.0
1213,6616140000000,Pierce Joint Unified,61614,2,0,1,2,0,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,29105.52
1213,6616140000000,Pierce Joint Unified,61614,2,0,1,2,0,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,124945.12
1213,6616140000000,Pierce Joint Unified,61614,2,0,1,2,0,9200,Accounts Receivable                                                                                                                                                                                                                                       ,587557.0
1213,6616140000000,Pierce Joint Unified,61614,5,59,273,112,30,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,29105.52
1213,6616140000000,Pierce Joint Unified,61614,5,59,273,112,30,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,124945.12
1213,6616140000000,Pierce Joint Unified,61614,5,59,273,112,30,9200,Accounts Receivable                                                                                                                                                                                                                                       ,587557.0
1213,6616140000000,Pierce Joint Unified,61614,6,4,8,8,0,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,29105.52
1213,6616140000000,Pierce Joint Unified,61614,6,4,8,8,0,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,124945.12
1213,6616140000000,Pierce Joint Unified,61614,6,4,8,8,0,9200,Accounts Receivable                                                                                                                                                                                                                                       ,587557.0
1213,6616140000000,Pierce Joint Unified,61614,7,25,96,52,18,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,29105.52
1213,6616140000000,Pierce Joint Unified,61614,7,25,96,52,18,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,124945.12
1213,6616140000000,Pierce Joint Unified,61614,7,25,96,52,18,9200,Accounts Receivable                                                                                                                                                                                                                                       ,587557.0
1213,6616220000000,Williams Unified,61622,1,2,6,2,0,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,126828.52999999998
1213,6616220000000,Williams Unified,61622,1,2,6,2,0,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,85752.55999999997
1213,6616220000000,Williams Unified,61622,1,2,6,2,0,9200,Accounts Receivable                                                                                                                                                                                                                                       ,602259.76
1213,6616220000000,Williams Unified,61622,2,3,16,6,6,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,126828.52999999998
1213,6616220000000,Williams Unified,61622,2,3,16,6,6,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,85752.55999999997
1213,6616220000000,Williams Unified,61622,2,3,16,6,6,9200,Accounts Receivable                                                                                                                                                                                                                                       ,602259.76
1213,6616220000000,Williams Unified,61622,5,87,754,132,34,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,126828.52999999998
1213,6616220000000,Williams Unified,61622,5,87,754,132,34,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,85752.55999999997
1213,6616220000000,Williams Unified,61622,5,87,754,132,34,9200,Accounts Receivable                                                                                                                                                                                                                                       ,602259.76
1213,6616220000000,Williams Unified,61622,7,7,69,16,8,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,126828.52999999998
1213,6616220000000,Williams Unified,61622,7,7,69,16,8,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,85752.55999999997
1213,6616220000000,Williams Unified,61622,7,7,69,16,8,9200,Accounts Receivable                                                                                                                                                                                                                                       ,602259.76
1213,7100740000000,Contra Costa County Office of Education,10074,2,29,171,52,48,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,6358749.019999998
1213,7100740000000,Contra Costa County Office of Education,10074,2,29,171,52,48,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,137306.97
1213,7100740000000,Contra Costa County Office of Education,10074,2,29,171,52,48,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,4988.530000000002
1213,7100740000000,Contra Costa County Office of Education,10074,2,29,171,52,48,9200,Accounts Receivable                                                                                                                                                                                                                                       ,74655.0
1213,7100740000000,Contra Costa County Office of Education,10074,3,4,26,8,8,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,6358749.019999998
1213,7100740000000,Contra Costa County Office of Education,10074,3,4,26,8,8,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,137306.97
1213,7100740000000,Contra Costa County Office of Education,10074,3,4,26,8,8,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,4988.530000000002
1213,7100740000000,Contra Costa County Office of Education,10074,3,4,26,8,8,9200,Accounts Receivable                                                                                                                                                                                                                                       ,74655.0
1213,7100740000000,Contra Costa County Office of Education,10074,4,16,108,30,30,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,6358749.019999998
1213,7100740000000,Contra Costa County Office of Education,10074,4,16,108,30,30,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,137306.97
1213,7100740000000,Contra Costa County Office of Education,10074,4,16,108,30,30,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,4988.530000000002
1213,7100740000000,Contra Costa County Office of Education,10074,4,16,108,30,30,9200,Accounts Receivable                                                                                                                                                                                                                                       ,74655.0
1213,7100740000000,Contra Costa County Office of Education,10074,5,95,1110,156,120,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,6358749.019999998
1213,7100740000000,Contra Costa County Office of Education,10074,5,95,1110,156,120,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,137306.97
1213,7100740000000,Contra Costa County Office of Education,10074,5,95,1110,156,120,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,4988.530000000002
1213,7100740000000,Contra Costa County Office of Education,10074,5,95,1110,156,120,9200,Accounts Receivable                                                                                                                                                                                                                                       ,74655.0
1213,7100740000000,Contra Costa County Office of Education,10074,6,52,380,54,26,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,6358749.019999998
1213,7100740000000,Contra Costa County Office of Education,10074,6,52,380,54,26,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,137306.97
1213,7100740000000,Contra Costa County Office of Education,10074,6,52,380,54,26,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,4988.530000000002
1213,7100740000000,Contra Costa County Office of Education,10074,6,52,380,54,26,9200,Accounts Receivable                                                                                                                                                                                                                                       ,74655.0
1213,7100740000000,Contra Costa County Office of Education,10074,7,286,1258,522,506,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,6358749.019999998
1213,7100740000000,Contra Costa County Office of Education,10074,7,286,1258,522,506,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,137306.97
1213,7100740000000,Contra Costa County Office of Education,10074,7,286,1258,522,506,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,4988.530000000002
1213,7100740000000,Contra Costa County Office of Education,10074,7,286,1258,522,506,9200,Accounts Receivable                                                                                                                                                                                                                                       ,74655.0
1213,7100740000000,Contra Costa County Office of Education,10074,9,6,45,10,10,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,6358749.019999998
1213,7100740000000,Contra Costa County Office of Education,10074,9,6,45,10,10,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,137306.97
1213,7100740000000,Contra Costa County Office of Education,10074,9,6,45,10,10,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,4988.530000000002
1213,7100740000000,Contra Costa County Office of Education,10074,9,6,45,10,10,9200,Accounts Receivable                                                                                                                                                                                                                                       ,74655.0
1213,7616300000000,Acalanes Union High,61630,0,3,76,2,2,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,119043.46
1213,7616300000000,Acalanes Union High,61630,0,3,76,2,2,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,747673.2700000005
1213,7616300000000,Acalanes Union High,61630,0,3,76,2,2,5100,Subagreements for Services                                                                                                                                                                                                                                ,382935.42
1213,7616300000000,Acalanes Union High,61630,0,3,76,2,2,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,40770.31
1213,7616300000000,Acalanes Union High,61630,0,3,76,2,2,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,4973064.319999998
1213,7616300000000,Acalanes Union High,61630,0,3,76,2,2,9200,Accounts Receivable                                                                                                                                                                                                                                       ,231074.49
1213,7616300000000,Acalanes Union High,61630,1,1,6,2,2,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,119043.46
1213,7616300000000,Acalanes Union High,61630,1,1,6,2,2,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,747673.2700000005
1213,7616300000000,Acalanes Union High,61630,1,1,6,2,2,5100,Subagreements for Services                                                                                                                                                                                                                                ,382935.42
1213,7616300000000,Acalanes Union High,61630,1,1,6,2,2,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,40770.31
1213,7616300000000,Acalanes Union High,61630,1,1,6,2,2,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,4973064.319999998
1213,7616300000000,Acalanes Union High,61630,1,1,6,2,2,9200,Accounts Receivable                                                                                                                                                                                                                                       ,231074.49
1213,7616300000000,Acalanes Union High,61630,2,172,647,334,276,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,119043.46
1213,7616300000000,Acalanes Union High,61630,2,172,647,334,276,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,747673.2700000005
1213,7616300000000,Acalanes Union High,61630,2,172,647,334,276,5100,Subagreements for Services                                                                                                                                                                                                                                ,382935.42
1213,7616300000000,Acalanes Union High,61630,2,172,647,334,276,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,40770.31
1213,7616300000000,Acalanes Union High,61630,2,172,647,334,276,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,4973064.319999998
1213,7616300000000,Acalanes Union High,61630,2,172,647,334,276,9200,Accounts Receivable                                                                                                                                                                                                                                       ,231074.49
1213,7616300000000,Acalanes Union High,61630,3,5,14,10,4,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,119043.46
1213,7616300000000,Acalanes Union High,61630,3,5,14,10,4,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,747673.2700000005
1213,7616300000000,Acalanes Union High,61630,3,5,14,10,4,5100,Subagreements for Services                                                                                                                                                                                                                                ,382935.42
1213,7616300000000,Acalanes Union High,61630,3,5,14,10,4,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,40770.31
1213,7616300000000,Acalanes Union High,61630,3,5,14,10,4,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,4973064.319999998
1213,7616300000000,Acalanes Union High,61630,3,5,14,10,4,9200,Accounts Receivable                                                                                                                                                                                                                                       ,231074.49
1213,7616300000000,Acalanes Union High,61630,4,21,88,40,26,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,119043.46
1213,7616300000000,Acalanes Union High,61630,4,21,88,40,26,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,747673.2700000005
1213,7616300000000,Acalanes Union High,61630,4,21,88,40,26,5100,Subagreements for Services                                                                                                                                                                                                                                ,382935.42
1213,7616300000000,Acalanes Union High,61630,4,21,88,40,26,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,40770.31
1213,7616300000000,Acalanes Union High,61630,4,21,88,40,26,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,4973064.319999998
1213,7616300000000,Acalanes Union High,61630,4,21,88,40,26,9200,Accounts Receivable                                                                                                                                                                                                                                       ,231074.49
1213,7616300000000,Acalanes Union High,61630,5,114,411,222,110,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,119043.46
1213,7616300000000,Acalanes Union High,61630,5,114,411,222,110,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,747673.2700000005
1213,7616300000000,Acalanes Union High,61630,5,114,411,222,110,5100,Subagreements for Services                                                                                                                                                                                                                                ,382935.42
1213,7616300000000,Acalanes Union High,61630,5,114,411,222,110,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,40770.31
1213,7616300000000,Acalanes Union High,61630,5,114,411,222,110,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,4973064.319999998
1213,7616300000000,Acalanes Union High,61630,5,114,411,222,110,9200,Accounts Receivable                                                                                                                                                                                                                                       ,231074.49
1213,7616300000000,Acalanes Union High,61630,6,13,72,26,18,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,119043.46
1213,7616300000000,Acalanes Union High,61630,6,13,72,26,18,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,747673.2700000005
