Year,CDS_CODE,ETHNIC,GR_12,ENR_TOTAL,GRADS,UC_GRADS,District_Code,Function_Code,Function,Amount
1314,10624300000000,5,404,5726,343,108,62430,9200,Accounts Receivable                                                                                                                                                                                                                                       ,683421.0800000001
1314,10624300000000,6,5,29,5,1,62430,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1953379.66
1314,10624300000000,6,5,29,5,1,62430,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,414893.87
1314,10624300000000,6,5,29,5,1,62430,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,80511.08
1314,10624300000000,6,5,29,5,1,62430,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,3780732.2900000005
1314,10624300000000,6,5,29,5,1,62430,9200,Accounts Receivable                                                                                                                                                                                                                                       ,683421.0800000001
1314,10624300000000,7,31,403,29,11,62430,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1953379.66
1314,10624300000000,7,31,403,29,11,62430,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,414893.87
1314,10624300000000,7,31,403,29,11,62430,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,80511.08
1314,10624300000000,7,31,403,29,11,62430,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,3780732.2900000005
1314,10624300000000,7,31,403,29,11,62430,9200,Accounts Receivable                                                                                                                                                                                                                                       ,683421.0800000001
1314,10624300000000,9,1,11,1,1,62430,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1953379.66
1314,10624300000000,9,1,11,1,1,62430,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,414893.87
1314,10624300000000,9,1,11,1,1,62430,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,80511.08
1314,10624300000000,9,1,11,1,1,62430,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,3780732.2900000005
1314,10624300000000,9,1,11,1,1,62430,9200,Accounts Receivable                                                                                                                                                                                                                                       ,683421.0800000001
1314,12628100000000,1,16,62,13,1,62810,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,17994.68
1314,12628100000000,1,16,62,13,1,62810,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,293851.49
1314,12628100000000,1,16,62,13,1,62810,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,44740.64
1314,12628100000000,1,16,62,13,1,62810,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,681986.78
1314,12628100000000,1,16,62,13,1,62810,9200,Accounts Receivable                                                                                                                                                                                                                                       ,529406.69
1314,12628100000000,2,5,17,5,2,62810,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,17994.68
1314,12628100000000,2,5,17,5,2,62810,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,293851.49
1314,12628100000000,2,5,17,5,2,62810,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,44740.64
1314,12628100000000,2,5,17,5,2,62810,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,681986.78
1314,12628100000000,2,5,17,5,2,62810,9200,Accounts Receivable                                                                                                                                                                                                                                       ,529406.69
1314,12628100000000,3,0,1,1,0,62810,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,17994.68
1314,12628100000000,3,0,1,1,0,62810,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,293851.49
1314,12628100000000,3,0,1,1,0,62810,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,44740.64
1314,12628100000000,3,0,1,1,0,62810,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,681986.78
1314,12628100000000,3,0,1,1,0,62810,9200,Accounts Receivable                                                                                                                                                                                                                                       ,529406.69
1314,12628100000000,4,2,7,2,1,62810,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,17994.68
1314,12628100000000,4,2,7,2,1,62810,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,293851.49
1314,12628100000000,4,2,7,2,1,62810,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,44740.64
1314,12628100000000,4,2,7,2,1,62810,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,681986.78
1314,12628100000000,4,2,7,2,1,62810,9200,Accounts Receivable                                                                                                                                                                                                                                       ,529406.69
1314,12628100000000,5,43,240,36,9,62810,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,17994.68
1314,12628100000000,5,43,240,36,9,62810,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,293851.49
1314,12628100000000,5,43,240,36,9,62810,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,44740.64
1314,12628100000000,5,43,240,36,9,62810,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,681986.78
1314,12628100000000,5,43,240,36,9,62810,9200,Accounts Receivable                                                                                                                                                                                                                                       ,529406.69
1314,12628100000000,7,192,723,178,54,62810,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,17994.68
1314,12628100000000,7,192,723,178,54,62810,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,293851.49
1314,12628100000000,7,192,723,178,54,62810,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,44740.64
1314,12628100000000,7,192,723,178,54,62810,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,681986.78
1314,12628100000000,7,192,723,178,54,62810,9200,Accounts Receivable                                                                                                                                                                                                                                       ,529406.69
1314,12628100000000,9,4,40,3,0,62810,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,17994.68
1314,12628100000000,9,4,40,3,0,62810,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,293851.49
1314,12628100000000,9,4,40,3,0,62810,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,44740.64
1314,12628100000000,9,4,40,3,0,62810,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,681986.78
1314,12628100000000,9,4,40,3,0,62810,9200,Accounts Receivable                                                                                                                                                                                                                                       ,529406.69
1314,12630400000000,1,4,25,4,1,63040,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,52222.51
1314,12630400000000,1,4,25,4,1,63040,5100,Subagreements for Services                                                                                                                                                                                                                                ,52027.37
1314,12630400000000,1,4,25,4,1,63040,5900,Communications                                                                                                                                                                                                                                            ,1000.0
1314,12630400000000,1,4,25,4,1,63040,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,359355.26
1314,12630400000000,1,4,25,4,1,63040,9200,Accounts Receivable                                                                                                                                                                                                                                       ,73208.32
1314,12630400000000,2,2,9,2,2,63040,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,52222.51
1314,12630400000000,2,2,9,2,2,63040,5100,Subagreements for Services                                                                                                                                                                                                                                ,52027.37
1314,12630400000000,2,2,9,2,2,63040,5900,Communications                                                                                                                                                                                                                                            ,1000.0
1314,12630400000000,2,2,9,2,2,63040,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,359355.26
1314,12630400000000,2,2,9,2,2,63040,9200,Accounts Receivable                                                                                                                                                                                                                                       ,73208.32
1314,12630400000000,3,1,3,1,1,63040,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,52222.51
1314,12630400000000,3,1,3,1,1,63040,5100,Subagreements for Services                                                                                                                                                                                                                                ,52027.37
1314,12630400000000,3,1,3,1,1,63040,5900,Communications                                                                                                                                                                                                                                            ,1000.0
1314,12630400000000,3,1,3,1,1,63040,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,359355.26
1314,12630400000000,3,1,3,1,1,63040,9200,Accounts Receivable                                                                                                                                                                                                                                       ,73208.32
1314,12630400000000,5,6,98,7,3,63040,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,52222.51
1314,12630400000000,5,6,98,7,3,63040,5100,Subagreements for Services                                                                                                                                                                                                                                ,52027.37
1314,12630400000000,5,6,98,7,3,63040,5900,Communications                                                                                                                                                                                                                                            ,1000.0
1314,12630400000000,5,6,98,7,3,63040,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,359355.26
1314,12630400000000,5,6,98,7,3,63040,9200,Accounts Receivable                                                                                                                                                                                                                                       ,73208.32
1314,12630400000000,7,42,584,39,13,63040,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,52222.51
1314,12630400000000,7,42,584,39,13,63040,5100,Subagreements for Services                                                                                                                                                                                                                                ,52027.37
1314,12630400000000,7,42,584,39,13,63040,5900,Communications                                                                                                                                                                                                                                            ,1000.0
1314,12630400000000,7,42,584,39,13,63040,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,359355.26
1314,12630400000000,7,42,584,39,13,63040,9200,Accounts Receivable                                                                                                                                                                                                                                       ,73208.32
1314,12630400000000,9,1,30,1,0,63040,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,52222.51
1314,12630400000000,9,1,30,1,0,63040,5100,Subagreements for Services                                                                                                                                                                                                                                ,52027.37
1314,12630400000000,9,1,30,1,0,63040,5900,Communications                                                                                                                                                                                                                                            ,1000.0
1314,12630400000000,9,1,30,1,0,63040,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,359355.26
1314,12630400000000,9,1,30,1,0,63040,9200,Accounts Receivable                                                                                                                                                                                                                                       ,73208.32
1314,14101400000000,1,2,12,3,0,10140,5900,Communications                                                                                                                                                                                                                                            ,106703.64
1314,14101400000000,1,2,12,3,0,10140,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,99358.16
1314,14101400000000,1,2,12,3,0,10140,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,239955.08
1314,14101400000000,1,2,12,3,0,10140,9200,Accounts Receivable                                                                                                                                                                                                                                       ,2670905.9400000004
1314,14101400000000,2,4,13,3,0,10140,5900,Communications                                                                                                                                                                                                                                            ,106703.64
1314,14101400000000,2,4,13,3,0,10140,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,99358.16
1314,14101400000000,2,4,13,3,0,10140,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,239955.08
1314,14101400000000,2,4,13,3,0,10140,9200,Accounts Receivable                                                                                                                                                                                                                                       ,2670905.9400000004
1314,14101400000000,3,3,5,2,0,10140,5900,Communications                                                                                                                                                                                                                                            ,106703.64
1314,14101400000000,3,3,5,2,0,10140,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,99358.16
1314,14101400000000,3,3,5,2,0,10140,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,239955.08
1314,14101400000000,3,3,5,2,0,10140,9200,Accounts Receivable                                                                                                                                                                                                                                       ,2670905.9400000004
1314,14101400000000,4,2,4,3,0,10140,5900,Communications                                                                                                                                                                                                                                            ,106703.64
1314,14101400000000,4,2,4,3,0,10140,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,99358.16
1314,14101400000000,4,2,4,3,0,10140,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,239955.08
1314,14101400000000,4,2,4,3,0,10140,9200,Accounts Receivable                                                                                                                                                                                                                                       ,2670905.9400000004
1314,14101400000000,5,568,1645,496,29,10140,5900,Communications                                                                                                                                                                                                                                            ,106703.64
1314,14101400000000,5,568,1645,496,29,10140,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,99358.16
1314,14101400000000,5,568,1645,496,29,10140,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,239955.08
1314,14101400000000,5,568,1645,496,29,10140,9200,Accounts Receivable                                                                                                                                                                                                                                       ,2670905.9400000004
1314,14101400000000,6,220,609,160,4,10140,5900,Communications                                                                                                                                                                                                                                            ,106703.64
1314,14101400000000,6,220,609,160,4,10140,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,99358.16
1314,14101400000000,6,220,609,160,4,10140,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,239955.08
1314,14101400000000,6,220,609,160,4,10140,9200,Accounts Receivable                                                                                                                                                                                                                                       ,2670905.9400000004
1314,14101400000000,7,16,52,16,0,10140,5900,Communications                                                                                                                                                                                                                                            ,106703.64
1314,14101400000000,7,16,52,16,0,10140,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,99358.16
1314,14101400000000,7,16,52,16,0,10140,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,239955.08
1314,14101400000000,7,16,52,16,0,10140,9200,Accounts Receivable                                                                                                                                                                                                                                       ,2670905.9400000004
1314,17640300000000,1,2,147,4,0,64030,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,231445.71
1314,17640300000000,1,2,147,4,0,64030,9200,Accounts Receivable                                                                                                                                                                                                                                       ,24821.0
1314,17640300000000,2,1,15,1,1,64030,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,231445.71
1314,17640300000000,2,1,15,1,1,64030,9200,Accounts Receivable                                                                                                                                                                                                                                       ,24821.0
1314,17640300000000,4,3,19,3,0,64030,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,231445.71
1314,17640300000000,4,3,19,3,0,64030,9200,Accounts Receivable                                                                                                                                                                                                                                       ,24821.0
1314,17640300000000,5,25,419,23,10,64030,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,231445.71
1314,17640300000000,5,25,419,23,10,64030,9200,Accounts Receivable                                                                                                                                                                                                                                       ,24821.0
1314,17640300000000,7,62,832,66,20,64030,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,231445.71
1314,17640300000000,7,62,832,66,20,64030,9200,Accounts Receivable                                                                                                                                                                                                                                       ,24821.0
1314,17640300000000,9,5,41,5,1,64030,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,231445.71
1314,17640300000000,9,5,41,5,1,64030,9200,Accounts Receivable                                                                                                                                                                                                                                       ,24821.0
1314,19646000000000,1,4,14,5,0,64600,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,87554.75
1314,19646000000000,1,4,14,5,0,64600,9200,Accounts Receivable                                                                                                                                                                                                                                       ,168799.0
1314,19646000000000,2,3,76,4,0,64600,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,87554.75
1314,19646000000000,2,3,76,4,0,64600,9200,Accounts Receivable                                                                                                                                                                                                                                       ,168799.0
1314,19646000000000,4,1,24,4,0,64600,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,87554.75
1314,19646000000000,4,1,24,4,0,64600,9200,Accounts Receivable                                                                                                                                                                                                                                       ,168799.0
1314,19646000000000,5,163,812,122,1,64600,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,87554.75
1314,19646000000000,5,163,812,122,1,64600,9200,Accounts Receivable                                                                                                                                                                                                                                       ,168799.0
1314,19646000000000,6,32,150,26,0,64600,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,87554.75
1314,19646000000000,6,32,150,26,0,64600,9200,Accounts Receivable                                                                                                                                                                                                                                       ,168799.0
1314,19646000000000,7,102,1473,114,0,64600,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,87554.75
1314,19646000000000,7,102,1473,114,0,64600,9200,Accounts Receivable                                                                                                                                                                                                                                       ,168799.0
1314,19646000000000,9,6,120,9,0,64600,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,87554.75
1314,19646000000000,9,6,120,9,0,64600,9200,Accounts Receivable                                                                                                                                                                                                                                       ,168799.0
1314,19647900000000,1,4,25,3,1,64790,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,113722.71
1314,19647900000000,1,4,25,3,1,64790,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,191507.74
1314,19647900000000,1,4,25,3,1,64790,5100,Subagreements for Services                                                                                                                                                                                                                                ,205.81
1314,19647900000000,1,4,25,3,1,64790,5900,Communications                                                                                                                                                                                                                                            ,5060.0
1314,19647900000000,1,4,25,3,1,64790,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,198032.87
1314,19647900000000,1,4,25,3,1,64790,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1852124.63
1314,19647900000000,1,4,25,3,1,64790,9200,Accounts Receivable                                                                                                                                                                                                                                       ,770115.1399999999
1314,19647900000000,2,18,213,14,9,64790,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,113722.71
1314,19647900000000,2,18,213,14,9,64790,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,191507.74
1314,19647900000000,2,18,213,14,9,64790,5100,Subagreements for Services                                                                                                                                                                                                                                ,205.81
1314,19647900000000,2,18,213,14,9,64790,5900,Communications                                                                                                                                                                                                                                            ,5060.0
1314,19647900000000,2,18,213,14,9,64790,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,198032.87
1314,19647900000000,2,18,213,14,9,64790,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1852124.63
