,CDS_CODE,DISTRICT,ETHNIC,GR_12,ENR_TOTAL,GRADS,UC_GRADS,District_Code,Function_Code,Function,Amount
0,1100170000000,Alameda County Office of Education,1,1,16,4,2,10017,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,11704762.379999993
1,1100170000000,Alameda County Office of Education,1,1,16,4,2,10017,5400,Insurance                                                                                                                                                                                                                                                 ,2487.98
2,1100170000000,Alameda County Office of Education,1,1,16,4,2,10017,5900,Communications                                                                                                                                                                                                                                            ,783162.85
3,1100170000000,Alameda County Office of Education,1,1,16,4,2,10017,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,248270.85
4,1100170000000,Alameda County Office of Education,1,1,16,4,2,10017,9200,Accounts Receivable                                                                                                                                                                                                                                       ,5172564.52
5,1100170000000,Alameda County Office of Education,2,9,201,12,2,10017,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,11704762.379999993
6,1100170000000,Alameda County Office of Education,2,9,201,12,2,10017,5400,Insurance                                                                                                                                                                                                                                                 ,2487.98
7,1100170000000,Alameda County Office of Education,2,9,201,12,2,10017,5900,Communications                                                                                                                                                                                                                                            ,783162.85
8,1100170000000,Alameda County Office of Education,2,9,201,12,2,10017,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,248270.85
9,1100170000000,Alameda County Office of Education,2,9,201,12,2,10017,9200,Accounts Receivable                                                                                                                                                                                                                                       ,5172564.52
10,1100170000000,Alameda County Office of Education,3,4,8,4,0,10017,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,11704762.379999993
11,1100170000000,Alameda County Office of Education,3,4,8,4,0,10017,5400,Insurance                                                                                                                                                                                                                                                 ,2487.98
12,1100170000000,Alameda County Office of Education,3,4,8,4,0,10017,5900,Communications                                                                                                                                                                                                                                            ,783162.85
13,1100170000000,Alameda County Office of Education,3,4,8,4,0,10017,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,248270.85
14,1100170000000,Alameda County Office of Education,3,4,8,4,0,10017,9200,Accounts Receivable                                                                                                                                                                                                                                       ,5172564.52
15,1100170000000,Alameda County Office of Education,4,2,19,2,0,10017,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,11704762.379999993
16,1100170000000,Alameda County Office of Education,4,2,19,2,0,10017,5400,Insurance                                                                                                                                                                                                                                                 ,2487.98
17,1100170000000,Alameda County Office of Education,4,2,19,2,0,10017,5900,Communications                                                                                                                                                                                                                                            ,783162.85
18,1100170000000,Alameda County Office of Education,4,2,19,2,0,10017,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,248270.85
19,1100170000000,Alameda County Office of Education,4,2,19,2,0,10017,9200,Accounts Receivable                                                                                                                                                                                                                                       ,5172564.52
20,1100170000000,Alameda County Office of Education,5,117,627,226,80,10017,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,11704762.379999993
21,1100170000000,Alameda County Office of Education,5,117,627,226,80,10017,5400,Insurance                                                                                                                                                                                                                                                 ,2487.98
22,1100170000000,Alameda County Office of Education,5,117,627,226,80,10017,5900,Communications                                                                                                                                                                                                                                            ,783162.85
23,1100170000000,Alameda County Office of Education,5,117,627,226,80,10017,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,248270.85
24,1100170000000,Alameda County Office of Education,5,117,627,226,80,10017,9200,Accounts Receivable                                                                                                                                                                                                                                       ,5172564.52
25,1100170000000,Alameda County Office of Education,6,113,418,166,70,10017,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,11704762.379999993
26,1100170000000,Alameda County Office of Education,6,113,418,166,70,10017,5400,Insurance                                                                                                                                                                                                                                                 ,2487.98
27,1100170000000,Alameda County Office of Education,6,113,418,166,70,10017,5900,Communications                                                                                                                                                                                                                                            ,783162.85
28,1100170000000,Alameda County Office of Education,6,113,418,166,70,10017,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,248270.85
29,1100170000000,Alameda County Office of Education,6,113,418,166,70,10017,9200,Accounts Receivable                                                                                                                                                                                                                                       ,5172564.52
30,1100170000000,Alameda County Office of Education,7,11,187,18,2,10017,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,11704762.379999993
31,1100170000000,Alameda County Office of Education,7,11,187,18,2,10017,5400,Insurance                                                                                                                                                                                                                                                 ,2487.98
32,1100170000000,Alameda County Office of Education,7,11,187,18,2,10017,5900,Communications                                                                                                                                                                                                                                            ,783162.85
33,1100170000000,Alameda County Office of Education,7,11,187,18,2,10017,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,248270.85
34,1100170000000,Alameda County Office of Education,7,11,187,18,2,10017,9200,Accounts Receivable                                                                                                                                                                                                                                       ,5172564.52
35,1100170000000,Alameda County Office of Education,9,5,178,10,6,10017,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,11704762.379999993
36,1100170000000,Alameda County Office of Education,9,5,178,10,6,10017,5400,Insurance                                                                                                                                                                                                                                                 ,2487.98
37,1100170000000,Alameda County Office of Education,9,5,178,10,6,10017,5900,Communications                                                                                                                                                                                                                                            ,783162.85
38,1100170000000,Alameda County Office of Education,9,5,178,10,6,10017,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,248270.85
39,1100170000000,Alameda County Office of Education,9,5,178,10,6,10017,9200,Accounts Receivable                                                                                                                                                                                                                                       ,5172564.52
40,1611190000000,Alameda Unified,1,1,23,2,2,61119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3921451.559999997
41,1611190000000,Alameda Unified,1,1,23,2,2,61119,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,773211.6099999999
42,1611190000000,Alameda Unified,1,1,23,2,2,61119,9200,Accounts Receivable                                                                                                                                                                                                                                       ,583815.26
43,1611190000000,Alameda Unified,2,287,1460,528,330,61119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3921451.559999997
44,1611190000000,Alameda Unified,2,287,1460,528,330,61119,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,773211.6099999999
45,1611190000000,Alameda Unified,2,287,1460,528,330,61119,9200,Accounts Receivable                                                                                                                                                                                                                                       ,583815.26
46,1611190000000,Alameda Unified,3,12,62,18,4,61119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3921451.559999997
47,1611190000000,Alameda Unified,3,12,62,18,4,61119,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,773211.6099999999
48,1611190000000,Alameda Unified,3,12,62,18,4,61119,9200,Accounts Receivable                                                                                                                                                                                                                                       ,583815.26
49,1611190000000,Alameda Unified,4,61,461,116,70,61119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3921451.559999997
50,1611190000000,Alameda Unified,4,61,461,116,70,61119,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,773211.6099999999
51,1611190000000,Alameda Unified,4,61,461,116,70,61119,9200,Accounts Receivable                                                                                                                                                                                                                                       ,583815.26
52,1611190000000,Alameda Unified,5,148,1079,234,108,61119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3921451.559999997
53,1611190000000,Alameda Unified,5,148,1079,234,108,61119,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,773211.6099999999
54,1611190000000,Alameda Unified,5,148,1079,234,108,61119,9200,Accounts Receivable                                                                                                                                                                                                                                       ,583815.26
55,1611190000000,Alameda Unified,6,97,700,150,48,61119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3921451.559999997
56,1611190000000,Alameda Unified,6,97,700,150,48,61119,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,773211.6099999999
57,1611190000000,Alameda Unified,6,97,700,150,48,61119,9200,Accounts Receivable                                                                                                                                                                                                                                       ,583815.26
58,1611190000000,Alameda Unified,7,217,1671,408,228,61119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3921451.559999997
59,1611190000000,Alameda Unified,7,217,1671,408,228,61119,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,773211.6099999999
60,1611190000000,Alameda Unified,7,217,1671,408,228,61119,9200,Accounts Receivable                                                                                                                                                                                                                                       ,583815.26
61,1611190000000,Alameda Unified,9,33,388,56,32,61119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3921451.559999997
62,1611190000000,Alameda Unified,9,33,388,56,32,61119,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,773211.6099999999
63,1611190000000,Alameda Unified,9,33,388,56,32,61119,9200,Accounts Receivable                                                                                                                                                                                                                                       ,583815.26
64,1611270000000,Albany City Unified,2,88,348,180,122,61127,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3208053.01
65,1611270000000,Albany City Unified,2,88,348,180,122,61127,2200,Classified Support Salaries                                                                                                                                                                                                                               ,479468.32000000007
66,1611270000000,Albany City Unified,2,88,348,180,122,61127,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,21437.840000000007
67,1611270000000,Albany City Unified,2,88,348,180,122,61127,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,398701.83
68,1611270000000,Albany City Unified,2,88,348,180,122,61127,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,2570832.220000001
69,1611270000000,Albany City Unified,2,88,348,180,122,61127,9200,Accounts Receivable                                                                                                                                                                                                                                       ,17070043.0
70,1611270000000,Albany City Unified,3,1,4,2,2,61127,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3208053.01
71,1611270000000,Albany City Unified,3,1,4,2,2,61127,2200,Classified Support Salaries                                                                                                                                                                                                                               ,479468.32000000007
72,1611270000000,Albany City Unified,3,1,4,2,2,61127,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,21437.840000000007
73,1611270000000,Albany City Unified,3,1,4,2,2,61127,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,398701.83
74,1611270000000,Albany City Unified,3,1,4,2,2,61127,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,2570832.220000001
75,1611270000000,Albany City Unified,3,1,4,2,2,61127,9200,Accounts Receivable                                                                                                                                                                                                                                       ,17070043.0
76,1611270000000,Albany City Unified,4,5,22,8,4,61127,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3208053.01
77,1611270000000,Albany City Unified,4,5,22,8,4,61127,2200,Classified Support Salaries                                                                                                                                                                                                                               ,479468.32000000007
78,1611270000000,Albany City Unified,4,5,22,8,4,61127,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,21437.840000000007
79,1611270000000,Albany City Unified,4,5,22,8,4,61127,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,398701.83
80,1611270000000,Albany City Unified,4,5,22,8,4,61127,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,2570832.220000001
81,1611270000000,Albany City Unified,4,5,22,8,4,61127,9200,Accounts Receivable                                                                                                                                                                                                                                       ,17070043.0
82,1611270000000,Albany City Unified,5,49,209,94,42,61127,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3208053.01
83,1611270000000,Albany City Unified,5,49,209,94,42,61127,2200,Classified Support Salaries                                                                                                                                                                                                                               ,479468.32000000007
84,1611270000000,Albany City Unified,5,49,209,94,42,61127,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,21437.840000000007
85,1611270000000,Albany City Unified,5,49,209,94,42,61127,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,398701.83
86,1611270000000,Albany City Unified,5,49,209,94,42,61127,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,2570832.220000001
87,1611270000000,Albany City Unified,5,49,209,94,42,61127,9200,Accounts Receivable                                                                                                                                                                                                                                       ,17070043.0
88,1611270000000,Albany City Unified,6,21,64,38,10,61127,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3208053.01
89,1611270000000,Albany City Unified,6,21,64,38,10,61127,2200,Classified Support Salaries                                                                                                                                                                                                                               ,479468.32000000007
90,1611270000000,Albany City Unified,6,21,64,38,10,61127,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,21437.840000000007
91,1611270000000,Albany City Unified,6,21,64,38,10,61127,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,398701.83
92,1611270000000,Albany City Unified,6,21,64,38,10,61127,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,2570832.220000001
93,1611270000000,Albany City Unified,6,21,64,38,10,61127,9200,Accounts Receivable                                                                                                                                                                                                                                       ,17070043.0
94,1611270000000,Albany City Unified,7,109,452,208,150,61127,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3208053.01
95,1611270000000,Albany City Unified,7,109,452,208,150,61127,2200,Classified Support Salaries                                                                                                                                                                                                                               ,479468.32000000007
96,1611270000000,Albany City Unified,7,109,452,208,150,61127,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,21437.840000000007
97,1611270000000,Albany City Unified,7,109,452,208,150,61127,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,398701.83
98,1611270000000,Albany City Unified,7,109,452,208,150,61127,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,2570832.220000001
99,1611270000000,Albany City Unified,7,109,452,208,150,61127,9200,Accounts Receivable                                                                                                                                                                                                                                       ,17070043.0
100,1611270000000,Albany City Unified,9,27,127,54,34,61127,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3208053.01
101,1611270000000,Albany City Unified,9,27,127,54,34,61127,2200,Classified Support Salaries                                                                                                                                                                                                                               ,479468.32000000007
102,1611270000000,Albany City Unified,9,27,127,54,34,61127,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,21437.840000000007
103,1611270000000,Albany City Unified,9,27,127,54,34,61127,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,398701.83
104,1611270000000,Albany City Unified,9,27,127,54,34,61127,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,2570832.220000001
105,1611270000000,Albany City Unified,9,27,127,54,34,61127,9200,Accounts Receivable                                                                                                                                                                                                                                       ,17070043.0
106,1611430000000,Berkeley Unified,0,2,14,4,2,61143,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,9972193.080000006
107,1611430000000,Berkeley Unified,0,2,14,4,2,61143,9200,Accounts Receivable                                                                                                                                                                                                                                       ,822.0
108,1611430000000,Berkeley Unified,1,3,11,4,0,61143,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,9972193.080000006
109,1611430000000,Berkeley Unified,1,3,11,4,0,61143,9200,Accounts Receivable                                                                                                                                                                                                                                       ,822.0
110,1611430000000,Berkeley Unified,2,71,284,142,94,61143,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,9972193.080000006
111,1611430000000,Berkeley Unified,2,71,284,142,94,61143,9200,Accounts Receivable                                                                                                                                                                                                                                       ,822.0
112,1611430000000,Berkeley Unified,3,4,9,8,4,61143,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,9972193.080000006
113,1611430000000,Berkeley Unified,3,4,9,8,4,61143,9200,Accounts Receivable                                                                                                                                                                                                                                       ,822.0
114,1611430000000,Berkeley Unified,4,6,32,12,12,61143,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,9972193.080000006
115,1611430000000,Berkeley Unified,4,6,32,12,12,61143,9200,Accounts Receivable                                                                                                                                                                                                                                       ,822.0
116,1611430000000,Berkeley Unified,5,248,1090,436,280,61143,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,9972193.080000006
117,1611430000000,Berkeley Unified,5,248,1090,436,280,61143,9200,Accounts Receivable                                                                                                                                                                                                                                       ,822.0
118,1611430000000,Berkeley Unified,6,198,756,346,122,61143,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,9972193.080000006
119,1611430000000,Berkeley Unified,6,198,756,346,122,61143,9200,Accounts Receivable                                                                                                                                                                                                                                       ,822.0
120,1611430000000,Berkeley Unified,7,310,1291,582,498,61143,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,9972193.080000006
121,1611430000000,Berkeley Unified,7,310,1291,582,498,61143,9200,Accounts Receivable                                                                                                                                                                                                                                       ,822.0
122,1611430000000,Berkeley Unified,9,80,383,142,108,61143,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,9972193.080000006
123,1611430000000,Berkeley Unified,9,80,383,142,108,61143,9200,Accounts Receivable                                                                                                                                                                                                                                       ,822.0
124,1611500000000,Castro Valley Unified,0,3,15,6,2,61150,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,5255446.160000001
125,1611500000000,Castro Valley Unified,0,3,15,6,2,61150,2200,Classified Support Salaries                                                                                                                                                                                                                               ,222068.06000000003
126,1611500000000,Castro Valley Unified,0,3,15,6,2,61150,9200,Accounts Receivable                                                                                                                                                                                                                                       ,26726791.04
127,1611500000000,Castro Valley Unified,1,2,11,4,0,61150,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,5255446.160000001
128,1611500000000,Castro Valley Unified,1,2,11,4,0,61150,2200,Classified Support Salaries                                                                                                                                                                                                                               ,222068.06000000003
129,1611500000000,Castro Valley Unified,1,2,11,4,0,61150,9200,Accounts Receivable                                                                                                                                                                                                                                       ,26726791.04
130,1611500000000,Castro Valley Unified,2,192,774,374,276,61150,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,5255446.160000001
131,1611500000000,Castro Valley Unified,2,192,774,374,276,61150,2200,Classified Support Salaries                                                                                                                                                                                                                               ,222068.06000000003
132,1611500000000,Castro Valley Unified,2,192,774,374,276,61150,9200,Accounts Receivable                                                                                                                                                                                                                                       ,26726791.04
133,1611500000000,Castro Valley Unified,3,5,14,10,2,61150,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,5255446.160000001
134,1611500000000,Castro Valley Unified,3,5,14,10,2,61150,2200,Classified Support Salaries                                                                                                                                                                                                                               ,222068.06000000003
135,1611500000000,Castro Valley Unified,3,5,14,10,2,61150,9200,Accounts Receivable                                                                                                                                                                                                                                       ,26726791.04
