,CDS_CODE,DISTRICT,ETHNIC,GR_12,ENR_TOTAL,GRADS,UC_GRADS,District_Code,Function_Code,Function,Amount
0,1100170000000,Alameda County Office of Education,1,5,24,10,6,10017,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,10755752.489999996
1,1100170000000,Alameda County Office of Education,1,5,24,10,6,10017,5400,Insurance                                                                                                                                                                                                                                                 ,3652.71
2,1100170000000,Alameda County Office of Education,1,5,24,10,6,10017,5900,Communications                                                                                                                                                                                                                                            ,1329205.2300000002
3,1100170000000,Alameda County Office of Education,1,5,24,10,6,10017,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,273962.33
4,1100170000000,Alameda County Office of Education,1,5,24,10,6,10017,9200,Accounts Receivable                                                                                                                                                                                                                                       ,225391.0
5,1100170000000,Alameda County Office of Education,2,29,430,64,8,10017,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,10755752.489999996
6,1100170000000,Alameda County Office of Education,2,29,430,64,8,10017,5400,Insurance                                                                                                                                                                                                                                                 ,3652.71
7,1100170000000,Alameda County Office of Education,2,29,430,64,8,10017,5900,Communications                                                                                                                                                                                                                                            ,1329205.2300000002
8,1100170000000,Alameda County Office of Education,2,29,430,64,8,10017,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,273962.33
9,1100170000000,Alameda County Office of Education,2,29,430,64,8,10017,9200,Accounts Receivable                                                                                                                                                                                                                                       ,225391.0
10,1100170000000,Alameda County Office of Education,3,6,32,8,4,10017,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,10755752.489999996
11,1100170000000,Alameda County Office of Education,3,6,32,8,4,10017,5400,Insurance                                                                                                                                                                                                                                                 ,3652.71
12,1100170000000,Alameda County Office of Education,3,6,32,8,4,10017,5900,Communications                                                                                                                                                                                                                                            ,1329205.2300000002
13,1100170000000,Alameda County Office of Education,3,6,32,8,4,10017,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,273962.33
14,1100170000000,Alameda County Office of Education,3,6,32,8,4,10017,9200,Accounts Receivable                                                                                                                                                                                                                                       ,225391.0
15,1100170000000,Alameda County Office of Education,4,7,42,10,6,10017,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,10755752.489999996
16,1100170000000,Alameda County Office of Education,4,7,42,10,6,10017,5400,Insurance                                                                                                                                                                                                                                                 ,3652.71
17,1100170000000,Alameda County Office of Education,4,7,42,10,6,10017,5900,Communications                                                                                                                                                                                                                                            ,1329205.2300000002
18,1100170000000,Alameda County Office of Education,4,7,42,10,6,10017,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,273962.33
19,1100170000000,Alameda County Office of Education,4,7,42,10,6,10017,9200,Accounts Receivable                                                                                                                                                                                                                                       ,225391.0
20,1100170000000,Alameda County Office of Education,5,161,876,296,136,10017,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,10755752.489999996
21,1100170000000,Alameda County Office of Education,5,161,876,296,136,10017,5400,Insurance                                                                                                                                                                                                                                                 ,3652.71
22,1100170000000,Alameda County Office of Education,5,161,876,296,136,10017,5900,Communications                                                                                                                                                                                                                                            ,1329205.2300000002
23,1100170000000,Alameda County Office of Education,5,161,876,296,136,10017,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,273962.33
24,1100170000000,Alameda County Office of Education,5,161,876,296,136,10017,9200,Accounts Receivable                                                                                                                                                                                                                                       ,225391.0
25,1100170000000,Alameda County Office of Education,6,125,591,170,84,10017,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,10755752.489999996
26,1100170000000,Alameda County Office of Education,6,125,591,170,84,10017,5400,Insurance                                                                                                                                                                                                                                                 ,3652.71
27,1100170000000,Alameda County Office of Education,6,125,591,170,84,10017,5900,Communications                                                                                                                                                                                                                                            ,1329205.2300000002
28,1100170000000,Alameda County Office of Education,6,125,591,170,84,10017,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,273962.33
29,1100170000000,Alameda County Office of Education,6,125,591,170,84,10017,9200,Accounts Receivable                                                                                                                                                                                                                                       ,225391.0
30,1100170000000,Alameda County Office of Education,7,50,715,90,8,10017,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,10755752.489999996
31,1100170000000,Alameda County Office of Education,7,50,715,90,8,10017,5400,Insurance                                                                                                                                                                                                                                                 ,3652.71
32,1100170000000,Alameda County Office of Education,7,50,715,90,8,10017,5900,Communications                                                                                                                                                                                                                                            ,1329205.2300000002
33,1100170000000,Alameda County Office of Education,7,50,715,90,8,10017,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,273962.33
34,1100170000000,Alameda County Office of Education,7,50,715,90,8,10017,9200,Accounts Receivable                                                                                                                                                                                                                                       ,225391.0
35,1100170000000,Alameda County Office of Education,9,14,160,18,6,10017,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,10755752.489999996
36,1100170000000,Alameda County Office of Education,9,14,160,18,6,10017,5400,Insurance                                                                                                                                                                                                                                                 ,3652.71
37,1100170000000,Alameda County Office of Education,9,14,160,18,6,10017,5900,Communications                                                                                                                                                                                                                                            ,1329205.2300000002
38,1100170000000,Alameda County Office of Education,9,14,160,18,6,10017,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,273962.33
39,1100170000000,Alameda County Office of Education,9,14,160,18,6,10017,9200,Accounts Receivable                                                                                                                                                                                                                                       ,225391.0
40,1611190000000,Alameda Unified,0,0,11,2,2,61119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3622777.619999997
41,1611190000000,Alameda Unified,0,0,11,2,2,61119,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,700044.28
42,1611190000000,Alameda Unified,0,0,11,2,2,61119,9200,Accounts Receivable                                                                                                                                                                                                                                       ,589473.84
43,1611190000000,Alameda Unified,1,1,23,2,0,61119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3622777.619999997
44,1611190000000,Alameda Unified,1,1,23,2,0,61119,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,700044.28
45,1611190000000,Alameda Unified,1,1,23,2,0,61119,9200,Accounts Receivable                                                                                                                                                                                                                                       ,589473.84
46,1611190000000,Alameda Unified,2,304,1474,568,406,61119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3622777.619999997
47,1611190000000,Alameda Unified,2,304,1474,568,406,61119,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,700044.28
48,1611190000000,Alameda Unified,2,304,1474,568,406,61119,9200,Accounts Receivable                                                                                                                                                                                                                                       ,589473.84
49,1611190000000,Alameda Unified,3,8,58,16,4,61119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3622777.619999997
50,1611190000000,Alameda Unified,3,8,58,16,4,61119,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,700044.28
51,1611190000000,Alameda Unified,3,8,58,16,4,61119,9200,Accounts Receivable                                                                                                                                                                                                                                       ,589473.84
52,1611190000000,Alameda Unified,4,68,465,126,62,61119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3622777.619999997
53,1611190000000,Alameda Unified,4,68,465,126,62,61119,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,700044.28
54,1611190000000,Alameda Unified,4,68,465,126,62,61119,9200,Accounts Receivable                                                                                                                                                                                                                                       ,589473.84
55,1611190000000,Alameda Unified,5,192,1091,346,92,61119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3622777.619999997
56,1611190000000,Alameda Unified,5,192,1091,346,92,61119,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,700044.28
57,1611190000000,Alameda Unified,5,192,1091,346,92,61119,9200,Accounts Receivable                                                                                                                                                                                                                                       ,589473.84
58,1611190000000,Alameda Unified,6,97,752,150,46,61119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3622777.619999997
59,1611190000000,Alameda Unified,6,97,752,150,46,61119,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,700044.28
60,1611190000000,Alameda Unified,6,97,752,150,46,61119,9200,Accounts Receivable                                                                                                                                                                                                                                       ,589473.84
61,1611190000000,Alameda Unified,7,212,1566,382,212,61119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3622777.619999997
62,1611190000000,Alameda Unified,7,212,1566,382,212,61119,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,700044.28
63,1611190000000,Alameda Unified,7,212,1566,382,212,61119,9200,Accounts Receivable                                                                                                                                                                                                                                       ,589473.84
64,1611190000000,Alameda Unified,9,40,360,76,30,61119,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3622777.619999997
65,1611190000000,Alameda Unified,9,40,360,76,30,61119,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,700044.28
66,1611190000000,Alameda Unified,9,40,360,76,30,61119,9200,Accounts Receivable                                                                                                                                                                                                                                       ,589473.84
67,1611270000000,Albany City Unified,2,93,359,176,138,61127,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2567750.5200000005
68,1611270000000,Albany City Unified,2,93,359,176,138,61127,2200,Classified Support Salaries                                                                                                                                                                                                                               ,443720.59
69,1611270000000,Albany City Unified,2,93,359,176,138,61127,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,21406.95
70,1611270000000,Albany City Unified,2,93,359,176,138,61127,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,398474.21
71,1611270000000,Albany City Unified,2,93,359,176,138,61127,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1882097.54
72,1611270000000,Albany City Unified,2,93,359,176,138,61127,9200,Accounts Receivable                                                                                                                                                                                                                                       ,17681538.0
73,1611270000000,Albany City Unified,3,1,3,2,0,61127,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2567750.5200000005
74,1611270000000,Albany City Unified,3,1,3,2,0,61127,2200,Classified Support Salaries                                                                                                                                                                                                                               ,443720.59
