,CDS_CODE,DISTRICT,ETHNIC,GR_12,ENR_TOTAL,GRADS,UC_GRADS,District_Code,Function_Code,Function,Amount
75,1611270000000,Albany City Unified,3,1,3,2,0,61127,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,21406.95
76,1611270000000,Albany City Unified,3,1,3,2,0,61127,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,398474.21
77,1611270000000,Albany City Unified,3,1,3,2,0,61127,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1882097.54
78,1611270000000,Albany City Unified,3,1,3,2,0,61127,9200,Accounts Receivable                                                                                                                                                                                                                                       ,17681538.0
79,1611270000000,Albany City Unified,4,6,20,12,6,61127,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2567750.5200000005
80,1611270000000,Albany City Unified,4,6,20,12,6,61127,2200,Classified Support Salaries                                                                                                                                                                                                                               ,443720.59
81,1611270000000,Albany City Unified,4,6,20,12,6,61127,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,21406.95
82,1611270000000,Albany City Unified,4,6,20,12,6,61127,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,398474.21
83,1611270000000,Albany City Unified,4,6,20,12,6,61127,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1882097.54
84,1611270000000,Albany City Unified,4,6,20,12,6,61127,9200,Accounts Receivable                                                                                                                                                                                                                                       ,17681538.0
85,1611270000000,Albany City Unified,5,58,215,96,40,61127,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2567750.5200000005
86,1611270000000,Albany City Unified,5,58,215,96,40,61127,2200,Classified Support Salaries                                                                                                                                                                                                                               ,443720.59
87,1611270000000,Albany City Unified,5,58,215,96,40,61127,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,21406.95
88,1611270000000,Albany City Unified,5,58,215,96,40,61127,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,398474.21
89,1611270000000,Albany City Unified,5,58,215,96,40,61127,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1882097.54
90,1611270000000,Albany City Unified,5,58,215,96,40,61127,9200,Accounts Receivable                                                                                                                                                                                                                                       ,17681538.0
91,1611270000000,Albany City Unified,6,15,60,24,8,61127,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2567750.5200000005
92,1611270000000,Albany City Unified,6,15,60,24,8,61127,2200,Classified Support Salaries                                                                                                                                                                                                                               ,443720.59
93,1611270000000,Albany City Unified,6,15,60,24,8,61127,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,21406.95
94,1611270000000,Albany City Unified,6,15,60,24,8,61127,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,398474.21
95,1611270000000,Albany City Unified,6,15,60,24,8,61127,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1882097.54
96,1611270000000,Albany City Unified,6,15,60,24,8,61127,9200,Accounts Receivable                                                                                                                                                                                                                                       ,17681538.0
97,1611270000000,Albany City Unified,7,87,442,172,102,61127,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2567750.5200000005
98,1611270000000,Albany City Unified,7,87,442,172,102,61127,2200,Classified Support Salaries                                                                                                                                                                                                                               ,443720.59
99,1611270000000,Albany City Unified,7,87,442,172,102,61127,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,21406.95
100,1611270000000,Albany City Unified,7,87,442,172,102,61127,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,398474.21
101,1611270000000,Albany City Unified,7,87,442,172,102,61127,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1882097.54
102,1611270000000,Albany City Unified,7,87,442,172,102,61127,9200,Accounts Receivable                                                                                                                                                                                                                                       ,17681538.0
103,1611270000000,Albany City Unified,9,29,119,56,22,61127,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2567750.5200000005
104,1611270000000,Albany City Unified,9,29,119,56,22,61127,2200,Classified Support Salaries                                                                                                                                                                                                                               ,443720.59
105,1611270000000,Albany City Unified,9,29,119,56,22,61127,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,21406.95
106,1611270000000,Albany City Unified,9,29,119,56,22,61127,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,398474.21
107,1611270000000,Albany City Unified,9,29,119,56,22,61127,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1882097.54
108,1611270000000,Albany City Unified,9,29,119,56,22,61127,9200,Accounts Receivable                                                                                                                                                                                                                                       ,17681538.0
109,1611430000000,Berkeley Unified,1,2,6,4,4,61143,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,8723141.409999996
110,1611430000000,Berkeley Unified,1,2,6,4,4,61143,9200,Accounts Receivable                                                                                                                                                                                                                                       ,23870.0
111,1611430000000,Berkeley Unified,2,58,274,116,74,61143,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,8723141.409999996
112,1611430000000,Berkeley Unified,2,58,274,116,74,61143,9200,Accounts Receivable                                                                                                                                                                                                                                       ,23870.0
113,1611430000000,Berkeley Unified,3,3,11,4,0,61143,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,8723141.409999996
114,1611430000000,Berkeley Unified,3,3,11,4,0,61143,9200,Accounts Receivable                                                                                                                                                                                                                                       ,23870.0
115,1611430000000,Berkeley Unified,4,11,37,18,12,61143,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,8723141.409999996
116,1611430000000,Berkeley Unified,4,11,37,18,12,61143,9200,Accounts Receivable                                                                                                                                                                                                                                       ,23870.0
117,1611430000000,Berkeley Unified,5,208,1128,354,194,61143,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,8723141.409999996
118,1611430000000,Berkeley Unified,5,208,1128,354,194,61143,9200,Accounts Receivable                                                                                                                                                                                                                                       ,23870.0
119,1611430000000,Berkeley Unified,6,204,822,388,138,61143,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,8723141.409999996
120,1611430000000,Berkeley Unified,6,204,822,388,138,61143,9200,Accounts Receivable                                                                                                                                                                                                                                       ,23870.0
121,1611430000000,Berkeley Unified,7,330,1313,626,524,61143,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,8723141.409999996
122,1611430000000,Berkeley Unified,7,330,1313,626,524,61143,9200,Accounts Receivable                                                                                                                                                                                                                                       ,23870.0
123,1611430000000,Berkeley Unified,9,69,364,132,84,61143,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,8723141.409999996
124,1611430000000,Berkeley Unified,9,69,364,132,84,61143,9200,Accounts Receivable                                                                                                                                                                                                                                       ,23870.0
125,1611500000000,Castro Valley Unified,0,4,16,8,4,61150,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,4245123.489999998
126,1611500000000,Castro Valley Unified,0,4,16,8,4,61150,2200,Classified Support Salaries                                                                                                                                                                                                                               ,170564.37
127,1611500000000,Castro Valley Unified,0,4,16,8,4,61150,9200,Accounts Receivable                                                                                                                                                                                                                                       ,27356170.85
128,1611500000000,Castro Valley Unified,1,3,11,4,2,61150,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,4245123.489999998
129,1611500000000,Castro Valley Unified,1,3,11,4,2,61150,2200,Classified Support Salaries                                                                                                                                                                                                                               ,170564.37
130,1611500000000,Castro Valley Unified,1,3,11,4,2,61150,9200,Accounts Receivable                                                                                                                                                                                                                                       ,27356170.85
131,1611500000000,Castro Valley Unified,2,192,766,372,284,61150,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,4245123.489999998
132,1611500000000,Castro Valley Unified,2,192,766,372,284,61150,2200,Classified Support Salaries                                                                                                                                                                                                                               ,170564.37
133,1611500000000,Castro Valley Unified,2,192,766,372,284,61150,9200,Accounts Receivable                                                                                                                                                                                                                                       ,27356170.85
134,1611500000000,Castro Valley Unified,3,5,21,10,2,61150,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,4245123.489999998
135,1611500000000,Castro Valley Unified,3,5,21,10,2,61150,2200,Classified Support Salaries                                                                                                                                                                                                                               ,170564.37
136,1611500000000,Castro Valley Unified,3,5,21,10,2,61150,9200,Accounts Receivable                                                                                                                                                                                                                                       ,27356170.85
