CDS_CODE,ETHNIC,ENR_TOTAL,GRADS,UC_GRADS
1612910000000,4,241,55,32
1612910000000,5,1265,291,74
1612910000000,6,497,102,23
1612910000000,7,253,55,20
1612910000000,9,49,12,2
1613090000000,0,114,2,1
1613090000000,1,12,2,1
1613090000000,2,683,145,94
1613090000000,3,66,20,5
1613090000000,4,330,84,40
1613090000000,5,2235,517,182
1613090000000,6,577,150,56
1613090000000,7,443,107,37
1613090000000,9,61,14,7
1750930000000,0,26,1,1
1750930000000,1,10,4,4
1750930000000,2,2556,116,89
1750930000000,3,22,3,1
1750930000000,4,387,36,24
1750930000000,5,569,91,44
1750930000000,6,242,45,22
1750930000000,7,1312,182,113
1750930000000,9,286,10,6
1751010000000,1,24,11,4
1751010000000,2,1531,374,303
1751010000000,3,16,6,3
1751010000000,4,126,31,20
1751010000000,5,476,117,51
1751010000000,6,113,29,15
1751010000000,7,2507,617,355
1751010000000,9,115,24,12
1766530000000,0,6,1,1
1766530000000,2,40,12,12
1766530000000,4,11,3,3
1766530000000,5,79,22,22
1766530000000,6,10,2,2
1766530000000,7,238,63,62
1766530000000,9,21,4,4
2100250000000,1,6,2,0
3100330000000,7,132,2,0
3739810000000,0,26,4,0
3739810000000,1,38,10,1
3739810000000,2,9,3,1
3739810000000,3,5,1,0
3739810000000,4,9,2,1
3739810000000,5,232,39,12
3739810000000,6,2,1,0
3739810000000,7,919,218,52
3739810000000,9,57,10,0
4100410000000,1,39,1,0
4100410000000,2,9,1,0
4100410000000,5,212,27,2
4100410000000,6,16,3,0
4100410000000,7,727,114,21
4100410000000,9,25,4,0
4100420000000,1,1,1,0
4614080000000,2,1,1,0
4614080000000,5,56,12,2
4614080000000,6,3,1,0
4614080000000,7,88,16,5
4614240000000,0,65,9,0
4614240000000,1,83,16,2
4614240000000,2,292,84,37
4614240000000,3,31,3,1
4614240000000,4,37,10,5
4614240000000,5,1005,214,45
4614240000000,6,156,36,5
4614240000000,7,3163,639,302
4614240000000,9,132,19,2
4614320000000,1,4,1,0
4614320000000,5,63,20,3
4614320000000,7,220,50,25
4614320000000,9,3,1,1
4614400000000,1,9,3,0
4614400000000,5,7,2,0
4614400000000,7,20,3,0
4614400000000,9,2,1,0
4614570000000,0,3,1,0
4614570000000,5,13,3,0
4614570000000,7,37,6,0
4615150000000,1,113,12,1
4615150000000,2,347,88,42
4615150000000,3,6,2,0
4615150000000,4,8,1,0
4615150000000,5,461,102,12
4615150000000,6,61,8,0
4615150000000,7,1097,212,30
4615150000000,9,179,31,3
4615310000000,1,17,2,0
4615310000000,2,16,2,0
4615310000000,4,12,3,1
4615310000000,5,158,24,7
4615310000000,6,16,3,0
4615310000000,7,1162,208,38
4615310000000,9,104,15,2
4615320000000,5,368,1,0
4615320000000,7,2102,10,0
4615320000000,9,229,1,0
4755070000000,0,18,2,0
4755070000000,2,21,9,6
4755070000000,5,368,75,15
4755070000000,6,3,1,0
4755070000000,7,226,54,10
4755070000000,9,3,1,0
5100580000000,2,2,1,0
5100580000000,3,2,1,0
5100580000000,5,77,18,0
5100580000000,7,367,54,1
5100580000000,9,50,5,0
5100590000000,1,2,1,0
5100590000000,2,1,1,0
5100590000000,5,9,4,0
5100590000000,6,4,1,0
5100590000000,7,35,3,0
5615560000000,1,17,4,2
5615560000000,2,4,1,0
5615560000000,5,142,23,9
5615560000000,6,5,1,0
5615560000000,7,516,139,58
5615560000000,9,36,10,3
5615640000000,1,23,5,0
5615640000000,2,7,2,0
5615640000000,3,4,2,0
5615640000000,4,8,3,2
5615640000000,5,146,45,5
5615640000000,6,14,5,0
5615640000000,7,850,210,47
5615640000000,9,22,7,1
6615980000000,1,19,2,1
6615980000000,2,4,1,1
6615980000000,5,277,60,14
6615980000000,7,160,27,15
6616060000000,5,49,13,4
6616060000000,7,49,9,1
6616060000000,9,2,1,0
6616140000000,3,2,1,0
6616140000000,4,2,1,0
6616140000000,5,321,57,15
6616140000000,7,103,24,6
6616220000000,2,15,4,2
6616220000000,5,810,80,19
6616220000000,7,59,13,4
7100740000000,0,33,2,2
7100740000000,1,16,1,1
7100740000000,2,171,25,21
7100740000000,3,28,6,1
7100740000000,4,127,19,13
7100740000000,5,1560,143,74
7100740000000,6,373,56,16
7100740000000,7,1251,267,153
7100740000000,9,137,12,3
7616300000000,0,42,4,4
7616300000000,1,9,2,1
7616300000000,2,688,171,136
7616300000000,3,17,2,2
7616300000000,4,106,22,15
7616300000000,5,461,115,71
7616300000000,6,81,14,8
7616300000000,7,3664,813,616
7616300000000,9,334,71,56
7616480000000,0,1,2,0
7616480000000,1,71,17,3
7616480000000,2,534,73,46
7616480000000,3,96,9,2
7616480000000,4,536,105,59
7616480000000,5,3335,521,148
7616480000000,6,2621,320,53
7616480000000,7,1816,312,123
7616480000000,9,474,63,24
7616630000000,2,12,2,1
7616630000000,5,104,18,1
7616630000000,7,230,15,9
7616630000000,9,10,2,1
7616970000000,1,1,1,0
7616970000000,2,66,9,1
7616970000000,3,6,2,0
7616970000000,4,64,13,6
7616970000000,5,171,36,5
7616970000000,6,108,23,3
7616970000000,7,118,22,2
7616970000000,9,49,10,5
7617210000000,0,7,1,0
7617210000000,1,43,8,5
7617210000000,2,244,53,40
7617210000000,3,53,14,1
7617210000000,4,383,77,52
7617210000000,5,2689,598,216
7617210000000,6,747,146,52
7617210000000,7,3601,841,415
7617210000000,9,320,71,33
7617390000000,1,7,1,0
7617390000000,2,47,12,10
7617390000000,3,8,2,0
7617390000000,4,41,11,7
7617390000000,5,346,70,24
7617390000000,6,37,5,2
7617390000000,7,720,183,85
7617390000000,9,131,29,16
7617540000000,0,101,14,3
7617540000000,1,46,9,1
7617540000000,2,771,188,102
7617540000000,3,95,20,6
7617540000000,4,531,104,37
7617540000000,5,3597,651,116
7617540000000,6,493,80,12
7617540000000,7,3387,858,354
7617540000000,9,187,30,6
7617880000000,0,19,1,0
7617880000000,1,14,4,0
7617880000000,2,143,22,10
7617880000000,3,67,19,8
7617880000000,4,295,57,37
7617880000000,5,2770,397,128
7617880000000,6,1026,139,41
7617880000000,7,282,49,17
7617880000000,9,95,14,0
7617960000000,1,14,1,0
7617960000000,2,920,228,125
7617960000000,3,70,18,5
7617960000000,4,597,139,82
7617960000000,5,5012,928,370
7617960000000,6,1956,346,99
7617960000000,7,808,178,85
7617960000000,9,81,11,6
7618040000000,1,31,6,4
7618040000000,2,6800,629,522
7618040000000,3,27,9,2
7618040000000,4,741,80,53
7618040000000,5,1241,203,133
7618040000000,6,315,49,21
7618040000000,7,6165,1329,945
7618040000000,9,1003,114,71
8100820000000,0,1,2,0
8100820000000,1,117,20,0
8100820000000,2,10,6,0
8100820000000,5,77,19,0
8100820000000,6,8,4,0
8100820000000,7,388,67,0
8100820000000,9,14,3,0
8618200000000,1,114,22,4
8618200000000,2,81,19,9
8618200000000,4,8,2,2
8618200000000,5,200,40,11
8618200000000,6,8,2,1
8618200000000,7,552,127,27
8618200000000,9,12,1,1
9100900000000,1,15,1,0
9100900000000,3,2,1,0
9100900000000,5,188,51,0
9100900000000,6,49,15,0
9100900000000,7,522,58,0
9100900000000,9,45,7,0
9618530000000,1,60,15,3
9618530000000,2,257,55,38
9618530000000,3,18,3,1
9618530000000,4,65,12,7
9618530000000,5,908,200,64
9618530000000,6,81,29,15
9618530000000,7,5070,1241,657
9618530000000,9,343,68,40
9619030000000,0,13,2,0
9619030000000,1,11,2,0
9619030000000,2,24,4,4
9619030000000,4,50,9,2
9619030000000,5,464,104,19
9619030000000,6,19,4,1
9619030000000,7,902,133,66
9619030000000,9,22,3,2
9737830000000,1,16,2,0
9737830000000,4,2,1,0
9737830000000,5,72,7,2
9737830000000,7,643,102,22
9737830000000,9,5,1,0
10101100000000,0,44,3,2
10101100000000,2,130,18,0
10101100000000,3,10,1,0
10101100000000,5,1517,85,9
10101100000000,6,325,12,4
10101100000000,7,304,24,5
10101100000000,9,28,1,0
10621200000000,1,294,23,15
10621200000000,2,5257,374,279
10621200000000,3,111,12,9
10621200000000,4,853,65,57
10621200000000,5,14372,859,455
10621200000000,6,1313,91,52
10621200000000,7,17709,1303,847
10621200000000,9,1233,61,39
10621300000000,0,61,2,0
10621300000000,2,78,5,3
10621300000000,3,3,1,1
10621300000000,4,20,1,0
10621300000000,5,3666,223,40
10621300000000,6,44,1,1
10621300000000,7,461,32,11
10621600000000,2,229,16,13
10621600000000,5,1946,129,57
10621600000000,6,22,3,0
10621600000000,7,253,21,12
10621700000000,1,455,26,5
10621700000000,2,8170,639,402
10621700000000,3,224,11,5
10621700000000,4,309,33,24
10621700000000,5,48904,2503,926
10621700000000,6,6562,427,145
10621700000000,7,7924,527,312
10621700000000,9,973,27,13
10622600000000,1,5,1,1
10622600000000,2,39,11,9
10622600000000,4,2,1,1
10622600000000,5,725,135,36
10622600000000,7,410,95,50
10622600000000,9,35,10,4
10622700000000,0,31,4,2
10622700000000,1,29,4,2
10622700000000,2,111,8,4
10622700000000,4,47,9,2
10622700000000,5,8486,498,172
10622700000000,6,17,2,1
10622700000000,7,949,75,36
10622700000000,9,103,4,3
10622800000000,1,1,1,1
10622800000000,2,2,1,0
10622800000000,5,547,26,11
10622800000000,7,104,9,5
10623300000000,7,371,4,0
10623600000000,2,28,2,1
10623600000000,5,3700,198,70
10623800000000,0,3,1,0
10623800000000,2,19,2,0
10623800000000,5,714,50,0
10623800000000,6,44,10,0
10623800000000,7,92,10,0
10624100000000,0,101,1,1
10624100000000,2,1137,59,44
10624100000000,3,18,2,2
10624100000000,4,63,3,3
10624100000000,5,7796,501,220
10624100000000,6,172,8,4
10624100000000,7,1662,87,44
10624100000000,9,227,5,3
10624300000000,1,14,1,0
10624300000000,2,251,15,11
10624300000000,3,6,2,2
10624300000000,4,11,2,1
10624300000000,5,5750,344,107
10624300000000,6,25,5,3
10624300000000,7,372,29,13
10625400000000,0,3,1,1
10625400000000,1,3,2,2
10625400000000,2,38,2,2
10625400000000,5,530,74,72
10625400000000,6,17,6,6
10625400000000,7,65,11,11
10625500000000,1,19,2,0
10625500000000,2,24,4,0
10625500000000,5,610,54,0
10625500000000,6,33,3,0
10625500000000,7,159,18,0
10738100000000,5,2172,151,44
10738100000000,6,8,1,0
10738100000000,7,113,14,6
10739700000000,1,101,4,2
10739700000000,2,1951,130,77
10739700000000,3,35,4,1
10739700000000,4,181,12,8
10739700000000,5,8796,482,157
10739700000000,6,1509,91,33
10739700000000,7,2713,183,80
10739700000000,9,230,8,3
10740000000000,1,26,2,1
10740000000000,2,247,21,10
10740000000000,5,4178,224,62
10740000000000,7,496,26,12
10751300000000,0,13,1,0
10751300000000,2,2,1,1
10751300000000,5,3083,153,44
10751300000000,7,45,4,3
10752300000000,0,27,1,0
10752300000000,2,6,1,0
10752300000000,5,1788,102,5
10752800000000,1,197,19,0
10752800000000,2,12,1,1
10752800000000,4,9,1,0
10752800000000,5,179,16,5
10752800000000,6,17,3,3
10752800000000,7,882,86,41
10752800000000,9,13,1,0
10754100000000,1,5,1,0
10754100000000,5,1342,103,51
10754100000000,7,232,17,10
10756000000000,2,89,9,4
10756000000000,5,1170,109,47
10756000000000,7,151,26,13
10756000000000,9,8,1,0
10767800000000,1,49,1,0
10767800000000,2,228,29,18
10767800000000,4,4,1,0
10767800000000,5,2139,187,58
10767800000000,6,335,32,5
10767800000000,7,221,25,8
10767800000000,9,12,1,0
11101200000000,0,12,4,2
11101200000000,1,11,1,0
11101200000000,2,7,3,3
11101200000000,3,2,1,1
11101200000000,5,159,45,15
11101200000000,6,36,21,14
11101200000000,7,199,22,4
11101200000000,9,9,4,0
11626500000000,5,102,11,2
11626500000000,6,1,1,0
11626500000000,7,117,13,3
11626500000000,9,9,2,0
11626600000000,1,40,3,0
11626600000000,2,80,4,2
11626600000000,3,8,1,0
11626600000000,5,720,36,6
11626600000000,6,16,2,0
11626600000000,7,560,50,14
11754800000000,1,17,3,0
11754800000000,2,65,9,4
11754800000000,5,1376,100,16
11754800000000,6,10,2,0
11754800000000,7,768,62,6
11765600000000,5,626,46,19
11765600000000,6,3,1,1
11765600000000,7,76,17,9
12101200000000,0,4,1,1
12101200000000,1,15,1,0
12101200000000,2,12,2,2
12101200000000,4,1,1,1
12101200000000,5,56,7,2
12101200000000,7,276,43,25
12101200000000,9,41,6,3
12626900000000,0,11,4,0
12626900000000,1,88,18,7
12626900000000,2,29,9,6
12626900000000,3,13,4,3
12626900000000,5,159,36,11
12626900000000,6,12,2,0
12626900000000,7,1277,278,146
12626900000000,9,150,29,14
12628100000000,1,52,14,2
12628100000000,2,16,3,1
12628100000000,3,2,1,0
12628100000000,4,5,3,2
12628100000000,5,250,60,17
12628100000000,6,5,2,0
12628100000000,7,678,151,47
12628100000000,9,54,2,0
12629000000000,1,833,48,10
12629000000000,2,2,1,0
12629000000000,3,4,1,0
12629000000000,5,47,3,0
12629000000000,7,104,6,1
12629000000000,9,21,2,0
12629300000000,5,58,2,0
12629300000000,7,90,12,0
12630300000000,1,36,3,1
12630300000000,5,167,5,2
12630300000000,6,12,1,1
12630300000000,7,531,29,9
12630300000000,9,89,5,3
12630400000000,1,20,3,2
12630400000000,5,97,5,0
12630400000000,7,591,33,13
12753700000000,1,15,1,0
12753700000000,5,98,3,2
12753700000000,7,371,24,12
12753700000000,9,3,1,0
12753800000000,1,27,6,0
12753800000000,5,103,9,0
12753800000000,6,10,2,0
12753800000000,7,576,59,3
12753800000000,9,60,11,0
12755200000000,1,194,15,4
12755200000000,2,393,32,11
12755200000000,3,65,3,0
12755200000000,4,28,5,1
12755200000000,5,713,52,8
12755200000000,6,105,8,2
12755200000000,7,1884,173,54
12755200000000,9,263,10,1
13101300000000,5,506,14,0
13101300000000,7,19,1,0
13630800000000,1,1,1,0
13630800000000,2,12,4,4
13630800000000,4,5,1,1
13630800000000,5,1661,373,90
13630800000000,6,12,4,0
13630800000000,7,179,44,20
13630800000000,9,5,3,2
13631000000000,0,4,2,0
13631000000000,2,32,4,4
13631000000000,4,1,1,0
13631000000000,5,9179,689,172
13631000000000,7,42,5,2
13631100000000,2,3,1,1
13631100000000,5,1034,58,17
13631100000000,6,27,3,0
13631100000000,7,109,1,0
13631100000000,9,15,2,0
13631200000000,1,19,1,0
13631200000000,2,81,16,13
13631200000000,3,6,1,1
13631200000000,5,9523,817,210
13631200000000,6,114,9,2
13631200000000,7,414,46,19
13631200000000,9,21,1,1
13631500000000,5,1390,121,59
13631500000000,7,179,16,11
13631600000000,2,35,6,4
13631600000000,4,41,3,2
13631600000000,5,3155,191,59
13631600000000,6,57,5,2
13631600000000,7,580,41,16
13632100000000,1,341,7,0
13632100000000,5,399,15,0
13632100000000,6,6,1,0
13632100000000,7,47,1,0
14101400000000,0,7,2,0
14101400000000,1,16,5,0
14101400000000,2,14,5,0
14101400000000,3,4,1,0
14101400000000,4,5,1,0
14101400000000,5,1880,652,36
14101400000000,6,463,167,2
14101400000000,7,51,18,1
14632500000000,1,90,6,6
14632500000000,7,56,3,3
14632700000000,1,2,1,0
14632900000000,1,56,1,0
14632900000000,5,176,11,2
14632900000000,6,3,1,0
14632900000000,7,116,8,1
14633000000000,1,11,1,0
14633000000000,5,32,1,0
14633000000000,7,35,6,0
14766900000000,1,281,20,3
14766900000000,2,28,3,1
14766900000000,5,705,48,13
14766900000000,7,783,89,45
14766900000000,9,99,17,8
15101600000000,1,33,3,0
15101600000000,2,52,6,2
15101600000000,4,38,2,1
15101600000000,5,2675,254,31
15101600000000,6,321,33,0
15101600000000,7,1275,93,10
15101600000000,9,35,3,0
15634100000000,2,31,7,5
15634100000000,4,461,113,60
15634100000000,5,3625,817,304
15634100000000,6,29,12,4
15634100000000,7,73,18,7
15635300000000,0,612,13,3
15635300000000,1,235,52,20
15635300000000,2,971,218,141
15635300000000,3,57,13,7
15635300000000,4,455,95,62
15635300000000,5,23364,5097,1455
15635300000000,6,2230,498,126
15635300000000,7,8922,2007,753
15635300000000,9,472,121,45
15636300000000,0,11,1,0
15636300000000,2,70,3,0
15636300000000,3,13,1,0
15636300000000,4,28,3,0
15636300000000,5,718,34,1
15636300000000,6,236,6,0
15636300000000,7,1307,60,2
15636300000000,9,21,1,0
15636800000000,2,13,1,0
15636800000000,3,8,1,0
15636800000000,4,13,2,1
15636800000000,5,1147,58,13
15636800000000,6,747,22,2
15636800000000,7,630,40,12
15636800000000,9,118,9,2
15636900000000,1,47,1,0
15636900000000,2,124,5,2
15636900000000,4,174,5,0
15636900000000,5,1625,24,11
15636900000000,6,168,11,6
15636900000000,7,3271,70,30
15636900000000,9,409,19,7
15637800000000,0,75,2,0
15637800000000,3,12,1,0
15637800000000,4,27,4,1
15637800000000,5,1651,97,3
15637800000000,6,322,16,1
15637800000000,7,1106,67,5
15638200000000,1,23,5,1
15638200000000,2,6,3,2
15638200000000,3,13,1,0
15638200000000,5,423,99,29
15638200000000,6,10,3,1
15638200000000,7,563,114,35
15638200000000,9,20,4,0
15638300000000,2,42,2,1
15638300000000,4,22,3,1
15638300000000,5,2167,56,12
15638300000000,6,70,8,4
15638300000000,7,2725,178,48
15638300000000,9,46,2,1
15638600000000,1,4,3,0
15638600000000,2,5,1,1
15638600000000,5,1593,333,66
15638600000000,6,40,13,4
15638600000000,7,96,25,8
15737400000000,1,74,1,1
15737400000000,2,124,16,10
15737400000000,3,49,8,1
15737400000000,4,103,7,4
15737400000000,5,1285,84,17
15737400000000,6,264,14,2
15737400000000,7,2965,201,47
15737400000000,9,80,6,1
15739100000000,4,11,3,2
15739100000000,5,3396,209,79
15739100000000,6,10,1,0
15739100000000,7,37,4,1
15751700000000,0,22,2,1
15751700000000,2,4,1,1
15751700000000,3,3,1,0
15751700000000,5,257,18,7
15751700000000,6,8,2,0
15751700000000,7,405,35,6
15751700000000,9,36,1,1
16101700000000,5,250,11,0
16101700000000,6,36,1,0
16101700000000,7,86,5,0
16638800000000,0,62,1,0
16638800000000,1,183,5,0
16638800000000,2,51,2,0
16638800000000,4,76,1,0
16638800000000,5,1784,34,0
16638800000000,6,208,5,0
16638800000000,7,1110,45,0
16638800000000,9,62,2,0
16638900000000,0,6,1,0
16638900000000,4,9,1,0
16638900000000,5,2963,123,44
16638900000000,6,93,7,1
16638900000000,7,205,15,6
16639300000000,1,23,3,0
16639300000000,2,64,19,11
16639300000000,3,10,2,1
16639300000000,4,57,16,8
16639300000000,5,2508,548,118
16639300000000,6,225,61,15
16639300000000,7,1295,253,98
16639300000000,9,36,3,1
16639800000000,1,81,9,0
16639800000000,2,31,6,4
16639800000000,3,8,1,1
16639800000000,4,124,27,10
16639800000000,5,1229,260,79
16639800000000,6,144,33,11
16639800000000,7,698,175,78
16639800000000,9,25,2,0
16739300000000,2,47,4,0
16739300000000,5,2520,120,2
16739300000000,6,4,2,0
16739300000000,7,32,2,0
17101700000000,1,8,1,0
17101700000000,7,19,2,0
17640100000000,1,48,1,1
17640100000000,5,686,47,18
17640100000000,6,13,1,0
17640100000000,7,831,67,18
17640100000000,9,59,4,1
17640200000000,1,92,5,2
17640200000000,2,16,2,1
17640200000000,5,1147,44,13
17640200000000,6,109,7,1
17640200000000,7,1515,74,11
17640200000000,9,224,11,4
17640300000000,1,138,9,0
17640300000000,2,19,1,0
17640300000000,4,16,1,1
17640300000000,5,456,34,8
17640300000000,6,21,2,0
17640300000000,7,846,74,30
17640300000000,9,59,8,4
17640600000000,0,22,1,0
17640600000000,2,11,2,1
17640600000000,3,7,1,1
17640600000000,5,520,27,11
17640600000000,6,14,2,0
17640600000000,7,1444,91,25
17640600000000,9,77,2,1
17640700000000,1,29,7,0
17640700000000,2,2,2,1
17640700000000,3,1,1,0
17640700000000,5,80,19,5
17640700000000,7,162,40,6
17640700000000,9,25,6,1
18101800000000,7,24,2,2
18640900000000,1,8,1,0
18640900000000,5,28,1,0
18640900000000,7,149,14,1
18641400000000,1,58,12,2
18641400000000,2,7,2,0
18641400000000,3,15,1,0
18641400000000,4,8,2,2
18641400000000,5,141,28,6
18641400000000,6,10,2,0
18641400000000,7,629,150,34
18641400000000,9,5,2,0
18641600000000,0,19,2,1
18641600000000,1,22,5,0
18641600000000,5,84,9,0
18641600000000,7,516,49,2
18642000000000,1,90,4,0
18642000000000,5,275,12,2
18642000000000,6,18,1,0
18642000000000,7,863,53,5
18750400000000,1,13,1,1
18750400000000,5,45,3,3
18750400000000,7,244,25,25
19102000000000,1,35,3,0
19102000000000,2,168,4,0
19102000000000,3,13,2,0
19102000000000,4,79,8,2
19102000000000,5,5505,542,56
19102000000000,6,1362,115,0
19102000000000,7,793,24,2
19102000000000,9,138,3,0
19642100000000,0,54,1,0
19642100000000,1,65,3,0
19642100000000,2,5172,487,334
19642100000000,3,164,12,2
19642100000000,4,2410,193,95
19642100000000,5,9428,658,152
19642100000000,6,1846,151,52
19642100000000,7,1450,116,41
19642100000000,9,409,26,12
19642500000000,0,70,2,0
19642500000000,1,144,24,2
19642500000000,2,387,95,39
19642500000000,3,56,14,3
19642500000000,4,354,86,30
19642500000000,5,14496,2871,648
19642500000000,6,4494,789,157
19642500000000,7,3979,931,264
19642500000000,9,639,83,25
19642600000000,2,6226,582,418
19642600000000,3,11,1,1
19642600000000,4,303,28,18
19642600000000,5,1345,119,46
19642600000000,6,187,21,8
19642600000000,7,1468,131,80
19642600000000,9,24,2,1
19642800000000,1,23,1,0
19642800000000,2,73,8,5
19642800000000,3,6,1,0
19642800000000,4,120,14,6
19642800000000,5,8546,588,151
19642800000000,6,118,2,1
19642800000000,7,345,27,7
19642800000000,9,44,3,2
19642900000000,0,6,2,0
19642900000000,1,51,8,0
19642900000000,2,765,63,42
19642900000000,3,33,6,0
19642900000000,4,329,33,10
19642900000000,5,15842,1531,296
19642900000000,6,592,104,2
19642900000000,7,610,127,0
19642900000000,9,88,29,0
19643000000000,1,61,2,0
19643000000000,2,598,35,23
19643000000000,3,130,13,1
19643000000000,4,613,57,36
19643000000000,5,11993,884,280
19643000000000,6,1820,160,32
19643000000000,7,1541,140,49
19643000000000,9,344,17,5
19643100000000,2,529,49,35
19643100000000,4,41,9,4
19643100000000,5,319,35,15
19643100000000,6,142,26,15
19643100000000,7,3067,297,196
19643100000000,9,95,2,2
19643300000000,0,202,13,6
19643300000000,1,22,3,1
19643300000000,2,528,34,24
19643300000000,4,236,10,8
19643300000000,5,5108,375,152
19643300000000,6,317,30,10
19643300000000,7,3210,263,129
19643300000000,9,508,39,18
19643400000000,0,166,8,1
19643400000000,2,865,81,58
19643400000000,3,22,1,0
19643400000000,4,634,80,46
19643400000000,5,6374,615,144
19643400000000,6,448,46,13
19643400000000,7,7289,675,298
19643400000000,9,494,28,12
19643500000000,0,412,5,4
19643500000000,1,28,3,0
19643500000000,2,284,45,26
19643500000000,3,71,15,3
19643500000000,4,153,18,9
19643500000000,5,6535,1087,333
19643500000000,6,1285,261,77
19643500000000,7,1447,48,20
19643500000000,9,231,21,6
19643800000000,1,31,2,1
19643800000000,2,233,17,13
19643800000000,3,22,1,0
19643800000000,4,124,10,4
19643800000000,5,3261,301,120
19643800000000,6,170,13,5
19643800000000,7,1167,104,38
19643800000000,9,150,20,10
19643900000000,0,219,17,10
19643900000000,1,15,4,3
19643900000000,2,639,61,51
19643900000000,3,14,1,0
19643900000000,4,105,7,5
19643900000000,5,2801,226,138
19643900000000,6,384,29,17
19643900000000,7,2493,219,151
19643900000000,9,376,26,16
19644400000000,1,57,2,0
19644400000000,2,1358,132,110
19644400000000,3,60,8,1
19644400000000,4,456,40,29
19644400000000,5,12153,998,485
19644400000000,6,1458,155,80
19644400000000,7,3041,247,157
19644400000000,9,431,7,2
19644500000000,1,52,9,1
19644500000000,2,413,56,48
19644500000000,3,51,3,2
19644500000000,4,229,30,17
19644500000000,5,20002,1834,721
19644500000000,6,650,63,22
19644500000000,7,1211,142,71
19644500000000,9,90,3,1
19644700000000,0,13,1,0
19644700000000,1,6,1,0
19644700000000,2,128,15,6
19644700000000,4,164,18,10
19644700000000,5,2958,287,72
19644700000000,6,204,29,12
19644700000000,7,340,37,16
19644700000000,9,77,5,1
19645200000000,1,13,4,2
19645200000000,2,1833,450,335
19645200000000,3,3,2,1
19645200000000,4,12,4,3
19645200000000,5,7262,1538,537
19645200000000,6,24,5,1
19645200000000,7,150,26,9
19645200000000,9,91,22,15
19645300000000,0,8,1,0
19645300000000,1,11,1,0
19645300000000,2,29,4,3
19645300000000,4,34,3,3
19645300000000,5,8930,708,280
19645300000000,6,29,2,1
19645300000000,7,82,6,1
