CDS_CODE,ETHNIC,ENR_TOTAL,GRADS,UC_GRADS
7617540000000,4,533,87,43
7617540000000,5,3711,669,162
7617540000000,6,482,87,13
7617540000000,7,3182,717,321
7617540000000,9,237,36,6
7617880000000,1,7,1,0
7617880000000,2,132,29,16
7617880000000,3,69,11,3
7617880000000,4,291,55,34
7617880000000,5,2914,410,119
7617880000000,6,979,142,30
7617880000000,7,258,34,6
7617880000000,9,141,15,5
7617960000000,0,13,2,0
7617960000000,1,12,2,2
7617960000000,2,1006,234,145
7617960000000,3,65,11,6
7617960000000,4,618,137,78
7617960000000,5,5853,951,398
7617960000000,6,2033,340,100
7617960000000,7,795,136,72
7617960000000,9,121,30,10
7618040000000,1,33,1,1
7618040000000,2,7107,645,542
7618040000000,3,25,7,3
7618040000000,4,739,76,62
7618040000000,5,1255,212,126
7618040000000,6,338,47,28
7618040000000,7,5922,1258,911
7618040000000,9,1030,144,95
8100820000000,1,79,16,0
8100820000000,2,9,3,0
8100820000000,5,88,18,0
8100820000000,6,10,5,0
8100820000000,7,367,59,0
8100820000000,9,30,3,0
8618200000000,1,124,22,4
8618200000000,2,65,22,9
8618200000000,4,9,2,2
8618200000000,5,210,49,8
8618200000000,6,11,1,0
8618200000000,7,517,118,15
8618200000000,9,17,2,0
9100900000000,1,25,5,0
9100900000000,5,186,39,0
9100900000000,6,41,13,0
9100900000000,7,496,60,0
9100900000000,9,34,2,0
9618530000000,0,3,2,1
9618530000000,1,62,13,8
9618530000000,2,289,66,48
9618530000000,3,19,6,2
9618530000000,4,70,17,12
9618530000000,5,961,228,94
9618530000000,6,76,18,4
9618530000000,7,4875,1185,622
9618530000000,9,333,71,35
9619030000000,0,17,4,1
9619030000000,1,13,2,0
9619030000000,2,27,4,1
9619030000000,4,55,13,5
9619030000000,5,488,96,16
9619030000000,6,14,6,0
9619030000000,7,912,134,51
9619030000000,9,25,1,0
9737830000000,2,5,1,0
9737830000000,5,71,9,4
9737830000000,6,7,1,0
9737830000000,7,627,73,22
9737830000000,9,3,1,0
10101100000000,1,19,2,0
10101100000000,2,98,3,0
10101100000000,5,1441,98,2
10101100000000,6,315,12,1
10101100000000,7,293,27,5
10101100000000,9,25,5,0
10621200000000,1,280,17,10
10621200000000,2,5467,386,272
10621200000000,3,101,8,3
10621200000000,4,872,54,36
10621200000000,5,15018,905,362
10621200000000,6,1316,92,45
10621200000000,7,17488,1328,754
10621200000000,9,1336,89,52
10621300000000,0,75,1,1
10621300000000,2,69,5,3
10621300000000,4,17,1,0
10621300000000,5,3743,214,53
10621300000000,6,45,2,0
10621300000000,7,460,24,9
10621600000000,1,6,2,0
10621600000000,2,237,12,9
10621600000000,3,2,1,0
10621600000000,5,2005,143,53
10621600000000,7,254,22,14
10621700000000,1,447,22,5
10621700000000,2,7973,630,362
10621700000000,3,242,13,2
10621700000000,4,302,29,21
10621700000000,5,49341,2823,1120
10621700000000,6,6393,408,149
10621700000000,7,7544,514,290
10621700000000,9,1197,73,36
10622600000000,2,38,11,9
10622600000000,5,703,160,50
10622600000000,6,9,2,0
10622600000000,7,394,90,23
10622600000000,9,26,4,1
10622700000000,0,32,1,1
10622700000000,1,34,1,0
10622700000000,2,104,4,2
10622700000000,4,44,1,1
10622700000000,5,8478,527,162
10622700000000,7,911,61,20
10622700000000,9,95,7,1
10622800000000,5,559,29,4
10622800000000,7,104,8,3
10623300000000,6,39,1,1
10623300000000,7,300,2,2
10623600000000,0,1,1,0
10623600000000,2,29,2,2
10623600000000,5,3665,198,83
10623800000000,0,1,1,0
10623800000000,2,17,3,0
10623800000000,4,1,1,0
10623800000000,5,715,102,29
10623800000000,6,54,10,2
10623800000000,7,88,23,3
10624100000000,0,163,2,1
10624100000000,1,32,7,4
10624100000000,2,1158,87,71
10624100000000,3,19,2,1
10624100000000,4,59,6,5
10624100000000,5,7954,522,212
10624100000000,6,168,14,6
10624100000000,7,1635,106,63
10624300000000,1,13,3,3
10624300000000,2,271,28,23
10624300000000,3,5,2,1
10624300000000,5,5857,333,129
10624300000000,6,19,3,1
10624300000000,7,353,29,15
10624300000000,9,14,1,0
10625400000000,2,41,1,0
10625400000000,5,501,57,0
10625400000000,6,10,1,0
10625400000000,7,58,11,0
10625400000000,9,5,1,0
10625500000000,1,12,1,0
10625500000000,2,20,3,0
10625500000000,4,3,1,0
10625500000000,5,622,84,0
10625500000000,6,38,9,0
10625500000000,7,257,32,0
10625500000000,9,2,7,0
10738100000000,2,4,1,0
10738100000000,5,2155,161,61
10738100000000,6,6,1,0
10738100000000,7,100,9,4
10739700000000,1,97,2,0
10739700000000,2,1999,165,89
10739700000000,3,37,2,2
10739700000000,4,173,12,8
10739700000000,5,9079,458,183
10739700000000,6,1494,78,31
10739700000000,7,2592,160,67
10739700000000,9,241,10,5
10740000000000,1,26,2,0
10740000000000,2,249,19,10
10740000000000,5,4251,255,71
10740000000000,6,29,3,0
10740000000000,7,478,33,11
10751300000000,0,22,1,0
10751300000000,5,3138,168,55
10752300000000,5,1736,108,3
10752300000000,7,27,2,0
10752800000000,1,196,14,1
10752800000000,2,10,2,2
10752800000000,4,14,1,0
10752800000000,5,184,16,7
10752800000000,6,12,1,0
10752800000000,7,880,80,40
10754100000000,1,6,1,0
10754100000000,3,2,1,0
10754100000000,5,1326,106,24
10754100000000,7,249,16,4
10756000000000,1,6,1,0
10756000000000,2,83,11,8
10756000000000,5,1185,99,46
10756000000000,7,138,17,8
10767800000000,0,14,1,0
10767800000000,2,257,41,7
10767800000000,3,1,1,0
10767800000000,4,2,1,0
10767800000000,5,2210,221,29
10767800000000,6,298,37,3
10767800000000,7,204,23,5
11101200000000,0,8,5,0
11101200000000,1,11,1,1
11101200000000,2,10,12,0
11101200000000,3,1,2,1
11101200000000,4,1,1,0
11101200000000,5,198,63,11
11101200000000,6,38,50,1
11101200000000,7,176,29,15
11101200000000,9,15,6,1
11626500000000,1,47,4,1
11626500000000,5,101,8,2
11626500000000,7,109,12,1
11626600000000,1,38,3,0
11626600000000,2,73,4,3
11626600000000,3,6,1,0
11626600000000,5,731,49,11
11626600000000,6,17,4,0
11626600000000,7,543,33,3
11754800000000,2,59,3,0
11754800000000,3,1,1,1
11754800000000,5,1350,116,14
11754800000000,6,6,1,0
11754800000000,7,732,62,8
11754800000000,9,12,1,0
11765600000000,5,621,58,17
11765600000000,7,65,22,11
11765600000000,9,6,1,1
12101200000000,1,12,3,0
12101200000000,2,15,3,3
12101200000000,5,56,8,3
12101200000000,6,3,1,1
12101200000000,7,309,44,19
12101200000000,9,43,6,0
12626900000000,1,90,20,7
12626900000000,2,23,2,1
12626900000000,3,3,1,1
12626900000000,5,176,31,9
12626900000000,6,18,6,0
12626900000000,7,1273,309,154
12626900000000,9,190,45,18
12628100000000,1,54,10,2
12628100000000,2,17,6,4
12628100000000,4,4,1,1
12628100000000,5,268,55,12
12628100000000,7,697,159,58
12628100000000,9,86,9,1
12629000000000,1,866,64,19
12629000000000,2,1,1,0
12629000000000,4,1,1,0
12629000000000,5,59,5,1
12629000000000,7,112,3,0
12629000000000,9,22,2,1
12629300000000,5,81,1,0
12629300000000,7,121,10,0
12629300000000,9,26,2,0
12630300000000,1,50,2,0
12630300000000,3,7,1,1
12630300000000,5,170,6,1
12630300000000,6,7,2,0
12630300000000,7,585,35,7
12630300000000,9,89,5,0
12630400000000,1,19,4,3
12630400000000,2,8,1,1
12630400000000,5,104,5,0
12630400000000,6,9,1,0
12630400000000,7,609,42,14
12753700000000,1,14,1,0
12753700000000,5,112,6,3
12753700000000,7,388,35,15
12753700000000,9,4,1,0
12753800000000,1,41,10,0
12753800000000,2,3,2,0
12753800000000,3,2,1,0
12753800000000,5,81,14,0
12753800000000,6,9,3,1
12753800000000,7,530,58,4
12753800000000,9,53,7,0
12755200000000,1,198,14,3
12755200000000,2,423,29,12
12755200000000,3,60,6,2
12755200000000,4,28,3,1
12755200000000,5,740,41,3
12755200000000,6,98,10,2
12755200000000,7,1880,146,35
12755200000000,9,307,8,1
13101300000000,5,548,35,0
13101300000000,6,4,1,0
13101300000000,7,22,1,0
13630800000000,2,9,3,1
13630800000000,5,1677,355,97
13630800000000,6,20,5,1
13630800000000,7,155,48,29
13630800000000,9,6,1,0
13631000000000,0,4,1,0
13631000000000,2,31,2,2
13631000000000,5,9192,720,162
13631000000000,7,34,2,1
13631100000000,2,2,1,1
13631100000000,5,1005,64,23
13631100000000,6,27,2,0
13631100000000,7,96,9,3
13631100000000,9,11,2,1
13631200000000,1,15,5,1
13631200000000,2,75,13,10
13631200000000,3,5,2,1
13631200000000,5,9651,813,218
13631200000000,6,120,13,2
13631200000000,7,422,53,27
13631200000000,9,33,3,0
13631500000000,5,1382,103,53
13631500000000,7,177,19,11
13631500000000,9,17,2,1
13631600000000,2,31,7,6
13631600000000,4,37,2,2
13631600000000,5,3324,207,80
13631600000000,6,52,6,1
13631600000000,7,556,35,11
13631600000000,9,25,1,1
13632100000000,1,319,10,0
13632100000000,2,2,1,0
13632100000000,5,385,27,1
13632100000000,7,47,1,0
13632100000000,9,37,2,0
14101400000000,0,13,3,0
14101400000000,1,1,3,0
14101400000000,2,10,5,0
14101400000000,3,3,1,0
14101400000000,4,3,3,0
14101400000000,5,1619,727,45
14101400000000,6,318,124,14
14101400000000,7,34,14,0
14101400000000,9,13,5,0
14632500000000,1,78,2,2
14632500000000,5,39,1,1
14632500000000,7,42,3,3
14632700000000,1,3,2,0
14632700000000,7,22,2,0
14632900000000,1,48,7,6
14632900000000,2,6,1,1
14632900000000,5,164,11,11
14632900000000,7,103,13,13
14632900000000,9,18,1,1
14633000000000,5,26,1,0
14633000000000,6,1,1,0
14633000000000,7,34,1,0
14766900000000,0,39,8,2
14766900000000,1,291,15,2
14766900000000,2,29,4,0
14766900000000,5,710,54,19
14766900000000,6,5,1,0
14766900000000,7,758,70,33
14766900000000,9,98,5,2
15101600000000,0,19,1,1
15101600000000,1,27,3,0
15101600000000,2,46,4,1
15101600000000,4,35,6,4
15101600000000,5,2811,281,51
15101600000000,6,243,26,1
15101600000000,7,1243,89,9
15101600000000,9,40,4,1
15634100000000,2,34,4,2
15634100000000,4,449,119,79
15634100000000,5,3621,839,308
15634100000000,6,19,2,1
15634100000000,7,64,15,9
15635300000000,0,397,13,2
15635300000000,1,248,47,12
15635300000000,2,1020,253,171
15635300000000,3,57,12,4
15635300000000,4,516,121,91
15635300000000,5,24408,5214,1562
15635300000000,6,2265,481,134
15635300000000,7,8700,2003,836
15635300000000,9,459,128,46
15636300000000,1,15,1,0
15636300000000,2,43,4,0
15636300000000,5,671,38,1
15636300000000,6,157,5,0
15636300000000,7,1039,64,5
15636300000000,9,166,14,0
15636800000000,2,9,2,1
15636800000000,3,11,1,1
15636800000000,4,12,3,1
15636800000000,5,1141,49,9
15636800000000,6,827,29,5
15636800000000,7,572,41,12
15636800000000,9,121,11,2
15636900000000,2,131,3,1
15636900000000,4,174,11,7
15636900000000,5,1695,29,9
15636900000000,6,168,10,7
15636900000000,7,3269,55,22
15636900000000,9,407,15,6
15637800000000,0,39,1,0
15637800000000,1,38,3,0
15637800000000,2,23,2,0
15637800000000,4,31,3,1
15637800000000,5,1750,115,2
15637800000000,6,312,24,0
15637800000000,7,1192,51,2
15638200000000,1,21,7,1
15638200000000,2,4,1,0
15638200000000,3,12,5,1
15638200000000,5,425,96,21
15638200000000,6,10,4,1
15638200000000,7,553,103,33
15638200000000,9,21,6,1
15638300000000,1,20,2,0
15638300000000,2,42,3,3
15638300000000,4,16,2,1
15638300000000,5,2149,71,13
15638300000000,6,69,2,0
15638300000000,7,2656,193,57
15638300000000,9,72,4,0
15638600000000,0,1,1,0
15638600000000,5,1689,349,115
15638600000000,6,34,10,0
15638600000000,7,95,15,5
15737400000000,1,68,4,0
15737400000000,2,121,4,0
15737400000000,3,45,3,0
15737400000000,4,91,6,5
15737400000000,5,1340,100,19
15737400000000,6,276,14,1
15737400000000,7,2927,200,65
15737400000000,9,95,6,2
15739100000000,2,12,1,1
15739100000000,4,7,1,1
15739100000000,5,3477,182,83
15739100000000,7,30,4,1
15751700000000,0,19,1,0
15751700000000,1,15,1,0
15751700000000,2,4,2,0
15751700000000,5,261,15,4
15751700000000,7,421,46,13
15751700000000,9,37,2,1
16101700000000,5,253,5,0
16101700000000,6,32,3,0
16101700000000,7,75,2,0
16638800000000,0,78,1,0
16638800000000,1,159,1,0
16638800000000,2,35,1,0
16638800000000,4,68,1,0
16638800000000,5,1693,45,0
16638800000000,6,166,3,0
16638800000000,7,978,43,1
16638800000000,9,122,1,0
16638900000000,0,4,1,0
16638900000000,2,9,1,0
16638900000000,3,1,1,0
16638900000000,4,9,2,2
16638900000000,5,2979,121,47
16638900000000,6,102,4,0
16638900000000,7,192,16,7
16639300000000,1,23,5,2
16639300000000,2,61,15,8
16639300000000,3,5,3,1
16639300000000,4,60,18,15
16639300000000,5,2514,481,151
16639300000000,6,204,42,17
16639300000000,7,1225,238,110
16639300000000,9,55,5,1
16639600000000,5,405,4,0
16639600000000,7,183,1,0
16639800000000,1,81,11,3
16639800000000,2,36,9,6
16639800000000,3,12,1,1
16639800000000,4,122,36,19
16639800000000,5,1227,287,102
16639800000000,6,135,29,10
16639800000000,7,633,150,75
16639800000000,9,29,4,2
16739300000000,2,7,1,0
16739300000000,5,2534,124,3
16739300000000,7,65,3,1
17101700000000,5,9,1,0
17640100000000,2,14,3,1
17640100000000,3,2,1,0
17640100000000,4,7,1,1
17640100000000,5,731,49,7
17640100000000,6,17,1,1
17640100000000,7,783,61,11
17640100000000,9,61,6,1
17640200000000,1,109,7,0
17640200000000,2,12,2,2
17640200000000,5,1269,51,17
17640200000000,6,108,6,2
17640200000000,7,1509,71,12
17640200000000,9,205,9,2
17640300000000,1,153,5,0
17640300000000,2,17,1,1
17640300000000,4,18,1,1
17640300000000,5,451,27,8
17640300000000,6,16,1,0
17640300000000,7,833,71,23
17640300000000,9,64,5,2
17640600000000,1,86,2,0
17640600000000,3,7,1,1
17640600000000,4,14,1,1
17640600000000,5,521,31,16
17640600000000,7,1402,82,37
17640600000000,9,91,4,1
17640700000000,1,24,4,0
17640700000000,2,3,1,0
17640700000000,4,1,1,0
17640700000000,5,76,15,3
17640700000000,6,4,1,0
17640700000000,7,150,31,7
17640700000000,9,24,3,0
18101800000000,7,19,3,2
18640900000000,5,24,2,0
18640900000000,7,134,17,2
18641400000000,1,65,14,1
18641400000000,2,8,2,0
18641400000000,3,18,4,1
18641400000000,4,10,3,0
18641400000000,5,130,37,7
18641400000000,6,15,1,0
18641400000000,7,591,142,31
18641400000000,9,1,1,0
18641600000000,1,33,2,0
18641600000000,5,105,7,0
18641600000000,6,11,1,1
18641600000000,7,508,55,5
18642000000000,1,67,4,0
18642000000000,5,275,8,0
18642000000000,7,883,36,1
18642000000000,9,101,4,0
18750400000000,2,4,1,0
18750400000000,5,48,6,0
18750400000000,6,6,2,0
18750400000000,7,226,23,0
19102000000000,0,24,1,1
19102000000000,1,31,11,2
19102000000000,2,175,29,24
19102000000000,4,83,19,17
19102000000000,5,5139,622,154
19102000000000,6,1314,176,16
19102000000000,7,761,109,77
19102000000000,9,149,23,16
19642100000000,1,59,3,0
19642100000000,2,5089,423,316
19642100000000,3,159,9,5
19642100000000,4,2437,211,131
19642100000000,5,9436,665,212
19642100000000,6,1819,139,61
19642100000000,7,1374,103,25
19642100000000,9,427,20,10
19642500000000,0,40,24,1
19642500000000,1,111,20,4
19642500000000,2,334,92,55
19642500000000,3,53,6,2
19642500000000,4,364,98,54
19642500000000,5,14480,2838,874
19642500000000,6,4319,781,184
19642500000000,7,3608,801,305
19642500000000,9,818,99,20
19642600000000,1,20,1,0
19642600000000,2,6145,543,382
19642600000000,4,306,28,18
19642600000000,5,1399,143,62
19642600000000,6,187,10,6
19642600000000,7,1367,100,51
19642600000000,9,86,14,10
19642800000000,2,82,4,2
19642800000000,3,2,2,0
19642800000000,4,102,15,7
19642800000000,5,8224,554,165
19642800000000,6,122,6,0
19642800000000,7,305,13,6
19642900000000,0,8,2,0
19642900000000,1,51,5,3
19642900000000,2,776,58,34
19642900000000,3,41,5,1
19642900000000,4,301,35,22
19642900000000,5,15859,1483,383
19642900000000,6,633,123,11
19642900000000,7,599,128,39
19642900000000,9,139,22,7
19643000000000,1,59,2,1
19643000000000,2,606,45,32
19643000000000,3,116,10,3
19643000000000,4,596,61,41
19643000000000,5,11591,882,237
19643000000000,6,1732,143,25
19643000000000,7,1441,119,32
19643000000000,9,323,34,11
19643100000000,2,516,64,37
19643100000000,3,10,3,1
19643100000000,4,30,1,0
19643100000000,5,321,23,17
19643100000000,6,125,19,11
19643100000000,7,3006,281,168
19643100000000,9,129,8,3
19643300000000,0,263,15,9
19643300000000,1,27,2,2
19643300000000,2,559,51,38
19643300000000,3,23,2,1
19643300000000,4,270,27,20
19643300000000,5,5165,390,209
19643300000000,6,316,28,12
19643300000000,7,3110,239,135
19643300000000,9,536,37,21
19643400000000,0,167,14,5
19643400000000,1,37,5,0
19643400000000,2,839,70,44
19643400000000,3,19,4,1
19643400000000,4,627,55,31
19643400000000,5,6170,572,129
19643400000000,6,441,38,14
19643400000000,7,7272,638,252
19643400000000,9,509,24,8
19643500000000,0,9,11,11
19643500000000,1,19,2,2
19643500000000,2,266,36,24
19643500000000,3,57,10,5
19643500000000,4,172,17,10
19643500000000,5,6609,1148,460
19643500000000,6,1328,262,103
19643500000000,7,1294,38,21
19643500000000,9,282,37,16
19643800000000,1,29,5,3
19643800000000,2,229,23,16
19643800000000,3,18,2,1
19643800000000,4,128,17,13
19643800000000,5,3206,276,122
19643800000000,6,153,11,3
19643800000000,7,1053,108,53
19643800000000,9,138,14,10
19643900000000,0,186,19,11
19643900000000,2,660,44,39
19643900000000,3,17,1,0
19643900000000,4,103,8,8
19643900000000,5,2829,207,119
19643900000000,6,370,30,18
19643900000000,7,2436,190,143
19643900000000,9,361,30,22
19644400000000,0,14,2,2
19644400000000,1,61,8,5
19644400000000,2,1363,130,109
19644400000000,3,51,3,2
19644400000000,4,466,42,34
19644400000000,5,11884,1020,536
19644400000000,6,1385,141,66
19644400000000,7,2926,211,144
19644400000000,9,519,9,6
19644500000000,1,41,5,1
19644500000000,2,405,34,26
19644500000000,3,54,8,4
19644500000000,4,229,13,12
19644500000000,5,20032,1702,697
19644500000000,6,640,64,23
19644500000000,7,1147,121,50
19644500000000,9,101,4,3
19644700000000,0,29,1,0
19644700000000,1,10,1,0
19644700000000,2,139,12,9
19644700000000,4,160,12,10
19644700000000,5,2906,243,80
19644700000000,6,176,15,5
19644700000000,7,350,19,10
19644700000000,9,76,9,5
19645200000000,1,10,3,2
19645200000000,2,1815,384,304
19645200000000,4,48,3,1
19645200000000,5,7026,1525,518
19645200000000,6,25,3,0
19645200000000,7,138,27,8
19645200000000,9,48,22,14
19645300000000,1,9,1,1
19645300000000,2,31,6,3
19645300000000,4,35,3,3
19645300000000,5,8666,624,264
19645300000000,6,21,3,3
19645300000000,7,88,8,4
