CDS_CODE,DISTRICT,ETHNIC,GR_12,ENR_TOTAL,GRADS,UC_GRADS
19643100000000,Beverly Hills Unified,7,379,3137,684,438
19643100000000,Beverly Hills Unified,9,1,64,2,2
19643300000000,Bonita Unified,0,11,183,22,10
19643300000000,Bonita Unified,1,1,18,4,0
19643300000000,Bonita Unified,2,36,462,66,48
19643300000000,Bonita Unified,4,19,192,42,22
19643300000000,Bonita Unified,5,415,4885,778,300
19643300000000,Bonita Unified,6,28,327,52,14
19643300000000,Bonita Unified,7,313,3349,582,302
19643300000000,Bonita Unified,9,52,536,100,70
19643400000000,Burbank Unified,0,19,161,34,14
19643400000000,Burbank Unified,1,4,31,4,0
19643400000000,Burbank Unified,2,102,892,192,118
19643400000000,Burbank Unified,3,3,29,4,0
19643400000000,Burbank Unified,4,73,623,136,74
19643400000000,Burbank Unified,5,647,6300,1132,318
19643400000000,Burbank Unified,6,47,422,86,18
19643400000000,Burbank Unified,7,657,7254,1264,528
19643400000000,Burbank Unified,9,40,495,88,42
19643500000000,Castaic Union,1,0,2,2,0
19643500000000,Castaic Union,2,0,113,84,50
19643500000000,Castaic Union,3,0,3,13,5
19643500000000,Castaic Union,4,0,80,24,14
19643500000000,Castaic Union,5,0,1042,2014,598
19643500000000,Castaic Union,6,0,61,448,134
19643500000000,Castaic Union,7,0,1241,64,16
19643500000000,Castaic Union,9,0,109,52,22
19643500000000,Centinela Valley Union High,0,2,107,12,0
19643500000000,Centinela Valley Union High,1,2,12,4,0
19643500000000,Centinela Valley Union High,2,48,171,84,50
19643500000000,Centinela Valley Union High,3,15,54,26,10
19643500000000,Centinela Valley Union High,4,14,58,24,14
19643500000000,Centinela Valley Union High,5,1348,4853,2014,598
19643500000000,Centinela Valley Union High,6,303,1113,448,134
19643500000000,Centinela Valley Union High,7,52,149,64,16
19643500000000,Centinela Valley Union High,9,33,144,52,22
19643800000000,Charter Oak Unified,1,7,37,14,6
19643800000000,Charter Oak Unified,2,16,241,32,32
19643800000000,Charter Oak Unified,3,3,26,6,2
19643800000000,Charter Oak Unified,4,12,116,26,18
19643800000000,Charter Oak Unified,5,313,3272,610,228
19643800000000,Charter Oak Unified,6,17,172,34,14
19643800000000,Charter Oak Unified,7,115,1266,226,108
19643800000000,Charter Oak Unified,9,16,176,26,18
19643900000000,Claremont Unified,0,16,211,34,24
19643900000000,Claremont Unified,1,4,19,8,4
19643900000000,Claremont Unified,2,61,635,120,104
19643900000000,Claremont Unified,3,5,13,10,4
19643900000000,Claremont Unified,4,11,92,22,12
19643900000000,Claremont Unified,5,242,2737,440,240
19643900000000,Claremont Unified,6,57,408,106,58
19643900000000,Claremont Unified,7,243,2518,468,354
19643900000000,Claremont Unified,9,18,354,34,26
19644400000000,Covina-Valley Unified,0,1,10,2,2
19644400000000,Covina-Valley Unified,1,3,39,6,2
19644400000000,Covina-Valley Unified,2,72,648,248,190
19644400000000,Covina-Valley Unified,3,7,37,20,10
19644400000000,Covina-Valley Unified,4,42,340,98,70
19644400000000,Covina-Valley Unified,5,933,9608,2120,872
19644400000000,Covina-Valley Unified,6,56,423,298,108
19644400000000,Covina-Valley Unified,7,164,1376,550,286
19644400000000,Covina-Valley Unified,9,2,77,10,6
19644400000000,Culver City Unified,1,2,20,6,2
19644400000000,Culver City Unified,2,57,729,248,190
19644400000000,Culver City Unified,3,4,27,20,10
19644400000000,Culver City Unified,4,8,109,98,70
19644400000000,Culver City Unified,5,227,2672,2120,872
19644400000000,Culver City Unified,6,116,1099,298,108
19644400000000,Culver City Unified,7,132,1731,550,286
19644400000000,Culver City Unified,9,5,304,10,6
19644500000000,Downey Unified,1,10,60,18,4
19644500000000,Downey Unified,2,37,423,70,58
19644500000000,Downey Unified,3,11,49,22,12
19644500000000,Downey Unified,4,28,228,54,48
19644500000000,Downey Unified,5,1875,20009,3604,1318
19644500000000,Downey Unified,6,70,688,126,52
19644500000000,Downey Unified,7,146,1339,266,112
19644500000000,Downey Unified,9,4,82,4,4
19644700000000,Duarte Unified,2,17,139,30,16
19644700000000,Duarte Unified,4,13,168,28,18
19644700000000,Duarte Unified,5,312,3223,584,150
19644700000000,Duarte Unified,6,31,248,60,6
19644700000000,Duarte Unified,7,42,348,78,20
19644700000000,Duarte Unified,9,7,89,14,0
19645200000000,El Monte Union High,1,2,12,4,0
19645200000000,El Monte Union High,2,543,1843,1006,760
19645200000000,El Monte Union High,3,5,7,8,6
19645200000000,El Monte Union High,4,12,63,4,0
19645200000000,El Monte Union High,5,1907,7445,2992,1020
19645200000000,El Monte Union High,6,6,31,6,4
19645200000000,El Monte Union High,7,29,151,42,12
19645200000000,El Monte Union High,9,9,21,40,16
19645300000000,El Rancho Unified,1,1,9,2,2
19645300000000,El Rancho Unified,2,3,27,4,0
19645300000000,El Rancho Unified,4,2,36,4,2
19645300000000,El Rancho Unified,5,779,9168,1384,592
19645300000000,El Rancho Unified,6,2,34,2,0
19645300000000,El Rancho Unified,7,10,91,20,8
19645300000000,El Rancho Unified,9,1,8,2,0
19645400000000,El Segundo Unified,2,27,226,54,44
19645400000000,El Segundo Unified,3,4,14,8,2
19645400000000,El Segundo Unified,4,6,45,12,4
19645400000000,El Segundo Unified,5,60,768,122,72
19645400000000,El Segundo Unified,6,16,141,30,14
19645400000000,El Segundo Unified,7,167,1821,326,222
19645400000000,El Segundo Unified,9,25,362,52,36
19645700000000,Glendale Unified,0,1,2,2,0
19645700000000,Glendale Unified,1,2,43,4,2
19645700000000,Glendale Unified,2,285,3162,538,418
19645700000000,Glendale Unified,3,1,23,2,0
19645700000000,Glendale Unified,4,172,1699,294,162
19645700000000,Glendale Unified,5,509,6028,798,212
19645700000000,Glendale Unified,6,25,348,44,14
19645700000000,Glendale Unified,7,1276,14267,2286,1098
19645700000000,Glendale Unified,9,11,498,16,14
19645800000000,Glendora Unified,0,0,8,2,0
19645800000000,Glendora Unified,2,33,471,76,56
19645800000000,Glendora Unified,3,2,16,2,2
19645800000000,Glendora Unified,4,14,167,40,16
19645800000000,Glendora Unified,5,238,3085,558,168
19645800000000,Glendora Unified,6,14,109,46,14
19645800000000,Glendora Unified,7,313,3459,822,296
19645800000000,Glendora Unified,9,26,298,42,28
19645800000000,Gorman Elementary,0,1,27,2,0
19645800000000,Gorman Elementary,2,3,108,76,56
19645800000000,Gorman Elementary,3,0,4,2,2
19645800000000,Gorman Elementary,4,3,33,40,16
19645800000000,Gorman Elementary,5,64,574,558,168
19645800000000,Gorman Elementary,6,10,111,46,14
19645800000000,Gorman Elementary,7,109,1016,822,296
19645800000000,Gorman Elementary,9,0,6,21,14
19645900000000,Hawthorne,2,11,215,22,18
19645900000000,Hawthorne,3,2,136,2,2
19645900000000,Hawthorne,4,6,144,12,12
19645900000000,Hawthorne,5,81,6343,148,108
19645900000000,Hawthorne,6,16,1867,26,20
19645900000000,Hawthorne,7,6,180,12,10
19646000000000,Hermosa Beach City Elementary,1,4,14,10,0
19646000000000,Hermosa Beach City Elementary,2,3,76,8,0
19646000000000,Hermosa Beach City Elementary,4,1,24,8,0
19646000000000,Hermosa Beach City Elementary,5,163,812,244,2
19646000000000,Hermosa Beach City Elementary,6,32,150,52,0
19646000000000,Hermosa Beach City Elementary,7,102,1473,228,0
19646000000000,Hermosa Beach City Elementary,9,6,120,18,0
19646300000000,Hughes-Elizabeth Lakes Union Elementary,2,0,1,2,1
19646300000000,Hughes-Elizabeth Lakes Union Elementary,5,0,51,1006,312
19646300000000,Hughes-Elizabeth Lakes Union Elementary,6,0,1,257,80
19646300000000,Hughes-Elizabeth Lakes Union Elementary,7,0,186,14,4
19646300000000,Hughes-Elizabeth Lakes Union Elementary,9,0,7,8,2
19646300000000,Inglewood Unified,1,2,81,4,0
19646300000000,Inglewood Unified,2,2,44,4,2
19646300000000,Inglewood Unified,3,6,54,8,2
19646300000000,Inglewood Unified,4,2,43,4,0
19646300000000,Inglewood Unified,5,634,7971,1006,312
19646300000000,Inglewood Unified,6,336,5544,514,160
19646300000000,Inglewood Unified,7,10,55,14,4
19646300000000,Inglewood Unified,9,4,56,8,2
19646600000000,La Canada Unified,2,96,1060,196,166
19646600000000,La Canada Unified,4,4,34,8,6
19646600000000,La Canada Unified,5,35,430,64,40
19646600000000,La Canada Unified,6,4,24,8,4
19646600000000,La Canada Unified,7,218,2209,422,338
19646600000000,La Canada Unified,9,18,274,34,32
19646800000000,Las Virgenes Unified,1,4,74,8,2
19646800000000,Las Virgenes Unified,2,72,782,136,100
19646800000000,Las Virgenes Unified,3,5,12,10,4
19646800000000,Las Virgenes Unified,4,9,89,18,12
19646800000000,Las Virgenes Unified,5,82,1085,144,66
19646800000000,Las Virgenes Unified,6,24,241,46,16
19646800000000,Las Virgenes Unified,7,788,8543,1498,870
19646800000000,Las Virgenes Unified,9,6,307,12,6
19646900000000,Lawndale Elementary,2,3,309,6,6
19646900000000,Lawndale Elementary,4,5,64,10,10
19646900000000,Lawndale Elementary,5,103,4774,180,180
19646900000000,Lawndale Elementary,6,17,613,32,32
19646900000000,Lawndale Elementary,7,2,312,4,4
19647100000000,Lennox,0,9,347,18,18
19647100000000,Lennox,5,263,6259,490,478
19647100000000,Lennox,7,1,32,2,2
19647300000000,Long Beach Unified,0,33,1515,890,122
19647300000000,Long Beach Unified,1,19,155,310,108
19647300000000,Long Beach Unified,2,565,6058,4616,3084
19647300000000,Long Beach Unified,3,131,1344,498,158
19647300000000,Long Beach Unified,4,306,2645,3002,1862
19647300000000,Long Beach Unified,5,3628,44594,60156,25946
19647300000000,Long Beach Unified,6,1125,11993,8866,3546
19647300000000,Long Beach Unified,7,1001,11607,8764,4868
19647300000000,Long Beach Unified,9,59,1244,220,122
19647300000000,Los Angeles Unified,0,944,6930,890,122
19647300000000,Los Angeles Unified,1,161,2489,310,108
19647300000000,Los Angeles Unified,2,1937,26649,4616,3084
19647300000000,Los Angeles Unified,3,140,2479,498,158
19647300000000,Los Angeles Unified,4,1327,12912,3002,1862
19647300000000,Los Angeles Unified,5,30865,480580,60156,25946
19647300000000,Los Angeles Unified,6,4157,59936,8866,3546
19647300000000,Los Angeles Unified,7,3853,60915,8764,4868
19647300000000,Los Angeles Unified,9,66,936,220,122
19647700000000,Lowell Joint,1,0,3,2,2
19647700000000,Lowell Joint,3,0,12,2,0
19647700000000,Lowell Joint,4,0,24,2,0
19647700000000,Lowell Joint,5,0,2052,1648,628
19647700000000,Lowell Joint,6,0,38,104,26
19647700000000,Lowell Joint,7,0,927,4,0
19647700000000,Lynwood Unified,1,1,2,2,2
19647700000000,Lynwood Unified,3,2,47,2,0
19647700000000,Lynwood Unified,4,1,7,2,0
19647700000000,Lynwood Unified,5,1035,13976,1648,628
19647700000000,Lynwood Unified,6,68,752,104,26
19647700000000,Lynwood Unified,7,4,113,4,0
19647900000000,Monrovia Unified,1,4,25,6,2
19647900000000,Monrovia Unified,2,18,213,28,18
19647900000000,Monrovia Unified,3,1,14,2,2
19647900000000,Monrovia Unified,4,15,174,32,22
19647900000000,Monrovia Unified,5,302,3624,502,138
19647900000000,Monrovia Unified,6,49,479,74,22
19647900000000,Monrovia Unified,7,136,1367,230,92
19647900000000,Monrovia Unified,9,3,91,4,0
19648100000000,Montebello Unified,1,3,65,6,0
19648100000000,Montebello Unified,2,77,557,136,100
19648100000000,Montebello Unified,3,3,29,6,2
19648100000000,Montebello Unified,4,7,92,12,4
19648100000000,Montebello Unified,5,2589,28606,3956,1018
19648100000000,Montebello Unified,6,8,88,12,4
19648100000000,Montebello Unified,7,59,417,90,36
19648100000000,Montebello Unified,9,7,69,10,2
19648400000000,Norwalk-La Mirada Unified,0,3,109,2,2
19648400000000,Norwalk-La Mirada Unified,1,3,38,8,2
19648400000000,Norwalk-La Mirada Unified,2,49,697,86,22
19648400000000,Norwalk-La Mirada Unified,3,11,106,18,4
19648400000000,Norwalk-La Mirada Unified,4,50,526,98,18
19648400000000,Norwalk-La Mirada Unified,5,1257,15312,2186,432
19648400000000,Norwalk-La Mirada Unified,6,45,466,74,10
19648400000000,Norwalk-La Mirada Unified,7,197,1882,348,50
19648400000000,Norwalk-La Mirada Unified,9,19,234,32,4
19648600000000,Palmdale Elementary,0,3,160,6,0
19648600000000,Palmdale Elementary,1,11,153,4,0
19648600000000,Palmdale Elementary,5,345,15442,162,6
19648600000000,Palmdale Elementary,6,84,3479,46,0
19648600000000,Palmdale Elementary,7,74,1616,54,0
19648700000000,Palos Verdes Peninsula Unified,0,1,1,1,0
19648700000000,Palos Verdes Peninsula Unified,1,2,26,4,0
19648700000000,Palos Verdes Peninsula Unified,2,287,3223,584,484
19648700000000,Palos Verdes Peninsula Unified,3,2,33,16,8
19648700000000,Palos Verdes Peninsula Unified,4,27,270,70,54
19648700000000,Palos Verdes Peninsula Unified,5,82,1087,2144,730
19648700000000,Palos Verdes Peninsula Unified,6,36,296,260,110
19648700000000,Palos Verdes Peninsula Unified,7,684,6261,1396,1072
19648700000000,Palos Verdes Peninsula Unified,9,11,503,32,24
19648700000000,Paramount Unified,0,0,16,2,0
19648700000000,Paramount Unified,1,0,12,4,0
19648700000000,Paramount Unified,2,6,124,584,484
19648700000000,Paramount Unified,3,6,111,16,8
19648700000000,Paramount Unified,4,9,94,70,54
19648700000000,Paramount Unified,5,1183,13904,2144,730
19648700000000,Paramount Unified,6,121,1362,260,110
19648700000000,Paramount Unified,7,15,183,1396,1072
19648700000000,Paramount Unified,9,6,105,32,24
19648800000000,Pasadena Unified,0,5,236,6,4
19648800000000,Pasadena Unified,1,1,52,2,0
19648800000000,Pasadena Unified,2,28,784,46,40
19648800000000,Pasadena Unified,4,34,314,66,40
19648800000000,Pasadena Unified,5,1039,11187,1544,616
19648800000000,Pasadena Unified,6,265,2828,452,162
19648800000000,Pasadena Unified,7,184,3227,318,184
19648800000000,Pasadena Unified,9,28,444,42,32
19649100000000,Pomona Unified,1,8,61,10,2
19649100000000,Pomona Unified,2,120,1015,202,152
19649100000000,Pomona Unified,3,3,33,6,4
19649100000000,Pomona Unified,4,34,288,66,32
19649100000000,Pomona Unified,5,1699,22217,2640,870
19649100000000,Pomona Unified,6,135,1377,218,92
19649100000000,Pomona Unified,7,81,956,136,56
19649100000000,Pomona Unified,9,26,273,38,30
19649600000000,San Marino Unified,2,174,1739,330,262
19649600000000,San Marino Unified,3,1,6,2,2
19649600000000,San Marino Unified,4,2,18,2,2
19649600000000,San Marino Unified,5,23,314,38,14
19649600000000,San Marino Unified,6,2,22,2,2
19649600000000,San Marino Unified,7,85,837,168,126
19649600000000,San Marino Unified,9,4,192,8,8
19649800000000,Santa Monica-Malibu Unified,1,2,26,4,0
19649800000000,Santa Monica-Malibu Unified,2,60,656,116,94
19649800000000,Santa Monica-Malibu Unified,3,2,28,4,4
19649800000000,Santa Monica-Malibu Unified,4,6,75,10,10
19649800000000,Santa Monica-Malibu Unified,5,319,3343,558,364
19649800000000,Santa Monica-Malibu Unified,6,57,729,106,48
19649800000000,Santa Monica-Malibu Unified,7,476,5846,886,694
19649800000000,Santa Monica-Malibu Unified,9,38,621,76,60
19650300000000,South Pasadena Unified,1,1,15,2,2
19650300000000,South Pasadena Unified,2,140,1591,260,234
19650300000000,South Pasadena Unified,3,1,7,2,2
19650300000000,South Pasadena Unified,4,11,111,20,18
19650300000000,South Pasadena Unified,5,84,1154,158,102
19650300000000,South Pasadena Unified,6,15,101,28,26
19650300000000,South Pasadena Unified,7,117,1443,234,176
19650300000000,South Pasadena Unified,9,9,302,18,12
19650500000000,Sulphur Springs Union,1,0,17,2,0
19650500000000,Sulphur Springs Union,2,0,254,672,520
19650500000000,Sulphur Springs Union,4,0,178,14,10
19650500000000,Sulphur Springs Union,5,0,2704,202,70
19650500000000,Sulphur Springs Union,6,0,334,12,8
19650500000000,Sulphur Springs Union,7,0,1750,126,38
19650500000000,Sulphur Springs Union,9,0,248,18,14
19650500000000,Temple City Unified,1,1,15,2,0
19650500000000,Temple City Unified,2,358,3739,672,520
19650500000000,Temple City Unified,4,5,78,14,10
19650500000000,Temple City Unified,5,106,1243,202,70
19650500000000,Temple City Unified,6,6,38,12,8
19650500000000,Temple City Unified,7,64,634,126,38
19650500000000,Temple City Unified,9,12,167,18,14
19650600000000,Torrance Unified,0,22,376,42,22
19650600000000,Torrance Unified,1,14,88,22,4
19650600000000,Torrance Unified,2,595,7172,1154,846
19650600000000,Torrance Unified,3,15,156,30,12
19650600000000,Torrance Unified,4,124,1077,270,178
19650600000000,Torrance Unified,5,566,6628,1062,336
19650600000000,Torrance Unified,6,128,1052,220,68
19650600000000,Torrance Unified,7,632,6192,1202,660
19650600000000,Torrance Unified,9,80,1472,132,70
19650900000000,West Covina Unified,0,7,71,2,0
19650900000000,West Covina Unified,1,5,52,12,2
19650900000000,West Covina Unified,2,95,1181,186,122
19650900000000,West Covina Unified,3,5,66,6,2
19650900000000,West Covina Unified,4,52,573,96,48
19650900000000,West Covina Unified,5,704,8990,1258,368
19650900000000,West Covina Unified,6,86,1096,130,14
19650900000000,West Covina Unified,7,161,2319,286,18
19650900000000,West Covina Unified,9,2,54,4,0
19651300000000,Whittier Union High,1,11,33,18,0
19651300000000,Whittier Union High,2,38,134,74,0
19651300000000,Whittier Union High,3,7,25,14,0
19651300000000,Whittier Union High,4,35,136,68,0
19651300000000,Whittier Union High,5,2981,11556,5206,0
19651300000000,Whittier Union High,6,39,121,70,0
19651300000000,Whittier Union High,7,358,1242,634,0
19651400000000,William S. Hart Union High,0,7,28,6,0
19651400000000,William S. Hart Union High,1,19,73,28,14
19651400000000,William S. Hart Union High,2,300,1628,580,464
19651400000000,William S. Hart Union High,3,8,42,14,8
19651400000000,William S. Hart Union High,4,210,1111,406,288
19651400000000,William S. Hart Union High,5,1649,8903,2684,982
19651400000000,William S. Hart Union High,6,289,1143,452,176
19651400000000,William S. Hart Union High,7,2222,11707,4162,2458
19651400000000,William S. Hart Union High,9,59,1005,114,56
19651700000000,Wiseburn Elementary,2,10,139,20,20
19651700000000,Wiseburn Elementary,3,1,27,4,4
19651700000000,Wiseburn Elementary,4,6,61,12,12
19651700000000,Wiseburn Elementary,5,123,2115,238,238
19651700000000,Wiseburn Elementary,6,45,650,88,88
19651700000000,Wiseburn Elementary,7,35,606,64,62
19651700000000,Wiseburn Elementary,9,2,209,4,4
19734400000000,Compton Unified,0,2,18,4,0
19734400000000,Compton Unified,2,1,14,2,2
19734400000000,Compton Unified,3,10,151,20,6
19734400000000,Compton Unified,4,1,13,2,2
19734400000000,Compton Unified,5,1202,17748,1504,386
19734400000000,Compton Unified,6,320,4349,384,50
19734500000000,Hacienda la Puente Unified,0,1,9,10,2
19734500000000,Hacienda la Puente Unified,1,3,31,12,2
19734500000000,Hacienda la Puente Unified,2,235,2334,1006,666
19734500000000,Hacienda la Puente Unified,3,7,67,22,12
19734500000000,Hacienda la Puente Unified,4,25,341,294,164
19734500000000,Hacienda la Puente Unified,5,1339,16146,3610,1124
19734500000000,Hacienda la Puente Unified,6,23,200,72,12
19734500000000,Hacienda la Puente Unified,7,79,762,198,48
19734500000000,Hacienda la Puente Unified,9,7,142,22,6
19734500000000,Rowland Unified,0,6,123,10,2
19734500000000,Rowland Unified,1,8,43,12,2
19734500000000,Rowland Unified,2,310,3056,1006,666
19734500000000,Rowland Unified,3,5,41,22,12
19734500000000,Rowland Unified,4,131,1190,294,164
19734500000000,Rowland Unified,5,821,9594,3610,1124
19734500000000,Rowland Unified,6,22,361,72,12
19734500000000,Rowland Unified,7,50,632,198,48
19734500000000,Rowland Unified,9,12,169,22,6
19734600000000,Walnut Valley Unified,1,1,13,2,0
19734600000000,Walnut Valley Unified,2,881,8320,1754,1408
19734600000000,Walnut Valley Unified,3,7,100,14,6
19734600000000,Walnut Valley Unified,4,94,744,188,140
19734600000000,Walnut Valley Unified,5,320,3348,638,258
19734600000000,Walnut Valley Unified,6,55,378,108,32
19734600000000,Walnut Valley Unified,7,140,1359,282,116
19734600000000,Walnut Valley Unified,9,2,311,4,2
19752900000000,San Gabriel Unified,0,6,77,6,0
19752900000000,San Gabriel Unified,1,3,18,4,0
19752900000000,San Gabriel Unified,2,296,2760,534,346
19752900000000,San Gabriel Unified,3,1,13,2,0
19752900000000,San Gabriel Unified,4,15,140,26,8
19752900000000,San Gabriel Unified,5,394,2666,760,66
19752900000000,San Gabriel Unified,6,19,124,46,2
19752900000000,San Gabriel Unified,7,81,503,172,20
19752900000000,San Gabriel Unified,9,11,68,22,0
19753100000000,Acton-Agua Dulce Unified,0,0,52,2,0
19753100000000,Acton-Agua Dulce Unified,1,5,24,2,0
19753100000000,Acton-Agua Dulce Unified,3,1,8,2,2
19753100000000,Acton-Agua Dulce Unified,5,231,841,64,2
19753100000000,Acton-Agua Dulce Unified,6,62,153,2,0
19753100000000,Acton-Agua Dulce Unified,7,96,1118,106,10
19753100000000,Acton-Agua Dulce Unified,9,4,44,8,0
19753300000000,Manhattan Beach Unified,0,1,36,2,0
19753300000000,Manhattan Beach Unified,2,56,618,104,28
19753300000000,Manhattan Beach Unified,3,3,18,6,2
19753300000000,Manhattan Beach Unified,4,4,38,12,4
19753300000000,Manhattan Beach Unified,5,83,804,150,40
19753300000000,Manhattan Beach Unified,6,28,165,54,16
19753300000000,Manhattan Beach Unified,7,329,4306,632,136
19753300000000,Manhattan Beach Unified,9,77,905,144,46
19753400000000,Redondo Beach Unified,1,1,38,2,2
19753400000000,Redondo Beach Unified,2,80,958,152,118
19753400000000,Redondo Beach Unified,3,6,78,12,6
19753400000000,Redondo Beach Unified,4,17,221,34,30
19753400000000,Redondo Beach Unified,5,165,2076,306,120
19753400000000,Redondo Beach Unified,6,50,563,98,42
19753400000000,Redondo Beach Unified,7,359,4656,652,380
19753400000000,Redondo Beach Unified,9,15,534,30,12
19757000000000,SBE - The School of Arts and Enterprise,0,1,2,1,0
19757000000000,SBE - The School of Arts and Enterprise,2,2,5,4,0
19757000000000,SBE - The School of Arts and Enterprise,4,0,2,2,0
19757000000000,SBE - The School of Arts and Enterprise,5,57,457,102,44
19757000000000,SBE - The School of Arts and Enterprise,6,8,35,16,10
19757000000000,SBE - The School of Arts and Enterprise,7,14,69,26,12
19757100000000,Alhambra Unified,0,5,56,10,0
19757100000000,Alhambra Unified,1,2,36,4,0
19757100000000,Alhambra Unified,2,1182,8937,2168,1332
19757100000000,Alhambra Unified,3,2,15,4,2
19757100000000,Alhambra Unified,4,27,258,72,34
19757100000000,Alhambra Unified,5,771,7642,1360,242
19757100000000,Alhambra Unified,6,16,128,28,4
19757100000000,Alhambra Unified,7,33,350,60,12
19757100000000,Alhambra Unified,9,37,404,52,28
19765000000000,SBE - Lifeline Education Charter,5,32,278,40,40
19765000000000,SBE - Lifeline Education Charter,6,6,95,12,12
20102100000000,Madera County Office of Education,0,1,5,2,0
20102100000000,Madera County Office of Education,1,3,8,4,0
20102100000000,Madera County Office of Education,5,296,803,252,0
20102100000000,Madera County Office of Education,6,9,30,16,0
20102100000000,Madera County Office of Education,7,40,151,28,0
20102100000000,Madera County Office of Education,9,0,3,2,0
20652000000000,Chowchilla Union High,1,2,12,4,2
20652000000000,Chowchilla Union High,2,3,16,4,4
20652000000000,Chowchilla Union High,3,1,2,1,0
20652000000000,Chowchilla Union High,5,135,586,202,86
20652000000000,Chowchilla Union High,6,9,30,14,0
20652000000000,Chowchilla Union High,7,91,384,152,64
20652000000000,Chowchilla Union High,9,1,4,2,0
20652400000000,Madera Unified,0,6,31,10,4
20652400000000,Madera Unified,1,8,96,10,0
20652400000000,Madera Unified,2,21,243,38,12
20652400000000,Madera Unified,3,1,13,4,0
20652400000000,Madera Unified,4,5,39,10,8
20652400000000,Madera Unified,5,976,17684,1644,486
20652400000000,Madera Unified,6,47,434,78,22
20652400000000,Madera Unified,7,152,1581,264,92
20755800000000,Golden Valley Unified,1,1,26,2,0
20755800000000,Golden Valley Unified,2,3,36,6,4
20755800000000,Golden Valley Unified,5,54,747,106,38
20755800000000,Golden Valley Unified,6,3,23,8,0
20755800000000,Golden Valley Unified,7,91,1096,166,76
20755800000000,Golden Valley Unified,9,1,23,2,0
20756100000000,Chawanakee Unified,1,11,72,18,6
20756100000000,Chawanakee Unified,2,1,7,2,2
20756100000000,Chawanakee Unified,3,2,3,4,0
20756100000000,Chawanakee Unified,5,25,215,46,22
20756100000000,Chawanakee Unified,6,3,9,6,6
20756100000000,Chawanakee Unified,7,90,747,180,112
20756100000000,Chawanakee Unified,9,15,85,24,8
20764100000000,Yosemite Unified,1,10,84,16,4
20764100000000,Yosemite Unified,2,3,12,6,6
20764100000000,Yosemite Unified,4,3,7,4,4
20764100000000,Yosemite Unified,5,41,340,62,8
20764100000000,Yosemite Unified,6,3,9,6,4
20764100000000,Yosemite Unified,7,154,1446,282,100
20764100000000,Yosemite Unified,9,9,140,22,4
21102200000000,Marin County Office of Education,4,1,4,2,0
21102200000000,Marin County Office of Education,5,26,104,24,0
21102200000000,Marin County Office of Education,6,4,39,6,0
21102200000000,Marin County Office of Education,7,15,137,14,0
21102200000000,Marin County Office of Education,9,2,8,2,0
21654200000000,Novato Unified,0,2,13,4,0
21654200000000,Novato Unified,1,5,50,6,0
21654200000000,Novato Unified,2,32,382,60,42
21654200000000,Novato Unified,3,1,20,2,0
21654200000000,Novato Unified,4,8,80,18,12
21654200000000,Novato Unified,5,170,2681,304,76
21654200000000,Novato Unified,6,20,255,44,18
21654200000000,Novato Unified,7,359,4197,712,422
21654200000000,Novato Unified,9,24,400,42,24
21654700000000,San Rafael City High,1,6,45,10,2
21654700000000,San Rafael City High,2,36,114,70,54
21654700000000,San Rafael City High,3,5,15,10,4
21654700000000,San Rafael City High,4,6,27,10,8
21654700000000,San Rafael City High,5,246,1120,418,120
21654700000000,San Rafael City High,6,15,46,30,6
21654700000000,San Rafael City High,7,177,795,344,256
21654700000000,San Rafael City High,9,5,30,10,6
21654700000000,Sausalito Marin City,2,0,43,70,54
21654700000000,Sausalito Marin City,3,0,2,10,4
21654700000000,Sausalito Marin City,4,0,6,10,8
21654700000000,Sausalito Marin City,5,0,138,418,120
21654700000000,Sausalito Marin City,6,0,118,30,6
21654700000000,Sausalito Marin City,7,0,126,344,256
21654700000000,Sausalito Marin City,9,0,36,10,6
21654800000000,Tamalpais Union High,0,8,62,12,12
21654800000000,Tamalpais Union High,1,2,9,2,0
21654800000000,Tamalpais Union High,2,54,208,108,94
21654800000000,Tamalpais Union High,3,5,13,8,6
21654800000000,Tamalpais Union High,4,3,22,6,6
21654800000000,Tamalpais Union High,5,96,394,168,98
21654800000000,Tamalpais Union High,6,31,107,40,16
21654800000000,Tamalpais Union High,7,765,3028,1476,1228
21654800000000,Tamalpais Union High,9,45,217,90,64
21733600000000,Shoreline Unified,5,21,275,40,12
21733600000000,Shoreline Unified,6,1,2,2,0
21733600000000,Shoreline Unified,7,20,217,38,18
22102200000000,Mariposa County Office of Education,1,1,3,1,0
22102200000000,Mariposa County Office of Education,7,12,57,16,0
22655300000000,Mariposa County Unified,0,3,21,6,0
22655300000000,Mariposa County Unified,1,11,90,22,6
22655300000000,Mariposa County Unified,2,1,23,2,2
22655300000000,Mariposa County Unified,4,1,14,2,0
22655300000000,Mariposa County Unified,5,15,257,28,6
22655300000000,Mariposa County Unified,7,122,1309,230,90
22655300000000,Mariposa County Unified,9,6,83,12,6
23102300000000,Mendocino County Office of Education,1,1,16,2,0
23102300000000,Mendocino County Office of Education,5,1,50,8,0
23102300000000,Mendocino County Office of Education,7,4,49,12,0
23655400000000,Anderson Valley Unified,5,34,414,58,22
23655400000000,Anderson Valley Unified,7,5,128,10,4
23655600000000,Arena Union Elementary,5,2,156,4,4
23655600000000,Arena Union Elementary,7,3,134,6,6
23655700000000,Fort Bragg Unified,1,3,24,6,2
23655700000000,Fort Bragg Unified,2,3,22,4,2
