CDS_CODE,DISTRICT,ETHNIC,GR_12,ENR_TOTAL,GRADS,UC_GRADS
31669500000000,Western Placer Unified,0,9,68,12,2
31669500000000,Western Placer Unified,1,14,108,26,0
31669500000000,Western Placer Unified,2,12,285,24,18
31669500000000,Western Placer Unified,3,3,41,6,2
31669500000000,Western Placer Unified,4,14,187,24,10
31669500000000,Western Placer Unified,5,198,2357,298,82
31669500000000,Western Placer Unified,6,32,212,40,4
31669500000000,Western Placer Unified,7,480,5584,808,210
31669500000000,Western Placer Unified,9,11,242,20,16
31750900000000,Rocklin Unified,0,2,58,4,2
31750900000000,Rocklin Unified,1,2,55,4,2
31750900000000,Rocklin Unified,2,52,828,100,86
31750900000000,Rocklin Unified,3,4,46,6,6
31750900000000,Rocklin Unified,4,26,342,58,40
31750900000000,Rocklin Unified,5,139,1648,266,156
31750900000000,Rocklin Unified,6,16,198,30,16
31750900000000,Rocklin Unified,7,678,8258,1322,892
31750900000000,Rocklin Unified,9,50,729,96,66
31765700000000,SBE - Western Sierra Collegiate Academy,2,2,72,4,4
31765700000000,SBE - Western Sierra Collegiate Academy,4,0,30,4,4
31765700000000,SBE - Western Sierra Collegiate Academy,5,10,87,20,12
31765700000000,SBE - Western Sierra Collegiate Academy,7,31,453,60,48
31765700000000,SBE - Western Sierra Collegiate Academy,9,4,75,6,4
32103200000000,Plumas County Office of Education,7,2,19,4,0
32669700000000,Plumas Unified,1,6,89,8,2
32669700000000,Plumas Unified,2,1,12,2,0
32669700000000,Plumas Unified,4,1,4,2,0
32669700000000,Plumas Unified,5,20,279,32,2
32669700000000,Plumas Unified,6,6,32,6,0
32669700000000,Plumas Unified,7,140,1634,252,44
32669700000000,Plumas Unified,9,4,85,8,0
33103300000000,Riverside County Office of Education,1,9,56,16,0
33103300000000,Riverside County Office of Education,2,13,94,14,4
33103300000000,Riverside County Office of Education,3,2,20,6,2
33103300000000,Riverside County Office of Education,4,7,68,8,0
33103300000000,Riverside County Office of Education,5,630,3555,614,32
33103300000000,Riverside County Office of Education,6,100,482,96,2
33103300000000,Riverside County Office of Education,7,221,2973,350,68
33103300000000,Riverside County Office of Education,9,29,412,40,14
33316300000000,California School for the Deaf-Riverside (State Sp,2,3,7,2,0
33316300000000,California School for the Deaf-Riverside (State Sp,4,3,6,4,0
33316300000000,California School for the Deaf-Riverside (State Sp,5,46,219,58,0
33316300000000,California School for the Deaf-Riverside (State Sp,6,14,41,10,0
33316300000000,California School for the Deaf-Riverside (State Sp,7,14,93,8,0
33316300000000,California School for the Deaf-Riverside (State Sp,9,2,14,4,0
33669800000000,Alvord Unified,0,1,13,2,0
33669800000000,Alvord Unified,1,3,43,6,2
33669800000000,Alvord Unified,2,49,651,94,48
33669800000000,Alvord Unified,3,4,72,8,4
33669800000000,Alvord Unified,4,18,299,34,26
33669800000000,Alvord Unified,5,1166,15255,1968,484
33669800000000,Alvord Unified,6,55,752,82,22
33669800000000,Alvord Unified,7,186,2152,308,118
33669800000000,Alvord Unified,9,18,243,28,12
33669900000000,Banning Unified,1,13,149,34,10
33669900000000,Banning Unified,2,21,231,80,48
33669900000000,Banning Unified,3,2,7,6,4
33669900000000,Banning Unified,4,3,34,38,18
33669900000000,Banning Unified,5,180,2880,778,216
33669900000000,Banning Unified,6,33,390,122,34
33669900000000,Banning Unified,7,42,655,452,118
33669900000000,Banning Unified,9,4,129,24,4
33669900000000,Beaumont Unified,1,9,80,34,10
33669900000000,Beaumont Unified,2,22,264,80,48
33669900000000,Beaumont Unified,3,2,29,6,4
33669900000000,Beaumont Unified,4,17,201,38,18
33669900000000,Beaumont Unified,5,289,4550,778,216
33669900000000,Beaumont Unified,6,44,512,122,34
33669900000000,Beaumont Unified,7,230,3122,452,118
33669900000000,Beaumont Unified,9,10,281,24,4
33670300000000,Corona-Norco Unified,0,14,327,26,8
33670300000000,Corona-Norco Unified,1,10,167,16,10
33670300000000,Corona-Norco Unified,2,285,4331,556,456
33670300000000,Corona-Norco Unified,3,19,204,38,22
33670300000000,Corona-Norco Unified,4,104,1532,204,142
33670300000000,Corona-Norco Unified,5,2219,27789,3834,1488
33670300000000,Corona-Norco Unified,6,355,3291,644,330
33670300000000,Corona-Norco Unified,7,1389,15617,2654,1440
33670300000000,Corona-Norco Unified,9,26,524,48,38
33670600000000,Desert Sands Unified,0,7,163,12,4
33670600000000,Desert Sands Unified,1,13,98,20,6
33670600000000,Desert Sands Unified,2,43,516,78,48
33670600000000,Desert Sands Unified,3,2,27,4,2
33670600000000,Desert Sands Unified,4,20,246,40,26
33670600000000,Desert Sands Unified,5,1705,20848,2800,844
33670600000000,Desert Sands Unified,6,60,540,108,26
33670600000000,Desert Sands Unified,7,639,6351,1154,576
33670600000000,Desert Sands Unified,9,13,367,26,14
33670800000000,Hemet Unified,1,20,216,32,12
33670800000000,Hemet Unified,2,32,240,56,26
33670800000000,Hemet Unified,3,13,95,26,8
33670800000000,Hemet Unified,4,23,212,44,20
33670800000000,Hemet Unified,5,901,11304,1474,330
33670800000000,Hemet Unified,6,171,1711,232,54
33670800000000,Hemet Unified,7,689,6879,1164,270
33670800000000,Hemet Unified,9,38,836,54,10
33670900000000,Jurupa Unified,0,2,28,8,2
33670900000000,Jurupa Unified,1,6,38,6,2
33670900000000,Jurupa Unified,2,19,203,34,22
33670900000000,Jurupa Unified,3,3,52,6,0
33670900000000,Jurupa Unified,4,8,62,14,10
33670900000000,Jurupa Unified,5,1241,16402,2042,552
33670900000000,Jurupa Unified,6,38,406,62,12
33670900000000,Jurupa Unified,7,223,2146,394,106
33670900000000,Jurupa Unified,9,10,134,18,2
33671200000000,Menifee Union Elementary,0,0,17,2,0
33671200000000,Menifee Union Elementary,1,2,33,14,4
33671200000000,Menifee Union Elementary,2,1,257,122,74
33671200000000,Menifee Union Elementary,3,0,53,26,14
33671200000000,Menifee Union Elementary,4,1,315,98,60
33671200000000,Menifee Union Elementary,5,15,4530,2766,880
33671200000000,Menifee Union Elementary,6,3,582,730,168
33671200000000,Menifee Union Elementary,7,37,4335,488,206
33671200000000,Menifee Union Elementary,9,0,474,40,8
33671200000000,Moreno Valley Unified,0,0,9,2,0
33671200000000,Moreno Valley Unified,1,6,101,14,4
33671200000000,Moreno Valley Unified,2,70,715,122,74
33671200000000,Moreno Valley Unified,3,16,231,26,14
33671200000000,Moreno Valley Unified,4,50,523,98,60
33671200000000,Moreno Valley Unified,5,1633,23310,2766,880
33671200000000,Moreno Valley Unified,6,468,5699,730,168
33671200000000,Moreno Valley Unified,7,249,3146,488,206
33671200000000,Moreno Valley Unified,9,26,734,40,8
33671600000000,Nuview Union,2,1,14,2,2
33671600000000,Nuview Union,3,2,6,4,2
33671600000000,Nuview Union,4,0,22,2,2
33671600000000,Nuview Union,5,58,1848,114,92
33671600000000,Nuview Union,6,5,329,10,10
33671600000000,Nuview Union,7,28,541,58,36
33671700000000,Palm Springs Unified,1,14,138,22,8
33671700000000,Palm Springs Unified,2,22,239,46,22
33671700000000,Palm Springs Unified,3,5,44,8,6
33671700000000,Palm Springs Unified,4,53,551,98,56
33671700000000,Palm Springs Unified,5,1275,17527,2174,600
33671700000000,Palm Springs Unified,6,90,1235,146,32
33671700000000,Palm Springs Unified,7,338,3312,588,216
33671700000000,Palm Springs Unified,9,7,310,14,2
33671800000000,Palo Verde Unified,1,2,18,2,0
33671800000000,Palo Verde Unified,2,3,19,4,0
33671800000000,Palo Verde Unified,4,1,16,2,0
33671800000000,Palo Verde Unified,5,176,2178,262,18
33671800000000,Palo Verde Unified,6,21,231,22,0
33671800000000,Palo Verde Unified,7,72,826,116,6
33672100000000,Perris Union High,1,6,36,8,0
33672100000000,Perris Union High,2,42,137,78,54
33672100000000,Perris Union High,3,18,58,30,8
33672100000000,Perris Union High,4,49,164,92,66
33672100000000,Perris Union High,5,1500,7267,2440,706
33672100000000,Perris Union High,6,149,742,244,54
33672100000000,Perris Union High,7,412,1734,738,266
33672100000000,Perris Union High,9,60,285,94,42
33672200000000,Riverside Unified,0,25,526,50,24
33672200000000,Riverside Unified,1,8,173,10,8
33672200000000,Riverside Unified,2,141,1417,266,212
33672200000000,Riverside Unified,3,17,200,28,16
33672200000000,Riverside Unified,4,39,500,74,46
33672200000000,Riverside Unified,5,2035,25527,3338,1146
33672200000000,Riverside Unified,6,310,3056,518,172
33672200000000,Riverside Unified,7,1028,10469,1816,876
33672200000000,Riverside Unified,9,35,719,56,22
33672500000000,San Jacinto Unified,1,15,262,22,2
33672500000000,San Jacinto Unified,2,9,114,18,10
33672500000000,San Jacinto Unified,3,6,44,8,0
33672500000000,San Jacinto Unified,4,8,83,14,12
33672500000000,San Jacinto Unified,5,555,6921,820,254
33672500000000,San Jacinto Unified,6,63,845,80,24
33672500000000,San Jacinto Unified,7,144,1791,234,86
33672500000000,San Jacinto Unified,9,16,238,18,10
33736800000000,Coachella Valley Unified,0,30,202,34,10
33736800000000,Coachella Valley Unified,1,8,85,10,2
33736800000000,Coachella Valley Unified,4,5,22,10,4
33736800000000,Coachella Valley Unified,5,1308,18277,2042,626
33736800000000,Coachella Valley Unified,6,2,32,2,2
33736800000000,Coachella Valley Unified,7,10,198,22,2
33736800000000,Coachella Valley Unified,9,1,25,2,0
33751800000000,Lake Elsinore Unified,1,13,120,18,2
33751800000000,Lake Elsinore Unified,2,34,464,56,22
33751800000000,Lake Elsinore Unified,3,9,100,14,4
33751800000000,Lake Elsinore Unified,4,9,145,62,36
33751800000000,Lake Elsinore Unified,5,932,12339,1506,360
33751800000000,Lake Elsinore Unified,6,94,1025,156,32
33751800000000,Lake Elsinore Unified,7,618,7379,1068,328
33751800000000,Lake Elsinore Unified,9,58,721,44,12
33751900000000,Temecula Valley Unified,0,12,119,24,12
33751900000000,Temecula Valley Unified,1,23,341,42,22
33751900000000,Temecula Valley Unified,2,120,1168,232,178
33751900000000,Temecula Valley Unified,3,11,99,18,12
33751900000000,Temecula Valley Unified,4,123,1503,234,168
33751900000000,Temecula Valley Unified,5,701,9450,1270,680
33751900000000,Temecula Valley Unified,6,120,1158,220,120
33751900000000,Temecula Valley Unified,7,1176,13940,2250,1460
33751900000000,Temecula Valley Unified,9,118,2287,220,150
33752000000000,Murrieta Valley Unified,1,10,97,18,0
33752000000000,Murrieta Valley Unified,2,79,975,164,114
33752000000000,Murrieta Valley Unified,3,5,144,10,6
33752000000000,Murrieta Valley Unified,4,95,796,192,148
33752000000000,Murrieta Valley Unified,5,664,7814,1254,536
33752000000000,Murrieta Valley Unified,6,144,1280,258,102
33752000000000,Murrieta Valley Unified,7,922,10661,1744,960
33752000000000,Murrieta Valley Unified,9,95,1254,178,106
33752400000000,Val Verde Unified,0,13,233,24,16
33752400000000,Val Verde Unified,1,4,49,6,4
33752400000000,Val Verde Unified,2,22,313,42,24
33752400000000,Val Verde Unified,3,5,77,8,0
33752400000000,Val Verde Unified,4,31,311,56,42
33752400000000,Val Verde Unified,5,1097,14454,2082,826
33752400000000,Val Verde Unified,6,270,2904,478,192
33752400000000,Val Verde Unified,7,100,1162,182,82
33752400000000,Val Verde Unified,9,15,293,30,12
34103500000000,Sacramento County Office of Education,0,3,8,2,0
34103500000000,Sacramento County Office of Education,2,13,60,2,0
34103500000000,Sacramento County Office of Education,5,75,430,36,0
34103500000000,Sacramento County Office of Education,6,64,644,50,0
34103500000000,Sacramento County Office of Education,7,65,229,22,0
34103500000000,Sacramento County Office of Education,9,21,153,24,0
34322800000000,California Education Authority (CEA) Headquarters,2,11,14,6,0
34322800000000,California Education Authority (CEA) Headquarters,5,115,295,116,0
34322800000000,California Education Authority (CEA) Headquarters,6,55,135,58,0
34322800000000,California Education Authority (CEA) Headquarters,7,13,37,4,0
34673100000000,Elk Grove Unified,1,24,406,46,12
34673100000000,Elk Grove Unified,2,1113,13628,2104,1476
34673100000000,Elk Grove Unified,3,83,1035,140,72
34673100000000,Elk Grove Unified,4,260,3226,510,346
34673100000000,Elk Grove Unified,5,1142,16246,1944,762
34673100000000,Elk Grove Unified,6,875,9171,1376,506
34673100000000,Elk Grove Unified,7,1113,14132,2094,1198
34673100000000,Elk Grove Unified,9,233,4607,400,200
34673300000000,Folsom-Cordova Unified,0,3,21,4,2
34673300000000,Folsom-Cordova Unified,1,7,138,6,2
34673300000000,Folsom-Cordova Unified,2,131,2316,256,192
34673300000000,Folsom-Cordova Unified,3,15,146,24,10
34673300000000,Folsom-Cordova Unified,4,42,412,74,38
34673300000000,Folsom-Cordova Unified,5,239,3465,418,158
34673300000000,Folsom-Cordova Unified,6,107,1343,170,42
34673300000000,Folsom-Cordova Unified,7,849,10836,1548,752
34673300000000,Folsom-Cordova Unified,9,24,679,38,6
34673600000000,Galt Joint Union High,0,2,29,2,0
34673600000000,Galt Joint Union High,1,3,10,6,2
34673600000000,Galt Joint Union High,2,12,31,22,18
34673600000000,Galt Joint Union High,3,5,11,10,6
34673600000000,Galt Joint Union High,4,1,13,2,2
34673600000000,Galt Joint Union High,5,326,1230,570,140
34673600000000,Galt Joint Union High,6,6,33,10,2
34673600000000,Galt Joint Union High,7,217,846,400,128
34673600000000,Galt Joint Union High,9,24,116,40,12
34674100000000,River Delta Joint Unified,1,1,10,2,0
34674100000000,River Delta Joint Unified,2,1,15,2,0
34674100000000,River Delta Joint Unified,5,72,1167,122,40
34674100000000,River Delta Joint Unified,6,2,31,2,0
34674100000000,River Delta Joint Unified,7,75,965,116,28
34674100000000,River Delta Joint Unified,9,2,79,2,0
34674400000000,Sacramento City Unified,0,2,54,4,0
34674400000000,Sacramento City Unified,1,30,345,42,8
34674400000000,Sacramento City Unified,2,659,8138,1148,736
34674400000000,Sacramento City Unified,3,69,811,104,24
34674400000000,Sacramento City Unified,4,45,539,100,56
34674400000000,Sacramento City Unified,5,1190,17736,1858,664
34674400000000,Sacramento City Unified,6,567,8193,846,322
34674400000000,Sacramento City Unified,7,537,8721,966,420
34674400000000,Sacramento City Unified,9,213,2494,372,196
34674500000000,San Juan Unified,0,5,76,10,0
34674500000000,San Juan Unified,1,61,524,94,26
34674500000000,San Juan Unified,2,249,2377,452,294
34674500000000,San Juan Unified,3,47,447,70,24
34674500000000,San Juan Unified,4,58,615,110,58
34674500000000,San Juan Unified,5,833,10349,1162,296
34674500000000,San Juan Unified,6,357,3857,498,106
34674500000000,San Juan Unified,7,2860,29226,4914,1854
34674500000000,San Juan Unified,9,85,1564,132,30
34739700000000,Center Joint Unified,1,5,48,6,4
34739700000000,Center Joint Unified,2,20,314,38,14
34739700000000,Center Joint Unified,3,6,58,10,0
34739700000000,Center Joint Unified,4,21,130,42,18
34739700000000,Center Joint Unified,5,96,1084,186,26
34739700000000,Center Joint Unified,6,58,481,110,12
34739700000000,Center Joint Unified,7,189,2241,334,54
34739700000000,Center Joint Unified,9,4,224,6,0
34752800000000,Natomas Unified,0,19,654,34,6
34752800000000,Natomas Unified,1,6,103,12,0
34752800000000,Natomas Unified,2,130,1768,234,184
34752800000000,Natomas Unified,3,10,213,18,4
34752800000000,Natomas Unified,4,59,708,124,78
34752800000000,Natomas Unified,5,327,4023,528,186
34752800000000,Natomas Unified,6,183,2302,298,74
34752800000000,Natomas Unified,7,135,2452,246,152
34752800000000,Natomas Unified,9,54,941,88,52
34765100000000,Twin Rivers Unified,0,34,391,46,8
34765100000000,Twin Rivers Unified,1,32,272,36,2
34765100000000,Twin Rivers Unified,2,301,2521,446,198
34765100000000,Twin Rivers Unified,3,50,479,68,10
34765100000000,Twin Rivers Unified,4,23,309,38,12
34765100000000,Twin Rivers Unified,5,1019,12257,1268,208
34765100000000,Twin Rivers Unified,6,451,4582,468,52
34765100000000,Twin Rivers Unified,7,765,9152,1118,212
34765100000000,Twin Rivers Unified,9,67,1159,78,8
35103600000000,San Benito County Office of Education,2,1,1,1,0
35103600000000,San Benito County Office of Education,4,1,1,1,0
35103600000000,San Benito County Office of Education,5,26,99,14,0
35103600000000,San Benito County Office of Education,7,9,23,8,0
35675400000000,San Benito High,1,4,15,8,0
35675400000000,San Benito High,2,10,40,20,12
35675400000000,San Benito High,3,1,7,2,0
35675400000000,San Benito High,4,10,43,22,14
35675400000000,San Benito High,5,490,2039,870,290
35675400000000,San Benito High,6,3,19,4,2
35675400000000,San Benito High,7,217,830,396,190
35675400000000,San Benito High,9,5,14,10,6
35752600000000,Aromas/San Juan Unified,2,1,17,2,2
35752600000000,Aromas/San Juan Unified,5,44,749,80,76
35752600000000,Aromas/San Juan Unified,7,24,327,40,38
35752600000000,Aromas/San Juan Unified,9,2,27,2,2
36675900000000,Adelanto Elementary,0,3,139,4,0
36675900000000,Adelanto Elementary,1,7,53,6,0
36675900000000,Adelanto Elementary,2,5,107,6,0
36675900000000,Adelanto Elementary,3,4,81,6,0
36675900000000,Adelanto Elementary,5,359,5790,252,0
36675900000000,Adelanto Elementary,6,147,2237,104,0
36675900000000,Adelanto Elementary,7,99,1043,66,0
36676100000000,Barstow Unified,1,11,83,18,0
36676100000000,Barstow Unified,2,4,49,8,6
36676100000000,Barstow Unified,3,7,71,8,8
36676100000000,Barstow Unified,4,7,45,14,4
36676100000000,Barstow Unified,5,211,3090,314,52
36676100000000,Barstow Unified,6,58,844,78,16
36676100000000,Barstow Unified,7,135,1370,206,40
36676100000000,Barstow Unified,9,11,231,16,0
36676400000000,Bear Valley Unified,0,4,74,12,2
36676400000000,Bear Valley Unified,1,5,18,12,4
36676400000000,Bear Valley Unified,2,1,26,2,0
36676400000000,Bear Valley Unified,3,3,9,6,0
36676400000000,Bear Valley Unified,5,64,842,128,26
36676400000000,Bear Valley Unified,6,3,25,6,0
36676400000000,Bear Valley Unified,7,158,1490,322,108
36676400000000,Bear Valley Unified,9,3,57,10,4
36676500000000,Central Elementary,1,0,10,32,6
36676500000000,Central Elementary,2,0,211,526,408
36676500000000,Central Elementary,3,0,27,44,16
36676500000000,Central Elementary,4,0,112,244,178
36676500000000,Central Elementary,5,0,2412,6434,2624
36676500000000,Central Elementary,6,0,494,952,428
36676500000000,Central Elementary,7,0,1346,2126,1108
36676500000000,Central Elementary,9,0,96,154,70
36676500000000,Chaffey Joint Union High,0,40,180,60,16
36676500000000,Chaffey Joint Union High,1,21,85,32,6
36676500000000,Chaffey Joint Union High,2,288,1157,526,408
36676500000000,Chaffey Joint Union High,3,27,113,44,16
36676500000000,Chaffey Joint Union High,4,126,486,244,178
36676500000000,Chaffey Joint Union High,5,3993,15687,6434,2624
36676500000000,Chaffey Joint Union High,6,556,2089,952,428
36676500000000,Chaffey Joint Union High,7,1217,4567,2126,1108
36676500000000,Chaffey Joint Union High,9,86,383,154,70
36676800000000,Chino Valley Unified,1,6,34,12,6
36676800000000,Chino Valley Unified,2,264,3630,516,378
36676800000000,Chino Valley Unified,3,12,67,24,16
36676800000000,Chino Valley Unified,4,127,1343,254,154
36676800000000,Chino Valley Unified,5,1430,17259,2520,836
36676800000000,Chino Valley Unified,6,111,1025,182,66
36676800000000,Chino Valley Unified,7,628,6134,1216,632
36676800000000,Chino Valley Unified,9,56,712,96,56
36676900000000,Colton Joint Unified,1,8,68,10,4
36676900000000,Colton Joint Unified,2,26,397,48,16
36676900000000,Colton Joint Unified,3,11,78,20,2
36676900000000,Colton Joint Unified,4,15,281,30,18
36676900000000,Colton Joint Unified,5,1382,19170,2346,600
36676900000000,Colton Joint Unified,6,85,1347,142,34
36676900000000,Colton Joint Unified,7,132,1836,224,46
36676900000000,Colton Joint Unified,9,5,174,6,2
36676900000000,Cucamonga Elementary,1,0,7,10,4
36676900000000,Cucamonga Elementary,2,0,89,48,16
36676900000000,Cucamonga Elementary,3,0,13,20,2
36676900000000,Cucamonga Elementary,4,0,64,30,18
36676900000000,Cucamonga Elementary,5,0,1675,2346,600
36676900000000,Cucamonga Elementary,6,0,363,142,34
36676900000000,Cucamonga Elementary,7,0,245,224,46
36676900000000,Cucamonga Elementary,9,0,25,6,2
36677100000000,Fontana Unified,1,11,48,20,6
36677100000000,Fontana Unified,2,44,419,76,40
36677100000000,Fontana Unified,3,10,105,18,6
36677100000000,Fontana Unified,4,42,437,78,46
36677100000000,Fontana Unified,5,2707,34354,4604,1476
36677100000000,Fontana Unified,6,283,2441,494,124
36677100000000,Fontana Unified,7,176,1886,298,124
36677100000000,Fontana Unified,9,7,287,18,2
36677400000000,Helendale Elementary,4,2,25,2,0
36677400000000,Helendale Elementary,5,14,432,30,10
36677400000000,Helendale Elementary,6,8,64,14,6
36677400000000,Helendale Elementary,7,34,821,70,22
36677400000000,Helendale Elementary,9,2,112,6,0
36677800000000,Morongo Unified,1,8,55,12,4
36677800000000,Morongo Unified,2,11,103,20,14
36677800000000,Morongo Unified,3,9,72,14,0
36677800000000,Morongo Unified,4,5,94,14,6
36677800000000,Morongo Unified,5,210,2614,318,52
36677800000000,Morongo Unified,6,58,587,88,18
36677800000000,Morongo Unified,7,388,5028,664,154
36677800000000,Morongo Unified,9,24,493,40,4
36678000000000,Needles Unified,1,13,137,22,0
36678000000000,Needles Unified,2,2,11,4,2
36678000000000,Needles Unified,5,18,190,24,2
36678000000000,Needles Unified,6,3,19,6,0
36678000000000,Needles Unified,7,35,460,58,10
36678300000000,Oro Grande Elementary,1,3,44,4,2
36678300000000,Oro Grande Elementary,2,8,32,8,4
36678300000000,Oro Grande Elementary,4,4,18,6,2
36678300000000,Oro Grande Elementary,5,468,2007,514,74
36678300000000,Oro Grande Elementary,6,50,326,64,22
36678300000000,Oro Grande Elementary,7,211,1196,280,36
36678300000000,Oro Grande Elementary,9,19,145,26,12
36678400000000,Redlands Unified,0,1,82,2,0
36678400000000,Redlands Unified,1,14,94,26,12
36678400000000,Redlands Unified,2,151,1739,290,224
36678400000000,Redlands Unified,3,11,97,22,10
36678400000000,Redlands Unified,4,50,550,98,50
36678400000000,Redlands Unified,5,872,9717,1518,532
36678400000000,Redlands Unified,6,121,1393,218,80
36678400000000,Redlands Unified,7,643,6707,1174,644
36678400000000,Redlands Unified,9,50,854,84,38
36678500000000,Rialto Unified,1,10,99,20,0
36678500000000,Rialto Unified,2,25,258,46,22
36678500000000,Rialto Unified,3,10,128,14,0
36678500000000,Rialto Unified,4,12,132,22,10
36678500000000,Rialto Unified,5,1601,21473,2686,556
36678500000000,Rialto Unified,6,293,3042,486,70
36678500000000,Rialto Unified,7,112,1096,168,54
36678500000000,Rialto Unified,9,11,218,16,4
36678700000000,Rim of the World Unified,1,2,18,4,0
36678700000000,Rim of the World Unified,2,1,23,2,0
36678700000000,Rim of the World Unified,5,106,1254,158,44
36678700000000,Rim of the World Unified,6,8,45,10,6
36678700000000,Rim of the World Unified,7,265,2396,450,176
36678800000000,San Bernardino City Unified,0,22,618,26,4
36678800000000,San Bernardino City Unified,1,17,286,20,8
36678800000000,San Bernardino City Unified,2,75,860,134,62
36678800000000,San Bernardino City Unified,3,16,239,26,0
36678800000000,San Bernardino City Unified,4,17,208,28,18
36678800000000,San Bernardino City Unified,5,3032,39541,4434,810
36678800000000,San Bernardino City Unified,6,573,7372,882,112
36678800000000,San Bernardino City Unified,7,373,4025,600,130
36678800000000,San Bernardino City Unified,9,14,636,24,0
36678900000000,Trona Joint Unified,5,3,74,4,0
36678900000000,Trona Joint Unified,6,4,17,6,0
36678900000000,Trona Joint Unified,7,7,138,14,0
36679300000000,Victor Valley Union High,0,27,96,36,0
36679300000000,Victor Valley Union High,1,17,93,36,12
36679300000000,Victor Valley Union High,2,48,264,74,38
36679300000000,Victor Valley Union High,3,24,97,34,4
36679300000000,Victor Valley Union High,4,21,122,42,24
36679300000000,Victor Valley Union High,5,1386,8044,2294,516
36679300000000,Victor Valley Union High,6,477,2757,666,118
36679300000000,Victor Valley Union High,7,505,2418,848,144
36679300000000,Victor Valley Union High,9,60,309,106,12
36679600000000,Yucaipa-Calimesa Joint Unified,1,6,65,10,2
36679600000000,Yucaipa-Calimesa Joint Unified,2,12,115,24,18
36679600000000,Yucaipa-Calimesa Joint Unified,3,3,22,6,0
36679600000000,Yucaipa-Calimesa Joint Unified,4,5,63,10,4
36679600000000,Yucaipa-Calimesa Joint Unified,5,264,3681,474,92
36679600000000,Yucaipa-Calimesa Joint Unified,6,12,141,22,2
36679600000000,Yucaipa-Calimesa Joint Unified,7,441,5610,830,262
36679600000000,Yucaipa-Calimesa Joint Unified,9,8,63,14,4
36738600000000,Baker Valley Unified,5,12,144,22,0
36738600000000,Baker Valley Unified,7,1,21,2,0
36738900000000,Silver Valley Unified,1,4,28,8,0
36738900000000,Silver Valley Unified,2,1,33,2,0
36738900000000,Silver Valley Unified,3,2,54,2,0
36738900000000,Silver Valley Unified,4,0,33,2,0
36738900000000,Silver Valley Unified,5,37,727,80,0
36738900000000,Silver Valley Unified,6,17,288,36,0
36738900000000,Silver Valley Unified,7,56,1052,118,0
36738900000000,Silver Valley Unified,9,4,151,6,0
36739600000000,Snowline Joint Unified,0,6,314,10,0
36739600000000,Snowline Joint Unified,1,2,52,6,2
36739600000000,Snowline Joint Unified,2,18,166,30,12
36739600000000,Snowline Joint Unified,3,4,30,8,2
36739600000000,Snowline Joint Unified,4,3,38,6,0
36739600000000,Snowline Joint Unified,5,233,3106,390,66
36739600000000,Snowline Joint Unified,6,25,497,36,2
36739600000000,Snowline Joint Unified,7,329,3561,572,112
36739600000000,Snowline Joint Unified,9,3,60,4,2
36750400000000,Hesperia Unified,0,10,487,18,8
36750400000000,Hesperia Unified,1,10,115,20,4
36750400000000,Hesperia Unified,2,26,285,40,28
36750400000000,Hesperia Unified,3,5,73,10,6
36750400000000,Hesperia Unified,4,8,98,16,6
36750400000000,Hesperia Unified,5,1265,14198,2274,1058
36750400000000,Hesperia Unified,6,158,1787,288,144
36750400000000,Hesperia Unified,7,592,6179,1056,510
36750400000000,Hesperia Unified,9,30,306,48,26
36750500000000,Lucerne Valley Unified,2,3,94,4,2
36750500000000,Lucerne Valley Unified,4,3,22,6,0
36750500000000,Lucerne Valley Unified,5,23,794,36,14
36750500000000,Lucerne Valley Unified,6,1,77,2,0
36750500000000,Lucerne Valley Unified,7,45,1626,86,14
36750500000000,Lucerne Valley Unified,9,2,110,4,0
36750700000000,Upland Unified,0,2,8,6,0
36750700000000,Upland Unified,2,42,599,84,58
36750700000000,Upland Unified,3,3,43,4,2
36750700000000,Upland Unified,4,20,202,42,24
36750700000000,Upland Unified,5,462,6177,826,176
36750700000000,Upland Unified,6,84,987,146,30
36750700000000,Upland Unified,7,293,3323,558,210
36750700000000,Upland Unified,9,26,280,54,20
36750800000000,Apple Valley Unified,1,2,68,4,2
36750800000000,Apple Valley Unified,2,36,323,54,32
36750800000000,Apple Valley Unified,3,7,76,14,2
36750800000000,Apple Valley Unified,4,8,91,14,6
36750800000000,Apple Valley Unified,5,481,6016,764,208
36750800000000,Apple Valley Unified,6,180,1497,240,64
36750800000000,Apple Valley Unified,7,537,6166,896,296
36750800000000,Apple Valley Unified,9,11,237,22,8
37103700000000,San Diego County Office of Education,1,7,26,12,0
37103700000000,San Diego County Office of Education,2,14,416,22,2
37103700000000,San Diego County Office of Education,3,7,18,4,2
37103700000000,San Diego County Office of Education,4,2,40,4,0
37103700000000,San Diego County Office of Education,5,686,2233,498,6
37103700000000,San Diego County Office of Education,6,92,317,48,4
37103700000000,San Diego County Office of Education,7,130,974,120,18
37103700000000,San Diego County Office of Education,9,37,162,24,2
37679800000000,Bonsall Union Elementary,2,0,56,2,2
37679800000000,Bonsall Union Elementary,5,0,728,44,40
37679800000000,Bonsall Union Elementary,6,0,58,4,4
37679800000000,Bonsall Union Elementary,7,0,1117,10,8
37679800000000,Borrego Springs Unified,2,1,6,2,2
37679800000000,Borrego Springs Unified,5,31,359,44,40
37679800000000,Borrego Springs Unified,6,3,13,4,4
37679800000000,Borrego Springs Unified,7,11,123,10,8
37680300000000,Coronado Unified,1,1,10,2,2
