CDS_CODE,DISTRICT,ETHNIC,GR_12,ENR_TOTAL,GRADS,UC_GRADS
19643500000000,Castaic Union,4,0,87,34,20
19643500000000,Castaic Union,5,0,974,2296,920
19643500000000,Castaic Union,6,0,52,524,206
19643500000000,Castaic Union,7,0,1063,76,42
19643500000000,Castaic Union,9,0,77,74,32
19643500000000,Centinela Valley Union High,0,2,9,22,22
19643500000000,Centinela Valley Union High,1,4,16,4,4
19643500000000,Centinela Valley Union High,2,39,172,72,48
19643500000000,Centinela Valley Union High,3,12,53,20,10
19643500000000,Centinela Valley Union High,4,19,85,34,20
19643500000000,Centinela Valley Union High,5,1330,5635,2296,920
19643500000000,Centinela Valley Union High,6,304,1276,524,206
19643500000000,Centinela Valley Union High,7,37,231,76,42
19643500000000,Centinela Valley Union High,9,47,205,74,32
19643800000000,Charter Oak Unified,1,6,29,10,6
19643800000000,Charter Oak Unified,2,23,229,46,32
19643800000000,Charter Oak Unified,3,2,18,4,2
19643800000000,Charter Oak Unified,4,16,128,34,26
19643800000000,Charter Oak Unified,5,294,3206,552,244
19643800000000,Charter Oak Unified,6,10,153,22,6
19643800000000,Charter Oak Unified,7,119,1053,216,106
19643800000000,Charter Oak Unified,9,15,138,28,20
19643900000000,Claremont Unified,0,25,186,38,22
19643900000000,Claremont Unified,2,48,660,88,78
19643900000000,Claremont Unified,3,1,17,2,0
19643900000000,Claremont Unified,4,9,103,16,16
19643900000000,Claremont Unified,5,218,2829,414,238
19643900000000,Claremont Unified,6,34,370,60,36
19643900000000,Claremont Unified,7,197,2436,380,286
19643900000000,Claremont Unified,9,30,361,60,44
19644400000000,Covina-Valley Unified,0,0,14,4,4
19644400000000,Covina-Valley Unified,1,7,42,16,10
19644400000000,Covina-Valley Unified,2,74,663,260,218
19644400000000,Covina-Valley Unified,3,4,25,6,4
19644400000000,Covina-Valley Unified,4,34,350,84,68
19644400000000,Covina-Valley Unified,5,866,9229,2040,1072
19644400000000,Covina-Valley Unified,6,37,350,282,132
19644400000000,Covina-Valley Unified,7,117,1159,422,288
19644400000000,Covina-Valley Unified,9,2,74,18,12
19644400000000,Culver City Unified,1,1,19,16,10
19644400000000,Culver City Unified,2,59,700,260,218
19644400000000,Culver City Unified,3,1,26,6,4
19644400000000,Culver City Unified,4,8,116,84,68
19644400000000,Culver City Unified,5,204,2655,2040,1072
19644400000000,Culver City Unified,6,116,1035,282,132
19644400000000,Culver City Unified,7,110,1767,422,288
19644400000000,Culver City Unified,9,8,445,18,12
19644500000000,Downey Unified,1,5,41,10,2
19644500000000,Downey Unified,2,35,405,68,52
19644500000000,Downey Unified,3,8,54,16,8
19644500000000,Downey Unified,4,13,229,26,24
19644500000000,Downey Unified,5,1761,20032,3404,1394
19644500000000,Downey Unified,6,67,640,128,46
19644500000000,Downey Unified,7,127,1147,242,100
19644500000000,Downey Unified,9,4,101,8,6
19644700000000,Duarte Unified,0,0,29,2,0
19644700000000,Duarte Unified,1,2,10,2,0
19644700000000,Duarte Unified,2,11,139,24,18
19644700000000,Duarte Unified,4,12,160,24,20
19644700000000,Duarte Unified,5,257,2906,486,160
19644700000000,Duarte Unified,6,14,176,30,10
19644700000000,Duarte Unified,7,23,350,38,20
19644700000000,Duarte Unified,9,8,76,18,10
19645200000000,El Monte Union High,1,3,10,6,4
19645200000000,El Monte Union High,2,421,1815,768,608
19645200000000,El Monte Union High,4,4,48,6,2
19645200000000,El Monte Union High,5,1820,7026,3050,1036
19645200000000,El Monte Union High,6,8,25,6,0
19645200000000,El Monte Union High,7,46,138,54,16
19645200000000,El Monte Union High,9,24,48,44,28
19645300000000,El Rancho Unified,1,1,9,2,2
19645300000000,El Rancho Unified,2,5,31,12,6
19645300000000,El Rancho Unified,4,4,35,6,6
19645300000000,El Rancho Unified,5,713,8666,1248,528
19645300000000,El Rancho Unified,6,4,21,6,6
19645300000000,El Rancho Unified,7,12,88,16,8
19645300000000,El Rancho Unified,9,1,9,2,2
19645400000000,El Segundo Unified,1,1,12,2,2
19645400000000,El Segundo Unified,2,25,221,50,50
19645400000000,El Segundo Unified,3,3,17,6,6
19645400000000,El Segundo Unified,4,7,45,14,14
19645400000000,El Segundo Unified,5,81,649,168,160
19645400000000,El Segundo Unified,6,17,152,34,34
19645400000000,El Segundo Unified,7,178,1918,358,346
19645400000000,El Segundo Unified,9,31,456,62,58
19645700000000,Glendale Unified,1,5,46,6,2
19645700000000,Glendale Unified,2,233,3051,440,346
19645700000000,Glendale Unified,3,4,24,6,4
19645700000000,Glendale Unified,4,167,1598,306,164
19645700000000,Glendale Unified,5,499,6004,862,240
19645700000000,Glendale Unified,6,30,317,54,16
19645700000000,Glendale Unified,7,1210,14470,2206,1156
19645700000000,Glendale Unified,9,19,606,42,30
19645800000000,Glendora Unified,0,0,5,10,0
19645800000000,Glendora Unified,1,2,16,6,2
19645800000000,Glendora Unified,2,30,539,76,40
19645800000000,Glendora Unified,3,1,11,2,0
19645800000000,Glendora Unified,4,18,187,38,30
19645800000000,Glendora Unified,5,209,3196,568,164
19645800000000,Glendora Unified,6,8,101,34,8
19645800000000,Glendora Unified,7,297,3235,828,334
19645800000000,Glendora Unified,9,23,317,78,30
19645800000000,Gorman Elementary,0,2,67,10,0
19645800000000,Gorman Elementary,1,1,10,6,2
19645800000000,Gorman Elementary,2,5,79,76,40
19645800000000,Gorman Elementary,3,0,6,2,0
19645800000000,Gorman Elementary,4,1,30,38,30
19645800000000,Gorman Elementary,5,75,716,568,164
19645800000000,Gorman Elementary,6,11,92,34,8
19645800000000,Gorman Elementary,7,112,1218,828,334
19645800000000,Gorman Elementary,9,12,121,78,30
19645900000000,Hawthorne,2,7,183,14,12
19645900000000,Hawthorne,3,2,118,4,2
19645900000000,Hawthorne,4,5,137,10,8
19645900000000,Hawthorne,5,92,6198,180,114
19645900000000,Hawthorne,6,10,1770,20,14
19645900000000,Hawthorne,7,3,189,4,4
19645900000000,Hawthorne,9,1,44,2,2
19646300000000,Hughes-Elizabeth Lakes Union Elementary,0,0,1,1,0
19646300000000,Hughes-Elizabeth Lakes Union Elementary,1,0,2,4,0
19646300000000,Hughes-Elizabeth Lakes Union Elementary,5,0,6,840,282
19646300000000,Hughes-Elizabeth Lakes Union Elementary,6,0,1,222,56
19646300000000,Hughes-Elizabeth Lakes Union Elementary,7,0,26,2,0
19646300000000,Hughes-Elizabeth Lakes Union Elementary,9,0,3,2,2
19646300000000,Inglewood Unified,0,0,22,2,0
19646300000000,Inglewood Unified,1,3,89,4,0
19646300000000,Inglewood Unified,2,7,38,14,6
19646300000000,Inglewood Unified,3,3,60,4,0
19646300000000,Inglewood Unified,4,3,34,6,0
19646300000000,Inglewood Unified,5,512,7602,840,282
19646300000000,Inglewood Unified,6,280,5202,444,112
19646300000000,Inglewood Unified,7,1,48,2,0
19646300000000,Inglewood Unified,9,2,67,2,2
19646600000000,La Canada Unified,2,110,1138,218,184
19646600000000,La Canada Unified,4,2,54,4,4
19646600000000,La Canada Unified,5,36,473,66,38
19646600000000,La Canada Unified,6,1,32,2,0
19646600000000,La Canada Unified,7,183,2072,344,266
19646600000000,La Canada Unified,9,13,305,26,18
19646800000000,Las Virgenes Unified,1,4,73,8,2
19646800000000,Las Virgenes Unified,2,61,762,116,76
19646800000000,Las Virgenes Unified,3,2,18,2,0
19646800000000,Las Virgenes Unified,4,12,98,24,20
19646800000000,Las Virgenes Unified,5,102,1183,172,92
19646800000000,Las Virgenes Unified,6,22,272,36,16
19646800000000,Las Virgenes Unified,7,757,8581,1376,850
19646800000000,Las Virgenes Unified,9,11,376,22,14
19646900000000,Lawndale Elementary,0,9,93,18,18
19646900000000,Lawndale Elementary,2,5,286,10,10
19646900000000,Lawndale Elementary,4,2,54,4,4
19646900000000,Lawndale Elementary,5,82,4690,162,160
19646900000000,Lawndale Elementary,6,15,617,30,26
19646900000000,Lawndale Elementary,7,4,271,8,8
19647100000000,Lennox,0,2,490,4,2
19647100000000,Lennox,5,258,6091,488,476
19647100000000,Lennox,6,2,233,4,4
19647100000000,Lennox,7,1,31,2,2
19647100000000,Lennox,9,1,7,2,2
19647300000000,Long Beach Unified,0,39,1446,328,168
19647300000000,Long Beach Unified,1,17,154,220,106
19647300000000,Long Beach Unified,2,459,5734,4006,2948
19647300000000,Long Beach Unified,3,94,1178,498,214
19647300000000,Long Beach Unified,4,294,2567,2938,2040
19647300000000,Long Beach Unified,5,3363,43607,61082,31702
19647300000000,Long Beach Unified,6,1042,10703,8314,3728
19647300000000,Long Beach Unified,7,916,10511,8630,5172
19647300000000,Long Beach Unified,9,75,1912,490,302
19647300000000,Los Angeles Unified,0,155,3533,328,168
19647300000000,Los Angeles Unified,1,120,1309,220,106
19647300000000,Los Angeles Unified,2,1761,23803,4006,2948
19647300000000,Los Angeles Unified,3,170,1969,498,214
19647300000000,Los Angeles Unified,4,1326,12279,2938,2040
19647300000000,Los Angeles Unified,5,31690,470360,61082,31702
19647300000000,Los Angeles Unified,6,3947,54833,8314,3728
19647300000000,Los Angeles Unified,7,4042,64186,8630,5172
19647300000000,Los Angeles Unified,9,221,7065,490,302
19647700000000,Lowell Joint,2,0,96,2,0
19647700000000,Lowell Joint,3,0,11,4,4
19647700000000,Lowell Joint,4,0,29,2,2
19647700000000,Lowell Joint,5,0,2098,1678,730
19647700000000,Lowell Joint,6,0,51,102,28
19647700000000,Lowell Joint,7,0,831,8,2
19647700000000,Lynwood Unified,2,1,17,2,0
19647700000000,Lynwood Unified,3,4,36,4,4
19647700000000,Lynwood Unified,4,1,6,2,2
19647700000000,Lynwood Unified,5,1122,13886,1678,730
19647700000000,Lynwood Unified,6,67,735,102,28
19647700000000,Lynwood Unified,7,5,135,8,2
19647900000000,Monrovia Unified,1,5,20,4,0
19647900000000,Monrovia Unified,2,8,221,16,12
19647900000000,Monrovia Unified,4,11,170,20,12
19647900000000,Monrovia Unified,5,312,3676,480,230
19647900000000,Monrovia Unified,6,62,400,96,50
19647900000000,Monrovia Unified,7,119,1217,204,130
19647900000000,Monrovia Unified,9,7,120,14,8
19648100000000,Montebello Unified,1,1,56,2,0
19648100000000,Montebello Unified,2,68,536,120,92
19648100000000,Montebello Unified,3,3,21,8,6
19648100000000,Montebello Unified,4,8,97,16,8
19648100000000,Montebello Unified,5,2436,27094,3922,1284
19648100000000,Montebello Unified,6,9,80,16,2
19648100000000,Montebello Unified,7,48,340,70,30
19648100000000,Montebello Unified,9,9,64,12,6
19648400000000,Norwalk-La Mirada Unified,0,3,104,6,0
19648400000000,Norwalk-La Mirada Unified,1,1,30,4,2
19648400000000,Norwalk-La Mirada Unified,2,41,672,74,48
19648400000000,Norwalk-La Mirada Unified,3,17,106,18,4
19648400000000,Norwalk-La Mirada Unified,4,55,541,102,62
19648400000000,Norwalk-La Mirada Unified,5,1227,14875,2146,830
19648400000000,Norwalk-La Mirada Unified,6,44,448,86,28
19648400000000,Norwalk-La Mirada Unified,7,155,1722,274,108
19648400000000,Norwalk-La Mirada Unified,9,11,206,20,6
19648600000000,Palmdale Elementary,1,8,190,4,0
19648600000000,Palmdale Elementary,2,4,158,6,4
19648600000000,Palmdale Elementary,4,2,203,2,2
19648600000000,Palmdale Elementary,5,502,16284,402,124
19648600000000,Palmdale Elementary,6,112,3502,78,26
19648600000000,Palmdale Elementary,7,87,1447,64,18
19648600000000,Palmdale Elementary,9,0,164,6,0
19648700000000,Palos Verdes Peninsula Unified,1,1,26,4,0
19648700000000,Palos Verdes Peninsula Unified,2,264,3169,546,510
19648700000000,Palos Verdes Peninsula Unified,3,4,28,30,12
19648700000000,Palos Verdes Peninsula Unified,4,31,304,76,52
19648700000000,Palos Verdes Peninsula Unified,5,98,1298,2152,876
19648700000000,Palos Verdes Peninsula Unified,6,37,290,278,112
19648700000000,Palos Verdes Peninsula Unified,7,636,5688,1282,1016
19648700000000,Palos Verdes Peninsula Unified,9,27,696,66,58
19648700000000,Paramount Unified,0,2,14,2,0
19648700000000,Paramount Unified,1,0,9,4,0
19648700000000,Paramount Unified,2,9,118,546,510
19648700000000,Paramount Unified,3,12,108,30,12
19648700000000,Paramount Unified,4,9,84,76,52
19648700000000,Paramount Unified,5,1125,13670,2152,876
19648700000000,Paramount Unified,6,123,1277,278,112
19648700000000,Paramount Unified,7,13,163,1282,1016
19648700000000,Paramount Unified,9,7,104,66,58
19648800000000,Pasadena Unified,0,12,84,14,4
19648800000000,Pasadena Unified,1,5,62,10,4
19648800000000,Pasadena Unified,2,44,882,78,58
19648800000000,Pasadena Unified,3,5,44,4,2
19648800000000,Pasadena Unified,4,36,335,68,38
19648800000000,Pasadena Unified,5,1056,10929,1492,496
19648800000000,Pasadena Unified,6,227,2478,360,118
19648800000000,Pasadena Unified,7,198,3234,338,198
19648800000000,Pasadena Unified,9,34,444,48,18
19649100000000,Pomona Unified,0,3,44,6,2
19649100000000,Pomona Unified,1,1,47,2,0
19649100000000,Pomona Unified,2,90,868,172,112
19649100000000,Pomona Unified,3,3,40,4,0
19649100000000,Pomona Unified,4,24,294,46,28
19649100000000,Pomona Unified,5,1612,21135,2618,1008
19649100000000,Pomona Unified,6,113,1142,190,68
19649100000000,Pomona Unified,7,75,899,138,90
19649100000000,Pomona Unified,9,20,247,40,14
19649600000000,San Marino Unified,0,1,3,2,2
19649600000000,San Marino Unified,2,194,1782,370,326
19649600000000,San Marino Unified,4,1,47,2,2
19649600000000,San Marino Unified,5,28,279,54,30
19649600000000,San Marino Unified,6,4,20,8,6
19649600000000,San Marino Unified,7,99,769,192,160
19649600000000,San Marino Unified,9,5,226,10,8
19649800000000,Santa Monica-Malibu Unified,0,6,36,14,12
19649800000000,Santa Monica-Malibu Unified,1,3,32,6,2
19649800000000,Santa Monica-Malibu Unified,2,58,654,112,100
19649800000000,Santa Monica-Malibu Unified,3,2,21,4,4
19649800000000,Santa Monica-Malibu Unified,4,12,92,22,16
19649800000000,Santa Monica-Malibu Unified,5,340,3345,574,316
19649800000000,Santa Monica-Malibu Unified,6,97,785,166,88
19649800000000,Santa Monica-Malibu Unified,7,456,5627,864,654
19649800000000,Santa Monica-Malibu Unified,9,45,657,88,58
19650300000000,South Pasadena Unified,0,1,31,2,2
19650300000000,South Pasadena Unified,1,2,13,4,4
19650300000000,South Pasadena Unified,2,115,1562,222,184
19650300000000,South Pasadena Unified,3,1,9,2,2
19650300000000,South Pasadena Unified,4,12,118,24,24
19650300000000,South Pasadena Unified,5,92,1154,176,96
19650300000000,South Pasadena Unified,6,10,80,16,8
19650300000000,South Pasadena Unified,7,111,1372,208,162
19650300000000,South Pasadena Unified,9,6,394,12,8
19650500000000,Sulphur Springs Union,2,0,252,662,458
19650500000000,Sulphur Springs Union,3,0,9,4,2
19650500000000,Sulphur Springs Union,4,0,239,26,24
19650500000000,Sulphur Springs Union,5,0,2824,192,68
19650500000000,Sulphur Springs Union,7,0,1504,126,64
19650500000000,Sulphur Springs Union,9,0,234,18,10
19650500000000,Temple City Unified,2,340,3802,662,458
19650500000000,Temple City Unified,3,2,10,4,2
19650500000000,Temple City Unified,4,13,92,26,24
19650500000000,Temple City Unified,5,98,1230,192,68
19650500000000,Temple City Unified,7,65,552,126,64
19650500000000,Temple City Unified,9,9,164,18,10
19650600000000,Torrance Unified,0,18,279,38,18
19650600000000,Torrance Unified,1,10,57,20,4
19650600000000,Torrance Unified,2,615,7096,1172,888
19650600000000,Torrance Unified,3,19,132,40,16
19650600000000,Torrance Unified,4,131,1197,264,172
19650600000000,Torrance Unified,5,580,6842,1104,430
19650600000000,Torrance Unified,6,108,918,206,72
19650600000000,Torrance Unified,7,611,5575,1202,636
19650600000000,Torrance Unified,9,99,1789,192,112
19650900000000,West Covina Unified,0,14,82,28,0
19650900000000,West Covina Unified,1,6,41,16,2
19650900000000,West Covina Unified,2,82,1156,174,104
19650900000000,West Covina Unified,3,7,51,12,2
19650900000000,West Covina Unified,4,44,482,88,52
19650900000000,West Covina Unified,5,783,9056,1434,432
19650900000000,West Covina Unified,6,77,831,154,18
19650900000000,West Covina Unified,7,192,1707,384,44
19650900000000,West Covina Unified,9,32,306,56,8
19651300000000,Whittier Union High,0,5,59,4,0
19651300000000,Whittier Union High,1,5,26,8,4
19651300000000,Whittier Union High,2,29,125,58,48
19651300000000,Whittier Union High,3,7,20,14,8
19651300000000,Whittier Union High,4,35,126,58,44
19651300000000,Whittier Union High,5,2899,10947,5218,2682
19651300000000,Whittier Union High,6,31,101,60,24
19651300000000,Whittier Union High,7,282,1079,520,304
19651300000000,Whittier Union High,9,9,27,14,8
19651400000000,William S. Hart Union High,0,8,48,6,2
19651400000000,William S. Hart Union High,1,14,56,22,6
19651400000000,William S. Hart Union High,2,283,1618,540,414
19651400000000,William S. Hart Union High,3,12,38,18,10
19651400000000,William S. Hart Union High,4,193,1159,362,266
19651400000000,William S. Hart Union High,5,2346,10762,3310,1204
19651400000000,William S. Hart Union High,6,360,1370,462,176
19651400000000,William S. Hart Union High,7,1954,10818,3696,2126
19651400000000,William S. Hart Union High,9,245,1286,450,240
19734400000000,Compton Unified,1,5,43,8,0
19734400000000,Compton Unified,3,9,121,20,4
19734400000000,Compton Unified,5,926,17251,1752,508
19734400000000,Compton Unified,6,237,4211,412,64
19734400000000,Compton Unified,7,4,77,6,0
19734400000000,Compton Unified,9,3,69,6,2
19734500000000,Hacienda la Puente Unified,0,0,27,8,0
19734500000000,Hacienda la Puente Unified,1,5,28,10,0
19734500000000,Hacienda la Puente Unified,2,224,2455,908,624
19734500000000,Hacienda la Puente Unified,3,4,53,14,4
19734500000000,Hacienda la Puente Unified,4,37,349,284,156
19734500000000,Hacienda la Puente Unified,5,1326,15513,3630,1272
19734500000000,Hacienda la Puente Unified,6,20,178,60,12
19734500000000,Hacienda la Puente Unified,7,54,658,198,68
19734500000000,Hacienda la Puente Unified,9,6,106,28,6
19734500000000,Rowland Unified,0,3,103,8,0
19734500000000,Rowland Unified,1,2,22,10,0
19734500000000,Rowland Unified,2,247,2907,908,624
19734500000000,Rowland Unified,3,4,48,14,4
19734500000000,Rowland Unified,4,110,1113,284,156
19734500000000,Rowland Unified,5,719,9290,3630,1272
19734500000000,Rowland Unified,6,23,337,60,12
19734500000000,Rowland Unified,7,58,603,198,68
19734500000000,Rowland Unified,9,11,180,28,6
19734600000000,Walnut Valley Unified,1,2,12,4,0
19734600000000,Walnut Valley Unified,2,843,8288,1670,1314
19734600000000,Walnut Valley Unified,3,10,89,20,8
19734600000000,Walnut Valley Unified,4,77,804,154,108
19734600000000,Walnut Valley Unified,5,291,3332,564,224
19734600000000,Walnut Valley Unified,6,40,323,82,44
19734600000000,Walnut Valley Unified,7,145,1214,294,172
19734600000000,Walnut Valley Unified,9,11,404,22,16
19752900000000,San Gabriel Unified,0,3,74,2,2
19752900000000,San Gabriel Unified,1,0,14,6,0
19752900000000,San Gabriel Unified,2,245,2688,424,322
19752900000000,San Gabriel Unified,3,2,11,2,2
19752900000000,San Gabriel Unified,4,20,147,32,20
19752900000000,San Gabriel Unified,5,324,2749,618,132
19752900000000,San Gabriel Unified,6,17,122,34,6
19752900000000,San Gabriel Unified,7,82,521,196,48
19752900000000,San Gabriel Unified,9,4,104,20,2
19753100000000,Acton-Agua Dulce Unified,0,18,198,18,4
19753100000000,Acton-Agua Dulce Unified,1,9,50,2,0
19753100000000,Acton-Agua Dulce Unified,2,15,273,14,4
19753100000000,Acton-Agua Dulce Unified,3,7,19,4,2
19753100000000,Acton-Agua Dulce Unified,4,6,127,6,0
19753100000000,Acton-Agua Dulce Unified,5,519,2483,328,48
19753100000000,Acton-Agua Dulce Unified,6,157,566,60,4
19753100000000,Acton-Agua Dulce Unified,7,197,3352,272,88
19753100000000,Acton-Agua Dulce Unified,9,25,407,46,6
19753300000000,Manhattan Beach Unified,0,0,5,1,0
19753300000000,Manhattan Beach Unified,2,50,648,102,102
19753300000000,Manhattan Beach Unified,3,2,9,4,4
19753300000000,Manhattan Beach Unified,4,7,70,14,14
19753300000000,Manhattan Beach Unified,5,99,796,192,190
19753300000000,Manhattan Beach Unified,6,36,170,66,64
19753300000000,Manhattan Beach Unified,7,338,4244,652,648
19753300000000,Manhattan Beach Unified,9,68,829,134,132
19753400000000,Redondo Beach Unified,1,3,44,2,2
19753400000000,Redondo Beach Unified,2,52,946,102,86
19753400000000,Redondo Beach Unified,3,5,61,12,10
19753400000000,Redondo Beach Unified,4,23,225,42,26
19753400000000,Redondo Beach Unified,5,184,2215,348,212
19753400000000,Redondo Beach Unified,6,66,496,126,72
19753400000000,Redondo Beach Unified,7,326,4694,576,414
19753400000000,Redondo Beach Unified,9,26,848,54,38
19756600000000,SBE - New West Charter,0,0,10,4,0
19756600000000,SBE - New West Charter,1,1,7,2,2
19756600000000,SBE - New West Charter,2,5,67,8,8
19756600000000,SBE - New West Charter,5,22,220,44,42
19756600000000,SBE - New West Charter,6,13,65,24,22
19756600000000,SBE - New West Charter,7,30,399,48,48
19756600000000,SBE - New West Charter,9,4,44,16,14
19757000000000,SBE - The School of Arts and Enterprise,0,1,16,6,4
19757000000000,SBE - The School of Arts and Enterprise,2,1,7,2,0
19757000000000,SBE - The School of Arts and Enterprise,4,1,7,2,0
19757000000000,SBE - The School of Arts and Enterprise,5,73,550,128,80
19757000000000,SBE - The School of Arts and Enterprise,6,8,37,14,8
19757000000000,SBE - The School of Arts and Enterprise,7,11,94,20,14
19757000000000,SBE - The School of Arts and Enterprise,9,5,14,6,6
19757100000000,Alhambra Unified,1,5,38,10,2
19757100000000,Alhambra Unified,2,1060,8704,2056,1428
19757100000000,Alhambra Unified,3,1,18,2,0
19757100000000,Alhambra Unified,4,29,342,56,24
19757100000000,Alhambra Unified,5,767,7324,1402,390
19757100000000,Alhambra Unified,6,9,120,18,4
19757100000000,Alhambra Unified,7,20,326,36,12
19757100000000,Alhambra Unified,9,32,389,62,38
19765000000000,SBE - Lifeline Education Charter,5,41,491,76,76
19765000000000,SBE - Lifeline Education Charter,6,12,89,22,22
19768700000000,Wiseburn Unified,2,8,148,16,16
19768700000000,Wiseburn Unified,3,1,19,2,2
19768700000000,Wiseburn Unified,4,6,69,10,10
19768700000000,Wiseburn Unified,5,168,2311,230,226
19768700000000,Wiseburn Unified,6,32,601,46,44
19768700000000,Wiseburn Unified,7,42,677,60,60
19768700000000,Wiseburn Unified,9,9,255,16,16
19768900000000,SBE - Anahuacalmecac International University Prep,5,6,352,12,12
19768900000000,SBE - Anahuacalmecac International University Prep,7,1,6,2,2
19768900000000,SBE - Anahuacalmecac International University Prep,9,1,2,1,1
19769700000000,SBE - Academia Avance Charter,0,1,8,2,2
19769700000000,SBE - Academia Avance Charter,5,59,429,108,68
20102100000000,Madera County Office of Education,0,2,3,2,0
20102100000000,Madera County Office of Education,1,3,8,4,0
20102100000000,Madera County Office of Education,2,0,2,1,0
20102100000000,Madera County Office of Education,4,1,3,2,0
20102100000000,Madera County Office of Education,5,288,752,312,0
20102100000000,Madera County Office of Education,6,8,22,4,0
20102100000000,Madera County Office of Education,7,38,148,42,0
20102100000000,Madera County Office of Education,9,7,19,6,0
20652000000000,Chowchilla Union High,1,3,12,6,0
20652000000000,Chowchilla Union High,2,3,16,6,4
20652000000000,Chowchilla Union High,3,1,2,1,0
20652000000000,Chowchilla Union High,4,1,4,2,0
20652000000000,Chowchilla Union High,5,147,647,250,46
20652000000000,Chowchilla Union High,6,11,34,12,6
20652000000000,Chowchilla Union High,7,89,369,164,64
20652000000000,Chowchilla Union High,9,1,3,2,0
20652400000000,Madera Unified,1,8,108,14,6
20652400000000,Madera Unified,2,21,223,44,38
20652400000000,Madera Unified,5,1041,18238,1788,532
20652400000000,Madera Unified,6,25,371,38,16
20652400000000,Madera Unified,7,107,1457,188,72
20652400000000,Madera Unified,9,5,71,10,10
20755800000000,Golden Valley Unified,1,2,22,4,0
20755800000000,Golden Valley Unified,2,5,38,10,2
20755800000000,Golden Valley Unified,4,1,12,2,0
20755800000000,Golden Valley Unified,5,52,706,90,32
20755800000000,Golden Valley Unified,6,6,23,6,2
20755800000000,Golden Valley Unified,7,89,1044,172,66
20756100000000,Chawanakee Unified,1,14,113,22,8
20756100000000,Chawanakee Unified,2,2,14,4,2
20756100000000,Chawanakee Unified,3,1,3,2,2
20756100000000,Chawanakee Unified,5,25,216,46,20
20756100000000,Chawanakee Unified,6,4,16,6,2
20756100000000,Chawanakee Unified,7,111,701,216,152
20764100000000,Yosemite Unified,1,3,70,6,2
20764100000000,Yosemite Unified,2,1,19,2,2
20764100000000,Yosemite Unified,5,34,370,66,10
20764100000000,Yosemite Unified,6,1,6,1,0
20764100000000,Yosemite Unified,7,167,1418,314,96
20764100000000,Yosemite Unified,9,16,147,26,12
21102200000000,Marin County Office of Education,5,13,89,8,0
21102200000000,Marin County Office of Education,6,3,30,2,0
21102200000000,Marin County Office of Education,7,13,111,8,0
21102200000000,Marin County Office of Education,9,2,9,6,0
21654200000000,Novato Unified,1,3,51,4,2
21654200000000,Novato Unified,2,25,392,50,30
21654200000000,Novato Unified,3,4,25,6,4
21654200000000,Novato Unified,4,7,79,14,10
21654200000000,Novato Unified,5,188,2740,348,88
21654200000000,Novato Unified,6,23,226,40,6
21654200000000,Novato Unified,7,316,4018,622,346
21654200000000,Novato Unified,9,25,431,50,20
21654700000000,San Rafael City High,0,1,8,2,2
21654700000000,San Rafael City High,1,6,17,12,4
21654700000000,San Rafael City High,2,26,135,46,34
21654700000000,San Rafael City High,3,2,8,4,2
21654700000000,San Rafael City High,4,8,19,16,10
21654700000000,San Rafael City High,5,296,1285,490,178
21654700000000,San Rafael City High,6,16,43,34,10
21654700000000,San Rafael City High,7,223,884,422,276
21654700000000,San Rafael City High,9,5,21,8,4
21654700000000,Sausalito Marin City,0,0,1,1,1
21654700000000,Sausalito Marin City,1,0,2,6,2
21654700000000,Sausalito Marin City,2,0,52,46,34
21654700000000,Sausalito Marin City,4,0,5,16,10
21654700000000,Sausalito Marin City,5,0,145,490,178
21654700000000,Sausalito Marin City,6,0,106,34,10
21654700000000,Sausalito Marin City,7,0,167,422,276
21654700000000,Sausalito Marin City,9,0,43,8,4
21654800000000,Tamalpais Union High,0,3,191,8,6
21654800000000,Tamalpais Union High,1,2,16,4,2
21654800000000,Tamalpais Union High,2,51,258,96,74
21654800000000,Tamalpais Union High,3,2,17,4,0
21654800000000,Tamalpais Union High,4,6,33,12,10
21654800000000,Tamalpais Union High,5,98,468,182,104
21654800000000,Tamalpais Union High,6,25,116,48,10
21654800000000,Tamalpais Union High,7,729,3270,1426,1178
21654800000000,Tamalpais Union High,9,88,114,170,134
21733600000000,Shoreline Unified,3,1,4,2,2
21733600000000,Shoreline Unified,5,23,291,44,22
21733600000000,Shoreline Unified,7,12,199,24,10
21733600000000,Shoreline Unified,9,1,2,1,1
22655300000000,Mariposa County Unified,0,3,20,6,4
22655300000000,Mariposa County Unified,1,12,79,24,2
22655300000000,Mariposa County Unified,2,3,24,6,4
22655300000000,Mariposa County Unified,3,2,2,2,0
22655300000000,Mariposa County Unified,5,21,322,36,6
22655300000000,Mariposa County Unified,6,2,7,4,4
22655300000000,Mariposa County Unified,7,112,1308,218,80
22655300000000,Mariposa County Unified,9,8,99,16,6
23102300000000,Mendocino County Office of Education,5,9,46,10,0
23102300000000,Mendocino County Office of Education,7,6,30,10,0
23655400000000,Anderson Valley Unified,5,28,393,56,38
23655400000000,Anderson Valley Unified,7,14,117,26,16
23655600000000,Arena Union Elementary,7,1,136,4,2
23655600000000,Arena Union Elementary,9,1,20,2,2
23655700000000,Fort Bragg Unified,0,1,10,2,0
23655700000000,Fort Bragg Unified,2,1,16,2,0
23655700000000,Fort Bragg Unified,4,1,3,2,0
23655700000000,Fort Bragg Unified,5,55,788,104,26
23655700000000,Fort Bragg Unified,6,2,14,2,0
