CDS_CODE,DISTRICT,ETHNIC,GR_12,ENR_TOTAL,GRADS,UC_GRADS
1751010000000,Pleasanton Unified,2,434,1835,6,0
1751010000000,Pleasanton Unified,5,114,479,2,0
1751010000000,Pleasanton Unified,7,629,2315,22,2
7617540000000,Mt. Diablo Unified,5,982,3983,2,0
7617960000000,West Contra Costa Unified,5,1266,6630,12,0
7617960000000,West Contra Costa Unified,6,436,1913,10,0
7617960000000,West Contra Costa Unified,7,199,958,6,0
