,CDS_CODE,District_Code,Function_Code,Function,Amount,Year
208,7616970000000,61697,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,9049.94,1213
209,7616970000000,61697,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,125542.28,1213
210,7616970000000,61697,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,68517.82,1213
211,7616970000000,61697,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,2075.67,1213
212,7617050000000,61705,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,60357.31,1213
213,7617050000000,61705,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,18569.42,1213
214,7617050000000,61705,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,14214.070000000003,1213
215,7617050000000,61705,9200,Accounts Receivable                                                                                                                                                                                                                                       ,9982.0,1213
216,7617130000000,61713,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,55400.96,1213
217,7617130000000,61713,5100,Subagreements for Services                                                                                                                                                                                                                                ,148421.25,1213
218,7617130000000,61713,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,28389.48,1213
219,7617130000000,61713,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1503409.12,1213
220,7617130000000,61713,9200,Accounts Receivable                                                                                                                                                                                                                                       ,75196.32,1213
221,7617210000000,61721,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,531508.5299999998,1213
222,7617210000000,61721,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,32802.42,1213
223,7617210000000,61721,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,2815466.79,1213
224,7617210000000,61721,9200,Accounts Receivable                                                                                                                                                                                                                                       ,6084.0,1213
225,7617390000000,61739,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,555793.78,1213
226,7617390000000,61739,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,1053.88,1213
227,7617390000000,61739,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,125799.55,1213
228,7617390000000,61739,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,40879.83,1213
229,7617390000000,61739,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1559331.99,1213
230,7617390000000,61739,9200,Accounts Receivable                                                                                                                                                                                                                                       ,251396.52,1213
231,7617470000000,61747,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,221907.74,1213
232,7617470000000,61747,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,70452.55,1213
233,7617470000000,61747,5900,Communications                                                                                                                                                                                                                                            ,719753.1399999999,1213
234,7617470000000,61747,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,204046.52,1213
235,7617470000000,61747,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1252532.45,1213
236,7617470000000,61747,9200,Accounts Receivable                                                                                                                                                                                                                                       ,69389.35,1213
237,7617540000000,61754,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,20641574.609999985,1213
238,7617540000000,61754,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,10896426.46,1213
239,7617540000000,61754,9200,Accounts Receivable                                                                                                                                                                                                                                       ,366254.61,1213
240,7617620000000,61762,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,891591.3700000001,1213
241,7617620000000,61762,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,28614.529999999995,1213
242,7617620000000,61762,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,2260267.2,1213
243,7617700000000,61770,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,911635.3099999998,1213
244,7617700000000,61770,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,78664.81999999999,1213
245,7617700000000,61770,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,2267948.22,1213
246,7617700000000,61770,9200,Accounts Receivable                                                                                                                                                                                                                                       ,253018.9,1213
247,7617880000000,61788,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1250436.65,1213
248,7617880000000,61788,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,224760.01,1213
249,7617880000000,61788,5900,Communications                                                                                                                                                                                                                                            ,6516.0,1213
250,7617880000000,61788,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,292311.46,1213
251,7617880000000,61788,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,7457111.9,1213
252,7617880000000,61788,9200,Accounts Receivable                                                                                                                                                                                                                                       ,475021.23,1213
253,7617960000000,61796,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,6659271.910000001,1213
254,7617960000000,61796,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,5186860.38,1213
255,7617960000000,61796,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,1048851.7,1213
256,7617960000000,61796,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,1509069.16,1213
257,7617960000000,61796,7310,Transfers of Indirect Costs                                                                                                                                                                                                                               ,435482.84,1213
258,7617960000000,61796,9200,Accounts Receivable                                                                                                                                                                                                                                       ,59293.0,1213
259,7618040000000,61804,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,1632910.29,1213
260,7618040000000,61804,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,3502863.05,1213
261,7618040000000,61804,5900,Communications                                                                                                                                                                                                                                            ,949749.7,1213
262,7618040000000,61804,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,708433.7799999998,1213
263,7618040000000,61804,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,15457755.030000007,1213
264,7618040000000,61804,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1401398.18,1213
265,7618120000000,61812,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3879.76,1213
266,7618120000000,61812,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,121813.63,1213
267,7618120000000,61812,7350,Transfers of Indirect Costs - Interfund                                                                                                                                                                                                                   ,1113.53,1213
268,7618120000000,61812,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1065115.9599999995,1213
269,7618120000000,61812,9200,Accounts Receivable                                                                                                                                                                                                                                       ,229209.07,1213
270,8100820000000,10082,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,211922.68000000008,1213
271,8100820000000,10082,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,53166.22,1213
272,8100820000000,10082,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,3639.99,1213
273,8100820000000,10082,9200,Accounts Receivable                                                                                                                                                                                                                                       ,604777.47,1213
274,8618200000000,61820,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3262523.100000001,1213
275,8618200000000,61820,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,1618.4299999999996,1213
276,8618200000000,61820,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,61942.96000000001,1213
277,8618200000000,61820,5900,Communications                                                                                                                                                                                                                                            ,250370.02,1213
278,8618200000000,61820,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,53752.38000000001,1213
279,8618200000000,61820,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,2194533.22,1213
280,8618200000000,61820,9200,Accounts Receivable                                                                                                                                                                                                                                       ,5000.0,1213
281,9100900000000,10090,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1789191.9600000004,1213
282,9100900000000,10090,2200,Classified Support Salaries                                                                                                                                                                                                                               ,1727003.15,1213
283,9100900000000,10090,9200,Accounts Receivable                                                                                                                                                                                                                                       ,53593137.7,1213
284,9402870000000,40287,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1260312.43,1213
285,9618380000000,61838,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,227505.76,1213
286,9618380000000,61838,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,2808617.79,1213
287,9618380000000,61838,9200,Accounts Receivable                                                                                                                                                                                                                                       ,130822.12,1213
288,9618380111724,61838,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,13429.93,1213
289,9618460000000,61846,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,22334.94,1213
290,9618460000000,61846,9200,Accounts Receivable                                                                                                                                                                                                                                       ,2086.67,1213
291,9618460123125,61846,9200,Accounts Receivable                                                                                                                                                                                                                                       ,203874.0,1213
292,9618530000000,61853,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1162268.17,1213
293,9618530000000,61853,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,3170.77,1213
294,9618530000000,61853,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,748921.4800000002,1213
295,9618530000000,61853,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,30473.82,1213
296,9618530000000,61853,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,3721584.95,1213
297,9618530000000,61853,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1824204.94,1213
298,9618790000000,61879,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,34739.579999999994,1213
299,9618790000000,61879,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,3204.18,1213
300,9618790000000,61879,9200,Accounts Receivable                                                                                                                                                                                                                                       ,36409.1,1213
301,9618870000000,61887,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,10917.04,1213
302,9618870000000,61887,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,22139.16,1213
303,9618870000000,61887,9200,Accounts Receivable                                                                                                                                                                                                                                       ,8277.92,1213
304,9618950000000,61895,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1013.91,1213
305,9619030000000,61903,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1453815.57,1213
306,9619030000000,61903,2200,Classified Support Salaries                                                                                                                                                                                                                               ,1500.0,1213
307,9619030000000,61903,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,361695.2,1213
308,9619030000000,61903,5100,Subagreements for Services                                                                                                                                                                                                                                ,16925.0,1213
309,9619030000000,61903,5400,Insurance                                                                                                                                                                                                                                                 ,3251.66,1213
310,9619030000000,61903,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1429874.12,1213
311,9619030000000,61903,9200,Accounts Receivable                                                                                                                                                                                                                                       ,654133.38,1213
312,9619110000000,61911,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1356.0,1213
313,9619110000000,61911,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,1311.12,1213
314,9619110000000,61911,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,6055.92,1213
315,9619110000000,61911,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,147592.99,1213
316,9619110000000,61911,9200,Accounts Receivable                                                                                                                                                                                                                                       ,42.0,1213
317,9619290000000,61929,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2400.0,1213
318,9619290000000,61929,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,19839.81,1213
319,9619290000000,61929,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,1490.5199999999998,1213
320,9619290000000,61929,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,401343.66,1213
321,9619290000000,61929,9200,Accounts Receivable                                                                                                                                                                                                                                       ,55729.32,1213
322,9619450000000,61945,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,22622.880000000005,1213
323,9619450000000,61945,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,1386.11,1213
324,9619450000000,61945,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,18634.52,1213
325,9619450000000,61945,9200,Accounts Receivable                                                                                                                                                                                                                                       ,2440.65,1213
326,9619520000000,61952,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,223286.66999999995,1213
327,9619520000000,61952,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,33827.840000000004,1213
328,9619520000000,61952,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,598024.72,1213
329,9619520000000,61952,9200,Accounts Receivable                                                                                                                                                                                                                                       ,50328.4,1213
330,9619600000000,61960,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,7069.8,1213
331,9619600000000,61960,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,19724.42,1213
332,9619600000000,61960,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,263466.8100000001,1213
333,9619600000000,61960,9200,Accounts Receivable                                                                                                                                                                                                                                       ,69710.45,1213
334,9619780000000,61978,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,57689.42999999999,1213
335,9619780000000,61978,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,56448.73,1213
336,9619780000000,61978,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,49883.99000000001,1213
337,9619780000000,61978,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,2809.25,1213
338,9619780000000,61978,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1241335.4899999998,1213
339,9619780000000,61978,9200,Accounts Receivable                                                                                                                                                                                                                                       ,121838.79,1213
340,9619860000000,61986,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,950.0,1213
341,9737830000000,73783,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,299876.8799999999,1213
342,9737830000000,73783,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,192901.63,1213
343,9737830000000,73783,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,966312.27,1213
344,9737830000000,73783,9200,Accounts Receivable                                                                                                                                                                                                                                       ,864794.7,1213
345,10101080000000,10108,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,38013732.12000004,1213
346,10101080000000,10108,2200,Classified Support Salaries                                                                                                                                                                                                                               ,903847.4399999998,1213
347,10101080000000,10108,9200,Accounts Receivable                                                                                                                                                                                                                                       ,44779924.38999999,1213
348,10101080109991,10108,9200,Accounts Receivable                                                                                                                                                                                                                                       ,23181.19,1213
349,10405430000000,40543,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,256332.76,1213
350,10405430000000,40543,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,7833.8200000000015,1213
351,10409720000000,40972,9200,Accounts Receivable                                                                                                                                                                                                                                       ,951527.35,1213
352,10409800000000,40980,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1970716.96,1213
353,10619940000000,61994,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,5070.159999999999,1213
354,10619940000000,61994,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,300.0,1213
355,10619940000000,61994,9200,Accounts Receivable                                                                                                                                                                                                                                       ,8971.47,1213
356,10620260000000,62026,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,2248.36,1213
357,10620260000000,62026,5100,Subagreements for Services                                                                                                                                                                                                                                ,4212.1799999999985,1213
358,10620260000000,62026,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,3058.85,1213
359,10620420000000,62042,5900,Communications                                                                                                                                                                                                                                            ,100.0,1213
