,CDS_CODE,DISTRICT,ETHNIC,GR_12,ENR_TOTAL,GRADS,UC_GRADS,Year
386,10621200000000,Clovis Unified,5,898,13701,1490,670,1314
387,10621200000000,Clovis Unified,6,106,1299,178,88,1314
388,10621200000000,Clovis Unified,7,1520,18089,2662,1526,1314
389,10621200000000,Clovis Unified,9,55,1283,102,62,1314
390,10621300000000,Coalinga-Huron Unified,2,2,84,4,2,1314
391,10621300000000,Coalinga-Huron Unified,4,1,17,2,0,1314
392,10621300000000,Coalinga-Huron Unified,5,242,3673,356,2,1314
393,10621300000000,Coalinga-Huron Unified,6,1,37,4,0,1314
394,10621300000000,Coalinga-Huron Unified,7,41,486,74,0,1314
395,10621600000000,Fowler Unified,1,1,7,2,2,1314
396,10621600000000,Fowler Unified,2,18,229,36,26,1314
397,10621600000000,Fowler Unified,5,128,1924,238,88,1314
398,10621600000000,Fowler Unified,6,2,20,2,2,1314
399,10621600000000,Fowler Unified,7,14,234,26,14,1314
400,10621700000000,Fresno Unified,1,29,443,46,14,1314
401,10621700000000,Fresno Unified,2,806,8393,1408,894,1314
402,10621700000000,Fresno Unified,3,20,226,32,18,1314
403,10621700000000,Fresno Unified,4,21,292,52,42,1314
404,10621700000000,Fresno Unified,5,3071,48091,4590,1744,1314
405,10621700000000,Fresno Unified,6,476,6563,722,288,1314
406,10621700000000,Fresno Unified,7,796,8471,1288,694,1314
407,10621700000000,Fresno Unified,9,42,870,58,18,1314
408,10622600000000,Kingsburg Joint Union High,1,2,6,4,2,1314
409,10622600000000,Kingsburg Joint Union High,2,6,37,12,10,1314
410,10622600000000,Kingsburg Joint Union High,5,167,702,286,110,1314
411,10622600000000,Kingsburg Joint Union High,6,1,5,2,2,1314
412,10622600000000,Kingsburg Joint Union High,7,91,411,166,78,1314
413,10622600000000,Kingsburg Joint Union High,9,9,39,18,14,1314
414,10622700000000,Kings Canyon Joint Unified,0,4,42,4,0,1314
415,10622700000000,Kings Canyon Joint Unified,1,4,31,4,0,1314
416,10622700000000,Kings Canyon Joint Unified,2,13,116,22,18,1314
417,10622700000000,Kings Canyon Joint Unified,4,2,47,6,4,1314
418,10622700000000,Kings Canyon Joint Unified,5,667,8526,984,286,1314
419,10622700000000,Kings Canyon Joint Unified,6,6,35,8,2,1314
420,10622700000000,Kings Canyon Joint Unified,7,86,973,150,62,1314
421,10622700000000,Kings Canyon Joint Unified,9,5,105,6,4,1314
422,10622800000000,Laton Joint Unified,5,40,578,74,16,1314
423,10622800000000,Laton Joint Unified,7,6,87,12,2,1314
424,10623300000000,Orange Center,5,17,447,4,0,1314
425,10623600000000,Pacific Union Elementary,2,0,12,2,2,1314
426,10623600000000,Pacific Union Elementary,5,0,312,302,64,1314
427,10623600000000,Pacific Union Elementary,7,0,39,2,2,1314
428,10623600000000,Parlier Unified,2,1,16,2,2,1314
429,10623600000000,Parlier Unified,5,186,3326,302,64,1314
430,10623600000000,Parlier Unified,7,1,14,2,2,1314
431,10623800000000,Raisin City Elementary,0,2,4,2,0,1314
432,10623800000000,Raisin City Elementary,2,5,18,2,0,1314
433,10623800000000,Raisin City Elementary,5,145,625,40,0,1314
434,10623800000000,Raisin City Elementary,6,22,36,6,0,1314
435,10623800000000,Raisin City Elementary,7,19,71,16,0,1314
436,10624100000000,Sanger Unified,1,4,37,8,2,1314
437,10624100000000,Sanger Unified,2,84,1123,166,98,1314
438,10624100000000,Sanger Unified,3,1,23,2,2,1314
439,10624100000000,Sanger Unified,4,4,68,8,6,1314
440,10624100000000,Sanger Unified,5,595,7815,1054,372,1314
441,10624100000000,Sanger Unified,6,10,152,20,6,1314
442,10624100000000,Sanger Unified,7,96,1686,174,90,1314
443,10624100000000,Sanger Unified,9,2,198,4,2,1314
444,10624300000000,Selma Unified,1,3,17,4,4,1314
445,10624300000000,Selma Unified,2,24,267,44,28,1314
446,10624300000000,Selma Unified,4,3,13,6,4,1314
