,CDS_CODE,DISTRICT,ETHNIC,GR_12,ENR_TOTAL,GRADS,UC_GRADS,Year
143,1751010000000,Pleasanton Unified,4,32,137,62,54,1516
144,1751010000000,Pleasanton Unified,5,129,479,230,180,1516
145,1751010000000,Pleasanton Unified,6,35,108,64,52,1516
146,1751010000000,Pleasanton Unified,7,622,2409,1178,1050,1516
147,1751010000000,Pleasanton Unified,9,27,134,54,44,1516
148,2100250000000,Alpine County Office of Education,1,3,5,12,0,1516
149,3100330000000,Amador County Office of Education,1,2,11,4,0,1516
150,3100330000000,Amador County Office of Education,7,12,142,8,0,1516
151,3100330000000,Amador County Office of Education,9,1,15,2,0,1516
152,3739810000000,Amador County Unified,0,5,23,10,4,1516
153,3739810000000,Amador County Unified,1,12,37,22,4,1516
154,3739810000000,Amador County Unified,2,2,11,2,0,1516
155,3739810000000,Amador County Unified,4,1,8,2,0,1516
156,3739810000000,Amador County Unified,5,58,244,84,8,1516
157,3739810000000,Amador County Unified,7,218,867,396,124,1516
158,3739810000000,Amador County Unified,9,12,71,20,6,1516
159,4100410000000,Butte County Office of Education,1,2,23,2,2,1516
160,4100410000000,Butte County Office of Education,5,30,225,60,6,1516
161,4100410000000,Butte County Office of Education,6,2,17,6,0,1516
162,4100410000000,Butte County Office of Education,7,74,694,164,26,1516
163,4100410000000,Butte County Office of Education,9,10,71,20,4,1516
164,4614080000000,Biggs Unified,1,1,1,1,0,1516
165,4614080000000,Biggs Unified,2,1,6,2,2,1516
166,4614080000000,Biggs Unified,5,12,62,22,4,1516
167,4614080000000,Biggs Unified,7,26,96,50,10,1516
168,4614080000000,Biggs Unified,9,2,7,4,2,1516
169,4614240000000,Chico Unified,0,11,71,14,6,1516
170,4614240000000,Chico Unified,1,20,82,30,4,1516
171,4614240000000,Chico Unified,2,75,266,156,68,1516
172,4614240000000,Chico Unified,3,5,32,10,0,1516
173,4614240000000,Chico Unified,4,10,29,20,16,1516
174,4614240000000,Chico Unified,5,229,1057,414,120,1516
175,4614240000000,Chico Unified,6,25,137,48,10,1516
176,4614240000000,Chico Unified,7,698,3239,1302,602,1516
177,4614240000000,Chico Unified,9,21,147,42,8,1516
178,4614320000000,Durham Unified,5,18,55,34,8,1516
179,4614320000000,Durham Unified,6,1,3,2,2,1516
180,4614320000000,Durham Unified,7,49,218,96,42,1516
181,4614400000000,Feather Falls Union Elementary,1,5,13,8,0,1516
182,4614400000000,Feather Falls Union Elementary,2,1,1,1,0,1516
183,4614400000000,Feather Falls Union Elementary,5,0,10,2,0,1516
184,4614400000000,Feather Falls Union Elementary,7,6,26,10,0,1516
185,4614570000000,Golden Feather Union Elementary,0,1,2,1,0,1516
186,4614570000000,Golden Feather Union Elementary,5,8,15,16,0,1516
187,4614570000000,Golden Feather Union Elementary,7,9,43,20,0,1516
188,4615150000000,Oroville Union High,1,29,156,50,4,1516
189,4615150000000,Oroville Union High,2,95,335,182,88,1516
190,4615150000000,Oroville Union High,3,2,7,4,0,1516
191,4615150000000,Oroville Union High,4,4,11,8,2,1516
192,4615150000000,Oroville Union High,5,111,437,186,22,1516
193,4615150000000,Oroville Union High,6,10,63,14,0,1516
194,4615150000000,Oroville Union High,7,231,1081,376,62,1516
195,4615150000000,Oroville Union High,9,61,133,100,8,1516
196,4615310000000,Paradise Unified,1,1,18,2,0,1516
197,4615310000000,Paradise Unified,4,2,9,4,0,1516
198,4615310000000,Paradise Unified,5,39,170,64,10,1516
199,4615310000000,Paradise Unified,6,2,12,4,0,1516
200,4615310000000,Paradise Unified,7,265,1149,464,98,1516
201,4615310000000,Paradise Unified,9,26,114,44,6,1516
202,4615320000000,Paradise Unified,5,5,400,4,0,1516
203,4615320000000,Paradise Unified,7,22,2116,36,0,1516
204,4615320000000,Paradise Unified,9,6,200,4,0,1516
205,4755070000000,Gridley Unified,0,4,5,4,0,1516
206,4755070000000,Gridley Unified,1,1,4,2,0,1516
207,4755070000000,Gridley Unified,2,3,16,6,4,1516
208,4755070000000,Gridley Unified,4,1,1,1,0,1516
209,4755070000000,Gridley Unified,5,105,377,196,40,1516
210,4755070000000,Gridley Unified,7,66,241,124,26,1516
211,5100580000000,Calaveras County Office of Education,1,2,6,4,0,1516
212,5100580000000,Calaveras County Office of Education,5,14,78,30,0,1516
213,5100580000000,Calaveras County Office of Education,7,42,366,112,0,1516
214,5100580000000,Calaveras County Office of Education,9,5,59,8,0,1516
215,5100590000000,Calaveras County Office of Education,5,3,12,6,0,1516
216,5100590000000,Calaveras County Office of Education,7,0,34,2,0,1516
217,5615560000000,Bret Harte Union High,1,7,16,14,0,1516
218,5615560000000,Bret Harte Union High,3,1,1,1,0,1516
219,5615560000000,Bret Harte Union High,4,1,5,2,0,1516
220,5615560000000,Bret Harte Union High,5,31,151,66,0,1516
221,5615560000000,Bret Harte Union High,6,1,1,1,0,1516
222,5615560000000,Bret Harte Union High,7,121,494,230,0,1516
223,5615560000000,Bret Harte Union High,9,12,43,24,0,1516
224,5615640000000,Calaveras Unified,1,4,22,4,2,1516
225,5615640000000,Calaveras Unified,2,3,12,4,4,1516
226,5615640000000,Calaveras Unified,4,1,6,2,0,1516
227,5615640000000,Calaveras Unified,5,38,138,72,20,1516
228,5615640000000,Calaveras Unified,6,3,12,6,2,1516
229,5615640000000,Calaveras Unified,7,204,804,420,118,1516
230,5615640000000,Calaveras Unified,9,5,26,10,2,1516
231,6100660000000,Colusa County Office of Education,5,2,7,4,0,1516
232,6615980000000,Colusa Unified,1,2,14,2,0,1516
233,6615980000000,Colusa Unified,2,1,4,2,2,1516
234,6615980000000,Colusa Unified,3,1,1,1,0,1516
235,6615980000000,Colusa Unified,5,70,273,122,26,1516
236,6615980000000,Colusa Unified,7,36,153,68,22,1516
237,6616060000000,Maxwell Unified,1,2,8,2,0,1516
238,6616060000000,Maxwell Unified,5,16,88,32,2,1516
239,6616060000000,Maxwell Unified,7,12,76,22,8,1516
240,6616140000000,Pierce Joint Unified,1,1,1,1,1,1516
241,6616140000000,Pierce Joint Unified,3,1,1,1,0,1516
242,6616140000000,Pierce Joint Unified,5,91,332,172,44,1516
243,6616140000000,Pierce Joint Unified,6,2,8,4,0,1516
244,6616140000000,Pierce Joint Unified,7,27,110,52,20,1516
245,6616220000000,Williams Unified,2,3,11,6,4,1516
246,6616220000000,Williams Unified,3,1,2,1,1,1516
247,6616220000000,Williams Unified,5,81,821,154,52,1516
248,6616220000000,Williams Unified,7,7,40,12,4,1516
249,7100740000000,Contra Costa County Office of Education,0,3,52,6,0,1516
250,7100740000000,Contra Costa County Office of Education,1,2,15,4,0,1516
251,7100740000000,Contra Costa County Office of Education,2,38,206,74,50,1516
252,7100740000000,Contra Costa County Office of Education,3,2,26,4,4,1516
253,7100740000000,Contra Costa County Office of Education,4,33,127,64,46,1516
254,7100740000000,Contra Costa County Office of Education,5,194,1783,356,226,1516
255,7100740000000,Contra Costa County Office of Education,6,56,412,102,30,1516
256,7100740000000,Contra Costa County Office of Education,7,280,1283,508,324,1516
257,7100740000000,Contra Costa County Office of Education,9,10,181,22,12,1516
258,7616300000000,Acalanes Union High,0,11,51,22,14,1516
259,7616300000000,Acalanes Union High,1,1,9,2,0,1516
260,7616300000000,Acalanes Union High,2,140,688,276,224,1516
261,7616300000000,Acalanes Union High,3,4,19,8,6,1516
262,7616300000000,Acalanes Union High,4,28,120,56,42,1516
263,7616300000000,Acalanes Union High,5,106,487,216,124,1516
264,7616300000000,Acalanes Union High,6,15,87,30,16,1516
265,7616300000000,Acalanes Union High,7,905,3694,1764,1384,1516
266,7616300000000,Acalanes Union High,9,109,391,212,164,1516
267,7616480000000,Antioch Unified,0,0,1,1,0,1516
268,7616480000000,Antioch Unified,1,16,64,24,8,1516
269,7616480000000,Antioch Unified,2,68,509,122,66,1516
270,7616480000000,Antioch Unified,3,20,88,32,2,1516
271,7616480000000,Antioch Unified,4,91,496,170,80,1516
272,7616480000000,Antioch Unified,5,547,3366,900,204,1516
273,7616480000000,Antioch Unified,6,458,2579,682,134,1516
274,7616480000000,Antioch Unified,7,311,1638,516,190,1516
275,7616480000000,Antioch Unified,9,69,457,112,54,1516
276,7616630000000,Byron Union Elementary,2,3,24,2,2,1516
277,7616630000000,Byron Union Elementary,3,2,2,2,0,1516
278,7616630000000,Byron Union Elementary,5,33,161,36,0,1516
279,7616630000000,Byron Union Elementary,7,22,335,28,8,1516
280,7616630000000,Byron Union Elementary,9,0,18,2,0,1516
281,7616970000000,John Swett Unified,2,19,72,32,12,1516
282,7616970000000,John Swett Unified,3,1,5,2,0,1516
283,7616970000000,John Swett Unified,4,15,65,24,8,1516
284,7616970000000,John Swett Unified,5,49,189,90,10,1516
285,7616970000000,John Swett Unified,6,27,112,52,6,1516
286,7616970000000,John Swett Unified,7,28,117,42,8,1516
287,7616970000000,John Swett Unified,9,12,49,22,0,1516
288,7617210000000,Liberty Union High,0,3,14,2,0,1516
289,7617210000000,Liberty Union High,1,15,38,20,6,1516
290,7617210000000,Liberty Union High,2,58,283,108,80,1516
291,7617210000000,Liberty Union High,3,14,54,24,14,1516
292,7617210000000,Liberty Union High,4,110,434,212,134,1516
293,7617210000000,Liberty Union High,5,731,2759,1214,474,1516
294,7617210000000,Liberty Union High,6,192,743,300,114,1516
295,7617210000000,Liberty Union High,7,891,3533,1596,810,1516
296,7617210000000,Liberty Union High,9,102,327,192,108,1516
297,7617390000000,Martinez Unified,0,2,14,2,2,1516
298,7617390000000,Martinez Unified,1,1,4,2,0,1516
299,7617390000000,Martinez Unified,2,12,52,22,20,1516
300,7617390000000,Martinez Unified,3,2,5,1,0,1516
301,7617390000000,Martinez Unified,4,12,44,24,20,1516
302,7617390000000,Martinez Unified,5,92,367,160,50,1516
303,7617390000000,Martinez Unified,6,8,44,10,2,1516
304,7617390000000,Martinez Unified,7,169,677,298,148,1516
305,7617390000000,Martinez Unified,9,35,121,60,28,1516
306,7617540000000,Mt. Diablo Unified,0,13,123,18,6,1516
307,7617540000000,Mt. Diablo Unified,1,7,37,14,4,1516
308,7617540000000,Mt. Diablo Unified,2,162,750,326,176,1516
309,7617540000000,Mt. Diablo Unified,3,22,96,44,6,1516
310,7617540000000,Mt. Diablo Unified,4,93,533,174,86,1516
311,7617540000000,Mt. Diablo Unified,5,803,3711,1338,324,1516
312,7617540000000,Mt. Diablo Unified,6,106,482,174,26,1516
313,7617540000000,Mt. Diablo Unified,7,792,3182,1434,642,1516
314,7617540000000,Mt. Diablo Unified,9,32,237,72,12,1516
315,7617880000000,Pittsburg Unified,1,1,7,2,0,1516
316,7617880000000,Pittsburg Unified,2,28,132,58,32,1516
317,7617880000000,Pittsburg Unified,3,10,69,22,6,1516
318,7617880000000,Pittsburg Unified,4,55,291,110,68,1516
319,7617880000000,Pittsburg Unified,5,395,2914,820,238,1516
320,7617880000000,Pittsburg Unified,6,134,979,284,60,1516
321,7617880000000,Pittsburg Unified,7,39,258,68,12,1516
322,7617880000000,Pittsburg Unified,9,13,141,30,10,1516
323,7617960000000,West Contra Costa Unified,0,1,13,4,0,1516
324,7617960000000,West Contra Costa Unified,1,2,12,4,4,1516
325,7617960000000,West Contra Costa Unified,2,247,1006,468,290,1516
326,7617960000000,West Contra Costa Unified,3,11,65,22,12,1516
327,7617960000000,West Contra Costa Unified,4,141,618,274,156,1516
328,7617960000000,West Contra Costa Unified,5,1143,5853,1902,796,1516
329,7617960000000,West Contra Costa Unified,6,432,2033,680,200,1516
330,7617960000000,West Contra Costa Unified,7,161,795,272,144,1516
331,7617960000000,West Contra Costa Unified,9,32,121,60,20,1516
332,7618040000000,San Ramon Valley Unified,1,1,33,2,2,1516
333,7618040000000,San Ramon Valley Unified,2,651,7107,1290,1084,1516
334,7618040000000,San Ramon Valley Unified,3,7,25,14,6,1516
335,7618040000000,San Ramon Valley Unified,4,78,739,152,124,1516
336,7618040000000,San Ramon Valley Unified,5,213,1255,424,252,1516
337,7618040000000,San Ramon Valley Unified,6,49,338,94,56,1516
338,7618040000000,San Ramon Valley Unified,7,1264,5922,2516,1822,1516
339,7618040000000,San Ramon Valley Unified,9,143,1030,288,190,1516
340,8100820000000,Del Norte County Office of Education,1,19,79,32,0,1516
341,8100820000000,Del Norte County Office of Education,2,4,9,6,0,1516
342,8100820000000,Del Norte County Office of Education,5,29,88,36,0,1516
343,8100820000000,Del Norte County Office of Education,6,5,10,10,0,1516
344,8100820000000,Del Norte County Office of Education,7,74,367,118,0,1516
345,8100820000000,Del Norte County Office of Education,9,5,30,6,0,1516
346,8618200000000,Del Norte County Unified,1,24,124,44,8,1516
347,8618200000000,Del Norte County Unified,2,22,65,44,18,1516
348,8618200000000,Del Norte County Unified,4,2,9,4,4,1516
349,8618200000000,Del Norte County Unified,5,50,210,98,16,1516
350,8618200000000,Del Norte County Unified,6,1,11,2,0,1516
351,8618200000000,Del Norte County Unified,7,132,517,236,30,1516
352,8618200000000,Del Norte County Unified,9,2,17,4,0,1516
353,9100900000000,El Dorado County Office of Education,1,5,25,10,0,1516
354,9100900000000,El Dorado County Office of Education,5,47,186,78,0,1516
355,9100900000000,El Dorado County Office of Education,6,14,41,26,0,1516
356,9100900000000,El Dorado County Office of Education,7,67,496,120,0,1516
357,9100900000000,El Dorado County Office of Education,9,5,34,4,0,1516
358,9618530000000,El Dorado Union High,0,2,3,2,1,1516
359,9618530000000,El Dorado Union High,1,12,62,26,16,1516
360,9618530000000,El Dorado Union High,2,71,289,132,96,1516
361,9618530000000,El Dorado Union High,3,7,19,12,4,1516
362,9618530000000,El Dorado Union High,4,17,70,34,24,1516
363,9618530000000,El Dorado Union High,5,246,961,456,188,1516
364,9618530000000,El Dorado Union High,6,20,76,36,8,1516
365,9618530000000,El Dorado Union High,7,1251,4875,2370,1244,1516
366,9618530000000,El Dorado Union High,9,74,333,142,70,1516
367,9619030000000,Lake Tahoe Unified,0,4,17,8,2,1516
368,9619030000000,Lake Tahoe Unified,1,4,13,4,0,1516
369,9619030000000,Lake Tahoe Unified,2,4,27,8,2,1516
370,9619030000000,Lake Tahoe Unified,4,13,55,26,10,1516
371,9619030000000,Lake Tahoe Unified,5,116,488,192,32,1516
372,9619030000000,Lake Tahoe Unified,6,6,14,12,0,1516
373,9619030000000,Lake Tahoe Unified,7,141,912,268,102,1516
374,9619030000000,Lake Tahoe Unified,9,1,25,2,0,1516
375,9737830000000,Black Oak Mine Unified,2,1,5,2,0,1516
376,9737830000000,Black Oak Mine Unified,5,14,71,18,8,1516
377,9737830000000,Black Oak Mine Unified,6,1,7,2,0,1516
378,9737830000000,Black Oak Mine Unified,7,82,627,146,44,1516
379,9737830000000,Black Oak Mine Unified,9,1,3,1,0,1516
380,10101100000000,Fresno County Office of Education,1,4,19,4,0,1516
381,10101100000000,Fresno County Office of Education,2,14,98,6,0,1516
382,10101100000000,Fresno County Office of Education,5,243,1441,196,4,1516
383,10101100000000,Fresno County Office of Education,6,36,315,24,2,1516
384,10101100000000,Fresno County Office of Education,7,57,293,54,10,1516
385,10101100000000,Fresno County Office of Education,9,4,25,10,0,1516
386,10621200000000,Clovis Unified,1,24,280,34,20,1516
387,10621200000000,Clovis Unified,2,410,5467,772,544,1516
388,10621200000000,Clovis Unified,3,9,101,16,6,1516
389,10621200000000,Clovis Unified,4,57,872,108,72,1516
390,10621200000000,Clovis Unified,5,1056,15018,1810,724,1516
391,10621200000000,Clovis Unified,6,98,1316,184,90,1516
392,10621200000000,Clovis Unified,7,1462,17488,2656,1508,1516
393,10621200000000,Clovis Unified,9,93,1336,178,104,1516
394,10621300000000,Coalinga-Huron Unified,0,1,75,2,2,1516
395,10621300000000,Coalinga-Huron Unified,2,5,69,10,6,1516
396,10621300000000,Coalinga-Huron Unified,4,1,17,2,0,1516
397,10621300000000,Coalinga-Huron Unified,5,272,3743,428,106,1516
398,10621300000000,Coalinga-Huron Unified,6,1,45,4,0,1516
399,10621300000000,Coalinga-Huron Unified,7,31,460,48,18,1516
400,10621600000000,Fowler Unified,1,2,6,4,0,1516
401,10621600000000,Fowler Unified,2,12,237,24,18,1516
402,10621600000000,Fowler Unified,3,1,2,2,0,1516
403,10621600000000,Fowler Unified,5,144,2005,286,106,1516
404,10621600000000,Fowler Unified,7,23,254,44,28,1516
405,10621700000000,Fresno Unified,1,27,447,44,10,1516
406,10621700000000,Fresno Unified,2,635,7973,1260,724,1516
407,10621700000000,Fresno Unified,3,12,242,26,4,1516
408,10621700000000,Fresno Unified,4,32,302,58,42,1516
409,10621700000000,Fresno Unified,5,3091,49341,5646,2240,1516
410,10621700000000,Fresno Unified,6,479,6393,816,298,1516
411,10621700000000,Fresno Unified,7,586,7544,1028,580,1516
412,10621700000000,Fresno Unified,9,66,1197,146,72,1516
413,10622600000000,Kingsburg Joint Union High,2,11,38,22,18,1516
414,10622600000000,Kingsburg Joint Union High,5,172,703,320,100,1516
415,10622600000000,Kingsburg Joint Union High,6,2,9,4,0,1516
416,10622600000000,Kingsburg Joint Union High,7,97,394,180,46,1516
417,10622600000000,Kingsburg Joint Union High,9,4,26,8,2,1516
418,10622700000000,Kings Canyon Joint Unified,0,1,32,2,2,1516
419,10622700000000,Kings Canyon Joint Unified,1,2,34,2,0,1516
420,10622700000000,Kings Canyon Joint Unified,2,4,104,8,4,1516
421,10622700000000,Kings Canyon Joint Unified,4,1,44,2,2,1516
422,10622700000000,Kings Canyon Joint Unified,5,649,8478,1054,324,1516
423,10622700000000,Kings Canyon Joint Unified,7,72,911,122,40,1516
424,10622700000000,Kings Canyon Joint Unified,9,6,95,14,2,1516
425,10622800000000,Laton Joint Unified,5,36,559,58,8,1516
426,10622800000000,Laton Joint Unified,7,8,104,16,6,1516
427,10623300000000,Orange Center,6,1,39,2,2,1516
428,10623300000000,Orange Center,7,2,300,4,4,1516
429,10623600000000,Pacific Union Elementary,2,0,13,4,4,1516
430,10623600000000,Pacific Union Elementary,5,0,327,396,166,1516
431,10623600000000,Parlier Unified,0,0,1,1,0,1516
432,10623600000000,Parlier Unified,2,0,16,4,4,1516
433,10623600000000,Parlier Unified,5,223,3338,396,166,1516
434,10623800000000,Raisin City Elementary,0,1,1,1,0,1516
435,10623800000000,Raisin City Elementary,2,10,17,6,0,1516
436,10623800000000,Raisin City Elementary,4,1,1,1,0,1516
437,10623800000000,Raisin City Elementary,5,228,715,204,58,1516
438,10623800000000,Raisin City Elementary,6,30,54,20,4,1516
439,10623800000000,Raisin City Elementary,7,39,88,46,6,1516
440,10624100000000,Sanger Unified,0,2,163,4,2,1516
441,10624100000000,Sanger Unified,1,7,32,14,8,1516
442,10624100000000,Sanger Unified,2,90,1158,174,142,1516
443,10624100000000,Sanger Unified,3,2,19,4,2,1516
444,10624100000000,Sanger Unified,4,6,59,12,10,1516
445,10624100000000,Sanger Unified,5,551,7954,1044,424,1516
446,10624100000000,Sanger Unified,6,14,168,28,12,1516
447,10624100000000,Sanger Unified,7,113,1635,212,126,1516
448,10624300000000,Selma Unified,1,3,13,6,6,1516
