,CDS_CODE,DISTRICT,ETHNIC,GR_12,ENR_TOTAL,GRADS,UC_GRADS,Year
948,19643500000000,Castaic Union,7,0,1392,68,34,1213
949,19643500000000,Castaic Union,9,0,111,16,8,1213
950,19643500000000,Centinela Valley Union High,0,6,70,14,2,1213
951,19643500000000,Centinela Valley Union High,2,54,165,88,64,1213
952,19643500000000,Centinela Valley Union High,3,18,63,36,8,1213
953,19643500000000,Centinela Valley Union High,4,26,75,38,24,1213
954,19643500000000,Centinela Valley Union High,5,1258,4870,1760,570,1213
955,19643500000000,Centinela Valley Union High,6,304,1112,432,136,1213
956,19643500000000,Centinela Valley Union High,7,56,168,68,34,1213
957,19643500000000,Centinela Valley Union High,9,9,104,16,8,1213
958,19643800000000,Charter Oak Unified,1,3,39,6,4,1213
959,19643800000000,Charter Oak Unified,2,17,241,34,30,1213
960,19643800000000,Charter Oak Unified,3,1,28,2,0,1213
961,19643800000000,Charter Oak Unified,4,11,118,22,18,1213
962,19643800000000,Charter Oak Unified,5,309,3360,594,234,1213
963,19643800000000,Charter Oak Unified,6,16,183,30,18,1213
964,19643800000000,Charter Oak Unified,7,141,1386,270,118,1213
965,19643800000000,Charter Oak Unified,9,13,189,26,14,1213
966,19643900000000,Claremont Unified,0,11,228,22,16,1213
967,19643900000000,Claremont Unified,1,3,22,6,6,1213
968,19643900000000,Claremont Unified,2,67,637,130,118,1213
969,19643900000000,Claremont Unified,3,3,15,6,6,1213
970,19643900000000,Claremont Unified,4,14,91,26,26,1213
971,19643900000000,Claremont Unified,5,227,2631,436,222,1213
972,19643900000000,Claremont Unified,6,52,454,94,46,1213
973,19643900000000,Claremont Unified,7,260,2616,510,396,1213
974,19643900000000,Claremont Unified,9,15,324,28,26,1213
975,19644400000000,Covina-Valley Unified,1,7,43,28,10,1213
976,19644400000000,Covina-Valley Unified,2,84,688,286,224,1213
977,19644400000000,Covina-Valley Unified,3,13,46,32,16,1213
978,19644400000000,Covina-Valley Unified,4,55,378,136,90,1213
979,19644400000000,Covina-Valley Unified,5,1003,9822,2236,884,1213
980,19644400000000,Covina-Valley Unified,6,57,452,374,132,1213
981,19644400000000,Covina-Valley Unified,7,173,1465,540,288,1213
982,19644400000000,Covina-Valley Unified,9,3,76,16,6,1213
983,19644400000000,Culver City Unified,1,8,29,28,10,1213
984,19644400000000,Culver City Unified,2,68,753,286,224,1213
985,19644400000000,Culver City Unified,3,6,30,32,16,1213
986,19644400000000,Culver City Unified,4,18,114,136,90,1213
987,19644400000000,Culver City Unified,5,225,2651,2236,884,1213
988,19644400000000,Culver City Unified,6,152,1167,374,132,1213
989,19644400000000,Culver City Unified,7,132,1744,540,288,1213
990,19644400000000,Culver City Unified,9,7,252,16,6,1213
991,19644500000000,Downey Unified,1,9,75,18,8,1213
992,19644500000000,Downey Unified,2,54,474,104,88,1213
993,19644500000000,Downey Unified,3,3,53,6,4,1213
994,19644500000000,Downey Unified,4,22,224,42,28,1213
995,19644500000000,Downey Unified,5,1748,19842,3284,1092,1213
996,19644500000000,Downey Unified,6,56,679,104,24,1213
997,19644500000000,Downey Unified,7,168,1434,314,110,1213
998,19644500000000,Downey Unified,9,1,66,2,0,1213
999,19644700000000,Duarte Unified,2,11,128,22,14,1213
1000,19644700000000,Duarte Unified,4,12,168,22,14,1213
1001,19644700000000,Duarte Unified,5,231,2825,428,134,1213
1002,19644700000000,Duarte Unified,6,25,217,46,12,1213
1003,19644700000000,Duarte Unified,7,25,318,48,28,1213
1004,19644700000000,Duarte Unified,9,4,79,8,4,1213
1005,19645200000000,El Monte Union High,1,3,16,2,2,1213
1006,19645200000000,El Monte Union High,2,524,1911,954,716,1213
1007,19645200000000,El Monte Union High,3,2,9,2,0,1213
1008,19645200000000,El Monte Union High,4,7,55,10,8,1213
1009,19645200000000,El Monte Union High,5,1922,7599,2998,1060,1213
1010,19645200000000,El Monte Union High,6,6,26,6,0,1213
1011,19645200000000,El Monte Union High,7,52,168,86,30,1213
1012,19645200000000,El Monte Union High,9,9,28,20,10,1213
1013,19645300000000,El Rancho Unified,2,3,25,8,4,1213
1014,19645300000000,El Rancho Unified,4,6,45,10,2,1213
1015,19645300000000,El Rancho Unified,5,820,9426,1440,534,1213
1016,19645300000000,El Rancho Unified,6,7,41,14,6,1213
1017,19645300000000,El Rancho Unified,7,12,95,22,4,1213
1018,19645400000000,El Segundo Unified,2,16,234,32,24,1213
1019,19645400000000,El Segundo Unified,3,2,17,4,4,1213
1020,19645400000000,El Segundo Unified,4,5,44,12,6,1213
1021,19645400000000,El Segundo Unified,5,70,761,144,102,1213
1022,19645400000000,El Segundo Unified,6,11,134,18,16,1213
1023,19645400000000,El Segundo Unified,7,147,1840,292,234,1213
1024,19645400000000,El Segundo Unified,9,38,367,76,58,1213
1025,19645700000000,Glendale Unified,1,5,46,6,2,1213
1026,19645700000000,Glendale Unified,2,304,3205,578,444,1213
1027,19645700000000,Glendale Unified,3,6,26,12,8,1213
1028,19645700000000,Glendale Unified,4,177,1727,324,172,1213
1029,19645700000000,Glendale Unified,5,525,6046,852,250,1213
1030,19645700000000,Glendale Unified,6,32,348,48,14,1213
1031,19645700000000,Glendale Unified,7,1342,14337,2452,1150,1213
1032,19645700000000,Glendale Unified,9,16,445,30,16,1213
1033,19645800000000,Glendora Unified,0,0,9,2,0,1213
1034,19645800000000,Glendora Unified,1,0,16,2,0,1213
1035,19645800000000,Glendora Unified,2,34,422,74,58,1213
1036,19645800000000,Glendora Unified,3,1,15,2,2,1213
1037,19645800000000,Glendora Unified,4,24,174,50,34,1213
1038,19645800000000,Glendora Unified,5,213,2977,540,168,1213
1039,19645800000000,Glendora Unified,6,6,109,22,8,1213
1040,19645800000000,Glendora Unified,7,332,3543,876,354,1213
1041,19645800000000,Glendora Unified,9,22,294,44,28,1213
1042,19645800000000,Gorman Elementary,0,1,1,1,0,1213
1043,19645800000000,Gorman Elementary,1,0,10,2,0,1213
1044,19645800000000,Gorman Elementary,2,4,73,74,58,1213
1045,19645800000000,Gorman Elementary,3,0,3,2,2,1213
1046,19645800000000,Gorman Elementary,4,0,20,50,34,1213
1047,19645800000000,Gorman Elementary,5,74,528,540,168,1213
1048,19645800000000,Gorman Elementary,6,8,95,22,8,1213
1049,19645800000000,Gorman Elementary,7,115,1007,876,354,1213
1050,19645800000000,Gorman Elementary,9,0,3,44,28,1213
1051,19645900000000,Hawthorne,2,9,240,18,14,1213
1052,19645900000000,Hawthorne,3,4,136,2,2,1213
1053,19645900000000,Hawthorne,4,10,156,18,10,1213
1054,19645900000000,Hawthorne,5,94,6295,166,108,1213
1055,19645900000000,Hawthorne,6,10,1946,16,10,1213
1056,19645900000000,Hawthorne,7,2,190,4,2,1213
1057,19646000000000,Hermosa Beach City Elementary,0,2,5,2,0,1213
1058,19646000000000,Hermosa Beach City Elementary,1,7,20,6,0,1213
1059,19646000000000,Hermosa Beach City Elementary,2,3,80,12,4,1213
1060,19646000000000,Hermosa Beach City Elementary,4,3,25,6,0,1213
1061,19646000000000,Hermosa Beach City Elementary,5,149,811,272,56,1213
1062,19646000000000,Hermosa Beach City Elementary,6,29,141,42,10,1213
1063,19646000000000,Hermosa Beach City Elementary,7,99,1440,226,58,1213
1064,19646000000000,Hermosa Beach City Elementary,9,6,141,12,2,1213
1065,19646300000000,Hughes-Elizabeth Lakes Union Elementary,2,0,1,3,1,1213
1066,19646300000000,Hughes-Elizabeth Lakes Union Elementary,4,0,1,3,2,1213
1067,19646300000000,Hughes-Elizabeth Lakes Union Elementary,5,0,61,1002,156,1213
1068,19646300000000,Hughes-Elizabeth Lakes Union Elementary,6,0,1,318,62,1213
1069,19646300000000,Hughes-Elizabeth Lakes Union Elementary,7,0,198,6,2,1213
1070,19646300000000,Hughes-Elizabeth Lakes Union Elementary,9,0,11,2,0,1213
1071,19646300000000,Inglewood Unified,1,6,88,10,2,1213
1072,19646300000000,Inglewood Unified,2,3,56,6,2,1213
1073,19646300000000,Inglewood Unified,3,6,60,10,0,1213
1074,19646300000000,Inglewood Unified,4,3,39,6,4,1213
1075,19646300000000,Inglewood Unified,5,565,8195,1002,156,1213
1076,19646300000000,Inglewood Unified,6,346,5624,636,124,1213
1077,19646300000000,Inglewood Unified,7,4,59,6,2,1213
1078,19646300000000,Inglewood Unified,9,0,26,2,0,1213
1079,19646600000000,La Canada Unified,1,1,7,2,2,1213
1080,19646600000000,La Canada Unified,2,104,1063,204,174,1213
1081,19646600000000,La Canada Unified,4,2,30,4,0,1213
1082,19646600000000,La Canada Unified,5,23,412,42,32,1213
1083,19646600000000,La Canada Unified,6,1,21,2,2,1213
1084,19646600000000,La Canada Unified,7,229,2325,448,354,1213
1085,19646600000000,La Canada Unified,9,18,259,36,30,1213
1086,19646800000000,Las Virgenes Unified,1,2,43,4,2,1213
1087,19646800000000,Las Virgenes Unified,2,68,796,130,96,1213
1088,19646800000000,Las Virgenes Unified,3,2,14,4,4,1213
1089,19646800000000,Las Virgenes Unified,4,9,77,18,10,1213
1090,19646800000000,Las Virgenes Unified,5,80,1032,152,64,1213
1091,19646800000000,Las Virgenes Unified,6,28,224,56,14,1213
1092,19646800000000,Las Virgenes Unified,7,861,8765,1664,848,1213
1093,19646800000000,Las Virgenes Unified,9,1,282,2,0,1213
1094,19646900000000,Lawndale Elementary,2,5,333,10,8,1213
1095,19646900000000,Lawndale Elementary,5,86,4769,150,148,1213
1096,19646900000000,Lawndale Elementary,6,10,583,16,14,1213
1097,19646900000000,Lawndale Elementary,7,4,315,8,8,1213
1098,19647100000000,Lennox,0,1,83,6,4,1213
1099,19647100000000,Lennox,5,275,6512,518,274,1213
1100,19647100000000,Lennox,6,1,346,2,0,1213
1101,19647300000000,Long Beach Unified,0,20,1531,852,128,1213
1102,19647300000000,Long Beach Unified,1,19,159,296,84,1213
1103,19647300000000,Long Beach Unified,2,585,6224,4672,2882,1213
1104,19647300000000,Long Beach Unified,3,111,1374,428,134,1213
1105,19647300000000,Long Beach Unified,4,326,2782,2872,1586,1213
1106,19647300000000,Long Beach Unified,5,3506,44739,59190,19578,1213
1107,19647300000000,Long Beach Unified,6,1178,12543,8876,3038,1213
1108,19647300000000,Long Beach Unified,7,1062,12084,8620,4570,1213
1109,19647300000000,Long Beach Unified,9,30,820,140,82,1213
1110,19647300000000,Los Angeles Unified,0,789,5390,852,128,1213
1111,19647300000000,Los Angeles Unified,1,174,2554,296,84,1213
1112,19647300000000,Los Angeles Unified,2,2024,26340,4672,2882,1213
1113,19647300000000,Los Angeles Unified,3,143,2377,428,134,1213
1114,19647300000000,Los Angeles Unified,4,1242,13547,2872,1586,1213
1115,19647300000000,Los Angeles Unified,5,32224,482534,59190,19578,1213
1116,19647300000000,Los Angeles Unified,6,4511,61786,8876,3038,1213
1117,19647300000000,Los Angeles Unified,7,3835,60266,8620,4570,1213
1118,19647300000000,Los Angeles Unified,9,46,700,140,82,1213
1119,19647700000000,Lowell Joint,1,0,5,4,0,1213
1120,19647700000000,Lowell Joint,3,0,11,2,2,1213
1121,19647700000000,Lowell Joint,5,0,1994,1674,604,1213
1122,19647700000000,Lowell Joint,6,0,39,116,32,1213
1123,19647700000000,Lowell Joint,7,0,939,4,2,1213
1124,19647700000000,Lynwood Unified,1,3,7,4,0,1213
1125,19647700000000,Lynwood Unified,3,3,45,2,2,1213
1126,19647700000000,Lynwood Unified,5,1103,14112,1674,604,1213
1127,19647700000000,Lynwood Unified,6,75,740,116,32,1213
1128,19647700000000,Lynwood Unified,7,1,90,4,2,1213
1129,19647900000000,Monrovia Unified,2,7,199,10,10,1213
1130,19647900000000,Monrovia Unified,3,1,18,2,0,1213
1131,19647900000000,Monrovia Unified,4,9,171,14,10,1213
1132,19647900000000,Monrovia Unified,5,278,3569,478,166,1213
1133,19647900000000,Monrovia Unified,6,56,471,90,34,1213
1134,19647900000000,Monrovia Unified,7,123,1398,228,134,1213
1135,19647900000000,Monrovia Unified,9,3,80,8,2,1213
1136,19648100000000,Montebello Unified,0,1,31,2,0,1213
1137,19648100000000,Montebello Unified,1,3,69,2,0,1213
1138,19648100000000,Montebello Unified,2,87,635,148,112,1213
1139,19648100000000,Montebello Unified,3,3,32,4,2,1213
1140,19648100000000,Montebello Unified,4,8,89,16,12,1213
1141,19648100000000,Montebello Unified,5,2651,29087,4108,962,1213
1142,19648100000000,Montebello Unified,6,5,78,4,0,1213
1143,19648100000000,Montebello Unified,7,54,485,78,26,1213
1144,19648100000000,Montebello Unified,9,7,58,12,4,1213
1145,19648400000000,Norwalk-La Mirada Unified,0,6,182,4,0,1213
1146,19648400000000,Norwalk-La Mirada Unified,1,2,30,4,2,1213
1147,19648400000000,Norwalk-La Mirada Unified,2,58,705,96,72,1213
1148,19648400000000,Norwalk-La Mirada Unified,3,9,99,16,4,1213
1149,19648400000000,Norwalk-La Mirada Unified,4,50,508,94,74,1213
1150,19648400000000,Norwalk-La Mirada Unified,5,1313,15521,2266,664,1213
1151,19648400000000,Norwalk-La Mirada Unified,6,78,529,124,52,1213
1152,19648400000000,Norwalk-La Mirada Unified,7,207,1976,366,138,1213
1153,19648400000000,Norwalk-La Mirada Unified,9,24,220,46,18,1213
1154,19648600000000,Palmdale Elementary,0,1,196,4,0,1213
1155,19648600000000,Palmdale Elementary,1,5,150,6,0,1213
1156,19648600000000,Palmdale Elementary,5,234,15039,44,0,1213
1157,19648600000000,Palmdale Elementary,6,63,3447,20,0,1213
1158,19648600000000,Palmdale Elementary,7,51,1678,24,0,1213
1159,19648700000000,Palos Verdes Peninsula Unified,0,0,9,4,2,1213
1160,19648700000000,Palos Verdes Peninsula Unified,1,1,16,2,0,1213
1161,19648700000000,Palos Verdes Peninsula Unified,2,263,3222,538,468,1213
1162,19648700000000,Palos Verdes Peninsula Unified,3,3,36,18,8,1213
1163,19648700000000,Palos Verdes Peninsula Unified,4,34,258,86,60,1213
1164,19648700000000,Palos Verdes Peninsula Unified,5,99,1038,2228,746,1213
1165,19648700000000,Palos Verdes Peninsula Unified,6,29,320,274,72,1213
1166,19648700000000,Palos Verdes Peninsula Unified,7,631,6526,1314,1010,1213
1167,19648700000000,Palos Verdes Peninsula Unified,9,11,448,24,22,1213
1168,19648700000000,Paramount Unified,0,1,7,4,2,1213
1169,19648700000000,Paramount Unified,1,0,5,2,0,1213
1170,19648700000000,Paramount Unified,2,7,114,538,468,1213
1171,19648700000000,Paramount Unified,3,8,116,18,8,1213
1172,19648700000000,Paramount Unified,4,11,93,86,60,1213
1173,19648700000000,Paramount Unified,5,1239,13857,2228,746,1213
1174,19648700000000,Paramount Unified,6,135,1384,274,72,1213
1175,19648700000000,Paramount Unified,7,32,210,1314,1010,1213
1176,19648700000000,Paramount Unified,9,2,78,24,22,1213
1177,19648800000000,Pasadena Unified,0,5,151,2,2,1213
1178,19648800000000,Pasadena Unified,1,6,49,12,6,1213
1179,19648800000000,Pasadena Unified,2,32,782,70,62,1213
1180,19648800000000,Pasadena Unified,3,5,42,8,8,1213
1181,19648800000000,Pasadena Unified,4,29,319,56,50,1213
1182,19648800000000,Pasadena Unified,5,1021,11569,1534,1252,1213
1183,19648800000000,Pasadena Unified,6,315,3055,492,398,1213
1184,19648800000000,Pasadena Unified,7,182,3059,300,260,1213
1185,19648800000000,Pasadena Unified,9,56,514,98,94,1213
1186,19649100000000,Pomona Unified,0,2,37,2,0,1213
1187,19649100000000,Pomona Unified,1,4,71,8,0,1213
1188,19649100000000,Pomona Unified,2,85,1091,170,10,1213
1189,19649100000000,Pomona Unified,3,0,30,2,0,1213
1190,19649100000000,Pomona Unified,4,29,330,56,0,1213
1191,19649100000000,Pomona Unified,5,1528,22757,2516,92,1213
1192,19649100000000,Pomona Unified,6,115,1505,212,26,1213
1193,19649100000000,Pomona Unified,7,69,1060,138,8,1213
1194,19649100000000,Pomona Unified,9,35,305,58,2,1213
1195,19649600000000,San Marino Unified,2,167,1733,332,280,1213
1196,19649600000000,San Marino Unified,4,3,21,6,4,1213
1197,19649600000000,San Marino Unified,5,27,309,52,36,1213
1198,19649600000000,San Marino Unified,6,3,24,6,4,1213
1199,19649600000000,San Marino Unified,7,92,895,182,140,1213
1200,19649600000000,San Marino Unified,9,5,157,10,8,1213
1201,19649800000000,Santa Monica-Malibu Unified,1,1,32,2,0,1213
1202,19649800000000,Santa Monica-Malibu Unified,2,66,664,126,94,1213
1203,19649800000000,Santa Monica-Malibu Unified,3,2,29,4,2,1213
1204,19649800000000,Santa Monica-Malibu Unified,4,8,71,14,10,1213
1205,19649800000000,Santa Monica-Malibu Unified,5,342,3370,614,388,1213
1206,19649800000000,Santa Monica-Malibu Unified,6,98,720,172,90,1213
1207,19649800000000,Santa Monica-Malibu Unified,7,475,5862,878,622,1213
1208,19649800000000,Santa Monica-Malibu Unified,9,48,618,100,84,1213
1209,19650300000000,South Pasadena Unified,1,2,16,4,2,1213
1210,19650300000000,South Pasadena Unified,2,144,1614,278,228,1213
1211,19650300000000,South Pasadena Unified,4,8,110,16,12,1213
1212,19650300000000,South Pasadena Unified,5,72,1105,142,52,1213
1213,19650300000000,South Pasadena Unified,6,8,110,14,2,1213
1214,19650300000000,South Pasadena Unified,7,121,1460,232,172,1213
1215,19650300000000,South Pasadena Unified,9,6,216,10,4,1213
1216,19650500000000,Sulphur Springs Union,1,0,16,2,2,1213
1217,19650500000000,Sulphur Springs Union,2,0,273,660,480,1213
1218,19650500000000,Sulphur Springs Union,3,0,24,2,0,1213
1219,19650500000000,Sulphur Springs Union,4,0,151,16,10,1213
1220,19650500000000,Sulphur Springs Union,5,0,2586,166,70,1213
1221,19650500000000,Sulphur Springs Union,6,0,369,14,4,1213
1222,19650500000000,Sulphur Springs Union,7,0,1858,110,50,1213
1223,19650500000000,Sulphur Springs Union,9,0,276,10,6,1213
1224,19650500000000,Temple City Unified,1,2,16,2,2,1213
1225,19650500000000,Temple City Unified,2,340,3638,660,480,1213
1226,19650500000000,Temple City Unified,3,1,7,2,0,1213
1227,19650500000000,Temple City Unified,4,8,76,16,10,1213
1228,19650500000000,Temple City Unified,5,86,1198,166,70,1213
1229,19650500000000,Temple City Unified,6,8,50,14,4,1213
1230,19650500000000,Temple City Unified,7,59,653,110,50,1213
1231,19650500000000,Temple City Unified,9,6,161,10,6,1213
1232,19650600000000,Torrance Unified,0,47,422,88,48,1213
1233,19650600000000,Torrance Unified,1,16,102,32,12,1213
1234,19650600000000,Torrance Unified,2,673,7292,1330,978,1213
1235,19650600000000,Torrance Unified,3,14,163,32,10,1213
1236,19650600000000,Torrance Unified,4,128,1077,250,150,1213
1237,19650600000000,Torrance Unified,5,503,6015,958,286,1213
1238,19650600000000,Torrance Unified,6,126,1058,222,74,1213
1239,19650600000000,Torrance Unified,7,674,6761,1292,644,1213
1240,19650600000000,Torrance Unified,9,61,1434,116,54,1213
1241,19650900000000,West Covina Unified,0,16,185,4,0,1213
1242,19650900000000,West Covina Unified,1,3,64,4,2,1213
1243,19650900000000,West Covina Unified,2,97,1157,200,136,1213
1244,19650900000000,West Covina Unified,4,61,569,112,48,1213
1245,19650900000000,West Covina Unified,5,649,8717,1192,308,1213
1246,19650900000000,West Covina Unified,6,78,1195,140,16,1213
1247,19650900000000,West Covina Unified,7,176,2463,328,48,1213
1248,19651300000000,Whittier Union High,1,13,44,22,0,1213
1249,19651300000000,Whittier Union High,2,47,147,88,0,1213
1250,19651300000000,Whittier Union High,3,10,32,20,0,1213
1251,19651300000000,Whittier Union High,4,32,143,64,0,1213
1252,19651300000000,Whittier Union High,5,2958,11639,5012,8,1213
1253,19651300000000,Whittier Union High,6,45,143,68,0,1213
1254,19651300000000,Whittier Union High,7,349,1333,624,2,1213
1255,19651300000000,Whittier Union High,9,0,4,2,0,1213
1256,19651400000000,William S. Hart Union High,0,4,22,10,4,1213
1257,19651400000000,William S. Hart Union High,1,18,93,30,8,1213
1258,19651400000000,William S. Hart Union High,2,293,1644,574,460,1213
1259,19651400000000,William S. Hart Union High,3,17,54,34,18,1213
1260,19651400000000,William S. Hart Union High,4,213,1087,404,306,1213
1261,19651400000000,William S. Hart Union High,5,1689,9128,2890,1208,1213
1262,19651400000000,William S. Hart Union High,6,315,1318,516,270,1213
1263,19651400000000,William S. Hart Union High,7,2298,12104,4376,2610,1213
1264,19651400000000,William S. Hart Union High,9,56,923,106,56,1213
1265,19651700000000,Wiseburn Elementary,2,18,151,36,36,1213
1266,19651700000000,Wiseburn Elementary,3,2,38,4,4,1213
1267,19651700000000,Wiseburn Elementary,4,8,67,16,16,1213
1268,19651700000000,Wiseburn Elementary,5,158,2148,314,314,1213
1269,19651700000000,Wiseburn Elementary,6,54,679,106,106,1213
1270,19651700000000,Wiseburn Elementary,7,35,580,70,70,1213
1271,19734400000000,Compton Unified,0,13,30,18,0,1213
1272,19734400000000,Compton Unified,1,1,35,2,0,1213
1273,19734400000000,Compton Unified,3,8,161,12,2,1213
1274,19734400000000,Compton Unified,4,1,18,2,0,1213
1275,19734400000000,Compton Unified,5,1165,19456,1612,302,1213
1276,19734400000000,Compton Unified,6,367,4867,554,64,1213
1277,19734400000000,Compton Unified,7,2,84,4,0,1213
1278,19734500000000,Hacienda la Puente Unified,0,3,21,8,2,1213
1279,19734500000000,Hacienda la Puente Unified,1,4,33,6,4,1213
1280,19734500000000,Hacienda la Puente Unified,2,264,2376,942,572,1213
1281,19734500000000,Hacienda la Puente Unified,3,6,72,22,6,1213
1282,19734500000000,Hacienda la Puente Unified,4,31,336,256,156,1213
1283,19734500000000,Hacienda la Puente Unified,5,1315,16333,3398,882,1213
1284,19734500000000,Hacienda la Puente Unified,6,25,224,86,14,1213
1285,19734500000000,Hacienda la Puente Unified,7,79,825,218,76,1213
1286,19734500000000,Hacienda la Puente Unified,9,7,138,30,16,1213
1287,19734500000000,Rowland Unified,0,2,57,8,2,1213
1288,19734500000000,Rowland Unified,1,0,16,6,4,1213
1289,19734500000000,Rowland Unified,2,252,3117,942,572,1213
1290,19734500000000,Rowland Unified,3,4,42,22,6,1213
1291,19734500000000,Rowland Unified,4,110,1238,256,156,1213
1292,19734500000000,Rowland Unified,5,808,9917,3398,882,1213
1293,19734500000000,Rowland Unified,6,39,351,86,14,1213
1294,19734500000000,Rowland Unified,7,52,577,218,76,1213
1295,19734500000000,Rowland Unified,9,12,186,30,16,1213
1296,19734600000000,Walnut Valley Unified,1,1,9,2,0,1213
1297,19734600000000,Walnut Valley Unified,2,903,8355,1810,600,1213
1298,19734600000000,Walnut Valley Unified,3,15,105,30,10,1213
1299,19734600000000,Walnut Valley Unified,4,118,816,226,54,1213
1300,19734600000000,Walnut Valley Unified,5,328,3306,652,98,1213
1301,19734600000000,Walnut Valley Unified,6,50,407,98,18,1213
1302,19734600000000,Walnut Valley Unified,7,163,1429,326,46,1213
1303,19734600000000,Walnut Valley Unified,9,6,232,12,4,1213
1304,19752900000000,San Gabriel Unified,0,11,82,22,0,1213
1305,19752900000000,San Gabriel Unified,1,3,17,4,0,1213
1306,19752900000000,San Gabriel Unified,2,306,2789,574,388,1213
1307,19752900000000,San Gabriel Unified,3,3,20,12,0,1213
1308,19752900000000,San Gabriel Unified,4,14,132,24,16,1213
1309,19752900000000,San Gabriel Unified,5,363,2790,762,82,1213
1310,19752900000000,San Gabriel Unified,6,17,130,42,0,1213
1311,19752900000000,San Gabriel Unified,7,74,561,174,26,1213
1312,19752900000000,San Gabriel Unified,9,6,52,18,2,1213
1313,19753100000000,Acton-Agua Dulce Unified,0,4,111,4,4,1213
1314,19753100000000,Acton-Agua Dulce Unified,2,2,10,2,2,1213
1315,19753100000000,Acton-Agua Dulce Unified,5,78,528,68,58,1213
1316,19753100000000,Acton-Agua Dulce Unified,7,84,774,130,114,1213
1317,19753100000000,Acton-Agua Dulce Unified,9,1,33,2,2,1213
1318,19753300000000,Manhattan Beach Unified,1,1,4,1,0,1213
1319,19753300000000,Manhattan Beach Unified,2,53,597,108,98,1213
1320,19753300000000,Manhattan Beach Unified,4,2,33,4,4,1213
1321,19753300000000,Manhattan Beach Unified,5,85,801,150,130,1213
1322,19753300000000,Manhattan Beach Unified,6,25,155,48,46,1213
1323,19753300000000,Manhattan Beach Unified,7,369,4338,706,618,1213
1324,19753300000000,Manhattan Beach Unified,9,51,888,94,78,1213
1325,19753400000000,Redondo Beach Unified,1,6,47,12,6,1213
1326,19753400000000,Redondo Beach Unified,2,65,960,122,98,1213
1327,19753400000000,Redondo Beach Unified,3,5,85,10,4,1213
1328,19753400000000,Redondo Beach Unified,4,15,221,30,26,1213
1329,19753400000000,Redondo Beach Unified,5,201,2037,348,154,1213
1330,19753400000000,Redondo Beach Unified,6,58,572,100,42,1213
1331,19753400000000,Redondo Beach Unified,7,358,4576,612,378,1213
1332,19753400000000,Redondo Beach Unified,9,20,468,42,18,1213
1333,19757000000000,SBE - The School of Arts and Enterprise,0,2,10,4,2,1213
1334,19757000000000,SBE - The School of Arts and Enterprise,1,1,4,1,1,1213
1335,19757000000000,SBE - The School of Arts and Enterprise,2,1,3,1,1,1213
1336,19757000000000,SBE - The School of Arts and Enterprise,3,1,1,1,0,1213
1337,19757000000000,SBE - The School of Arts and Enterprise,4,1,2,2,2,1213
1338,19757000000000,SBE - The School of Arts and Enterprise,5,88,314,148,100,1213
1339,19757000000000,SBE - The School of Arts and Enterprise,6,10,37,18,6,1213
1340,19757000000000,SBE - The School of Arts and Enterprise,7,7,40,10,6,1213
1341,19757100000000,Alhambra Unified,2,1191,9042,2148,1516,1213
1342,19757100000000,Alhambra Unified,4,31,269,56,18,1213
1343,19757100000000,Alhambra Unified,5,783,7828,1346,338,1213
1344,19757100000000,Alhambra Unified,6,12,121,16,4,1213
1345,19757100000000,Alhambra Unified,7,56,398,90,32,1213
1346,19757100000000,Alhambra Unified,9,33,349,68,36,1213
1347,19765000000000,SBE - Lifeline Education Charter,5,33,263,32,32,1213
1348,19765000000000,SBE - Lifeline Education Charter,6,6,112,8,8,1213
1349,20102100000000,Madera County Office of Education,1,1,7,2,0,1213
1350,20102100000000,Madera County Office of Education,5,240,744,198,0,1213
1351,20102100000000,Madera County Office of Education,6,13,30,14,0,1213
1352,20102100000000,Madera County Office of Education,7,53,160,34,0,1213
1353,20102100000000,Madera County Office of Education,9,3,9,4,0,1213
1354,20652000000000,Chowchilla Union High,1,1,8,2,2,1213
1355,20652000000000,Chowchilla Union High,2,2,11,2,2,1213
1356,20652000000000,Chowchilla Union High,3,1,4,2,2,1213
1357,20652000000000,Chowchilla Union High,4,4,8,8,2,1213
1358,20652000000000,Chowchilla Union High,5,118,572,184,66,1213
1359,20652000000000,Chowchilla Union High,6,8,34,12,6,1213
1360,20652000000000,Chowchilla Union High,7,78,374,152,62,1213
1361,20652000000000,Chowchilla Union High,9,2,5,4,0,1213
1362,20652400000000,Madera Unified,0,10,42,20,8,1213
1363,20652400000000,Madera Unified,1,5,103,10,4,1213
1364,20652400000000,Madera Unified,2,23,241,48,28,1213
1365,20652400000000,Madera Unified,3,1,14,2,2,1213
1366,20652400000000,Madera Unified,5,1024,17356,1682,460,1213
1367,20652400000000,Madera Unified,6,34,433,54,10,1213
1368,20652400000000,Madera Unified,7,160,1674,288,94,1213
1369,20755800000000,Golden Valley Unified,1,2,21,4,4,1213
1370,20755800000000,Golden Valley Unified,2,3,41,6,6,1213
1371,20755800000000,Golden Valley Unified,3,2,4,4,2,1213
1372,20755800000000,Golden Valley Unified,4,2,8,4,4,1213
1373,20755800000000,Golden Valley Unified,5,63,704,114,60,1213
1374,20755800000000,Golden Valley Unified,6,4,31,6,2,1213
1375,20755800000000,Golden Valley Unified,7,99,1129,176,112,1213
1376,20755800000000,Golden Valley Unified,9,1,14,2,0,1213
1377,20756100000000,Chawanakee Unified,1,5,70,4,2,1213
1378,20756100000000,Chawanakee Unified,5,29,201,52,14,1213
