,CDS_CODE,DISTRICT,ETHNIC,GR_12,ENR_TOTAL,GRADS,UC_GRADS,Year
68,1612000000000,Livermore Valley Joint Unified,4,28,120,54,36,1213
69,1612000000000,Livermore Valley Joint Unified,5,257,1052,434,158,1213
70,1612000000000,Livermore Valley Joint Unified,6,13,71,28,10,1213
71,1612000000000,Livermore Valley Joint Unified,7,682,2390,1326,752,1213
72,1612000000000,Livermore Valley Joint Unified,9,65,283,122,70,1213
73,1612340000000,Newark Unified,0,1,4,2,0,1213
74,1612340000000,Newark Unified,1,2,6,4,2,1213
75,1612340000000,Newark Unified,2,56,241,108,50,1213
76,1612340000000,Newark Unified,3,11,47,18,2,1213
77,1612340000000,Newark Unified,4,46,211,88,42,1213
78,1612340000000,Newark Unified,5,252,984,424,70,1213
79,1612340000000,Newark Unified,6,32,157,46,8,1213
80,1612340000000,Newark Unified,7,109,396,204,54,1213
81,1612340000000,Newark Unified,9,34,69,62,20,1213
82,1612420000000,New Haven Unified,1,2,5,2,1,1213
83,1612420000000,New Haven Unified,2,258,904,450,310,1213
84,1612420000000,New Haven Unified,3,40,169,60,40,1213
85,1612420000000,New Haven Unified,4,234,912,412,222,1213
86,1612420000000,New Haven Unified,5,444,1476,594,202,1213
87,1612420000000,New Haven Unified,6,127,409,168,62,1213
88,1612420000000,New Haven Unified,7,118,355,194,94,1213
89,1612420000000,New Haven Unified,9,21,129,38,20,1213
90,1612590000000,Oakland Unified,0,25,271,26,20,1213
91,1612590000000,Oakland Unified,1,14,78,14,2,1213
92,1612590000000,Oakland Unified,2,541,2720,880,556,1213
93,1612590000000,Oakland Unified,3,35,263,56,22,1213
94,1612590000000,Oakland Unified,4,30,162,56,34,1213
95,1612590000000,Oakland Unified,5,1065,11631,1792,1012,1213
96,1612590000000,Oakland Unified,6,1005,6953,1492,500,1213
97,1612590000000,Oakland Unified,7,170,1191,300,220,1213
98,1612590000000,Oakland Unified,9,26,335,50,28,1213
99,1612600000000,Oakland Unified,0,1,545,2,0,1213
100,1612600000000,Oakland Unified,2,2,3579,2,0,1213
101,1612600000000,Oakland Unified,5,24,7833,18,2,1213
102,1612600000000,Oakland Unified,6,35,6553,28,2,1213
103,1612600000000,Oakland Unified,7,5,3106,10,2,1213
104,1612600000000,Oakland Unified,9,1,736,2,2,1213
105,1612750000000,Piedmont City Unified,2,38,147,78,72,1213
106,1612750000000,Piedmont City Unified,4,2,13,4,2,1213
107,1612750000000,Piedmont City Unified,5,10,28,20,14,1213
108,1612750000000,Piedmont City Unified,6,5,22,10,4,1213
109,1612750000000,Piedmont City Unified,7,141,583,282,258,1213
110,1612750000000,Piedmont City Unified,9,9,21,18,16,1213
111,1612910000000,San Leandro Unified,0,0,2,2,0,1213
112,1612910000000,San Leandro Unified,1,5,12,8,0,1213
113,1612910000000,San Leandro Unified,2,116,414,204,120,1213
114,1612910000000,San Leandro Unified,3,14,45,22,6,1213
115,1612910000000,San Leandro Unified,4,63,256,118,52,1213
116,1612910000000,San Leandro Unified,5,281,1194,424,76,1213
117,1612910000000,San Leandro Unified,6,161,564,264,64,1213
118,1612910000000,San Leandro Unified,7,78,298,118,30,1213
119,1612910000000,San Leandro Unified,9,6,36,10,2,1213
120,1613090000000,San Lorenzo Unified,1,6,18,10,2,1213
121,1613090000000,San Lorenzo Unified,2,147,705,280,206,1213
122,1613090000000,San Lorenzo Unified,3,25,76,40,14,1213
123,1613090000000,San Lorenzo Unified,4,101,355,194,108,1213
124,1613090000000,San Lorenzo Unified,5,473,2215,820,240,1213
125,1613090000000,San Lorenzo Unified,6,163,656,264,60,1213
126,1613090000000,San Lorenzo Unified,7,127,544,230,72,1213
127,1613090000000,San Lorenzo Unified,9,2,41,6,6,1213
128,1750930000000,Dublin Unified,1,1,15,2,2,1213
129,1750930000000,Dublin Unified,2,85,1645,168,154,1213
130,1750930000000,Dublin Unified,3,2,21,2,0,1213
131,1750930000000,Dublin Unified,4,28,349,56,40,1213
132,1750930000000,Dublin Unified,5,67,501,110,46,1213
133,1750930000000,Dublin Unified,6,38,267,70,38,1213
134,1750930000000,Dublin Unified,7,202,1354,392,226,1213
135,1750930000000,Dublin Unified,9,12,63,24,16,1213
136,1751010000000,Pleasanton Unified,1,11,41,18,14,1213
137,1751010000000,Pleasanton Unified,2,337,1389,666,554,1213
138,1751010000000,Pleasanton Unified,3,4,25,10,4,1213
139,1751010000000,Pleasanton Unified,4,37,132,68,54,1213
140,1751010000000,Pleasanton Unified,5,124,465,226,104,1213
141,1751010000000,Pleasanton Unified,6,25,109,42,16,1213
142,1751010000000,Pleasanton Unified,7,749,2763,1382,934,1213
143,1751010000000,Pleasanton Unified,9,15,96,30,12,1213
144,2100250000000,Alpine County Office of Education,1,0,2,2,0,1213
145,2613330000000,Alpine County Unified,1,0,2,2,0,1213
146,3100330000000,Amador County Office of Education,2,1,1,1,0,1213
147,3100330000000,Amador County Office of Education,5,3,72,4,0,1213
148,3100330000000,Amador County Office of Education,7,23,190,12,0,1213
149,3739810000000,Amador County Unified,0,3,28,2,0,1213
150,3739810000000,Amador County Unified,1,5,39,6,2,1213
151,3739810000000,Amador County Unified,3,0,3,2,0,1213
152,3739810000000,Amador County Unified,4,4,11,8,4,1213
153,3739810000000,Amador County Unified,5,67,215,110,16,1213
154,3739810000000,Amador County Unified,6,2,6,4,0,1213
155,3739810000000,Amador County Unified,7,259,990,438,106,1213
156,3739810000000,Amador County Unified,9,11,57,16,6,1213
157,4100410000000,Butte County Office of Education,1,5,55,8,0,1213
158,4100410000000,Butte County Office of Education,2,1,15,4,0,1213
159,4100410000000,Butte County Office of Education,4,1,2,1,0,1213
160,4100410000000,Butte County Office of Education,5,23,217,26,0,1213
161,4100410000000,Butte County Office of Education,6,1,11,2,0,1213
162,4100410000000,Butte County Office of Education,7,103,669,182,22,1213
163,4100410000000,Butte County Office of Education,9,3,28,6,0,1213
164,4614080000000,Biggs Unified,1,1,4,2,0,1213
165,4614080000000,Biggs Unified,2,1,1,1,1,1213
166,4614080000000,Biggs Unified,5,13,66,26,4,1213
167,4614080000000,Biggs Unified,7,25,90,42,6,1213
168,4614080000000,Biggs Unified,9,1,2,1,0,1213
169,4614240000000,Chico Unified,0,1,23,2,0,1213
170,4614240000000,Chico Unified,1,21,86,32,12,1213
171,4614240000000,Chico Unified,2,98,295,172,80,1213
172,4614240000000,Chico Unified,3,6,16,14,6,1213
173,4614240000000,Chico Unified,4,8,34,16,14,1213
174,4614240000000,Chico Unified,5,215,945,374,102,1213
175,4614240000000,Chico Unified,6,31,156,54,8,1213
176,4614240000000,Chico Unified,7,815,3428,1506,652,1213
177,4614240000000,Chico Unified,9,15,72,20,4,1213
178,4614320000000,Durham Unified,2,1,2,2,0,1213
179,4614320000000,Durham Unified,5,21,76,38,8,1213
180,4614320000000,Durham Unified,6,1,2,1,0,1213
181,4614320000000,Durham Unified,7,66,237,132,40,1213
182,4614320000000,Durham Unified,9,2,5,2,2,1213
183,4614400000000,Feather Falls Union Elementary,1,7,20,10,0,1213
184,4614400000000,Feather Falls Union Elementary,5,4,11,10,0,1213
185,4614400000000,Feather Falls Union Elementary,7,3,11,12,0,1213
186,4614400000000,Feather Falls Union Elementary,9,2,4,4,0,1213
187,4614570000000,Golden Feather Union Elementary,7,6,38,4,0,1213
188,4615150000000,Oroville Union High,1,14,86,30,0,1213
189,4615150000000,Oroville Union High,2,124,435,236,74,1213
190,4615150000000,Oroville Union High,3,0,4,1,1,1213
191,4615150000000,Oroville Union High,4,2,3,2,1,1213
192,4615150000000,Oroville Union High,5,113,510,176,22,1213
193,4615150000000,Oroville Union High,6,13,50,22,0,1213
194,4615150000000,Oroville Union High,7,289,1136,496,52,1213
195,4615150000000,Oroville Union High,9,52,228,86,6,1213
196,4615310000000,Paradise Unified,1,4,20,6,0,1213
197,4615310000000,Paradise Unified,2,2,10,4,2,1213
198,4615310000000,Paradise Unified,5,34,150,48,12,1213
199,4615310000000,Paradise Unified,6,1,15,2,0,1213
200,4615310000000,Paradise Unified,7,286,1205,510,110,1213
201,4615310000000,Paradise Unified,9,20,84,24,6,1213
202,4615320000000,Paradise Unified,7,10,2130,20,0,1213
203,4615320000000,Paradise Unified,9,4,228,2,0,1213
204,4755070000000,Gridley Unified,0,6,40,12,0,1213
205,4755070000000,Gridley Unified,2,7,22,12,6,1213
206,4755070000000,Gridley Unified,5,93,382,168,46,1213
207,4755070000000,Gridley Unified,6,2,5,4,0,1213
208,4755070000000,Gridley Unified,7,65,259,114,30,1213
209,4755070000000,Gridley Unified,9,1,2,1,1,1213
210,5100580000000,Calaveras County Office of Education,1,1,10,4,0,1213
211,5100580000000,Calaveras County Office of Education,3,1,3,2,0,1213
212,5100580000000,Calaveras County Office of Education,5,10,70,18,0,1213
213,5100580000000,Calaveras County Office of Education,7,50,370,106,0,1213
214,5100580000000,Calaveras County Office of Education,9,7,37,16,0,1213
215,5100590000000,Calaveras County Office of Education,5,1,15,4,0,1213
216,5100590000000,Calaveras County Office of Education,6,2,3,2,0,1213
217,5100590000000,Calaveras County Office of Education,7,5,74,10,0,1213
218,5615560000000,Bret Harte Union High,1,1,14,4,0,1213
219,5615560000000,Bret Harte Union High,2,5,8,10,4,1213
220,5615560000000,Bret Harte Union High,5,37,117,72,20,1213
221,5615560000000,Bret Harte Union High,6,2,4,4,0,1213
222,5615560000000,Bret Harte Union High,7,144,560,288,104,1213
223,5615560000000,Bret Harte Union High,9,8,50,20,10,1213
224,5615640000000,Calaveras Unified,1,4,20,6,0,1213
225,5615640000000,Calaveras Unified,2,4,9,6,4,1213
226,5615640000000,Calaveras Unified,4,1,9,2,2,1213
227,5615640000000,Calaveras Unified,5,23,140,38,10,1213
228,5615640000000,Calaveras Unified,6,5,19,8,4,1213
229,5615640000000,Calaveras Unified,7,228,926,428,104,1213
230,5615640000000,Calaveras Unified,9,3,10,8,0,1213
231,6100660000000,Colusa County Office of Education,5,1,24,2,0,1213
232,6100660000000,Colusa County Office of Education,7,0,3,1,0,1213
233,6615980000000,Colusa Unified,1,2,11,2,0,1213
234,6615980000000,Colusa Unified,3,1,2,1,0,1213
235,6615980000000,Colusa Unified,5,64,265,94,22,1213
236,6615980000000,Colusa Unified,6,2,6,4,0,1213
237,6615980000000,Colusa Unified,7,44,165,66,26,1213
238,6616060000000,Maxwell Unified,1,1,3,2,0,1213
239,6616060000000,Maxwell Unified,5,11,51,20,4,1213
240,6616060000000,Maxwell Unified,7,18,58,32,4,1213
241,6616140000000,Pierce Joint Unified,1,3,6,6,0,1213
242,6616140000000,Pierce Joint Unified,2,0,1,2,0,1213
243,6616140000000,Pierce Joint Unified,5,59,273,112,30,1213
244,6616140000000,Pierce Joint Unified,6,4,8,8,0,1213
245,6616140000000,Pierce Joint Unified,7,25,96,52,18,1213
246,6616220000000,Williams Unified,1,2,6,2,0,1213
247,6616220000000,Williams Unified,2,3,16,6,6,1213
248,6616220000000,Williams Unified,5,87,754,132,34,1213
249,6616220000000,Williams Unified,7,7,69,16,8,1213
250,7100740000000,Contra Costa County Office of Education,2,29,171,52,48,1213
251,7100740000000,Contra Costa County Office of Education,3,4,26,8,8,1213
252,7100740000000,Contra Costa County Office of Education,4,16,108,30,30,1213
253,7100740000000,Contra Costa County Office of Education,5,95,1110,156,120,1213
254,7100740000000,Contra Costa County Office of Education,6,52,380,54,26,1213
255,7100740000000,Contra Costa County Office of Education,7,286,1258,522,506,1213
256,7100740000000,Contra Costa County Office of Education,9,6,45,10,10,1213
257,7616300000000,Acalanes Union High,0,3,76,2,2,1213
258,7616300000000,Acalanes Union High,1,1,6,2,2,1213
259,7616300000000,Acalanes Union High,2,172,647,334,276,1213
260,7616300000000,Acalanes Union High,3,5,14,10,4,1213
261,7616300000000,Acalanes Union High,4,21,88,40,26,1213
262,7616300000000,Acalanes Union High,5,114,411,222,110,1213
263,7616300000000,Acalanes Union High,6,13,72,26,18,1213
264,7616300000000,Acalanes Union High,7,973,3682,1930,1476,1213
265,7616300000000,Acalanes Union High,9,90,353,180,104,1213
266,7616480000000,Antioch Unified,0,4,11,4,2,1213
267,7616480000000,Antioch Unified,1,13,77,24,10,1213
268,7616480000000,Antioch Unified,2,84,567,144,86,1213
269,7616480000000,Antioch Unified,3,18,92,22,0,1213
270,7616480000000,Antioch Unified,4,76,539,128,60,1213
271,7616480000000,Antioch Unified,5,558,3234,850,246,1213
272,7616480000000,Antioch Unified,6,437,2687,560,80,1213
273,7616480000000,Antioch Unified,7,408,2162,616,254,1213
274,7616480000000,Antioch Unified,9,72,532,122,42,1213
275,7616970000000,John Swett Unified,2,17,53,32,16,1213
276,7616970000000,John Swett Unified,4,12,51,20,10,1213
277,7616970000000,John Swett Unified,5,35,170,58,10,1213
278,7616970000000,John Swett Unified,6,23,91,42,0,1213
279,7616970000000,John Swett Unified,7,41,131,68,8,1213
280,7616970000000,John Swett Unified,9,7,40,14,4,1213
281,7617210000000,Liberty Union High,0,2,4,4,0,1213
282,7617210000000,Liberty Union High,1,16,48,22,4,1213
283,7617210000000,Liberty Union High,2,45,203,86,54,1213
284,7617210000000,Liberty Union High,3,14,50,20,6,1213
285,7617210000000,Liberty Union High,4,99,336,172,98,1213
286,7617210000000,Liberty Union High,5,641,2521,1030,288,1213
287,7617210000000,Liberty Union High,6,180,666,236,60,1213
288,7617210000000,Liberty Union High,7,1001,3617,1756,768,1213
289,7617210000000,Liberty Union High,9,28,259,50,18,1213
290,7617390000000,Martinez Unified,1,1,7,2,0,1213
291,7617390000000,Martinez Unified,2,8,41,18,14,1213
292,7617390000000,Martinez Unified,3,1,5,2,0,1213
293,7617390000000,Martinez Unified,4,7,31,14,8,1213
294,7617390000000,Martinez Unified,5,96,352,172,58,1213
295,7617390000000,Martinez Unified,6,12,40,20,4,1213
296,7617390000000,Martinez Unified,7,218,791,384,168,1213
297,7617390000000,Martinez Unified,9,39,148,72,30,1213
298,7617540000000,Mt. Diablo Unified,0,15,203,2,0,1213
299,7617540000000,Mt. Diablo Unified,1,12,51,22,2,1213
300,7617540000000,Mt. Diablo Unified,2,166,742,322,172,1213
301,7617540000000,Mt. Diablo Unified,3,35,122,62,14,1213
302,7617540000000,Mt. Diablo Unified,4,103,513,184,68,1213
303,7617540000000,Mt. Diablo Unified,5,787,3487,1276,200,1213
304,7617540000000,Mt. Diablo Unified,6,136,517,208,34,1213
305,7617540000000,Mt. Diablo Unified,7,970,3646,1798,672,1213
306,7617540000000,Mt. Diablo Unified,9,27,139,46,12,1213
307,7617880000000,Pittsburg Unified,0,1,14,6,0,1213
308,7617880000000,Pittsburg Unified,2,26,155,50,24,1213
309,7617880000000,Pittsburg Unified,3,9,61,18,8,1213
310,7617880000000,Pittsburg Unified,4,39,260,76,38,1213
311,7617880000000,Pittsburg Unified,5,341,2538,608,146,1213
312,7617880000000,Pittsburg Unified,6,153,1092,270,50,1213
313,7617880000000,Pittsburg Unified,7,51,296,82,26,1213
314,7617880000000,Pittsburg Unified,9,6,45,12,2,1213
315,7617960000000,West Contra Costa Unified,0,2,14,8,2,1213
316,7617960000000,West Contra Costa Unified,1,8,22,10,2,1213
317,7617960000000,West Contra Costa Unified,2,261,932,484,278,1213
318,7617960000000,West Contra Costa Unified,3,16,76,24,8,1213
319,7617960000000,West Contra Costa Unified,4,137,574,250,146,1213
320,7617960000000,West Contra Costa Unified,5,1009,4418,1556,552,1213
321,7617960000000,West Contra Costa Unified,6,487,2025,718,198,1213
322,7617960000000,West Contra Costa Unified,7,225,854,398,182,1213
323,7617960000000,West Contra Costa Unified,9,1,29,6,0,1213
324,7618040000000,San Ramon Valley Unified,0,0,5,2,0,1213
325,7618040000000,San Ramon Valley Unified,1,5,21,8,4,1213
326,7618040000000,San Ramon Valley Unified,2,510,5932,1030,854,1213
327,7618040000000,San Ramon Valley Unified,3,7,37,12,6,1213
328,7618040000000,San Ramon Valley Unified,4,60,585,120,74,1213
329,7618040000000,San Ramon Valley Unified,5,191,1148,384,186,1213
330,7618040000000,San Ramon Valley Unified,6,60,362,110,44,1213
331,7618040000000,San Ramon Valley Unified,7,1290,6372,2552,1656,1213
332,7618040000000,San Ramon Valley Unified,9,141,1015,288,204,1213
333,8100820000000,Del Norte County Office of Education,1,26,126,30,2,1213
334,8100820000000,Del Norte County Office of Education,2,3,9,4,0,1213
335,8100820000000,Del Norte County Office of Education,5,12,64,10,0,1213
336,8100820000000,Del Norte County Office of Education,6,3,5,4,0,1213
337,8100820000000,Del Norte County Office of Education,7,59,388,82,0,1213
338,8618200000000,Del Norte County Unified,1,34,126,44,4,1213
339,8618200000000,Del Norte County Unified,2,30,98,54,16,1213
340,8618200000000,Del Norte County Unified,4,4,9,8,2,1213
341,8618200000000,Del Norte County Unified,5,49,201,88,16,1213
342,8618200000000,Del Norte County Unified,6,3,8,4,0,1213
343,8618200000000,Del Norte County Unified,7,161,611,268,50,1213
344,9100900000000,El Dorado County Office of Education,0,1,3,10,0,1213
345,9100900000000,El Dorado County Office of Education,1,7,23,6,0,1213
346,9100900000000,El Dorado County Office of Education,2,2,7,4,0,1213
347,9100900000000,El Dorado County Office of Education,3,1,3,4,0,1213
348,9100900000000,El Dorado County Office of Education,5,35,207,90,2,1213
349,9100900000000,El Dorado County Office of Education,6,10,57,40,0,1213
350,9100900000000,El Dorado County Office of Education,7,81,532,120,10,1213
351,9100900000000,El Dorado County Office of Education,9,5,33,6,0,1213
352,9618530000000,El Dorado Union High,0,4,33,8,4,1213
353,9618530000000,El Dorado Union High,1,16,67,34,8,1213
354,9618530000000,El Dorado Union High,2,72,248,140,98,1213
355,9618530000000,El Dorado Union High,3,8,27,14,4,1213
356,9618530000000,El Dorado Union High,4,27,60,50,32,1213
357,9618530000000,El Dorado Union High,5,173,817,312,122,1213
358,9618530000000,El Dorado Union High,6,21,80,44,26,1213
359,9618530000000,El Dorado Union High,7,1363,5101,2586,1298,1213
360,9618530000000,El Dorado Union High,9,27,440,54,14,1213
361,9619030000000,Lake Tahoe Unified,1,3,15,6,6,1213
362,9619030000000,Lake Tahoe Unified,2,4,24,6,4,1213
363,9619030000000,Lake Tahoe Unified,4,18,59,32,14,1213
364,9619030000000,Lake Tahoe Unified,5,103,460,166,32,1213
365,9619030000000,Lake Tahoe Unified,6,6,19,10,2,1213
366,9619030000000,Lake Tahoe Unified,7,159,904,292,120,1213
367,9619030000000,Lake Tahoe Unified,9,1,17,2,0,1213
368,9737830000000,Black Oak Mine Unified,1,8,21,14,4,1213
369,9737830000000,Black Oak Mine Unified,2,2,7,2,0,1213
370,9737830000000,Black Oak Mine Unified,3,1,1,1,0,1213
371,9737830000000,Black Oak Mine Unified,5,6,54,12,6,1213
372,9737830000000,Black Oak Mine Unified,7,115,724,224,44,1213
373,9765960000000,SBC - Pacific Technology,7,0,135,2,0,1213
374,10101100000000,Fresno County Office of Education,2,17,104,10,0,1213
375,10101100000000,Fresno County Office of Education,3,0,2,1,0,1213
376,10101100000000,Fresno County Office of Education,5,198,1265,116,2,1213
377,10101100000000,Fresno County Office of Education,6,50,341,26,0,1213
378,10101100000000,Fresno County Office of Education,7,69,336,58,0,1213
379,10621200000000,Clovis Unified,1,31,318,44,8,1213
380,10621200000000,Clovis Unified,2,449,5080,814,584,1213
381,10621200000000,Clovis Unified,3,12,99,22,14,1213
382,10621200000000,Clovis Unified,4,49,722,98,68,1213
383,10621200000000,Clovis Unified,5,910,13025,1444,620,1213
384,10621200000000,Clovis Unified,6,108,1324,176,108,1213
385,10621200000000,Clovis Unified,7,1487,18072,2528,1492,1213
386,10621200000000,Clovis Unified,9,57,1185,94,66,1213
387,10621300000000,Coalinga-Huron Joint Unified,0,1,33,2,0,1213
388,10621300000000,Coalinga-Huron Joint Unified,2,7,80,12,4,1213
389,10621300000000,Coalinga-Huron Joint Unified,4,2,20,2,2,1213
390,10621300000000,Coalinga-Huron Joint Unified,5,190,3599,284,62,1213
391,10621300000000,Coalinga-Huron Joint Unified,6,3,44,6,2,1213
392,10621300000000,Coalinga-Huron Joint Unified,7,41,515,68,18,1213
393,10621600000000,Fowler Unified,2,14,226,28,22,1213
394,10621600000000,Fowler Unified,5,130,1905,256,106,1213
395,10621600000000,Fowler Unified,6,2,17,6,0,1213
396,10621600000000,Fowler Unified,7,15,230,32,20,1213
397,10621700000000,Fresno Unified,0,4,12,20,0,1213
398,10621700000000,Fresno Unified,1,42,458,56,8,1213
399,10621700000000,Fresno Unified,2,847,8644,1438,828,1213
400,10621700000000,Fresno Unified,3,20,241,30,18,1213
401,10621700000000,Fresno Unified,4,21,283,38,20,1213
402,10621700000000,Fresno Unified,5,3185,47653,4632,1522,1213
403,10621700000000,Fresno Unified,6,561,6904,814,272,1213
404,10621700000000,Fresno Unified,7,799,8823,1336,622,1213
405,10621700000000,Fresno Unified,9,33,671,46,14,1213
406,10622600000000,Kingsburg Joint Union High,2,11,38,20,14,1213
407,10622600000000,Kingsburg Joint Union High,5,162,668,272,90,1213
408,10622600000000,Kingsburg Joint Union High,7,110,391,206,98,1213
409,10622600000000,Kingsburg Joint Union High,9,5,33,8,6,1213
410,10622700000000,Kings Canyon Joint Unified,0,3,34,4,0,1213
411,10622700000000,Kings Canyon Joint Unified,1,4,38,4,0,1213
412,10622700000000,Kings Canyon Joint Unified,2,9,114,18,10,1213
413,10622700000000,Kings Canyon Joint Unified,3,1,4,2,2,1213
414,10622700000000,Kings Canyon Joint Unified,4,6,52,12,4,1213
415,10622700000000,Kings Canyon Joint Unified,5,662,8507,944,286,1213
416,10622700000000,Kings Canyon Joint Unified,6,5,40,6,0,1213
417,10622700000000,Kings Canyon Joint Unified,7,129,1072,198,72,1213
418,10622700000000,Kings Canyon Joint Unified,9,6,93,6,0,1213
419,10622800000000,Laton Joint Unified,5,26,590,52,18,1213
420,10622800000000,Laton Joint Unified,7,1,73,20,4,1213
421,10623300000000,Orange Center,5,7,386,2,0,1213
422,10623600000000,Pacific Union Elementary,5,0,316,386,118,1213
423,10623600000000,Parlier Unified,5,218,3281,386,118,1213
424,10623800000000,Raisin City Elementary,5,64,496,2,0,1213
425,10624100000000,Sanger Unified,1,4,48,6,4,1213
426,10624100000000,Sanger Unified,2,66,1083,132,86,1213
427,10624100000000,Sanger Unified,4,2,60,4,4,1213
428,10624100000000,Sanger Unified,5,547,7657,1006,428,1213
429,10624100000000,Sanger Unified,6,10,157,20,12,1213
430,10624100000000,Sanger Unified,7,130,1733,250,134,1213
431,10624100000000,Sanger Unified,9,3,124,6,0,1213
432,10624300000000,Selma Unified,2,20,273,34,22,1213
433,10624300000000,Selma Unified,4,1,13,2,2,1213
434,10624300000000,Selma Unified,5,355,5657,658,224,1213
435,10624300000000,Selma Unified,6,5,30,4,2,1213
436,10624300000000,Selma Unified,7,40,446,74,30,1213
437,10625400000000,West Park Elementary,0,2,3,1,1,1213
438,10625400000000,West Park Elementary,1,1,2,1,1,1213
439,10625400000000,West Park Elementary,2,0,34,2,2,1213
440,10625400000000,West Park Elementary,3,0,1,1,1,1213
441,10625400000000,West Park Elementary,5,98,531,118,118,1213
442,10625400000000,West Park Elementary,6,7,24,12,12,1213
443,10625400000000,West Park Elementary,7,25,77,38,38,1213
444,10625500000000,Westside Elementary,1,3,10,4,0,1213
445,10625500000000,Westside Elementary,2,7,13,4,0,1213
446,10625500000000,Westside Elementary,5,116,468,164,0,1213
447,10625500000000,Westside Elementary,6,17,22,24,0,1213
448,10625500000000,Westside Elementary,7,53,95,62,0,1213
