,CDS_CODE,District_Code,Function_Code,Function,Amount,Year
509,11626610000000,62661,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,295701.27,1516
510,11626610000000,62661,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1062414.0,1516
511,11754810000000,75481,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,324680.17,1516
512,11754810000000,75481,2200,Classified Support Salaries                                                                                                                                                                                                                               ,5175.7,1516
513,11754810000000,75481,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1587881.29,1516
514,11765620000000,76562,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2926.56,1516
515,11765620000000,76562,9200,Accounts Receivable                                                                                                                                                                                                                                       ,429961.0,1516
516,12101240000000,10124,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1557672.5499999996,1516
517,12101240000000,10124,5900,Communications                                                                                                                                                                                                                                            ,29368.48,1516
518,12101240000000,10124,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,72845.55,1516
519,12101240000000,10124,9200,Accounts Receivable                                                                                                                                                                                                                                       ,13965929.35,1516
520,12101240115097,10124,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,500.0,1516
521,12626790000000,62679,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,4786.68,1516
522,12626790000000,62679,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,21814.14,1516
523,12626790000000,62679,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,549.75,1516
524,12626790000000,62679,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,412698.6699999999,1516
525,12626790000000,62679,9200,Accounts Receivable                                                                                                                                                                                                                                       ,286919.94,1516
526,12626870000000,62687,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,329264.08,1516
527,12626870000000,62687,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,5023.27,1516
528,12626870000000,62687,7350,Transfers of Indirect Costs - Interfund                                                                                                                                                                                                                   ,268027.0,1516
529,12626870000000,62687,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1312639.7900000005,1516
530,12626870000000,62687,9200,Accounts Receivable                                                                                                                                                                                                                                       ,170859.26,1516
531,12626870124263,62687,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,11845.1,1516
532,12626870124263,62687,9200,Accounts Receivable                                                                                                                                                                                                                                       ,950.0,1516
533,12626950000000,62695,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,3432.86,1516
534,12626950000000,62695,9200,Accounts Receivable                                                                                                                                                                                                                                       ,427.0,1516
535,12627030000000,62703,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,35769.200000000004,1516
536,12627030000000,62703,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,54000.0,1516
537,12627030000000,62703,9200,Accounts Receivable                                                                                                                                                                                                                                       ,10293.0,1516
538,12627290000000,62729,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,3097.6199999999994,1516
539,12627290000000,62729,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1852.0,1516
540,12627370000000,62737,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,48689.41,1516
541,12627370000000,62737,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,2910.0199999999995,1516
542,12627370000000,62737,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,10125.1,1516
543,12627370000000,62737,9200,Accounts Receivable                                                                                                                                                                                                                                       ,17168.25,1516
544,12627450000000,62745,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,23753.16,1516
545,12627450000000,62745,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,35425.869999999995,1516
546,12627450000000,62745,9200,Accounts Receivable                                                                                                                                                                                                                                       ,107234.28,1516
547,12627940000000,62794,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,1615.0,1516
548,12627940000000,62794,5100,Subagreements for Services                                                                                                                                                                                                                                ,51453.82,1516
549,12627940000000,62794,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,78779.49,1516
550,12627940000000,62794,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1677.0,1516
551,12628100000000,62810,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,27697.42,1516
552,12628100000000,62810,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,314147.6,1516
553,12628100000000,62810,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,64618.18,1516
554,12628100000000,62810,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,860765.56,1516
555,12628100000000,62810,9200,Accounts Receivable                                                                                                                                                                                                                                       ,421364.63,1516
556,12628280000000,62828,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,37713.0,1516
557,12628280000000,62828,9200,Accounts Receivable                                                                                                                                                                                                                                       ,11339.0,1516
558,12628360000000,62836,9200,Accounts Receivable                                                                                                                                                                                                                                       ,619.0,1516
559,12628510000000,62851,9200,Accounts Receivable                                                                                                                                                                                                                                       ,85.0,1516
560,12628850000000,62885,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,15584.919999999998,1516
561,12628850000000,62885,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,110326.17,1516
562,12628850000000,62885,9200,Accounts Receivable                                                                                                                                                                                                                                       ,18224.39,1516
563,12628930000000,62893,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3759.92,1516
564,12628930000000,62893,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,29156.53,1516
565,12628930000000,62893,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,51255.67,1516
566,12628930000000,62893,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,340984.07,1516
567,12628930000000,62893,9200,Accounts Receivable                                                                                                                                                                                                                                       ,113417.7,1516
568,12629010000000,62901,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,22372.11,1516
569,12629010000000,62901,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,190116.4,1516
570,12629010000000,62901,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,65549.61,1516
571,12629010000000,62901,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,413971.3000000001,1516
572,12629010000000,62901,9200,Accounts Receivable                                                                                                                                                                                                                                       ,62831.0,1516
573,12629190000000,62919,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,8350.43,1516
574,12629190000000,62919,9200,Accounts Receivable                                                                                                                                                                                                                                       ,278.0,1516
575,12629270000000,62927,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,5199.33,1516
576,12629270000000,62927,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,177386.2,1516
577,12629270000000,62927,9200,Accounts Receivable                                                                                                                                                                                                                                       ,9705.0,1516
578,12629271230150,62927,9200,Accounts Receivable                                                                                                                                                                                                                                       ,160.0,1516
579,12629350000000,62935,9200,Accounts Receivable                                                                                                                                                                                                                                       ,107.0,1516
580,12629500000000,62950,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,28968.27,1516
581,12629500000000,62950,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,20595.48,1516
582,12629500000000,62950,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,54467.55,1516
583,12629500000000,62950,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,499108.84,1516
584,12629500000000,62950,9200,Accounts Receivable                                                                                                                                                                                                                                       ,511694.55,1516
585,12629680000000,62968,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,20078.35,1516
586,12629680000000,62968,9200,Accounts Receivable                                                                                                                                                                                                                                       ,139.0,1516
587,12629760000000,62976,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,54945.92,1516
588,12629760000000,62976,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,207035.62,1516
589,12629760000000,62976,9200,Accounts Receivable                                                                                                                                                                                                                                       ,89409.58,1516
590,12629840000000,62984,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,40297.06000000001,1516
591,12629840000000,62984,9200,Accounts Receivable                                                                                                                                                                                                                                       ,6162.21,1516
592,12630080000000,63008,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,50.0,1516
593,12630080000000,63008,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,10640.590000000002,1516
594,12630080000000,63008,9200,Accounts Receivable                                                                                                                                                                                                                                       ,104443.8,1516
595,12630240000000,63024,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,856.88,1516
596,12630240000000,63024,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,19120.0,1516
597,12630240000000,63024,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,147380.28,1516
598,12630240000000,63024,9200,Accounts Receivable                                                                                                                                                                                                                                       ,18313.42,1516
599,12630320000000,63032,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,8040.819999999999,1516
600,12630320000000,63032,5900,Communications                                                                                                                                                                                                                                            ,75131.0,1516
601,12630320000000,63032,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,35074.369999999995,1516
602,12630320000000,63032,9200,Accounts Receivable                                                                                                                                                                                                                                       ,332749.16000000003,1516
603,12630400000000,63040,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,37554.9,1516
604,12630400000000,63040,5100,Subagreements for Services                                                                                                                                                                                                                                ,76349.82,1516
605,12630400000000,63040,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,361608.14,1516
606,12630400000000,63040,9200,Accounts Receivable                                                                                                                                                                                                                                       ,110756.07,1516
607,12630570000000,63057,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,1522.35,1516
608,12630570000000,63057,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,71112.76,1516
609,12630570000000,63057,9200,Accounts Receivable                                                                                                                                                                                                                                       ,43442.2,1516
610,12753740000000,75374,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,77201.21999999999,1516
611,12753740000000,75374,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,485043.23,1516
612,12753740000000,75374,9200,Accounts Receivable                                                                                                                                                                                                                                       ,256343.15,1516
613,12753820000000,75382,9200,Accounts Receivable                                                                                                                                                                                                                                       ,5489.0,1516
614,12755150000000,75515,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,173804.84999999995,1516
615,12755150000000,75515,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,63470.22,1516
616,12755150000000,75515,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,296497.90000000014,1516
617,12755150000000,75515,5100,Subagreements for Services                                                                                                                                                                                                                                ,42344.830000000016,1516
618,12755150000000,75515,5400,Insurance                                                                                                                                                                                                                                                 ,73824.3,1516
619,12755150000000,75515,5900,Communications                                                                                                                                                                                                                                            ,998619.12,1516
620,12755150000000,75515,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,302703.69,1516
621,12755150000000,75515,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,2898266.89,1516
622,12755150000000,75515,9200,Accounts Receivable                                                                                                                                                                                                                                       ,2031930.39,1516
623,12768020000000,76802,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,100819.54,1516
624,12768020000000,76802,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,8300.0,1516
625,12768020000000,76802,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,321944.44999999995,1516
626,12768020000000,76802,9200,Accounts Receivable                                                                                                                                                                                                                                       ,534792.49,1516
627,12768020124164,76802,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,9156.240000000002,1516
628,12768020124164,76802,9200,Accounts Receivable                                                                                                                                                                                                                                       ,41311.0,1516
629,13101320000000,10132,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,7405477.420000001,1516
630,13101320000000,10132,2200,Classified Support Salaries                                                                                                                                                                                                                               ,440897.51,1516
631,13101320000000,10132,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,502263.27,1516
632,13101320000000,10132,9200,Accounts Receivable                                                                                                                                                                                                                                       ,25308853.08,1516
633,13402120000000,40212,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2743987.7900000014,1516
634,13630730000000,63073,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1618728.929999999,1516
635,13630730000000,63073,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,7572.25,1516
636,13630730000000,63073,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,2041196.78,1516
637,13630730000000,63073,9200,Accounts Receivable                                                                                                                                                                                                                                       ,398460.52,1516
638,13630810000000,63081,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,222640.48,1516
639,13630810000000,63081,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,300361.42,1516
640,13630810000000,63081,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,645732.54,1516
641,13630810000000,63081,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,86215.86,1516
642,13630810000000,63081,9200,Accounts Receivable                                                                                                                                                                                                                                       ,224410.63,1516
643,13630990000000,63099,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1654645.8900000004,1516
644,13630990000000,63099,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,237.06,1516
645,13630990000000,63099,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,559015.0399999999,1516
646,13630990000000,63099,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,325808.35,1516
647,13630990000000,63099,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,7208.55,1516
648,13630990000000,63099,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1159553.89,1516
649,13631070000000,63107,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,277350.28,1516
650,13631070000000,63107,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,18497.06,1516
651,13631070000000,63107,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,87294.05000000003,1516
652,13631070000000,63107,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,260486.93,1516
653,13631070000000,63107,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1216296.34,1516
654,13631070000000,63107,9200,Accounts Receivable                                                                                                                                                                                                                                       ,110323.27,1516
655,13631150000000,63115,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1210764.9800000002,1516
656,13631150000000,63115,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,54504.10000000001,1516
657,13631150000000,63115,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,969967.71,1516
658,13631150000000,63115,5100,Subagreements for Services                                                                                                                                                                                                                                ,64556.0,1516
659,13631150000000,63115,7350,Transfers of Indirect Costs - Interfund                                                                                                                                                                                                                   ,119507.07,1516
660,13631150000000,63115,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,5135194.519999999,1516
