,CDS_CODE,District_Code,Function_Code,Function,Amount,Year
354,10621090000000,62109,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,5601.290000000001,1314
355,10621090000000,62109,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,10928.38,1314
356,10621170000000,62117,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,3739991.320000001,1314
357,10621170000000,62117,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,196091.89,1314
358,10621170000000,62117,5900,Communications                                                                                                                                                                                                                                            ,100777.23,1314
359,10621170000000,62117,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,207908.44,1314
360,10621170000000,62117,7350,Transfers of Indirect Costs - Interfund                                                                                                                                                                                                                   ,3365734.29,1314
361,10621170000000,62117,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,73291.11,1314
362,10621170000000,62117,9200,Accounts Receivable                                                                                                                                                                                                                                       ,680914.0,1314
363,10621250000000,62125,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,592650.4600000001,1314
364,10621250000000,62125,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,16286.11,1314
365,10621250000000,62125,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,216869.21,1314
366,10621250000000,62125,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,99695.24,1314
367,10621250000000,62125,7350,Transfers of Indirect Costs - Interfund                                                                                                                                                                                                                   ,128954.41,1314
368,10621250000000,62125,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,11273.0,1314
369,10621580000000,62158,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,108675.78,1314
370,10621580000000,62158,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,140862.53999999998,1314
371,10621580000000,62158,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,54504.0,1314
372,10621580000000,62158,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1681249.56,1314
373,10621580000000,62158,9200,Accounts Receivable                                                                                                                                                                                                                                       ,65560.13,1314
374,10621660000000,62166,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,33216975.42999993,1314
375,10621660000000,62166,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1876663.66,1314
376,10622400000000,62240,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,160409.94000000006,1314
377,10622400000000,62240,7350,Transfers of Indirect Costs - Interfund                                                                                                                                                                                                                   ,33000.0,1314
378,10622400000000,62240,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,2060634.7,1314
379,10622400000000,62240,9200,Accounts Receivable                                                                                                                                                                                                                                       ,67686.72,1314
380,10622570000000,62257,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,60367.74000000001,1314
381,10622570000000,62257,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,181867.74,1314
382,10622570000000,62257,5100,Subagreements for Services                                                                                                                                                                                                                                ,45471.0,1314
383,10622570000000,62257,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,146607.71000000002,1314
384,10622570000000,62257,9200,Accounts Receivable                                                                                                                                                                                                                                       ,320377.5,1314
385,10622650000000,62265,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,816549.5199999998,1314
386,10622650000000,62265,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,255668.76000000004,1314
387,10622650000000,62265,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,952008.3099999998,1314
388,10622650000000,62265,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,363903.94,1314
389,10622650000000,62265,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,7432522.219999999,1314
390,10622650000000,62265,9200,Accounts Receivable                                                                                                                                                                                                                                       ,438689.95,1314
391,10622810000000,62281,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2788.0400000000004,1314
392,10622810000000,62281,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,73416.84,1314
393,10622810000000,62281,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,8438.09,1314
394,10622810000000,62281,7350,Transfers of Indirect Costs - Interfund                                                                                                                                                                                                                   ,462.65,1314
395,10622810000000,62281,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,99077.87999999998,1314
396,10622810000000,62281,9200,Accounts Receivable                                                                                                                                                                                                                                       ,33089.36,1314
397,10623230000000,62323,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,60909.51,1314
398,10623230000000,62323,9200,Accounts Receivable                                                                                                                                                                                                                                       ,8139.88,1314
399,10623310000000,62331,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,825.0,1314
400,10623310000000,62331,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,8916.810000000001,1314
401,10623310000000,62331,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,74334.79000000001,1314
402,10623560000000,62356,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,12699.859999999995,1314
403,10623560000000,62356,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,10054.19,1314
404,10623560000000,62356,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,48409.23,1314
405,10623560000000,62356,9200,Accounts Receivable                                                                                                                                                                                                                                       ,38278.54,1314
406,10623640000000,62364,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,16157.750000000002,1314
407,10623640000000,62364,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,204901.41,1314
408,10623640000000,62364,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,106119.02,1314
409,10623640000000,62364,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,2647303.2600000007,1314
410,10623640000000,62364,9200,Accounts Receivable                                                                                                                                                                                                                                       ,370796.43,1314
411,10623720000000,62372,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,2954.59,1314
412,10623720000000,62372,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,8531.43,1314
413,10623720000000,62372,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,38373.49,1314
414,10623800000000,62380,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,86338.62999999999,1314
415,10623800124982,62380,9200,Accounts Receivable                                                                                                                                                                                                                                       ,36589.0,1314
416,10624140000000,62414,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2985975.0300000017,1314
417,10624140000000,62414,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,908180.58,1314
418,10624140000000,62414,5400,Insurance                                                                                                                                                                                                                                                 ,53421.97,1314
419,10624140000000,62414,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,5489475.47,1314
420,10624140000000,62414,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1177724.53,1314
421,10624300000000,62430,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1953379.6599999997,1314
422,10624300000000,62430,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,414893.87,1314
423,10624300000000,62430,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,80511.08,1314
424,10624300000000,62430,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,3780732.2900000005,1314
425,10624300000000,62430,9200,Accounts Receivable                                                                                                                                                                                                                                       ,683421.0800000001,1314
426,10625130000000,62513,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,2164.42,1314
427,10625130000000,62513,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,3379.100000000001,1314
428,10625130000000,62513,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,51575.31,1314
429,10625130000000,62513,9200,Accounts Receivable                                                                                                                                                                                                                                       ,18112.18,1314
430,10625390000000,62539,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,87236.18,1314
431,10625390000000,62539,9200,Accounts Receivable                                                                                                                                                                                                                                       ,30393.81,1314
432,10625470000000,62547,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,48564.97999999999,1314
433,10625470000000,62547,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,61379.86,1314
434,10625470000000,62547,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,1345.03,1314
435,10625470000000,62547,5100,Subagreements for Services                                                                                                                                                                                                                                ,20498.050000000007,1314
436,10625470000000,62547,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,5309.44,1314
437,10625470000000,62547,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,866673.3099999998,1314
438,10625470000000,62547,9200,Accounts Receivable                                                                                                                                                                                                                                       ,66471.0,1314
439,10625470120535,62547,9200,Accounts Receivable                                                                                                                                                                                                                                       ,48632.0,1314
440,10738090000000,73809,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,319774.98000000004,1314
441,10738090000000,73809,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,27449.13,1314
442,10738090000000,73809,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,284672.59000000014,1314
443,10738090000000,73809,5100,Subagreements for Services                                                                                                                                                                                                                                ,31356.020000000004,1314
444,10738090000000,73809,9200,Accounts Receivable                                                                                                                                                                                                                                       ,65655.25,1314
445,10739650000000,73965,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2333460.660000001,1314
446,10739650000000,73965,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,173681.19,1314
447,10739650000000,73965,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,995349.9,1314
448,10739650000000,73965,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,3319997.59,1314
449,10739650000000,73965,9200,Accounts Receivable                                                                                                                                                                                                                                       ,917191.46,1314
450,10739990000000,73999,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,960963.73,1314
451,10739990000000,73999,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,449952.21,1314
452,10739990000000,73999,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,669742.71,1314
453,10739990000000,73999,9200,Accounts Receivable                                                                                                                                                                                                                                       ,274418.26,1314
454,10751270000000,75127,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,130494.62,1314
455,10751270000000,75127,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1472148.18,1314
456,10751270000000,75127,9200,Accounts Receivable                                                                                                                                                                                                                                       ,104953.61,1314
457,10752340000000,75234,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,164609.98,1314
458,10752340000000,75234,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,35495.12,1314
459,10752340000000,75234,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,75882.26000000001,1314
460,10752340000000,75234,7350,Transfers of Indirect Costs - Interfund                                                                                                                                                                                                                   ,14921.1,1314
461,10752340000000,75234,9200,Accounts Receivable                                                                                                                                                                                                                                       ,105834.07,1314
462,10752750000000,75275,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,147818.12,1314
463,10752750000000,75275,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1502181.48,1314
464,10752750000000,75275,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1169586.0,1314
465,10754080000000,75408,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,403246.98,1314
466,10754080000000,75408,9200,Accounts Receivable                                                                                                                                                                                                                                       ,99249.53,1314
467,10755980000000,75598,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,119418.01,1314
468,10755980000000,75598,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,33330.89,1314
469,10755980000000,75598,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,283067.16999999987,1314
470,10755980000000,75598,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,67441.68,1314
471,10755980000000,75598,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,1053573.05,1314
472,10755980000000,75598,9200,Accounts Receivable                                                                                                                                                                                                                                       ,52397.0,1314
473,10765540000000,76554,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,183918.98,1314
474,10767780000000,76778,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1438656.9300000004,1314
475,10767780000000,76778,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,20313.57,1314
476,10767780000000,76778,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,700449.0700000002,1314
477,10767780000000,76778,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,142349.88999999998,1314
478,10767780000000,76778,7310,Transfers of Indirect Costs                                                                                                                                                                                                                               ,118716.27,1314
479,10767780000000,76778,7350,Transfers of Indirect Costs - Interfund                                                                                                                                                                                                                   ,158250.63,1314
480,10767780000000,76778,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,947202.33,1314
481,10767780000000,76778,9200,Accounts Receivable                                                                                                                                                                                                                                       ,274112.51,1314
482,11101160000000,10116,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,2921649.51,1314
483,11101160000000,10116,2200,Classified Support Salaries                                                                                                                                                                                                                               ,121768.12,1314
484,11101160000000,10116,9200,Accounts Receivable                                                                                                                                                                                                                                       ,2265326.56,1314
485,11625540000000,62554,9200,Accounts Receivable                                                                                                                                                                                                                                       ,76492.0,1314
486,11625960000000,62596,9200,Accounts Receivable                                                                                                                                                                                                                                       ,67736.0,1314
487,11626380000000,62638,9200,Accounts Receivable                                                                                                                                                                                                                                       ,50968.0,1314
488,11626460000000,62646,9200,Accounts Receivable                                                                                                                                                                                                                                       ,157511.75,1314
489,11626530000000,62653,9200,Accounts Receivable                                                                                                                                                                                                                                       ,53417.0,1314
490,11626610000000,62661,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,244562.57,1314
491,11626610000000,62661,9200,Accounts Receivable                                                                                                                                                                                                                                       ,782453.0,1314
492,11754810000000,75481,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,358723.5800000001,1314
493,11754810000000,75481,2200,Classified Support Salaries                                                                                                                                                                                                                               ,21101.99,1314
494,11754810000000,75481,9200,Accounts Receivable                                                                                                                                                                                                                                       ,1010520.0,1314
495,11765620000000,76562,9200,Accounts Receivable                                                                                                                                                                                                                                       ,503729.0,1314
496,12101240000000,10124,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,1271340.0499999998,1314
497,12101240000000,10124,5900,Communications                                                                                                                                                                                                                                            ,29034.540000000005,1314
498,12101240000000,10124,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,74825.37,1314
499,12101240000000,10124,9200,Accounts Receivable                                                                                                                                                                                                                                       ,13149851.02,1314
500,12626790000000,62679,2100,Classified Instructional Salaries                                                                                                                                                                                                                         ,11685.91,1314
501,12626790000000,62679,4100,Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,14540.97,1314
502,12626790000000,62679,8110,Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,321163.1300000001,1314
503,12626790000000,62679,9200,Accounts Receivable                                                                                                                                                                                                                                       ,210298.44,1314
504,12626870000000,62687,4200,Books and Other Reference Materials                                                                                                                                                                                                                       ,321375.34,1314
505,12626870000000,62687,7110,Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         ,75186.26,1314
