CDS_CODE,ETHNIC,GRADS,UC_GRADS
1750930000000,5,65,32
1750930000000,6,33,18
1750930000000,7,196,121
1750930000000,9,3,2
1751010000000,1,14,8
1751010000000,2,333,260
1751010000000,3,4,2
1751010000000,4,30,18
1751010000000,5,98,41
1751010000000,6,15,6
1751010000000,7,704,451
1751010000000,9,30,19
1766530000000,2,9,9
1766530000000,4,2,2
1766530000000,5,21,21
1766530000000,7,41,41
1766530000000,9,5,5
2100250000000,1,1,0
2613330000000,1,1,0
3100330000000,5,2,0
3100330000000,7,6,0
3739810000000,0,10,5
3739810000000,1,9,1
3739810000000,2,5,3
3739810000000,3,1,0
3739810000000,4,1,0
3739810000000,5,47,9
3739810000000,6,3,1
3739810000000,7,225,62
3739810000000,9,14,3
4100410000000,0,2,0
4100410000000,1,4,0
4100410000000,2,2,2
4100410000000,4,2,0
4100410000000,5,33,2
4100410000000,6,1,0
4100410000000,7,93,18
4100410000000,9,3,0
4614080000000,1,2,0
4614080000000,5,25,5
4614080000000,7,19,2
4614240000000,0,11,4
4614240000000,1,13,2
4614240000000,2,74,41
4614240000000,3,3,1
4614240000000,4,3,3
4614240000000,5,195,61
4614240000000,6,35,6
4614240000000,7,694,314
4614240000000,9,7,2
4614320000000,1,4,0
4614320000000,5,17,5
4614320000000,7,57,30
4614400000000,1,2,0
4614400000000,5,1,0
4614400000000,7,2,0
4614570000000,5,1,0
4614570000000,7,10,0
4615150000000,1,17,1
4615150000000,2,111,46
4615150000000,4,1,0
4615150000000,5,99,12
4615150000000,6,8,0
4615150000000,7,237,27
4615150000000,9,37,4
4615310000000,1,5,0
4615310000000,2,3,2
4615310000000,4,1,0
4615310000000,5,28,6
4615310000000,6,1,0
4615310000000,7,239,65
4615310000000,9,16,3
4615320000000,5,2,0
4615320000000,7,15,0
4615320000000,9,5,0
4755070000000,0,2,0
4755070000000,2,4,1
4755070000000,4,1,1
4755070000000,5,82,27
4755070000000,6,1,1
4755070000000,7,63,15
5100580000000,1,1,0
5100580000000,2,1,0
5100580000000,3,1,0
5100580000000,5,9,0
5100580000000,7,57,0
5100580000000,9,5,0
5100590000000,5,1,0
5100590000000,7,4,0
5615560000000,1,3,1
5615560000000,2,1,0
5615560000000,5,30,11
5615560000000,7,124,55
5615560000000,9,10,5
5615640000000,1,3,0
5615640000000,2,1,0
5615640000000,4,4,1
5615640000000,5,29,11
5615640000000,6,5,1
5615640000000,7,207,66
5615640000000,9,2,0
6615980000000,1,1,0
6615980000000,5,37,2
6615980000000,6,2,0
6615980000000,7,40,4
6616060000000,1,1,0
6616060000000,5,12,2
6616060000000,7,14,3
6616140000000,3,1,0
6616140000000,5,61,19
6616140000000,7,18,4
6616220000000,1,1,0
6616220000000,5,61,9
6616220000000,6,2,0
6616220000000,7,4,0
7100740000000,0,4,4
7100740000000,1,2,2
7100740000000,2,45,43
7100740000000,3,3,3
7100740000000,4,20,20
7100740000000,5,121,110
7100740000000,6,31,15
7100740000000,7,235,231
7100740000000,9,13,13
7616300000000,0,4,2
7616300000000,1,2,1
7616300000000,2,169,144
7616300000000,3,2,2
7616300000000,4,29,21
7616300000000,5,85,49
7616300000000,6,26,13
7616300000000,7,926,676
7616300000000,9,75,55
7616480000000,0,1,0
7616480000000,1,7,0
7616480000000,2,73,49
7616480000000,3,15,4
7616480000000,4,84,46
7616480000000,5,453,114
7616480000000,6,293,76
7616480000000,7,313,108
7616480000000,9,58,23
7616970000000,0,2,0
7616970000000,1,1,0
7616970000000,2,13,5
7616970000000,4,11,3
7616970000000,5,36,4
7616970000000,6,18,1
7616970000000,7,30,2
7616970000000,9,13,4
7617210000000,1,9,3
7617210000000,2,50,26
7617210000000,3,14,4
7617210000000,4,76,51
7617210000000,5,543,183
7617210000000,6,160,51
7617210000000,7,817,382
7617210000000,9,46,17
7617390000000,1,1,1
7617390000000,2,9,7
7617390000000,3,1,0
7617390000000,4,6,4
7617390000000,5,77,23
7617390000000,6,12,3
7617390000000,7,178,84
7617390000000,9,36,19
7617540000000,0,3,2
7617540000000,1,10,0
7617540000000,2,165,70
7617540000000,3,17,3
7617540000000,4,115,49
7617540000000,5,621,87
7617540000000,6,91,14
7617540000000,7,797,312
7617540000000,9,16,2
7617880000000,1,1,0
7617880000000,2,28,9
7617880000000,3,6,1
7617880000000,4,35,15
7617880000000,5,348,85
7617880000000,6,152,30
7617880000000,7,40,10
7617880000000,9,8,2
7617960000000,1,2,1
7617960000000,2,224,143
7617960000000,3,21,5
7617960000000,4,164,88
7617960000000,5,841,319
7617960000000,6,368,124
7617960000000,7,175,78
7617960000000,9,9,2
7618040000000,1,4,0
7618040000000,2,517,441
7618040000000,3,6,3
7618040000000,4,77,52
7618040000000,5,198,76
7618040000000,6,66,25
7618040000000,7,1286,845
7618040000000,9,117,80
8100820000000,1,10,0
8100820000000,2,1,0
8100820000000,5,14,0
8100820000000,6,2,0
8100820000000,7,55,1
8100820000000,9,1,0
8618200000000,1,20,2
8618200000000,2,27,10
8618200000000,5,46,11
8618200000000,6,3,0
8618200000000,7,150,27
8618200000000,9,1,0
9100900000000,1,1,0
9100900000000,2,1,0
9100900000000,3,1,0
9100900000000,5,51,0
9100900000000,6,21,0
9100900000000,7,47,0
9100900000000,9,2,0
9618530000000,0,13,5
9618530000000,1,18,6
9618530000000,2,55,45
9618530000000,3,6,4
9618530000000,4,13,8
9618530000000,5,174,81
9618530000000,6,23,10
9618530000000,7,1280,690
9618530000000,9,44,21
9619030000000,1,5,4
9619030000000,2,10,8
9619030000000,3,1,0
9619030000000,4,15,12
9619030000000,5,94,23
9619030000000,6,5,1
9619030000000,7,137,68
9619030000000,9,2,0
9737830000000,1,4,0
9737830000000,2,2,1
9737830000000,4,1,1
9737830000000,5,5,1
9737830000000,6,1,0
9737830000000,7,116,21
10101100000000,0,1,0
10101100000000,2,21,0
10101100000000,5,40,3
10101100000000,6,14,2
10101100000000,7,21,3
10621200000000,0,1,0
10621200000000,1,18,6
10621200000000,2,394,287
10621200000000,3,6,3
10621200000000,4,51,32
10621200000000,5,745,335
10621200000000,6,89,44
10621200000000,7,1331,763
10621200000000,9,51,31
10621300000000,2,2,1
10621300000000,4,1,0
10621300000000,5,178,1
10621300000000,6,2,0
10621300000000,7,37,0
10621600000000,1,1,1
10621600000000,2,18,13
10621600000000,5,119,44
10621600000000,6,1,1
10621600000000,7,13,7
10621700000000,1,23,7
10621700000000,2,704,447
10621700000000,3,16,9
10621700000000,4,26,21
10621700000000,5,2295,872
10621700000000,6,361,144
10621700000000,7,644,347
10621700000000,9,29,9
10622600000000,1,2,1
10622600000000,2,6,5
10622600000000,5,143,55
10622600000000,6,1,1
10622600000000,7,83,39
10622600000000,9,9,7
10622700000000,0,2,0
10622700000000,1,2,0
10622700000000,2,11,9
10622700000000,4,3,2
10622700000000,5,492,143
10622700000000,6,4,1
10622700000000,7,75,31
10622700000000,9,3,2
10622800000000,5,37,8
10622800000000,7,6,1
10623300000000,5,2,0
10623600000000,2,1,1
10623600000000,5,151,32
10623600000000,7,1,1
10623800000000,0,1,0
10623800000000,2,1,0
10623800000000,5,20,0
10623800000000,6,3,0
10623800000000,7,8,0
10624100000000,1,4,1
10624100000000,2,83,49
10624100000000,3,1,1
10624100000000,4,4,3
10624100000000,5,527,186
10624100000000,6,10,3
10624100000000,7,87,45
10624100000000,9,2,1
10624300000000,1,2,2
10624300000000,2,22,14
10624300000000,4,3,2
10624300000000,5,343,108
10624300000000,6,5,1
10624300000000,7,29,11
10624300000000,9,1,1
10625400000000,2,2,2
10625400000000,5,71,70
10625400000000,6,2,2
10625400000000,7,8,8
10625500000000,0,1,0
10625500000000,1,3,0
10625500000000,2,4,0
10625500000000,5,58,0
10625500000000,6,6,0
10625500000000,7,29,0
10738100000000,5,140,54
10738100000000,7,13,5
10739700000000,0,2,0
10739700000000,1,8,4
10739700000000,2,151,86
10739700000000,3,3,1
10739700000000,4,16,7
10739700000000,5,464,125
10739700000000,6,76,18
10739700000000,7,226,107
10739700000000,9,5,4
10740000000000,1,2,1
10740000000000,2,16,8
10740000000000,5,228,65
10740000000000,6,2,1
10740000000000,7,41,16
10751300000000,5,136,58
10751300000000,6,1,0
10752300000000,5,103,17
10752300000000,6,2,0
10752800000000,1,19,3
10752800000000,2,1,0
10752800000000,3,1,0
10752800000000,4,1,1
10752800000000,5,18,3
10752800000000,6,1,0
10752800000000,7,102,42
10754100000000,4,1,1
10754100000000,5,92,59
10754100000000,6,1,1
10754100000000,7,15,8
10756000000000,2,12,9
10756000000000,5,93,40
10756000000000,6,2,1
10756000000000,7,14,2
10767800000000,1,2,0
10767800000000,2,39,15
10767800000000,5,192,50
10767800000000,6,23,4
10767800000000,7,23,14
11101200000000,0,1,1
11101200000000,5,8,0
11101200000000,7,11,0
11101200000000,9,2,0
11626500000000,1,4,0
11626500000000,5,10,4
11626500000000,7,12,2
11626600000000,1,1,0
11626600000000,2,9,0
11626600000000,5,46,1
11626600000000,7,51,1
11626600000000,9,1,0
11754800000000,1,2,1
11754800000000,2,2,0
11754800000000,3,1,1
11754800000000,5,91,16
11754800000000,7,60,9
11754800000000,9,3,1
11765600000000,5,41,16
11765600000000,6,1,0
11765600000000,7,15,6
12101200000000,0,1,1
12101200000000,1,3,0
12101200000000,2,2,2
12101200000000,5,3,2
12101200000000,6,1,0
12101200000000,7,31,25
12101200000000,9,1,1
12626900000000,0,24,10
12626900000000,1,13,4
12626900000000,2,3,1
12626900000000,3,1,0
12626900000000,5,33,7
12626900000000,6,2,1
12626900000000,7,262,101
12626900000000,9,20,7
12628100000000,1,13,1
12628100000000,2,5,2
12628100000000,3,1,0
12628100000000,4,2,1
12628100000000,5,36,9
12628100000000,7,178,54
12628100000000,9,3,0
12629000000000,1,40,27
12629000000000,5,3,2
12629000000000,7,4,3
12629000000000,9,2,2
12629300000000,1,2,0
12629300000000,5,5,0
12629300000000,7,21,0
12629300000000,9,1,0
12630300000000,1,2,0
12630300000000,2,2,1
12630300000000,5,5,0
12630300000000,7,24,3
12630300000000,9,6,1
12630400000000,1,4,1
12630400000000,2,2,2
12630400000000,3,1,1
12630400000000,5,7,3
12630400000000,7,39,13
12630400000000,9,1,0
12753700000000,1,3,0
12753700000000,5,5,1
12753700000000,7,26,14
12753700000000,9,1,1
12753800000000,1,7,0
12753800000000,5,9,0
12753800000000,7,49,0
12753800000000,9,6,0
12755200000000,0,15,1
12755200000000,1,17,3
12755200000000,2,41,19
12755200000000,3,1,1
12755200000000,4,2,0
12755200000000,5,46,10
12755200000000,6,4,0
12755200000000,7,148,41
12755200000000,9,10,1
13101300000000,5,17,0
13630800000000,0,1,0
13630800000000,2,4,1
13630800000000,4,1,1
13630800000000,5,343,81
13630800000000,6,3,1
13630800000000,7,48,26
13630800000000,9,3,0
13631000000000,1,1,0
13631000000000,2,5,2
13631000000000,4,1,1
13631000000000,5,633,137
13631100000000,2,1,1
13631100000000,5,46,14
13631100000000,7,6,4
13631200000000,1,2,0
13631200000000,2,14,8
13631200000000,3,1,0
13631200000000,5,787,189
13631200000000,6,10,4
13631200000000,7,41,23
13631200000000,9,3,1
13631500000000,5,94,55
13631500000000,7,16,8
13631600000000,2,2,1
13631600000000,4,1,1
13631600000000,5,174,58
13631600000000,6,8,4
13631600000000,7,48,18
13631600000000,9,1,0
13632100000000,1,9,1
13632100000000,5,17,0
13632100000000,7,2,0
13632100000000,9,1,0
14101400000000,1,3,0
14101400000000,2,3,0
14101400000000,3,2,0
14101400000000,4,3,0
14101400000000,5,496,29
14101400000000,6,160,4
14101400000000,7,16,0
14632500000000,1,1,0
14632500000000,7,3,0
14632700000000,1,1,0
14632700000000,5,1,0
14632900000000,1,1,0
14632900000000,2,1,1
14632900000000,5,13,2
14632900000000,7,7,2
14632900000000,9,1,1
14633000000000,5,1,0
14633000000000,7,3,0
14766900000000,0,2,1
14766900000000,1,16,1
14766900000000,2,3,3
14766900000000,4,1,0
14766900000000,5,45,10
14766900000000,7,97,39
14766900000000,9,10,3
15101600000000,1,2,1
15101600000000,2,6,4
15101600000000,3,3,0
15101600000000,4,9,3
15101600000000,5,179,31
15101600000000,6,29,1
15101600000000,7,99,24
15101600000000,9,1,0
15634100000000,1,1,0
15634100000000,2,14,6
15634100000000,3,1,1
15634100000000,4,116,76
15634100000000,5,790,257
15634100000000,6,4,2
15634100000000,7,24,13
15634100000000,9,1,1
15635300000000,0,5,1
15635300000000,1,54,11
15635300000000,2,232,178
15635300000000,3,18,11
15635300000000,4,108,72
15635300000000,5,4896,1503
15635300000000,6,459,149
15635300000000,7,2037,848
15635300000000,9,99,39
15636300000000,2,1,0
15636300000000,4,2,0
15636300000000,5,39,1
15636300000000,6,10,0
15636300000000,7,50,1
15636800000000,1,3,0
15636800000000,2,1,0
15636800000000,4,1,1
15636800000000,5,58,14
15636800000000,6,24,0
15636800000000,7,34,10
15636800000000,9,5,1
15636900000000,2,4,3
15636900000000,3,1,0
15636900000000,4,5,2
15636900000000,5,32,10
15636900000000,6,17,7
15636900000000,7,55,22
15636900000000,9,13,8
15637700000000,0,3,0
15637700000000,2,1,0
15637700000000,4,3,0
15637700000000,5,16,0
15637700000000,6,8,1
15637700000000,7,20,0
15637800000000,0,2,0
15637800000000,1,1,0
15637800000000,2,1,1
15637800000000,4,6,0
15637800000000,5,122,9
15637800000000,6,17,3
15637800000000,7,62,8
15637800000000,9,1,0
15638200000000,1,3,1
15638200000000,3,3,1
15638200000000,4,2,1
15638200000000,5,89,15
15638200000000,6,1,0
15638200000000,7,120,37
15638200000000,9,3,0
15638300000000,1,1,1
15638300000000,2,7,5
15638300000000,4,2,0
15638300000000,5,77,9
15638300000000,6,3,1
15638300000000,7,219,59
15638300000000,9,6,0
15638600000000,5,300,69
15638600000000,6,9,2
15638600000000,7,26,8
15737400000000,1,3,0
15737400000000,2,10,3
15737400000000,3,7,2
15737400000000,4,10,3
15737400000000,5,68,12
15737400000000,6,26,2
15737400000000,7,203,37
15737400000000,9,2,0
15739100000000,1,1,0
15739100000000,5,177,73
15739100000000,6,2,1
15739100000000,7,1,0
15751700000000,0,1,1
15751700000000,5,20,19
15751700000000,7,52,49
16101700000000,0,1,0
16101700000000,5,10,0
16101700000000,7,2,0
16638800000000,0,1,0
16638800000000,1,2,0
16638800000000,3,1,0
16638800000000,4,1,0
16638800000000,5,42,0
16638800000000,6,7,0
16638800000000,7,56,0
16638800000000,9,2,0
16638900000000,0,2,1
16638900000000,1,1,0
16638900000000,5,138,70
16638900000000,6,8,1
16638900000000,7,20,8
16639300000000,0,2,0
16639300000000,1,5,0
16639300000000,2,19,8
16639300000000,3,2,1
16639300000000,4,22,14
16639300000000,5,448,113
16639300000000,6,44,10
16639300000000,7,276,97
16639300000000,9,4,1
16639800000000,1,8,2
16639800000000,2,10,7
16639800000000,3,4,2
16639800000000,4,22,14
16639800000000,5,242,69
16639800000000,6,31,9
16639800000000,7,152,75
16739300000000,5,111,0
16739300000000,7,4,0
17101700000000,5,3,0
17640100000000,1,1,0
17640100000000,2,2,1
17640100000000,5,34,6
17640100000000,6,3,1
17640100000000,7,71,25
17640100000000,9,3,0
17640200000000,0,1,0
17640200000000,1,9,0
17640200000000,4,1,0
17640200000000,5,42,7
17640200000000,6,11,2
17640200000000,7,82,12
17640200000000,9,2,0
17640300000000,1,4,0
17640300000000,2,1,1
17640300000000,4,3,0
17640300000000,5,23,10
17640300000000,7,66,20
17640300000000,9,5,1
17640600000000,1,2,0
17640600000000,2,1,0
17640600000000,4,2,0
17640600000000,5,18,7
17640600000000,6,1,0
17640600000000,7,101,30
17640600000000,9,5,2
17640700000000,1,4,0
17640700000000,2,1,1
17640700000000,5,21,6
17640700000000,7,40,10
17640700000000,9,1,0
18101800000000,1,1,0
18101800000000,7,1,1
18640900000000,1,1,1
18640900000000,5,3,3
18640900000000,7,14,10
18641400000000,1,11,3
18641400000000,2,1,0
18641400000000,3,2,0
18641400000000,4,2,1
18641400000000,5,26,4
18641400000000,6,6,2
18641400000000,7,166,48
18641600000000,5,8,0
18641600000000,7,53,1
18642000000000,0,1,0
18642000000000,1,2,0
18642000000000,5,3,0
18642000000000,6,3,0
18642000000000,7,36,0
18750400000000,1,1,0
18750400000000,5,1,0
18750400000000,7,15,1
19102000000000,0,4,1
19102000000000,1,10,2
19102000000000,2,30,13
19102000000000,3,2,1
19102000000000,4,17,3
19102000000000,5,651,92
19102000000000,6,112,18
19102000000000,7,95,66
19102000000000,9,4,2
19642100000000,0,5,2
19642100000000,1,4,1
19642100000000,2,481,349
19642100000000,3,15,4
19642100000000,4,196,108
19642100000000,5,567,167
19642100000000,6,145,40
19642100000000,7,106,35
19642100000000,9,21,10
19642500000000,0,12,0
19642500000000,1,43,6
19642500000000,2,84,48
19642500000000,3,13,5
19642500000000,4,82,39
19642500000000,5,2631,740
19642500000000,6,812,218
19642500000000,7,998,318
19642500000000,9,79,28
19642600000000,1,2,0
19642600000000,2,608,473
19642600000000,3,1,1
19642600000000,4,32,18
19642600000000,5,96,33
19642600000000,6,19,4
19642600000000,7,152,82
19642600000000,9,1,0
19642800000000,2,7,3
19642800000000,4,12,6
19642800000000,5,614,167
19642800000000,6,5,1
19642800000000,7,25,8
19642800000000,9,1,0
19642900000000,0,3,0
19642900000000,1,7,0
19642900000000,2,64,35
19642900000000,3,6,0
19642900000000,4,30,10
19642900000000,5,1653,308
19642900000000,6,125,2
19642900000000,7,124,5
19642900000000,9,32,1
19643000000000,1,1,0
19643000000000,2,45,31
19643000000000,3,11,2
19643000000000,4,72,43
19643000000000,5,856,289
19643000000000,6,165,41
19643000000000,7,139,40
19643000000000,9,32,18
19643100000000,2,47,39
19643100000000,4,7,4
19643100000000,5,26,8
19643100000000,6,19,7
19643100000000,7,342,219
19643100000000,9,1,1
19643300000000,0,11,5
19643300000000,1,2,0
19643300000000,2,33,24
19643300000000,4,21,11
19643300000000,5,389,150
19643300000000,6,26,7
19643300000000,7,291,151
19643300000000,9,50,35
19643400000000,0,17,7
19643400000000,1,2,0
19643400000000,2,96,59
19643400000000,3,2,0
19643400000000,4,68,37
19643400000000,5,566,159
19643400000000,6,43,9
19643400000000,7,632,264
19643400000000,9,44,21
19643500000000,0,6,0
19643500000000,1,2,0
19643500000000,2,42,25
19643500000000,3,13,5
19643500000000,4,12,7
19643500000000,5,1007,299
19643500000000,6,224,67
19643500000000,7,32,8
19643500000000,9,26,11
19643800000000,1,7,3
19643800000000,2,16,16
19643800000000,3,3,1
19643800000000,4,13,9
19643800000000,5,305,114
19643800000000,6,17,7
19643800000000,7,113,54
19643800000000,9,13,9
19643900000000,0,17,12
19643900000000,1,4,2
19643900000000,2,60,52
19643900000000,3,5,2
19643900000000,4,11,6
19643900000000,5,220,120
19643900000000,6,53,29
19643900000000,7,234,177
19643900000000,9,17,13
19644400000000,0,1,1
19644400000000,1,3,1
19644400000000,2,124,95
19644400000000,3,10,5
19644400000000,4,49,35
19644400000000,5,1060,436
19644400000000,6,149,54
19644400000000,7,275,143
19644400000000,9,5,3
19644500000000,1,9,2
19644500000000,2,35,29
19644500000000,3,11,6
19644500000000,4,27,24
19644500000000,5,1802,659
19644500000000,6,63,26
19644500000000,7,133,56
19644500000000,9,2,2
19644700000000,2,15,8
19644700000000,4,14,9
19644700000000,5,292,75
19644700000000,6,30,3
19644700000000,7,39,10
19644700000000,9,7,0
19645200000000,1,2,0
19645200000000,2,503,380
19645200000000,3,4,3
19645200000000,4,2,0
19645200000000,5,1496,510
19645200000000,6,3,2
19645200000000,7,21,6
19645200000000,9,20,8
19645300000000,1,1,1
19645300000000,2,2,0
19645300000000,4,2,1
19645300000000,5,692,296
19645300000000,6,1,0
19645300000000,7,10,4
19645300000000,9,1,0
19645400000000,2,27,22
19645400000000,3,4,1
19645400000000,4,6,2
19645400000000,5,61,36
19645400000000,6,15,7
19645400000000,7,163,111
19645400000000,9,26,18
19645700000000,0,1,0
19645700000000,1,2,1
19645700000000,2,269,209
19645700000000,3,1,0
19645700000000,4,147,81
19645700000000,5,399,106
19645700000000,6,22,7
19645700000000,7,1143,549
19645700000000,9,8,7
19645800000000,0,1,0
19645800000000,2,38,28
19645800000000,3,1,1
19645800000000,4,20,8
19645800000000,5,279,84
19645800000000,6,23,7
19645800000000,7,411,148
19645800000000,9,21,14
19645900000000,2,11,9
19645900000000,3,1,1
19645900000000,4,6,6
19645900000000,5,74,54
19645900000000,6,13,10
19645900000000,7,6,5
19646000000000,1,5,0
19646000000000,2,4,0
19646000000000,4,4,0
19646000000000,5,122,1
19646000000000,6,26,0
19646000000000,7,114,0
19646000000000,9,9,0
19646300000000,1,2,0
19646300000000,2,2,1
19646300000000,3,4,1
19646300000000,4,2,0
19646300000000,5,503,156
19646300000000,6,257,80
19646300000000,7,7,2
19646300000000,9,4,1
19646600000000,2,98,83
19646600000000,4,4,3
19646600000000,5,32,20
19646600000000,6,4,2
19646600000000,7,211,169
19646600000000,9,17,16
19646800000000,1,4,1
19646800000000,2,68,50
19646800000000,3,5,2
19646800000000,4,9,6
19646800000000,5,72,33
19646800000000,6,23,8
19646800000000,7,749,435
19646800000000,9,6,3
19646900000000,2,3,3
19646900000000,4,5,5
19646900000000,5,90,90
19646900000000,6,16,16
19646900000000,7,2,2
19647100000000,0,9,9
19647100000000,5,245,239
19647100000000,7,1,1
19647300000000,0,445,61
19647300000000,1,155,54
19647300000000,2,2308,1542
19647300000000,3,249,79
19647300000000,4,1501,931
19647300000000,5,30078,12973
19647300000000,6,4433,1773
19647300000000,7,4382,2434
19647300000000,9,110,61
19647700000000,1,1,1
19647700000000,3,1,0
19647700000000,4,1,0
19647700000000,5,824,314
19647700000000,6,52,13
19647700000000,7,2,0
19647900000000,1,3,1
19647900000000,2,14,9
19647900000000,3,1,1
19647900000000,4,16,11
19647900000000,5,251,69
19647900000000,6,37,11
19647900000000,7,115,46
19647900000000,9,2,0
19648100000000,1,3,0
19648100000000,2,68,50
19648100000000,3,3,1
19648100000000,4,6,2
19648100000000,5,1978,509
19648100000000,6,6,2
19648100000000,7,45,18
19648100000000,9,5,1
19648400000000,0,1,1
19648400000000,1,4,1
19648400000000,2,43,11
19648400000000,3,9,2
19648400000000,4,49,9
19648400000000,5,1093,216
19648400000000,6,37,5
19648400000000,7,174,25
19648400000000,9,16,2
19648600000000,0,3,0
19648600000000,1,2,0
19648600000000,5,81,3
19648600000000,6,23,0
19648600000000,7,27,0
19648700000000,0,1,0
19648700000000,1,2,0
19648700000000,2,292,242
19648700000000,3,8,4
19648700000000,4,35,27
19648700000000,5,1072,365
19648700000000,6,130,55
19648700000000,7,698,536
19648700000000,9,16,12
19648800000000,0,3,2
19648800000000,1,1,0
19648800000000,2,23,20
19648800000000,4,33,20
19648800000000,5,772,308
19648800000000,6,226,81
19648800000000,7,159,92
19648800000000,9,21,16
19649100000000,1,5,1
19649100000000,2,101,76
19649100000000,3,3,2
19649100000000,4,33,16
19649100000000,5,1320,435
19649100000000,6,109,46
19649100000000,7,68,28
19649100000000,9,19,15
19649600000000,2,165,131
19649600000000,3,1,1
19649600000000,4,1,1
19649600000000,5,19,7
19649600000000,6,1,1
19649600000000,7,84,63
19649600000000,9,4,4
19649800000000,1,2,0
19649800000000,2,58,47
19649800000000,3,2,2
19649800000000,4,5,5
19649800000000,5,279,182
19649800000000,6,53,24
19649800000000,7,443,347
19649800000000,9,38,30
19650300000000,1,1,1
19650300000000,2,130,117
19650300000000,3,1,1
19650300000000,4,10,9
19650300000000,5,79,51
19650300000000,6,14,13
19650300000000,7,117,88
19650300000000,9,9,6
19650500000000,1,1,0
19650500000000,2,336,260
19650500000000,4,7,5
19650500000000,5,101,35
19650500000000,6,6,4
19650500000000,7,63,19
19650500000000,9,9,7
19650600000000,0,21,11
19650600000000,1,11,2
19650600000000,2,577,423
19650600000000,3,15,6
19650600000000,4,135,89
19650600000000,5,531,168
19650600000000,6,110,34
19650600000000,7,601,330
19650600000000,9,66,35
19650900000000,0,1,0
19650900000000,1,6,1
19650900000000,2,93,61
19650900000000,3,3,1
19650900000000,4,48,24
19650900000000,5,629,184
19650900000000,6,65,7
19650900000000,7,143,9
19650900000000,9,2,0
19651300000000,1,9,0
19651300000000,2,37,0
19651300000000,3,7,0
19651300000000,4,34,0
19651300000000,5,2603,0
19651300000000,6,35,0
19651300000000,7,317,0
19651400000000,0,3,0
19651400000000,1,14,7
19651400000000,2,290,232
19651400000000,3,7,4
19651400000000,4,203,144
19651400000000,5,1342,491
19651400000000,6,226,88
19651400000000,7,2081,1229
