CDS_CODE,ETHNIC,GRADS,UC_GRADS
5100580000000,1,2,0
5100580000000,5,15,0
5100580000000,7,56,0
5100580000000,9,4,0
5100590000000,5,3,0
5100590000000,7,1,0
5615560000000,1,7,0
5615560000000,3,1,0
5615560000000,4,1,0
5615560000000,5,33,0
5615560000000,6,1,0
5615560000000,7,115,0
5615560000000,9,12,0
5615640000000,1,2,1
5615640000000,2,2,2
5615640000000,4,1,0
5615640000000,5,36,10
5615640000000,6,3,1
5615640000000,7,210,59
5615640000000,9,5,1
6100660000000,5,2,0
6100660000000,7,1,0
6615980000000,1,1,0
6615980000000,2,1,1
6615980000000,3,1,0
6615980000000,5,61,13
6615980000000,7,34,11
6616060000000,1,1,0
6616060000000,5,16,1
6616060000000,7,11,4
6616140000000,1,1,1
6616140000000,3,1,0
6616140000000,5,86,22
6616140000000,6,2,0
6616140000000,7,26,10
6616220000000,2,3,2
6616220000000,3,1,1
6616220000000,5,77,26
6616220000000,7,6,2
7100740000000,0,3,0
7100740000000,1,2,0
7100740000000,2,37,25
7100740000000,3,2,2
7100740000000,4,32,23
7100740000000,5,178,113
7100740000000,6,51,15
7100740000000,7,254,162
7100740000000,9,11,6
7616300000000,0,11,7
7616300000000,1,1,0
7616300000000,2,138,112
7616300000000,3,4,3
7616300000000,4,28,21
7616300000000,5,108,62
7616300000000,6,15,8
7616300000000,7,882,692
7616300000000,9,106,82
7616480000000,0,1,0
7616480000000,1,12,4
7616480000000,2,61,33
7616480000000,3,16,1
7616480000000,4,85,40
7616480000000,5,450,102
7616480000000,6,341,67
7616480000000,7,258,95
7616480000000,9,56,27
7616630000000,2,1,1
7616630000000,3,1,0
7616630000000,5,18,0
7616630000000,7,14,4
7616630000000,9,1,0
7616970000000,2,16,6
7616970000000,3,1,0
7616970000000,4,12,4
7616970000000,5,45,5
7616970000000,6,26,3
7616970000000,7,21,4
7616970000000,9,11,0
7617210000000,0,1,0
7617210000000,1,10,3
7617210000000,2,54,40
7617210000000,3,12,7
7617210000000,4,106,67
7617210000000,5,607,237
7617210000000,6,150,57
7617210000000,7,798,405
7617210000000,9,96,54
7617390000000,0,1,1
7617390000000,1,1,0
7617390000000,2,11,10
7617390000000,3,1,0
7617390000000,4,12,10
7617390000000,5,80,25
7617390000000,6,5,1
7617390000000,7,149,74
7617390000000,9,30,14
7617540000000,0,9,3
7617540000000,1,7,2
7617540000000,2,163,88
7617540000000,3,22,3
7617540000000,4,87,43
7617540000000,5,669,162
7617540000000,6,87,13
7617540000000,7,717,321
7617540000000,9,36,6
7617880000000,1,1,0
7617880000000,2,29,16
7617880000000,3,11,3
7617880000000,4,55,34
7617880000000,5,410,119
7617880000000,6,142,30
7617880000000,7,34,6
7617880000000,9,15,5
7617960000000,0,2,0
7617960000000,1,2,2
7617960000000,2,234,145
7617960000000,3,11,6
7617960000000,4,137,78
7617960000000,5,951,398
7617960000000,6,340,100
7617960000000,7,136,72
7617960000000,9,30,10
7618040000000,0,1,0
7618040000000,1,1,1
7618040000000,2,645,542
7618040000000,3,7,3
7618040000000,4,76,62
7618040000000,5,212,126
7618040000000,6,47,28
7618040000000,7,1258,911
7618040000000,9,144,95
8100820000000,1,16,0
8100820000000,2,3,0
8100820000000,5,18,0
8100820000000,6,5,0
8100820000000,7,59,0
8100820000000,9,3,0
8618200000000,1,22,4
8618200000000,2,22,9
8618200000000,4,2,2
8618200000000,5,49,8
8618200000000,6,1,0
8618200000000,7,118,15
8618200000000,9,2,0
9100900000000,1,5,0
9100900000000,5,39,0
9100900000000,6,13,0
9100900000000,7,60,0
9100900000000,9,2,0
9618530000000,0,2,1
9618530000000,1,13,8
9618530000000,2,66,48
9618530000000,3,6,2
9618530000000,4,17,12
9618530000000,5,228,94
9618530000000,6,18,4
9618530000000,7,1185,622
9618530000000,9,71,35
9619030000000,0,4,1
9619030000000,1,2,0
9619030000000,2,4,1
9619030000000,4,13,5
9619030000000,5,96,16
9619030000000,6,6,0
9619030000000,7,134,51
9619030000000,9,1,0
9737830000000,2,1,0
9737830000000,5,9,4
9737830000000,6,1,0
9737830000000,7,73,22
9737830000000,9,1,0
10101100000000,1,2,0
10101100000000,2,3,0
10101100000000,5,98,2
10101100000000,6,12,1
10101100000000,7,27,5
10101100000000,9,5,0
10621200000000,1,17,10
10621200000000,2,386,272
10621200000000,3,8,3
10621200000000,4,54,36
10621200000000,5,905,362
10621200000000,6,92,45
10621200000000,7,1328,754
10621200000000,9,89,52
10621300000000,0,1,1
10621300000000,2,5,3
10621300000000,4,1,0
10621300000000,5,214,53
10621300000000,6,2,0
10621300000000,7,24,9
10621600000000,1,2,0
10621600000000,2,12,9
10621600000000,3,1,0
10621600000000,5,143,53
10621600000000,7,22,14
10621700000000,1,22,5
10621700000000,2,630,362
10621700000000,3,13,2
10621700000000,4,29,21
10621700000000,5,2823,1120
10621700000000,6,408,149
10621700000000,7,514,290
10621700000000,9,73,36
10622600000000,2,11,9
10622600000000,5,160,50
10622600000000,6,2,0
10622600000000,7,90,23
10622600000000,9,4,1
10622700000000,0,1,1
10622700000000,1,1,0
10622700000000,2,4,2
10622700000000,4,1,1
10622700000000,5,527,162
10622700000000,7,61,20
10622700000000,9,7,1
10622800000000,5,29,4
10622800000000,7,8,3
10623300000000,6,1,1
10623300000000,7,2,2
10623600000000,0,1,0
10623600000000,2,2,2
10623600000000,5,198,83
10623800000000,0,1,0
10623800000000,2,3,0
10623800000000,4,1,0
10623800000000,5,102,29
10623800000000,6,10,2
10623800000000,7,23,3
10623800000000,9,2,0
10624100000000,0,2,1
10624100000000,1,7,4
10624100000000,2,87,71
10624100000000,3,2,1
10624100000000,4,6,5
10624100000000,5,522,212
10624100000000,6,14,6
10624100000000,7,106,63
10624300000000,1,3,3
10624300000000,2,28,23
10624300000000,3,2,1
10624300000000,5,333,129
10624300000000,6,3,1
10624300000000,7,29,15
10624300000000,9,1,0
10625400000000,2,1,0
10625400000000,5,57,0
10625400000000,6,1,0
10625400000000,7,11,0
10625400000000,9,1,0
10625500000000,1,1,0
10625500000000,2,3,0
10625500000000,4,1,0
10625500000000,5,84,0
10625500000000,6,9,0
10625500000000,7,32,0
10625500000000,9,7,0
10738100000000,2,1,0
10738100000000,5,161,61
10738100000000,6,1,0
10738100000000,7,9,4
10739700000000,1,2,0
10739700000000,2,165,89
10739700000000,3,2,2
10739700000000,4,12,8
10739700000000,5,458,183
10739700000000,6,78,31
10739700000000,7,160,67
10739700000000,9,10,5
10740000000000,1,2,0
10740000000000,2,19,10
10740000000000,5,255,71
10740000000000,6,3,0
10740000000000,7,33,11
10751300000000,0,1,0
10751300000000,5,168,55
10752300000000,5,108,3
10752300000000,7,2,0
10752800000000,1,14,1
10752800000000,2,2,2
10752800000000,4,1,0
10752800000000,5,16,7
10752800000000,6,1,0
10752800000000,7,80,40
10754100000000,1,1,0
10754100000000,3,1,0
10754100000000,5,106,24
10754100000000,7,16,4
10756000000000,1,1,0
10756000000000,2,11,8
10756000000000,5,99,46
10756000000000,7,17,8
10767800000000,0,1,0
10767800000000,2,41,7
10767800000000,3,1,0
10767800000000,4,1,0
10767800000000,5,221,29
10767800000000,6,37,3
10767800000000,7,23,5
11101200000000,0,5,0
11101200000000,1,1,1
11101200000000,2,12,0
11101200000000,3,2,1
11101200000000,4,1,0
11101200000000,5,63,11
11101200000000,6,50,1
11101200000000,7,29,15
11101200000000,9,6,1
11626500000000,1,4,1
11626500000000,5,8,2
11626500000000,7,12,1
11626600000000,1,3,0
11626600000000,2,4,3
11626600000000,3,1,0
11626600000000,5,49,11
11626600000000,6,4,0
11626600000000,7,33,3
11754800000000,2,3,0
11754800000000,3,1,1
11754800000000,5,116,14
11754800000000,6,1,0
11754800000000,7,62,8
11754800000000,9,1,0
11765600000000,5,58,17
11765600000000,7,22,11
11765600000000,9,1,1
12101200000000,1,3,0
12101200000000,2,3,3
12101200000000,5,8,3
12101200000000,6,1,1
12101200000000,7,44,19
12101200000000,9,6,0
12626900000000,1,20,7
12626900000000,2,2,1
12626900000000,3,1,1
12626900000000,5,31,9
12626900000000,6,6,0
12626900000000,7,309,154
12626900000000,9,45,18
12628100000000,1,10,2
12628100000000,2,6,4
12628100000000,4,1,1
12628100000000,5,55,12
12628100000000,7,159,58
12628100000000,9,9,1
12629000000000,1,64,19
12629000000000,2,1,0
12629000000000,4,1,0
12629000000000,5,5,1
12629000000000,7,3,0
12629000000000,9,2,1
12629300000000,5,1,0
12629300000000,7,10,0
12629300000000,9,2,0
12630300000000,1,2,0
12630300000000,3,1,1
12630300000000,5,6,1
12630300000000,6,2,0
12630300000000,7,35,7
12630300000000,9,5,0
12630400000000,1,4,3
12630400000000,2,1,1
12630400000000,5,5,0
12630400000000,6,1,0
12630400000000,7,42,14
12753700000000,1,1,0
12753700000000,5,6,3
12753700000000,7,35,15
12753700000000,9,1,0
12753800000000,1,10,0
12753800000000,2,2,0
12753800000000,3,1,0
12753800000000,5,14,0
12753800000000,6,3,1
12753800000000,7,58,4
12753800000000,9,7,0
12755200000000,1,14,3
12755200000000,2,29,12
12755200000000,3,6,2
12755200000000,4,3,1
12755200000000,5,41,3
12755200000000,6,10,2
12755200000000,7,146,35
12755200000000,9,8,1
13101300000000,5,35,0
13101300000000,6,1,0
13101300000000,7,1,0
13630800000000,2,3,1
13630800000000,5,355,97
13630800000000,6,5,1
13630800000000,7,48,29
13630800000000,9,1,0
13631000000000,0,1,0
13631000000000,2,2,2
13631000000000,5,720,162
13631000000000,7,2,1
13631100000000,2,1,1
13631100000000,5,64,23
13631100000000,6,2,0
13631100000000,7,9,3
13631100000000,9,2,1
13631200000000,1,5,1
13631200000000,2,13,10
13631200000000,3,2,1
13631200000000,5,813,218
13631200000000,6,13,2
13631200000000,7,53,27
13631200000000,9,3,0
13631500000000,5,103,53
13631500000000,7,19,11
13631500000000,9,2,1
13631600000000,2,7,6
13631600000000,4,2,2
13631600000000,5,207,80
13631600000000,6,6,1
13631600000000,7,35,11
13631600000000,9,1,1
13632100000000,1,10,0
13632100000000,2,1,0
13632100000000,5,27,1
13632100000000,7,1,0
13632100000000,9,2,0
14101400000000,0,3,0
14101400000000,1,3,0
14101400000000,2,5,0
14101400000000,3,1,0
14101400000000,4,3,0
14101400000000,5,727,45
14101400000000,6,124,14
14101400000000,7,14,0
14101400000000,9,5,0
14632500000000,1,2,2
14632500000000,5,1,1
14632500000000,7,3,3
14632700000000,1,2,0
14632700000000,7,2,0
14632900000000,1,7,6
14632900000000,2,1,1
14632900000000,5,11,11
14632900000000,7,13,13
14632900000000,9,1,1
14633000000000,5,1,0
14633000000000,6,1,0
14633000000000,7,1,0
14766900000000,0,8,2
14766900000000,1,15,2
14766900000000,2,4,0
14766900000000,5,54,19
14766900000000,6,1,0
14766900000000,7,70,33
14766900000000,9,5,2
15101600000000,0,1,1
15101600000000,1,3,0
15101600000000,2,4,1
15101600000000,4,6,4
15101600000000,5,281,51
15101600000000,6,26,1
15101600000000,7,89,9
15101600000000,9,4,1
15634100000000,2,4,2
15634100000000,4,119,79
15634100000000,5,839,308
15634100000000,6,2,1
15634100000000,7,15,9
15635300000000,0,13,2
15635300000000,1,47,12
15635300000000,2,253,171
15635300000000,3,12,4
15635300000000,4,121,91
15635300000000,5,5214,1562
15635300000000,6,481,134
15635300000000,7,2003,836
15635300000000,9,128,46
15636300000000,1,1,0
15636300000000,2,4,0
15636300000000,5,38,1
15636300000000,6,5,0
15636300000000,7,64,5
15636300000000,9,14,0
15636800000000,2,2,1
15636800000000,3,1,1
15636800000000,4,3,1
15636800000000,5,49,9
15636800000000,6,29,5
15636800000000,7,41,12
15636800000000,9,11,2
15636900000000,2,3,1
15636900000000,4,11,7
15636900000000,5,29,9
15636900000000,6,10,7
15636900000000,7,55,22
15636900000000,9,15,6
15637800000000,0,1,0
15637800000000,1,3,0
15637800000000,2,2,0
15637800000000,4,3,1
15637800000000,5,115,2
15637800000000,6,24,0
15637800000000,7,51,2
15638200000000,1,7,1
15638200000000,2,1,0
15638200000000,3,5,1
15638200000000,5,96,21
15638200000000,6,4,1
15638200000000,7,103,33
15638200000000,9,6,1
15638300000000,1,2,0
15638300000000,2,3,3
15638300000000,4,2,1
15638300000000,5,71,13
15638300000000,6,2,0
15638300000000,7,193,57
15638300000000,9,4,0
15638600000000,0,1,0
15638600000000,5,349,115
15638600000000,6,10,0
15638600000000,7,15,5
15737400000000,1,4,0
15737400000000,2,4,0
15737400000000,3,3,0
15737400000000,4,6,5
15737400000000,5,100,19
15737400000000,6,14,1
15737400000000,7,200,65
15737400000000,9,6,2
15739100000000,2,1,1
15739100000000,4,1,1
15739100000000,5,182,83
15739100000000,7,4,1
15751700000000,0,1,0
15751700000000,1,1,0
15751700000000,2,2,0
15751700000000,5,15,4
15751700000000,7,46,13
15751700000000,9,2,1
16101700000000,5,5,0
16101700000000,6,3,0
16101700000000,7,2,0
16638800000000,0,1,0
16638800000000,1,1,0
16638800000000,2,1,0
16638800000000,4,1,0
16638800000000,5,45,0
16638800000000,6,3,0
16638800000000,7,43,1
16638800000000,9,1,0
16638900000000,0,1,0
16638900000000,2,1,0
16638900000000,3,1,0
16638900000000,4,2,2
16638900000000,5,121,47
16638900000000,6,4,0
16638900000000,7,16,7
16639300000000,1,5,2
16639300000000,2,15,8
16639300000000,3,3,1
16639300000000,4,18,15
16639300000000,5,481,151
16639300000000,6,42,17
16639300000000,7,238,110
16639300000000,9,5,1
16639600000000,5,4,0
16639600000000,7,1,0
16639800000000,1,11,3
16639800000000,2,9,6
16639800000000,3,1,1
16639800000000,4,36,19
16639800000000,5,287,102
16639800000000,6,29,10
16639800000000,7,150,75
16639800000000,9,4,2
16739300000000,2,1,0
16739300000000,5,124,3
16739300000000,7,3,1
17101700000000,5,1,0
17640100000000,2,3,1
17640100000000,3,1,0
17640100000000,4,1,1
17640100000000,5,49,7
17640100000000,6,1,1
17640100000000,7,61,11
17640100000000,9,6,1
17640200000000,1,7,0
17640200000000,2,2,2
17640200000000,5,51,17
17640200000000,6,6,2
17640200000000,7,71,12
17640200000000,9,9,2
17640300000000,1,5,0
17640300000000,2,1,1
17640300000000,4,1,1
17640300000000,5,27,8
17640300000000,6,1,0
17640300000000,7,71,23
17640300000000,9,5,2
17640600000000,1,2,0
17640600000000,3,1,1
17640600000000,4,1,1
17640600000000,5,31,16
17640600000000,7,82,37
17640600000000,9,4,1
17640700000000,1,4,0
17640700000000,2,1,0
17640700000000,4,1,0
17640700000000,5,15,3
17640700000000,6,1,0
17640700000000,7,31,7
17640700000000,9,3,0
18101800000000,7,3,2
18640900000000,5,2,0
18640900000000,7,17,2
18641400000000,1,14,1
18641400000000,2,2,0
18641400000000,3,4,1
18641400000000,4,3,0
18641400000000,5,37,7
18641400000000,6,1,0
18641400000000,7,142,31
18641400000000,9,1,0
18641600000000,1,2,0
18641600000000,5,7,0
18641600000000,6,1,1
18641600000000,7,55,5
18642000000000,1,4,0
18642000000000,5,8,0
18642000000000,7,36,1
18642000000000,9,4,0
18750400000000,2,1,0
18750400000000,5,6,0
18750400000000,6,2,0
18750400000000,7,23,0
19102000000000,0,1,1
19102000000000,1,11,2
19102000000000,2,29,24
19102000000000,4,19,17
19102000000000,5,622,154
19102000000000,6,176,16
19102000000000,7,109,77
19102000000000,9,23,16
19642100000000,1,3,0
19642100000000,2,423,316
19642100000000,3,9,5
19642100000000,4,211,131
19642100000000,5,665,212
19642100000000,6,139,61
19642100000000,7,103,25
19642100000000,9,20,10
19642500000000,0,24,1
19642500000000,1,20,4
19642500000000,2,92,55
19642500000000,3,6,2
19642500000000,4,98,54
19642500000000,5,2838,874
19642500000000,6,781,184
19642500000000,7,801,305
19642500000000,9,99,20
19642600000000,1,1,0
19642600000000,2,543,382
19642600000000,4,28,18
19642600000000,5,143,62
19642600000000,6,10,6
19642600000000,7,100,51
19642600000000,9,14,10
19642800000000,2,4,2
19642800000000,3,2,0
19642800000000,4,15,7
19642800000000,5,554,165
19642800000000,6,6,0
19642800000000,7,13,6
19642900000000,0,2,0
19642900000000,1,5,3
19642900000000,2,58,34
19642900000000,3,5,1
19642900000000,4,35,22
19642900000000,5,1483,383
19642900000000,6,123,11
19642900000000,7,128,39
19642900000000,9,22,7
19643000000000,1,2,1
19643000000000,2,45,32
19643000000000,3,10,3
19643000000000,4,61,41
19643000000000,5,882,237
19643000000000,6,143,25
19643000000000,7,119,32
19643000000000,9,34,11
19643100000000,2,64,37
19643100000000,3,3,1
19643100000000,4,1,0
19643100000000,5,23,17
19643100000000,6,19,11
19643100000000,7,281,168
19643100000000,9,8,3
19643300000000,0,15,9
19643300000000,1,2,2
19643300000000,2,51,38
19643300000000,3,2,1
19643300000000,4,27,20
19643300000000,5,390,209
19643300000000,6,28,12
19643300000000,7,239,135
19643300000000,9,37,21
19643400000000,0,14,5
19643400000000,1,5,0
19643400000000,2,70,44
19643400000000,3,4,1
19643400000000,4,55,31
19643400000000,5,572,129
19643400000000,6,38,14
19643400000000,7,638,252
19643400000000,9,24,8
19643500000000,0,11,11
19643500000000,1,2,2
19643500000000,2,36,24
19643500000000,3,10,5
19643500000000,4,17,10
19643500000000,5,1148,460
19643500000000,6,262,103
19643500000000,7,38,21
19643500000000,9,37,16
19643800000000,1,5,3
19643800000000,2,23,16
19643800000000,3,2,1
19643800000000,4,17,13
19643800000000,5,276,122
19643800000000,6,11,3
19643800000000,7,108,53
19643800000000,9,14,10
19643900000000,0,19,11
19643900000000,2,44,39
19643900000000,3,1,0
19643900000000,4,8,8
19643900000000,5,207,119
19643900000000,6,30,18
19643900000000,7,190,143
19643900000000,9,30,22
19644400000000,0,2,2
19644400000000,1,8,5
19644400000000,2,130,109
19644400000000,3,3,2
19644400000000,4,42,34
19644400000000,5,1020,536
19644400000000,6,141,66
19644400000000,7,211,144
19644400000000,9,9,6
19644500000000,1,5,1
19644500000000,2,34,26
19644500000000,3,8,4
19644500000000,4,13,12
19644500000000,5,1702,697
19644500000000,6,64,23
19644500000000,7,121,50
19644500000000,9,4,3
19644700000000,0,1,0
19644700000000,1,1,0
19644700000000,2,12,9
19644700000000,4,12,10
19644700000000,5,243,80
19644700000000,6,15,5
19644700000000,7,19,10
19644700000000,9,9,5
19645200000000,1,3,2
19645200000000,2,384,304
19645200000000,4,3,1
19645200000000,5,1525,518
19645200000000,6,3,0
19645200000000,7,27,8
19645200000000,9,22,14
19645300000000,1,1,1
19645300000000,2,6,3
19645300000000,4,3,3
19645300000000,5,624,264
19645300000000,6,3,3
19645300000000,7,8,4
19645300000000,9,1,1
19645400000000,1,1,1
19645400000000,2,25,25
19645400000000,3,3,3
19645400000000,4,7,7
19645400000000,5,84,80
19645400000000,6,17,17
19645400000000,7,179,173
19645400000000,9,31,29
19645700000000,1,3,1
19645700000000,2,220,173
19645700000000,3,3,2
19645700000000,4,153,82
19645700000000,5,431,120
19645700000000,6,27,8
19645700000000,7,1103,578
19645700000000,9,21,15
19645800000000,0,5,0
19645800000000,1,3,1
19645800000000,2,38,20
19645800000000,3,1,0
19645800000000,4,19,15
19645800000000,5,284,82
19645800000000,6,17,4
19645800000000,7,414,167
19645800000000,9,39,15
19645900000000,2,7,6
19645900000000,3,2,1
19645900000000,4,5,4
19645900000000,5,90,57
19645900000000,6,10,7
19645900000000,7,2,2
19645900000000,9,1,1
19646300000000,0,1,0
19646300000000,1,2,0
19646300000000,2,7,3
19646300000000,3,2,0
19646300000000,4,3,0
19646300000000,5,420,141
19646300000000,6,222,56
19646300000000,7,1,0
19646300000000,9,1,1
19646600000000,2,109,92
19646600000000,4,2,2
19646600000000,5,33,19
19646600000000,6,1,0
19646600000000,7,172,133
19646600000000,9,13,9
19646800000000,1,4,1
19646800000000,2,58,38
19646800000000,3,1,0
19646800000000,4,12,10
19646800000000,5,86,46
19646800000000,6,18,8
19646800000000,7,688,425
19646800000000,9,11,7
19646900000000,0,9,9
19646900000000,2,5,5
19646900000000,4,2,2
19646900000000,5,81,80
19646900000000,6,15,13
19646900000000,7,4,4
19647100000000,0,2,1
19647100000000,5,244,238
19647100000000,6,2,2
19647100000000,7,1,1
19647100000000,9,1,1
19647300000000,0,164,84
19647300000000,1,110,53
19647300000000,2,2003,1474
19647300000000,3,249,107
19647300000000,4,1469,1020
19647300000000,5,30541,15851
19647300000000,6,4157,1864
19647300000000,7,4315,2586
19647300000000,9,245,151
19647700000000,2,1,0
19647700000000,3,2,2
19647700000000,4,1,1
19647700000000,5,839,365
19647700000000,6,51,14
19647700000000,7,4,1
19647900000000,1,2,0
19647900000000,2,8,6
19647900000000,4,10,6
19647900000000,5,240,115
19647900000000,6,48,25
19647900000000,7,102,65
19647900000000,9,7,4
19648100000000,1,1,0
19648100000000,2,60,46
19648100000000,3,4,3
19648100000000,4,8,4
19648100000000,5,1961,642
19648100000000,6,8,1
19648100000000,7,35,15
19648100000000,9,6,3
19648400000000,0,3,0
19648400000000,1,2,1
19648400000000,2,37,24
19648400000000,3,9,2
19648400000000,4,51,31
19648400000000,5,1073,415
19648400000000,6,43,14
19648400000000,7,137,54
19648400000000,9,10,3
19648600000000,1,2,0
19648600000000,2,3,2
19648600000000,4,1,1
19648600000000,5,201,62
19648600000000,6,39,13
19648600000000,7,32,9
19648600000000,9,3,0
19648700000000,0,1,0
19648700000000,1,2,0
19648700000000,2,273,255
19648700000000,3,15,6
19648700000000,4,38,26
19648700000000,5,1076,438
19648700000000,6,139,56
19648700000000,7,641,508
19648700000000,9,33,29
19648800000000,0,7,2
19648800000000,1,5,2
19648800000000,2,39,29
19648800000000,3,2,1
19648800000000,4,34,19
19648800000000,5,746,248
19648800000000,6,180,59
19648800000000,7,169,99
19648800000000,9,24,9
19649100000000,0,3,1
19649100000000,1,1,0
19649100000000,2,86,56
19649100000000,3,2,0
19649100000000,4,23,14
19649100000000,5,1309,504
19649100000000,6,95,34
19649100000000,7,69,45
19649100000000,9,20,7
19649600000000,0,1,1
19649600000000,2,185,163
19649600000000,4,1,1
19649600000000,5,27,15
19649600000000,6,4,3
19649600000000,7,96,80
19649600000000,9,5,4
19649800000000,0,7,6
19649800000000,1,3,1
19649800000000,2,56,50
19649800000000,3,2,2
19649800000000,4,11,8
19649800000000,5,287,158
19649800000000,6,83,44
19649800000000,7,432,327
19649800000000,9,44,29
19650300000000,0,1,1
19650300000000,1,2,2
19650300000000,2,111,92
19650300000000,3,1,1
19650300000000,4,12,12
19650300000000,5,88,48
19650300000000,6,8,4
19650300000000,7,104,81
19650300000000,9,6,4
19650500000000,2,331,229
19650500000000,3,2,1
19650500000000,4,13,12
19650500000000,5,96,34
19650500000000,7,63,32
19650500000000,9,9,5
19650600000000,0,19,9
19650600000000,1,10,2
19650600000000,2,586,444
