,CDS_CODE,Year,ETHNIC,GR_12,ENR_TOTAL,GRADS,UC_GRADS,District_Code,Amount,GR_RATE,Function_Accounts Receivable                                                                                                                                                                                                                                       ,Function_Approved Textbooks and Core Curricula Materials                                                                                                                                                                                                           ,Function_Books and Other Reference Materials                                                                                                                                                                                                                       ,Function_Classified Instructional Salaries                                                                                                                                                                                                                         ,Function_Classified Support Salaries                                                                                                                                                                                                                               ,Function_Communications                                                                                                                                                                                                                                            ,Function_Insurance                                                                                                                                                                                                                                                 ,Function_Maintenance and Operations (Public Law 81-874)                                                                                                                                                                                                            ,Function_Subagreements for Services                                                                                                                                                                                                                                ,Function_Transfers of Indirect Costs                                                                                                                                                                                                                               ,Function_Transfers of Indirect Costs - Interfund                                                                                                                                                                                                                   ,Function_Tuition for Instruction Under Interdistrict Attendance Agreements                                                                                                                                                                                         
409,19649,1213,37,1040,11366,955,645,519840,651.6,50%-75%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
410,19649,1213,37,1040,11366,955,645,519840,10621094.72,50%-75%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
411,19649,1213,37,1040,11366,955,645,519840,42874285.68,50%-75%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
412,19649,1213,37,1040,11366,955,645,519840,10382710.079999996,50%-75%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
413,19649,1213,37,1040,11366,955,645,519840,2074360.32,50%-75%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
414,19649,1314,37,960,11324,880,637,519840,2843147.6000000006,50%-75%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,19649,1314,37,960,11324,880,637,519840,3749960.240000001,50%-75%,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,19649,1314,37,960,11324,880,637,519840,33397016.80000001,50%-75%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,19649,1314,37,960,11324,880,637,519840,12811450.639999999,50%-75%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
418,19649,1314,37,960,11324,880,637,519840,45702447.59999997,50%-75%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
419,19649,1314,37,960,11324,880,637,519840,10503625.360000001,50%-75%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
420,19649,1314,37,960,11324,880,637,519840,763073.12,50%-75%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
421,19649,1415,36,930,11242,865,685,454860,2081801.54,50%-75%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,19649,1415,36,930,11242,865,685,454860,3423396.4800000004,50%-75%,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,19649,1415,36,930,11242,865,685,454860,32977868.55999998,50%-75%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,19649,1415,36,930,11242,865,685,454860,12652024.000000004,50%-75%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
425,19649,1415,36,930,11242,865,685,454860,43769622.47000001,50%-75%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
426,19649,1415,36,930,11242,865,685,454860,9224710.95,50%-75%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
427,19649,1415,36,930,11242,865,685,454860,1402610.5099999998,50%-75%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
428,19649,1516,37,1019,11249,925,625,584820,2193023.25,50%-75%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,19649,1516,37,1019,11249,925,625,584820,4450610.790000001,50%-75%,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,19649,1516,37,1019,11249,925,625,584820,48503555.370000005,50%-75%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,19649,1516,37,1019,11249,925,625,584820,17892805.140000004,50%-75%,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
432,19649,1516,37,1019,11249,925,625,584820,59615279.28000001,50%-75%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
433,19649,1516,37,1019,11249,925,625,584820,12623076.989999998,50%-75%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
434,19649,1516,37,1019,11249,925,625,584820,1154190.33,50%-75%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
435,19650,1213,37,2242,24324,2160,1128,585540,69457418.37,50%-75%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,19650,1213,37,2242,24324,2160,1128,585540,58800531.420000024,50%-75%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,19650,1314,37,2176,24213,2067,1098,585540,66297270.51,50%-75%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,19650,1314,37,2176,24213,2067,1098,585540,68245453.35000004,50%-75%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,19650,1415,37,2192,23947,2129,1135,585540,69155600.4,50%-75%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,19650,1415,37,2192,23947,2129,1135,585540,104682886.01999998,50%-75%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,19650,1516,37,2191,23885,2119,1174,585540,29940596.37,50%-75%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,19650,1516,37,2191,23885,2119,1174,585540,133808353.11000007,50%-75%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,19650,1516,37,2191,23885,2119,1174,585540,1473344.1,50%-75%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
444,19734,1213,37,1584,14659,1578,415,587680,22746302.72,25%-50%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,19734,1213,37,1584,14659,1578,415,587680,3487534.9600000004,25%-50%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,19734,1213,37,1584,14659,1578,415,587680,378084.6400000001,25%-50%,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,19734,1213,37,1584,14659,1578,415,587680,12429906.639999999,25%-50%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,19734,1213,37,1584,14659,1578,415,587680,2341939.0399999996,25%-50%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
449,19734,1213,37,1584,14659,1578,415,587680,44512829.84000001,25%-50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
450,19734,1213,37,1584,14659,1578,415,587680,732489.6799999999,25%-50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
451,19734,1213,37,1584,14659,1578,415,587680,3190943.1999999997,25%-50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
452,19734,1314,37,1500,14573,1495,981,587680,22418616.400000002,50%-75%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,19734,1314,37,1500,14573,1495,981,587680,7215264.72,50%-75%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,19734,1314,37,1500,14573,1495,981,587680,388432.39999999997,50%-75%,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,19734,1314,37,1500,14573,1495,981,587680,13592874.640000014,50%-75%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,19734,1314,37,1500,14573,1495,981,587680,1772396.4800000002,50%-75%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
457,19734,1314,37,1500,14573,1495,981,587680,49659764.55999999,50%-75%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
458,19734,1314,37,1500,14573,1495,981,587680,726945.5200000003,50%-75%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
459,19734,1314,37,1500,14573,1495,981,587680,4800624.72,50%-75%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
460,19734,1415,37,1484,14528,1478,944,587680,27410278.88,50%-75%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,19734,1415,37,1484,14528,1478,944,587680,6951598.4,50%-75%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,19734,1415,37,1484,14528,1478,944,587680,602931.84,50%-75%,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,19734,1415,37,1484,14528,1478,944,587680,17887973.599999998,50%-75%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,19734,1415,37,1484,14528,1478,944,587680,1857678.5600000003,50%-75%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
465,19734,1415,37,1484,14528,1478,944,587680,47153769.11999999,50%-75%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
466,19734,1415,37,1484,14528,1478,944,587680,978356.7199999999,50%-75%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
467,19734,1415,37,1484,14528,1478,944,587680,5293935.28,50%-75%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
468,19734,1516,37,1419,14466,1405,943,587680,32455273.039999995,50%-75%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,19734,1516,37,1419,14466,1405,943,587680,8533165.04,50%-75%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,19734,1516,37,1419,14466,1405,943,587680,605221.68,50%-75%,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,19734,1516,37,1419,14466,1405,943,587680,18349833.839999992,50%-75%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,19734,1516,37,1419,14466,1405,943,587680,2029624.4800000002,50%-75%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
473,19734,1516,37,1419,14466,1405,943,587680,49912497.36000001,50%-75%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
474,19734,1516,37,1419,14466,1405,943,587680,1043661.2000000001,50%-75%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
475,19734,1516,37,1419,14466,1405,943,587680,7271128.32,50%-75%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
476,20755,1213,37,176,1952,158,95,604640,1063543.84,50%-75%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,20755,1314,30,153,1951,145,59,453480,379530.0,25%-50%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,20755,1314,30,153,1951,145,59,453480,602858.52,25%-50%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,20755,1415,25,151,1894,138,46,453480,491058.0,25%-50%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,20755,1415,25,151,1894,138,46,453480,619797.5399999999,25%-50%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,20755,1516,25,155,1845,142,51,453480,459366.0,25%-50%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,20755,1516,25,155,1845,142,51,453480,592876.2,25%-50%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,21002,1314,1,1,6,1,0,10025,545318.27,<25%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,21002,1314,1,1,6,1,0,10025,1454.76,<25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
487,21002,1415,1,4,6,2,0,10025,502348.92,<25%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,21002,1415,1,4,6,2,0,10025,1481.59,<25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
489,21002,1516,1,3,5,6,0,10025,482913.13,<25%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,21002,1516,1,3,5,6,0,10025,1577.2,<25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
491,23655,1213,12,47,551,42,20,131080,9349.66,25%-50%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,23655,1213,12,47,551,42,20,131080,94448.32,25%-50%,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,23655,1213,12,47,551,42,20,131080,99476.18,25%-50%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,23655,1213,12,47,551,42,20,131080,688353.78,25%-50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
495,23655,1213,12,47,551,42,20,131080,50773.6,25%-50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
496,23655,1314,12,39,542,34,13,131080,154058.0,25%-50%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,23655,1314,12,39,542,34,13,131080,16481.72,25%-50%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,23655,1314,12,39,542,34,13,131080,106167.84,25%-50%,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,23655,1314,12,39,542,34,13,131080,568716.1400000002,25%-50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
500,23655,1314,12,39,542,34,13,131080,10276.52,25%-50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
501,23655,1415,13,52,533,50,17,196620,177960.0,25%-50%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,23655,1415,13,52,533,50,17,196620,36861.54,25%-50%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,23655,1415,13,52,533,50,17,196620,55960.229999999996,25%-50%,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,23655,1415,13,52,533,50,17,196620,9685.44,25%-50%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,23655,1415,13,52,533,50,17,196620,799031.61,25%-50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
506,23655,1415,13,52,533,50,17,196620,35460.75,25%-50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
507,23655,1516,12,42,510,41,27,131080,21098.0,50%-75%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,23655,1516,12,42,510,41,27,131080,24708.72,50%-75%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,23655,1516,12,42,510,41,27,131080,68534.04000000002,50%-75%,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,23655,1516,12,42,510,41,27,131080,674477.2800000003,50%-75%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
511,23655,1516,12,42,510,41,27,131080,65653.08,50%-75%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
512,24657,1213,18,125,495,113,25,197190,213293.84999999998,<25%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,24657,1213,18,125,495,113,25,197190,14989.199999999999,<25%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,24657,1213,18,125,495,113,25,197190,274120.26,<25%,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,24657,1213,18,125,495,113,25,197190,4403.9400000000005,<25%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,24657,1213,18,125,495,113,25,197190,5277.0,<25%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
517,24657,1213,18,125,495,113,25,197190,1420442.8800000001,<25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
518,24657,1213,18,125,495,113,25,197190,178941.33000000002,<25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
519,24657,1314,19,135,509,125,26,328650,835212.3,<25%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,24657,1314,19,135,509,125,26,328650,28394.35,<25%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,24657,1314,19,135,509,125,26,328650,490043.30000000005,<25%,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,24657,1314,19,135,509,125,26,328650,18187.95,<25%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,24657,1314,19,135,509,125,26,328650,7000.0,<25%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
524,24657,1314,19,135,509,125,26,328650,1819756.9500000004,<25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
525,24657,1314,19,135,509,125,26,328650,276365.75,<25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
526,24657,1415,25,126,502,99,45,328650,757609.05,25%-50%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,24657,1415,25,126,502,99,45,328650,15565.3,25%-50%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,24657,1415,25,126,502,99,45,328650,430628.25,25%-50%,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,24657,1415,25,126,502,99,45,328650,22008.35,25%-50%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,24657,1415,25,126,502,99,45,328650,2500.0,25%-50%,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
531,24657,1415,25,126,502,99,45,328650,2125626.4499999997,25%-50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
532,24657,1415,25,126,502,99,45,328650,339197.74999999994,25%-50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
533,24657,1516,27,127,499,135,41,328650,811651.7999999999,25%-50%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,24657,1516,27,127,499,135,41,328650,6446.950000000001,25%-50%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,24657,1516,27,127,499,135,41,328650,458023.1,25%-50%,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,24657,1516,27,127,499,135,41,328650,7485.25,25%-50%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,24657,1516,27,127,499,135,41,328650,2044592.9500000002,25%-50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
538,24657,1516,27,127,499,135,41,328650,280536.05000000005,25%-50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
541,26133,1314,1,1,1,1,0,61333,52346.50000000002,<25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
542,27751,1213,12,4,70,2,2,150300,22990.28,25%-50%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,27751,1213,12,4,70,2,2,150300,40934.48,25%-50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
544,27751,1213,12,4,70,2,2,150300,3125.92,25%-50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
545,27751,1314,12,2,70,2,0,150300,124593.26,<25%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546,27751,1314,12,2,70,2,0,150300,123505.4,<25%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547,27751,1314,12,2,70,2,0,150300,37116.8,<25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
548,27751,1314,12,2,70,2,0,150300,4440.34,<25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
549,27751,1415,12,1,82,3,0,150300,124026.8,<25%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,27751,1415,12,1,82,3,0,150300,3982.72,<25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
551,27751,1415,12,1,82,3,0,150300,3036.0,<25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
552,27751,1516,21,7,90,7,0,225450,185979.0,<25%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,27751,1516,21,7,90,7,0,225450,11962.8,<25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
554,27754,1213,27,347,4686,272,64,452640,9703923.42,<25%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,27754,1213,27,347,4686,272,64,452640,195198.6,<25%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,27754,1213,27,347,4686,272,64,452640,649071.1799999999,<25%,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,27754,1213,27,347,4686,272,64,452640,5740244.759999995,<25%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,27754,1213,27,347,4686,272,64,452640,11087557.44,<25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
559,27754,1314,28,369,4788,300,66,603520,15858222.799999999,<25%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,27754,1314,28,369,4788,300,66,603520,466434.16000000003,<25%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,27754,1314,28,369,4788,300,66,603520,790450.16,<25%,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,27754,1314,28,369,4788,300,66,603520,11952756.879999997,<25%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,27754,1314,28,369,4788,300,66,603520,18015175.599999998,<25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
564,27754,1415,25,365,4846,303,78,377200,11861405.600000001,<25%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,27754,1415,25,365,4846,303,78,377200,370137.05000000016,<25%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,27754,1415,25,365,4846,303,78,377200,1099699.2,<25%,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,27754,1415,25,365,4846,303,78,377200,9242934.250000002,<25%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,27754,1415,25,365,4846,303,78,377200,11780894.6,<25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
569,27754,1516,33,313,4845,308,96,452640,11415961.5,25%-50%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,27754,1516,33,313,4845,308,96,452640,346174.01999999996,25%-50%,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,27754,1516,33,313,4845,308,96,452640,2000859.6000000003,25%-50%,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,27754,1516,33,313,4845,308,96,452640,8968589.099999996,25%-50%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,27754,1516,33,313,4845,308,96,452640,19787208.06,25%-50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
574,28102,1213,16,34,127,43,0,30840,15493033.350000001,<25%,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,28102,1213,16,34,127,43,0,30840,14290250.969999995,<25%,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,28102,1213,16,34,127,43,0,30840,979832.52,<25%,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
