CDS_CODE,ETHNIC,DISTRICT,GENDER,GR_12,ENR_TOTAL
1611200000000,6,Alameda Unified,M,0,216
1611200000000,7,Alameda Unified,F,0,863
1611200000000,7,Alameda Unified,M,0,882
1611200000000,9,Alameda Unified,F,0,168
1611200000000,9,Alameda Unified,M,0,178
1611270000000,1,Albany City Unified,F,0,1
1611270000000,1,Albany City Unified,M,2,3
1611270000000,2,Albany City Unified,F,63,189
1611270000000,2,Albany City Unified,M,45,199
1611270000000,3,Albany City Unified,M,1,3
1611270000000,4,Albany City Unified,F,1,5
1611270000000,4,Albany City Unified,M,2,10
1611270000000,5,Albany City Unified,F,20,102
1611270000000,5,Albany City Unified,M,27,116
1611270000000,6,Albany City Unified,F,11,37
1611270000000,6,Albany City Unified,M,11,41
1611270000000,7,Albany City Unified,F,45,193
1611270000000,7,Albany City Unified,M,51,196
1611270000000,9,Albany City Unified,F,16,59
1611270000000,9,Albany City Unified,M,13,57
1611280000000,1,Albany City Unified,F,0,3
1611280000000,1,Albany City Unified,M,0,3
1611280000000,2,Albany City Unified,F,0,386
1611280000000,2,Albany City Unified,M,0,386
1611280000000,3,Albany City Unified,F,0,2
1611280000000,3,Albany City Unified,M,0,5
1611280000000,4,Albany City Unified,F,0,9
1611280000000,4,Albany City Unified,M,0,16
1611280000000,5,Albany City Unified,F,0,197
1611280000000,5,Albany City Unified,M,0,222
1611280000000,6,Albany City Unified,F,0,46
1611280000000,6,Albany City Unified,M,0,37
1611280000000,7,Albany City Unified,F,0,470
1611280000000,7,Albany City Unified,M,0,513
1611280000000,9,Albany City Unified,F,0,138
1611280000000,9,Albany City Unified,M,0,160
1611430000000,0,Berkeley Unified,F,7,29
1611430000000,0,Berkeley Unified,M,6,33
1611430000000,1,Berkeley Unified,F,0,2
1611430000000,1,Berkeley Unified,M,1,9
1611430000000,2,Berkeley Unified,F,39,144
1611430000000,2,Berkeley Unified,M,48,150
1611430000000,3,Berkeley Unified,F,1,2
1611430000000,3,Berkeley Unified,M,0,6
1611430000000,4,Berkeley Unified,F,2,13
1611430000000,4,Berkeley Unified,M,4,11
1611430000000,5,Berkeley Unified,F,82,453
1611430000000,5,Berkeley Unified,M,96,495
1611430000000,6,Berkeley Unified,F,115,429
1611430000000,6,Berkeley Unified,M,112,416
1611430000000,7,Berkeley Unified,F,142,608
1611430000000,7,Berkeley Unified,M,154,604
1611430000000,9,Berkeley Unified,F,35,150
1611430000000,9,Berkeley Unified,M,37,170
1611440000000,0,Berkeley Unified,F,0,28
1611440000000,0,Berkeley Unified,M,0,36
1611440000000,1,Berkeley Unified,F,0,8
1611440000000,1,Berkeley Unified,M,0,7
1611440000000,2,Berkeley Unified,F,0,236
1611440000000,2,Berkeley Unified,M,0,209
1611440000000,3,Berkeley Unified,F,0,10
1611440000000,3,Berkeley Unified,M,0,4
1611440000000,4,Berkeley Unified,F,0,19
1611440000000,4,Berkeley Unified,M,0,10
1611440000000,5,Berkeley Unified,F,0,643
1611440000000,5,Berkeley Unified,M,0,746
1611440000000,6,Berkeley Unified,F,0,589
1611440000000,6,Berkeley Unified,M,0,558
1611440000000,7,Berkeley Unified,F,0,1017
1611440000000,7,Berkeley Unified,M,0,1174
1611440000000,9,Berkeley Unified,F,0,378
1611440000000,9,Berkeley Unified,M,0,383
1611500000000,0,Castro Valley Unified,F,3,11
1611500000000,0,Castro Valley Unified,M,4,12
1611500000000,1,Castro Valley Unified,F,2,5
1611500000000,1,Castro Valley Unified,M,0,4
1611500000000,2,Castro Valley Unified,F,87,364
1611500000000,2,Castro Valley Unified,M,84,363
1611500000000,3,Castro Valley Unified,F,2,8
1611500000000,3,Castro Valley Unified,M,2,10
1611500000000,4,Castro Valley Unified,F,14,39
1611500000000,4,Castro Valley Unified,M,13,49
1611500000000,5,Castro Valley Unified,F,98,376
1611500000000,5,Castro Valley Unified,M,88,360
1611500000000,6,Castro Valley Unified,F,27,129
1611500000000,6,Castro Valley Unified,M,27,112
1611500000000,7,Castro Valley Unified,F,114,484
1611500000000,7,Castro Valley Unified,M,141,517
1611500000000,9,Castro Valley Unified,F,39,160
1611500000000,9,Castro Valley Unified,M,39,145
1611510000000,0,Castro Valley Unified,F,0,22
1611510000000,0,Castro Valley Unified,M,0,25
1611510000000,1,Castro Valley Unified,F,0,13
1611510000000,1,Castro Valley Unified,M,0,11
1611510000000,2,Castro Valley Unified,F,0,709
1611510000000,2,Castro Valley Unified,M,0,687
1611510000000,3,Castro Valley Unified,F,0,16
1611510000000,3,Castro Valley Unified,M,0,16
1611510000000,4,Castro Valley Unified,F,0,102
1611510000000,4,Castro Valley Unified,M,0,107
1611510000000,5,Castro Valley Unified,F,0,709
1611510000000,5,Castro Valley Unified,M,0,729
1611510000000,6,Castro Valley Unified,F,0,187
1611510000000,6,Castro Valley Unified,M,0,171
1611510000000,7,Castro Valley Unified,F,0,962
1611510000000,7,Castro Valley Unified,M,0,1002
1611510000000,9,Castro Valley Unified,F,0,289
1611510000000,9,Castro Valley Unified,M,0,305
1611680000000,2,Emery Unified,F,4,15
1611680000000,2,Emery Unified,M,3,8
1611680000000,3,Emery Unified,M,0,1
1611680000000,5,Emery Unified,F,4,24
1611680000000,5,Emery Unified,M,6,25
1611680000000,6,Emery Unified,F,16,76
1611680000000,6,Emery Unified,M,13,63
1611680000000,7,Emery Unified,F,1,5
1611680000000,7,Emery Unified,M,0,7
1611680000000,9,Emery Unified,M,1,1
1611690000000,0,Emery Unified,M,0,1
1611690000000,1,Emery Unified,M,0,1
1611690000000,2,Emery Unified,F,0,27
1611690000000,2,Emery Unified,M,0,36
1611690000000,3,Emery Unified,F,0,2
1611690000000,4,Emery Unified,F,0,1
1611690000000,4,Emery Unified,M,0,5
1611690000000,5,Emery Unified,F,0,69
1611690000000,5,Emery Unified,M,0,58
1611690000000,6,Emery Unified,F,0,168
1611690000000,6,Emery Unified,M,0,110
1611690000000,7,Emery Unified,F,0,23
1611690000000,7,Emery Unified,M,0,24
1611690000000,9,Emery Unified,M,0,1
1611760000000,0,Fremont Unified,F,0,2
1611760000000,0,Fremont Unified,M,1,3
1611760000000,1,Fremont Unified,F,8,22
1611760000000,1,Fremont Unified,M,5,28
1611760000000,2,Fremont Unified,F,618,2484
1611760000000,2,Fremont Unified,M,625,2637
1611760000000,3,Fremont Unified,F,11,37
1611760000000,3,Fremont Unified,M,9,38
1611760000000,4,Fremont Unified,F,56,286
1611760000000,4,Fremont Unified,M,89,360
1611760000000,5,Fremont Unified,F,177,767
1611760000000,5,Fremont Unified,M,199,842
1611760000000,6,Fremont Unified,F,40,218
1611760000000,6,Fremont Unified,M,56,239
1611760000000,7,Fremont Unified,F,248,969
1611760000000,7,Fremont Unified,M,278,1121
1611760000000,9,Fremont Unified,F,23,89
1611760000000,9,Fremont Unified,M,26,107
1611770000000,0,Fremont Unified,F,0,47
1611770000000,0,Fremont Unified,M,0,64
1611770000000,1,Fremont Unified,F,0,34
1611770000000,1,Fremont Unified,M,0,52
1611770000000,2,Fremont Unified,F,0,6229
1611770000000,2,Fremont Unified,M,0,6506
1611770000000,3,Fremont Unified,F,0,76
1611770000000,3,Fremont Unified,M,0,84
1611770000000,4,Fremont Unified,F,0,613
1611770000000,4,Fremont Unified,M,0,703
1611770000000,5,Fremont Unified,F,0,1810
1611770000000,5,Fremont Unified,M,0,1901
1611770000000,6,Fremont Unified,F,0,404
1611770000000,6,Fremont Unified,M,0,367
1611770000000,7,Fremont Unified,F,0,1623
1611770000000,7,Fremont Unified,M,0,1743
1611770000000,9,Fremont Unified,F,0,421
1611770000000,9,Fremont Unified,M,0,480
1611920000000,0,Hayward Unified,F,1,16
1611920000000,0,Hayward Unified,M,0,13
1611920000000,1,Hayward Unified,F,7,22
1611920000000,1,Hayward Unified,M,4,19
1611920000000,2,Hayward Unified,F,51,267
1611920000000,2,Hayward Unified,M,72,356
1611920000000,3,Hayward Unified,F,45,150
1611920000000,3,Hayward Unified,M,40,138
1611920000000,4,Hayward Unified,F,59,283
1611920000000,4,Hayward Unified,M,62,304
1611920000000,5,Hayward Unified,F,376,1836
1611920000000,5,Hayward Unified,M,391,1769
1611920000000,6,Hayward Unified,F,123,496
1611920000000,6,Hayward Unified,M,121,546
1611920000000,7,Hayward Unified,F,66,277
1611920000000,7,Hayward Unified,M,69,308
1611920000000,9,Hayward Unified,F,13,77
1611920000000,9,Hayward Unified,M,15,88
1611930000000,0,Hayward Unified,F,0,27
1611930000000,0,Hayward Unified,M,0,25
1611930000000,1,Hayward Unified,F,0,30
1611930000000,1,Hayward Unified,M,0,28
1611930000000,2,Hayward Unified,F,0,519
1611930000000,2,Hayward Unified,M,0,533
1611930000000,3,Hayward Unified,F,0,253
1611930000000,3,Hayward Unified,M,0,260
1611930000000,4,Hayward Unified,F,0,392
1611930000000,4,Hayward Unified,M,0,505
1611930000000,5,Hayward Unified,F,0,4655
1611930000000,5,Hayward Unified,M,0,4889
1611930000000,6,Hayward Unified,F,0,839
1611930000000,6,Hayward Unified,M,0,879
1611930000000,7,Hayward Unified,F,0,398
1611930000000,7,Hayward Unified,M,0,452
1611930000000,9,Hayward Unified,F,0,150
1611930000000,9,Hayward Unified,M,0,140
1612000000000,0,Livermore Valley Joint Unified,F,0,3
1612000000000,0,Livermore Valley Joint Unified,M,1,3
1612000000000,1,Livermore Valley Joint Unified,F,3,10
1612000000000,1,Livermore Valley Joint Unified,M,4,11
1612000000000,2,Livermore Valley Joint Unified,F,33,115
1612000000000,2,Livermore Valley Joint Unified,M,25,100
1612000000000,3,Livermore Valley Joint Unified,F,2,6
1612000000000,3,Livermore Valley Joint Unified,M,2,7
1612000000000,4,Livermore Valley Joint Unified,F,12,55
1612000000000,4,Livermore Valley Joint Unified,M,16,65
1612000000000,5,Livermore Valley Joint Unified,F,119,519
1612000000000,5,Livermore Valley Joint Unified,M,138,533
1612000000000,6,Livermore Valley Joint Unified,F,7,35
1612000000000,6,Livermore Valley Joint Unified,M,6,36
1612000000000,7,Livermore Valley Joint Unified,F,347,1206
1612000000000,7,Livermore Valley Joint Unified,M,335,1184
1612000000000,9,Livermore Valley Joint Unified,F,32,138
1612000000000,9,Livermore Valley Joint Unified,M,33,145
1612010000000,0,Livermore Valley Joint Unified,F,0,14
1612010000000,0,Livermore Valley Joint Unified,M,0,7
1612010000000,1,Livermore Valley Joint Unified,F,0,11
1612010000000,1,Livermore Valley Joint Unified,M,0,17
1612010000000,2,Livermore Valley Joint Unified,F,0,234
1612010000000,2,Livermore Valley Joint Unified,M,0,225
1612010000000,3,Livermore Valley Joint Unified,F,0,17
1612010000000,3,Livermore Valley Joint Unified,M,0,16
1612010000000,4,Livermore Valley Joint Unified,F,0,117
1612010000000,4,Livermore Valley Joint Unified,M,0,120
1612010000000,5,Livermore Valley Joint Unified,F,0,1310
1612010000000,5,Livermore Valley Joint Unified,M,0,1402
1612010000000,6,Livermore Valley Joint Unified,F,0,92
1612010000000,6,Livermore Valley Joint Unified,M,0,73
1612010000000,7,Livermore Valley Joint Unified,F,0,2029
1612010000000,7,Livermore Valley Joint Unified,M,0,2177
1612010000000,9,Livermore Valley Joint Unified,F,0,303
1612010000000,9,Livermore Valley Joint Unified,M,0,294
1612190000000,1,Mountain House Elementary,M,0,1
1612190000000,5,Mountain House Elementary,F,0,9
1612190000000,5,Mountain House Elementary,M,0,6
1612190000000,7,Mountain House Elementary,F,0,8
1612190000000,7,Mountain House Elementary,M,0,7
1612340000000,0,Newark Unified,F,0,1
1612340000000,0,Newark Unified,M,1,3
1612340000000,1,Newark Unified,F,1,1
1612340000000,1,Newark Unified,M,1,5
1612340000000,2,Newark Unified,F,27,114
1612340000000,2,Newark Unified,M,29,127
1612340000000,3,Newark Unified,F,6,22
1612340000000,3,Newark Unified,M,5,25
1612340000000,4,Newark Unified,F,20,105
1612340000000,4,Newark Unified,M,26,106
1612340000000,5,Newark Unified,F,129,504
1612340000000,5,Newark Unified,M,123,480
1612340000000,6,Newark Unified,F,11,68
1612340000000,6,Newark Unified,M,21,89
1612340000000,7,Newark Unified,F,45,169
1612340000000,7,Newark Unified,M,64,227
1612340000000,9,Newark Unified,F,16,32
1612340000000,9,Newark Unified,M,18,37
1612350000000,0,Newark Unified,F,0,1
1612350000000,0,Newark Unified,M,0,5
1612350000000,1,Newark Unified,F,0,7
1612350000000,1,Newark Unified,M,0,6
1612350000000,2,Newark Unified,F,0,263
1612350000000,2,Newark Unified,M,0,272
1612350000000,3,Newark Unified,F,0,44
1612350000000,3,Newark Unified,M,0,52
1612350000000,4,Newark Unified,F,0,185
1612350000000,4,Newark Unified,M,0,186
1612350000000,5,Newark Unified,F,0,1088
1612350000000,5,Newark Unified,M,0,1225
1612350000000,6,Newark Unified,F,0,118
1612350000000,6,Newark Unified,M,0,140
1612350000000,7,Newark Unified,F,0,298
1612350000000,7,Newark Unified,M,0,341
1612350000000,9,Newark Unified,F,0,64
1612350000000,9,Newark Unified,M,0,74
1612420000000,0,New Haven Unified,M,0,1
1612420000000,1,New Haven Unified,F,2,5
1612420000000,2,New Haven Unified,F,119,429
1612420000000,2,New Haven Unified,M,139,475
1612420000000,3,New Haven Unified,F,15,71
1612420000000,3,New Haven Unified,M,25,98
1612420000000,4,New Haven Unified,F,101,437
1612420000000,4,New Haven Unified,M,133,475
1612420000000,5,New Haven Unified,F,198,682
1612420000000,5,New Haven Unified,M,246,794
1612420000000,6,New Haven Unified,F,64,234
1612420000000,6,New Haven Unified,M,63,175
1612420000000,7,New Haven Unified,F,59,173
1612420000000,7,New Haven Unified,M,59,182
1612420000000,9,New Haven Unified,F,8,65
1612420000000,9,New Haven Unified,M,13,64
1612430000000,0,New Haven Unified,F,0,2
1612430000000,0,New Haven Unified,M,0,4
1612430000000,1,New Haven Unified,F,0,8
1612430000000,1,New Haven Unified,M,0,8
1612430000000,2,New Haven Unified,F,0,916
1612430000000,2,New Haven Unified,M,0,975
1612430000000,3,New Haven Unified,F,0,111
1612430000000,3,New Haven Unified,M,0,122
1612430000000,4,New Haven Unified,F,0,747
1612430000000,4,New Haven Unified,M,0,758
1612430000000,5,New Haven Unified,F,0,1530
1612430000000,5,New Haven Unified,M,0,1670
1612430000000,6,New Haven Unified,F,0,285
1612430000000,6,New Haven Unified,M,0,317
1612430000000,7,New Haven Unified,F,0,241
1612430000000,7,New Haven Unified,M,0,300
1612430000000,9,New Haven Unified,F,0,245
1612430000000,9,New Haven Unified,M,0,274
1612590000000,0,Oakland Unified,F,18,132
1612590000000,0,Oakland Unified,M,7,139
1612590000000,1,Oakland Unified,F,4,29
1612590000000,1,Oakland Unified,M,10,49
1612590000000,2,Oakland Unified,F,250,1283
1612590000000,2,Oakland Unified,M,291,1437
1612590000000,3,Oakland Unified,F,17,128
1612590000000,3,Oakland Unified,M,18,135
1612590000000,4,Oakland Unified,F,10,73
1612590000000,4,Oakland Unified,M,20,89
1612590000000,5,Oakland Unified,F,525,5645
1612590000000,5,Oakland Unified,M,540,5986
1612590000000,6,Oakland Unified,F,519,3442
1612590000000,6,Oakland Unified,M,486,3511
1612590000000,7,Oakland Unified,F,71,582
1612590000000,7,Oakland Unified,M,99,609
1612590000000,9,Oakland Unified,F,12,195
1612590000000,9,Oakland Unified,M,14,140
1612600000000,0,Oakland Unified,F,1,288
1612600000000,0,Oakland Unified,M,0,257
1612600000000,1,Oakland Unified,F,0,32
1612600000000,1,Oakland Unified,M,0,49
1612600000000,2,Oakland Unified,F,0,1703
1612600000000,2,Oakland Unified,M,2,1876
1612600000000,3,Oakland Unified,F,0,109
1612600000000,3,Oakland Unified,M,0,128
1612600000000,4,Oakland Unified,F,2,99
1612600000000,4,Oakland Unified,M,1,113
1612600000000,5,Oakland Unified,F,10,3768
1612600000000,5,Oakland Unified,M,14,4065
1612600000000,6,Oakland Unified,F,22,3182
1612600000000,6,Oakland Unified,M,13,3371
1612600000000,7,Oakland Unified,F,3,1490
1612600000000,7,Oakland Unified,M,2,1616
1612600000000,9,Oakland Unified,F,1,387
1612600000000,9,Oakland Unified,M,0,349
1612750000000,1,Piedmont City Unified,F,0,1
1612750000000,2,Piedmont City Unified,F,17,59
1612750000000,2,Piedmont City Unified,M,21,88
1612750000000,3,Piedmont City Unified,F,0,1
1612750000000,4,Piedmont City Unified,F,1,7
1612750000000,4,Piedmont City Unified,M,1,6
1612750000000,5,Piedmont City Unified,F,3,15
1612750000000,5,Piedmont City Unified,M,7,13
1612750000000,6,Piedmont City Unified,F,4,13
1612750000000,6,Piedmont City Unified,M,1,9
1612750000000,7,Piedmont City Unified,F,65,275
1612750000000,7,Piedmont City Unified,M,76,308
1612750000000,9,Piedmont City Unified,F,6,12
1612750000000,9,Piedmont City Unified,M,3,9
1612760000000,0,Piedmont City Unified,F,0,2
1612760000000,0,Piedmont City Unified,M,0,3
1612760000000,1,Piedmont City Unified,F,0,1
1612760000000,1,Piedmont City Unified,M,0,1
1612760000000,2,Piedmont City Unified,F,0,131
1612760000000,2,Piedmont City Unified,M,0,121
1612760000000,3,Piedmont City Unified,F,0,2
1612760000000,3,Piedmont City Unified,M,0,1
1612760000000,4,Piedmont City Unified,F,0,7
1612760000000,4,Piedmont City Unified,M,0,8
1612760000000,5,Piedmont City Unified,F,0,44
1612760000000,5,Piedmont City Unified,M,0,49
1612760000000,6,Piedmont City Unified,F,0,12
1612760000000,6,Piedmont City Unified,M,0,10
1612760000000,7,Piedmont City Unified,F,0,582
1612760000000,7,Piedmont City Unified,M,0,664
1612760000000,9,Piedmont City Unified,F,0,76
1612760000000,9,Piedmont City Unified,M,0,75
1612910000000,0,San Leandro Unified,F,0,1
1612910000000,0,San Leandro Unified,M,0,1
1612910000000,1,San Leandro Unified,F,0,5
1612910000000,1,San Leandro Unified,M,5,7
1612910000000,2,San Leandro Unified,F,49,191
1612910000000,2,San Leandro Unified,M,67,223
1612910000000,3,San Leandro Unified,F,6,16
1612910000000,3,San Leandro Unified,M,8,29
1612910000000,4,San Leandro Unified,F,21,114
1612910000000,4,San Leandro Unified,M,42,142
1612910000000,5,San Leandro Unified,F,133,564
1612910000000,5,San Leandro Unified,M,148,630
1612910000000,6,San Leandro Unified,F,94,311
1612910000000,6,San Leandro Unified,M,67,253
1612910000000,7,San Leandro Unified,F,32,137
1612910000000,7,San Leandro Unified,M,46,161
1612910000000,9,San Leandro Unified,F,3,18
1612910000000,9,San Leandro Unified,M,3,18
1612920000000,1,San Leandro Unified,F,0,9
1612920000000,1,San Leandro Unified,M,0,10
1612920000000,2,San Leandro Unified,F,0,421
1612920000000,2,San Leandro Unified,M,0,458
1612920000000,3,San Leandro Unified,F,0,38
1612920000000,3,San Leandro Unified,M,0,32
1612920000000,4,San Leandro Unified,F,0,207
1612920000000,4,San Leandro Unified,M,0,200
1612920000000,5,San Leandro Unified,F,0,1370
1612920000000,5,San Leandro Unified,M,0,1490
1612920000000,6,San Leandro Unified,F,0,382
1612920000000,6,San Leandro Unified,M,0,436
1612920000000,7,San Leandro Unified,F,0,293
1612920000000,7,San Leandro Unified,M,0,332
1612920000000,9,San Leandro Unified,F,0,100
1612920000000,9,San Leandro Unified,M,0,105
1613090000000,0,San Lorenzo Unified,F,0,5
1613090000000,0,San Lorenzo Unified,M,1,8
1613090000000,1,San Lorenzo Unified,F,3,12
1613090000000,1,San Lorenzo Unified,M,3,6
1613090000000,2,San Lorenzo Unified,F,58,340
1613090000000,2,San Lorenzo Unified,M,89,365
1613090000000,3,San Lorenzo Unified,F,13,36
1613090000000,3,San Lorenzo Unified,M,12,40
1613090000000,4,San Lorenzo Unified,F,56,161
1613090000000,4,San Lorenzo Unified,M,45,194
1613090000000,5,San Lorenzo Unified,F,228,1085
1613090000000,5,San Lorenzo Unified,M,245,1130
1613090000000,6,San Lorenzo Unified,F,64,324
1613090000000,6,San Lorenzo Unified,M,99,332
1613090000000,7,San Lorenzo Unified,F,58,269
1613090000000,7,San Lorenzo Unified,M,69,275
1613090000000,9,San Lorenzo Unified,F,1,23
1613090000000,9,San Lorenzo Unified,M,1,18
1613100000000,0,San Lorenzo Unified,F,0,19
1613100000000,0,San Lorenzo Unified,M,0,25
1613100000000,1,San Lorenzo Unified,F,0,19
1613100000000,1,San Lorenzo Unified,M,0,17
1613100000000,2,San Lorenzo Unified,F,0,416
1613100000000,2,San Lorenzo Unified,M,0,448
1613100000000,3,San Lorenzo Unified,F,0,56
1613100000000,3,San Lorenzo Unified,M,0,51
1613100000000,4,San Lorenzo Unified,F,0,266
1613100000000,4,San Lorenzo Unified,M,0,267
1613100000000,5,San Lorenzo Unified,F,0,2114
1613100000000,5,San Lorenzo Unified,M,0,2176
1613100000000,6,San Lorenzo Unified,F,0,493
1613100000000,6,San Lorenzo Unified,M,0,455
1613100000000,7,San Lorenzo Unified,F,0,318
1613100000000,7,San Lorenzo Unified,M,0,381
1613100000000,9,San Lorenzo Unified,F,0,62
1613100000000,9,San Lorenzo Unified,M,0,64
1750930000000,0,Dublin Unified,F,0,1
1750930000000,0,Dublin Unified,M,0,4
1750930000000,1,Dublin Unified,F,0,8
1750930000000,1,Dublin Unified,M,1,7
1750930000000,2,Dublin Unified,F,47,815
1750930000000,2,Dublin Unified,M,38,830
1750930000000,3,Dublin Unified,F,2,12
1750930000000,3,Dublin Unified,M,0,9
1750930000000,4,Dublin Unified,F,13,160
1750930000000,4,Dublin Unified,M,15,189
1750930000000,5,Dublin Unified,F,31,262
1750930000000,5,Dublin Unified,M,36,239
1750930000000,6,Dublin Unified,F,14,119
1750930000000,6,Dublin Unified,M,24,148
1750930000000,7,Dublin Unified,F,87,665
1750930000000,7,Dublin Unified,M,115,689
1750930000000,9,Dublin Unified,F,6,29
1750930000000,9,Dublin Unified,M,6,34
1750940000000,0,Dublin Unified,F,0,4
1750940000000,0,Dublin Unified,M,0,5
1750940000000,1,Dublin Unified,F,0,8
1750940000000,1,Dublin Unified,M,0,7
1750940000000,2,Dublin Unified,F,0,374
1750940000000,2,Dublin Unified,M,0,376
1750940000000,3,Dublin Unified,F,0,8
1750940000000,3,Dublin Unified,M,0,10
1750940000000,4,Dublin Unified,F,0,91
1750940000000,4,Dublin Unified,M,0,102
1750940000000,5,Dublin Unified,F,0,254
1750940000000,5,Dublin Unified,M,0,290
1750940000000,6,Dublin Unified,F,0,77
1750940000000,6,Dublin Unified,M,0,86
1750940000000,7,Dublin Unified,F,0,624
1750940000000,7,Dublin Unified,M,0,692
1750940000000,9,Dublin Unified,F,0,49
1750940000000,9,Dublin Unified,M,0,48
1751010000000,1,Pleasanton Unified,F,7,25
1751010000000,1,Pleasanton Unified,M,4,16
1751010000000,2,Pleasanton Unified,F,170,684
1751010000000,2,Pleasanton Unified,M,167,705
1751010000000,3,Pleasanton Unified,F,2,12
1751010000000,3,Pleasanton Unified,M,2,13
1751010000000,4,Pleasanton Unified,F,19,63
1751010000000,4,Pleasanton Unified,M,18,69
1751010000000,5,Pleasanton Unified,F,71,245
1751010000000,5,Pleasanton Unified,M,53,220
1751010000000,6,Pleasanton Unified,F,8,48
