CDS_CODE,ETHNIC,GR_12,ENR_TOTAL,GRADS,UC_GRADS
1612750000000,7,155,597,156,136
1612750000000,9,3,60,3,3
1612910000000,0,3,5,1,0
1612910000000,1,4,7,3,1
1612910000000,2,90,405,77,41
1612910000000,3,12,45,11,3
1612910000000,4,67,230,59,27
1612910000000,5,324,1239,291,85
1612910000000,6,111,497,103,26
1612910000000,7,67,248,57,19
1612910000000,9,21,69,18,6
1613090000000,1,5,16,5,2
1613090000000,2,150,726,146,104
1613090000000,3,9,51,7,3
1613090000000,4,74,341,74,41
1613090000000,5,505,2347,456,177
1613090000000,6,121,568,101,32
1613090000000,7,95,432,86,32
1613090000000,9,15,56,12,5
1750930000000,1,2,12,2,1
1750930000000,2,136,3156,131,121
1750930000000,3,3,17,3,2
1750930000000,4,54,417,54,36
1750930000000,5,97,586,95,43
1750930000000,6,37,236,35,15
1750930000000,7,162,1302,162,112
1750930000000,9,32,451,32,21
1751010000000,1,2,11,2,2
1751010000000,2,351,1569,347,327
1751010000000,3,5,14,5,4
1751010000000,4,32,137,31,27
1751010000000,5,129,479,115,90
1751010000000,6,35,108,32,26
1751010000000,7,622,2409,589,525
1751010000000,9,27,134,27,22
2100250000000,1,3,5,6,0
3100330000000,1,2,11,2,0
3100330000000,7,12,142,4,0
3100330000000,9,1,15,1,0
3739810000000,0,5,23,5,2
3739810000000,1,12,37,11,2
3739810000000,2,2,11,1,0
3739810000000,4,1,8,1,0
3739810000000,5,58,244,42,4
3739810000000,7,218,867,198,62
3739810000000,9,12,71,10,3
4100410000000,1,2,23,1,1
4100410000000,5,30,225,30,3
4100410000000,6,2,17,3,0
4100410000000,7,74,694,82,13
4100410000000,9,10,71,10,2
4614080000000,1,1,1,1,0
4614080000000,2,1,6,1,1
4614080000000,5,12,62,11,2
4614080000000,7,26,96,25,5
4614080000000,9,2,7,2,1
4614240000000,0,11,71,7,3
4614240000000,1,20,82,15,2
4614240000000,2,75,266,78,34
4614240000000,3,5,32,5,0
4614240000000,4,10,29,10,8
4614240000000,5,229,1057,207,60
4614240000000,6,25,137,24,5
4614240000000,7,698,3239,651,301
4614240000000,9,21,147,21,4
4614320000000,5,18,55,17,4
4614320000000,6,1,3,1,1
4614320000000,7,49,218,48,21
4614400000000,1,5,13,4,0
4614400000000,2,1,1,1,0
4614400000000,5,0,10,1,0
4614400000000,7,6,26,5,0
4614570000000,0,1,2,1,0
4614570000000,5,8,15,8,0
4614570000000,7,9,43,10,0
4615150000000,1,29,156,25,2
4615150000000,2,95,335,91,44
4615150000000,3,2,7,2,0
4615150000000,4,4,11,4,1
4615150000000,5,111,437,93,11
4615150000000,6,10,63,7,0
4615150000000,7,231,1081,188,31
4615150000000,9,61,133,50,4
4615310000000,1,1,18,1,0
4615310000000,4,2,9,2,0
4615310000000,5,39,170,32,5
4615310000000,6,2,12,2,0
4615310000000,7,265,1149,232,49
4615310000000,9,26,114,22,3
4615320000000,5,5,400,2,0
4615320000000,7,22,2116,18,0
4615320000000,9,6,200,2,0
4755070000000,0,4,5,2,0
4755070000000,1,1,4,1,0
4755070000000,2,3,16,3,2
4755070000000,4,1,1,1,0
4755070000000,5,105,377,98,20
4755070000000,7,66,241,62,13
5100580000000,1,2,6,2,0
5100580000000,5,14,78,15,0
5100580000000,7,42,366,56,0
5100580000000,9,5,59,4,0
5100590000000,5,3,12,3,0
5100590000000,7,0,34,1,0
5615560000000,1,7,16,7,0
5615560000000,3,1,1,1,0
5615560000000,4,1,5,1,0
5615560000000,5,31,151,33,0
5615560000000,6,1,1,1,0
5615560000000,7,121,494,115,0
5615560000000,9,12,43,12,0
5615640000000,1,4,22,2,1
5615640000000,2,3,12,2,2
5615640000000,4,1,6,1,0
5615640000000,5,38,138,36,10
5615640000000,6,3,12,3,1
5615640000000,7,204,804,210,59
5615640000000,9,5,26,5,1
6100660000000,5,2,7,2,0
6615980000000,1,2,14,1,0
6615980000000,2,1,4,1,1
6615980000000,3,1,1,1,0
6615980000000,5,70,273,61,13
6615980000000,7,36,153,34,11
6616060000000,1,2,8,1,0
6616060000000,5,16,88,16,1
6616060000000,7,12,76,11,4
6616140000000,1,1,1,1,1
6616140000000,3,1,1,1,0
6616140000000,5,91,332,86,22
6616140000000,6,2,8,2,0
6616140000000,7,27,110,26,10
6616220000000,2,3,11,3,2
6616220000000,3,1,2,1,1
6616220000000,5,81,821,77,26
6616220000000,7,7,40,6,2
7100740000000,0,3,52,3,0
7100740000000,1,2,15,2,0
7100740000000,2,38,206,37,25
7100740000000,3,2,26,2,2
7100740000000,4,33,127,32,23
7100740000000,5,194,1783,178,113
7100740000000,6,56,412,51,15
7100740000000,7,280,1283,254,162
7100740000000,9,10,181,11,6
7616300000000,0,11,51,11,7
7616300000000,1,1,9,1,0
7616300000000,2,140,688,138,112
7616300000000,3,4,19,4,3
7616300000000,4,28,120,28,21
7616300000000,5,106,487,108,62
7616300000000,6,15,87,15,8
7616300000000,7,905,3694,882,692
7616300000000,9,109,391,106,82
7616480000000,0,0,1,1,0
7616480000000,1,16,64,12,4
7616480000000,2,68,509,61,33
7616480000000,3,20,88,16,1
7616480000000,4,91,496,85,40
7616480000000,5,547,3366,450,102
7616480000000,6,458,2579,341,67
7616480000000,7,311,1638,258,95
7616480000000,9,69,457,56,27
7616630000000,2,3,24,1,1
7616630000000,3,2,2,1,0
7616630000000,5,33,161,18,0
7616630000000,7,22,335,14,4
7616630000000,9,0,18,1,0
7616970000000,2,19,72,16,6
7616970000000,3,1,5,1,0
7616970000000,4,15,65,12,4
7616970000000,5,49,189,45,5
7616970000000,6,27,112,26,3
7616970000000,7,28,117,21,4
7616970000000,9,12,49,11,0
7617210000000,0,3,14,1,0
7617210000000,1,15,38,10,3
7617210000000,2,58,283,54,40
7617210000000,3,14,54,12,7
7617210000000,4,110,434,106,67
7617210000000,5,731,2759,607,237
7617210000000,6,192,743,150,57
7617210000000,7,891,3533,798,405
7617210000000,9,102,327,96,54
7617390000000,0,2,14,1,1
7617390000000,1,1,4,1,0
7617390000000,2,12,52,11,10
7617390000000,3,2,5,1,0
7617390000000,4,12,44,12,10
7617390000000,5,92,367,80,25
7617390000000,6,8,44,5,1
7617390000000,7,169,677,149,74
7617390000000,9,35,121,30,14
7617540000000,0,13,123,9,3
7617540000000,1,7,37,7,2
7617540000000,2,162,750,163,88
7617540000000,3,22,96,22,3
7617540000000,4,93,533,87,43
7617540000000,5,803,3711,669,162
7617540000000,6,106,482,87,13
7617540000000,7,792,3182,717,321
7617540000000,9,32,237,36,6
7617880000000,1,1,7,1,0
7617880000000,2,28,132,29,16
7617880000000,3,10,69,11,3
7617880000000,4,55,291,55,34
7617880000000,5,395,2914,410,119
7617880000000,6,134,979,142,30
7617880000000,7,39,258,34,6
7617880000000,9,13,141,15,5
7617960000000,0,1,13,2,0
7617960000000,1,2,12,2,2
7617960000000,2,247,1006,234,145
7617960000000,3,11,65,11,6
7617960000000,4,141,618,137,78
7617960000000,5,1143,5853,951,398
7617960000000,6,432,2033,340,100
7617960000000,7,161,795,136,72
7617960000000,9,32,121,30,10
7618040000000,1,1,33,1,1
7618040000000,2,651,7107,645,542
7618040000000,3,7,25,7,3
7618040000000,4,78,739,76,62
7618040000000,5,213,1255,212,126
7618040000000,6,49,338,47,28
7618040000000,7,1264,5922,1258,911
7618040000000,9,143,1030,144,95
8100820000000,1,19,79,16,0
8100820000000,2,4,9,3,0
8100820000000,5,29,88,18,0
8100820000000,6,5,10,5,0
8100820000000,7,74,367,59,0
8100820000000,9,5,30,3,0
8618200000000,1,24,124,22,4
8618200000000,2,22,65,22,9
8618200000000,4,2,9,2,2
8618200000000,5,50,210,49,8
8618200000000,6,1,11,1,0
8618200000000,7,132,517,118,15
8618200000000,9,2,17,2,0
9100900000000,1,5,25,5,0
9100900000000,5,47,186,39,0
9100900000000,6,14,41,13,0
9100900000000,7,67,496,60,0
9100900000000,9,5,34,2,0
9618530000000,0,2,3,2,1
9618530000000,1,12,62,13,8
9618530000000,2,71,289,66,48
9618530000000,3,7,19,6,2
9618530000000,4,17,70,17,12
9618530000000,5,246,961,228,94
9618530000000,6,20,76,18,4
9618530000000,7,1251,4875,1185,622
9618530000000,9,74,333,71,35
9619030000000,0,4,17,4,1
9619030000000,1,4,13,2,0
9619030000000,2,4,27,4,1
9619030000000,4,13,55,13,5
9619030000000,5,116,488,96,16
9619030000000,6,6,14,6,0
9619030000000,7,141,912,134,51
9619030000000,9,1,25,1,0
9737830000000,2,1,5,1,0
9737830000000,5,14,71,9,4
9737830000000,6,1,7,1,0
9737830000000,7,82,627,73,22
9737830000000,9,1,3,1,0
10101100000000,1,4,19,2,0
10101100000000,2,14,98,3,0
10101100000000,5,243,1441,98,2
10101100000000,6,36,315,12,1
10101100000000,7,57,293,27,5
10101100000000,9,4,25,5,0
10621200000000,1,24,280,17,10
10621200000000,2,410,5467,386,272
10621200000000,3,9,101,8,3
10621200000000,4,57,872,54,36
10621200000000,5,1056,15018,905,362
10621200000000,6,98,1316,92,45
10621200000000,7,1462,17488,1328,754
10621200000000,9,93,1336,89,52
10621300000000,0,1,75,1,1
10621300000000,2,5,69,5,3
10621300000000,4,1,17,1,0
10621300000000,5,272,3743,214,53
10621300000000,6,1,45,2,0
10621300000000,7,31,460,24,9
10621600000000,1,2,6,2,0
10621600000000,2,12,237,12,9
10621600000000,3,1,2,1,0
10621600000000,5,144,2005,143,53
10621600000000,7,23,254,22,14
10621700000000,1,27,447,22,5
10621700000000,2,635,7973,630,362
10621700000000,3,12,242,13,2
10621700000000,4,32,302,29,21
10621700000000,5,3091,49341,2823,1120
10621700000000,6,479,6393,408,149
10621700000000,7,586,7544,514,290
10621700000000,9,66,1197,73,36
10622600000000,2,11,38,11,9
10622600000000,5,172,703,160,50
10622600000000,6,2,9,2,0
10622600000000,7,97,394,90,23
10622600000000,9,4,26,4,1
10622700000000,0,1,32,1,1
10622700000000,1,2,34,1,0
10622700000000,2,4,104,4,2
10622700000000,4,1,44,1,1
10622700000000,5,649,8478,527,162
10622700000000,7,72,911,61,20
10622700000000,9,6,95,7,1
10622800000000,5,36,559,29,4
10622800000000,7,8,104,8,3
10623300000000,6,1,39,1,1
10623300000000,7,2,300,2,2
10623600000000,0,0,1,1,0
10623600000000,2,0,29,2,2
10623600000000,5,223,3665,198,83
10623800000000,0,1,1,1,0
10623800000000,2,10,17,3,0
10623800000000,4,1,1,1,0
10623800000000,5,228,715,102,29
10623800000000,6,30,54,10,2
10623800000000,7,39,88,23,3
10624100000000,0,2,163,2,1
10624100000000,1,7,32,7,4
10624100000000,2,90,1158,87,71
10624100000000,3,2,19,2,1
10624100000000,4,6,59,6,5
10624100000000,5,551,7954,522,212
10624100000000,6,14,168,14,6
10624100000000,7,113,1635,106,63
10624300000000,1,3,13,3,3
10624300000000,2,28,271,28,23
10624300000000,3,2,5,2,1
10624300000000,5,383,5857,333,129
10624300000000,6,4,19,3,1
10624300000000,7,31,353,29,15
10624300000000,9,1,14,1,0
10625400000000,2,1,41,1,0
10625400000000,5,63,501,57,0
10625400000000,6,1,10,1,0
10625400000000,7,9,58,11,0
10625400000000,9,2,5,1,0
10625500000000,1,4,12,1,0
10625500000000,2,11,20,3,0
10625500000000,4,1,3,1,0
10625500000000,5,190,622,84,0
10625500000000,6,17,38,9,0
10625500000000,7,89,257,32,0
10625500000000,9,0,2,7,0
10738100000000,2,1,4,1,0
10738100000000,5,168,2155,161,61
10738100000000,6,1,6,1,0
10738100000000,7,9,100,9,4
10739700000000,1,2,97,2,0
10739700000000,2,185,1999,165,89
10739700000000,3,2,37,2,2
10739700000000,4,12,173,12,8
10739700000000,5,563,9079,458,183
10739700000000,6,105,1494,78,31
10739700000000,7,203,2592,160,67
10739700000000,9,14,241,10,5
10740000000000,1,2,26,2,0
10740000000000,2,20,249,19,10
10740000000000,5,269,4251,255,71
10740000000000,6,3,29,3,0
10740000000000,7,34,478,33,11
10751300000000,0,2,22,1,0
10751300000000,5,201,3138,168,55
10752300000000,5,119,1736,108,3
10752300000000,7,3,27,2,0
10752800000000,1,15,196,14,1
10752800000000,2,3,10,2,2
10752800000000,4,1,14,1,0
10752800000000,5,19,184,16,7
10752800000000,6,1,12,1,0
10752800000000,7,88,880,80,40
10754100000000,1,1,6,1,0
10754100000000,3,1,2,1,0
10754100000000,5,112,1326,106,24
10754100000000,7,17,249,16,4
10756000000000,1,1,6,1,0
10756000000000,2,11,83,11,8
10756000000000,5,103,1185,99,46
10756000000000,7,17,138,17,8
10767800000000,0,0,14,1,0
10767800000000,2,44,257,41,7
10767800000000,3,1,1,1,0
10767800000000,4,1,2,1,0
10767800000000,5,308,2210,221,29
10767800000000,6,47,298,37,3
10767800000000,7,34,204,23,5
11101200000000,0,0,8,5,0
11101200000000,1,5,11,1,1
11101200000000,2,8,10,12,0
11101200000000,3,1,1,2,1
11101200000000,4,0,1,1,0
11101200000000,5,64,198,63,11
11101200000000,6,37,38,50,1
11101200000000,7,24,176,29,15
11101200000000,9,3,15,6,1
11626500000000,1,5,47,4,1
11626500000000,5,7,101,8,2
11626500000000,7,11,109,12,1
11626600000000,1,4,38,3,0
11626600000000,2,5,73,4,3
11626600000000,3,1,6,1,0
11626600000000,5,55,731,49,11
11626600000000,6,3,17,4,0
11626600000000,7,34,543,33,3
11754800000000,2,2,59,3,0
11754800000000,3,1,1,1,1
11754800000000,5,118,1350,116,14
11754800000000,6,1,6,1,0
11754800000000,7,65,732,62,8
11754800000000,9,1,12,1,0
11765600000000,5,64,621,58,17
11765600000000,7,22,65,22,11
11765600000000,9,1,6,1,1
12101200000000,1,0,12,3,0
12101200000000,2,3,15,3,3
12101200000000,5,5,56,8,3
12101200000000,6,1,3,1,1
12101200000000,7,39,309,44,19
12101200000000,9,3,43,6,0
12626900000000,1,18,90,20,7
12626900000000,2,2,23,2,1
12626900000000,3,1,3,1,1
12626900000000,5,35,176,31,9
12626900000000,6,5,18,6,0
12626900000000,7,329,1273,309,154
12626900000000,9,51,190,45,18
12628100000000,1,12,54,10,2
12628100000000,2,7,17,6,4
12628100000000,4,1,4,1,1
12628100000000,5,60,268,55,12
12628100000000,7,167,697,159,58
12628100000000,9,12,86,9,1
12629000000000,1,62,866,64,19
12629000000000,2,1,1,1,0
12629000000000,4,1,1,1,0
12629000000000,5,5,59,5,1
12629000000000,7,3,112,3,0
12629000000000,9,3,22,2,1
12629300000000,5,3,81,1,0
12629300000000,7,16,121,10,0
12629300000000,9,3,26,2,0
12630300000000,1,2,50,2,0
12630300000000,3,1,7,1,1
12630300000000,5,7,170,6,1
12630300000000,6,2,7,2,0
12630300000000,7,28,585,35,7
12630300000000,9,6,89,5,0
12630400000000,1,7,19,4,3
12630400000000,2,0,8,1,1
12630400000000,5,5,104,5,0
12630400000000,6,1,9,1,0
12630400000000,7,41,609,42,14
12753700000000,1,0,14,1,0
12753700000000,5,7,112,6,3
12753700000000,7,39,388,35,15
12753700000000,9,1,4,1,0
12753800000000,1,15,41,10,0
12753800000000,2,2,3,2,0
12753800000000,3,1,2,1,0
12753800000000,5,18,81,14,0
12753800000000,6,3,9,3,1
12753800000000,7,68,530,58,4
12753800000000,9,9,53,7,0
12755200000000,1,14,198,14,3
12755200000000,2,32,423,29,12
12755200000000,3,6,60,6,2
12755200000000,4,3,28,3,1
12755200000000,5,46,740,41,3
12755200000000,6,11,98,10,2
12755200000000,7,159,1880,146,35
12755200000000,9,11,307,8,1
13101300000000,5,59,548,35,0
13101300000000,6,1,4,1,0
13101300000000,7,4,22,1,0
13630800000000,2,3,9,3,1
13630800000000,5,384,1677,355,97
13630800000000,6,5,20,5,1
13630800000000,7,49,155,48,29
13630800000000,9,1,6,1,0
13631000000000,0,1,4,1,0
13631000000000,2,2,31,2,2
13631000000000,5,750,9192,720,162
13631000000000,7,2,34,2,1
13631100000000,2,1,2,1,1
13631100000000,5,63,1005,64,23
13631100000000,6,3,27,2,0
13631100000000,7,8,96,9,3
13631100000000,9,2,11,2,1
13631200000000,1,4,15,5,1
13631200000000,2,13,75,13,10
13631200000000,3,2,5,2,1
13631200000000,5,802,9651,813,218
13631200000000,6,12,120,13,2
13631200000000,7,55,422,53,27
13631200000000,9,3,33,3,0
13631500000000,5,108,1382,103,53
13631500000000,7,21,177,19,11
13631500000000,9,2,17,2,1
13631600000000,2,8,31,7,6
13631600000000,4,2,37,2,2
13631600000000,5,201,3324,207,80
13631600000000,6,5,52,6,1
13631600000000,7,38,556,35,11
13631600000000,9,1,25,1,1
13632100000000,1,23,319,10,0
13632100000000,2,1,2,1,0
13632100000000,5,29,385,27,1
13632100000000,7,2,47,1,0
13632100000000,9,2,37,2,0
14101400000000,0,9,13,3,0
14101400000000,1,1,1,3,0
14101400000000,2,4,10,5,0
14101400000000,3,2,3,1,0
14101400000000,4,2,3,3,0
14101400000000,5,813,1619,727,45
14101400000000,6,157,318,124,14
14101400000000,7,16,34,14,0
14101400000000,9,4,13,5,0
14632500000000,1,2,78,2,2
14632500000000,5,1,39,1,1
14632500000000,7,3,42,3,3
14632700000000,1,2,3,2,0
14632700000000,7,4,22,2,0
14632900000000,1,8,48,7,6
14632900000000,2,1,6,1,1
14632900000000,5,13,164,11,11
14632900000000,7,15,103,13,13
14632900000000,9,1,18,1,1
14633000000000,5,1,26,1,0
14633000000000,6,1,1,1,0
14633000000000,7,3,34,1,0
14766900000000,0,8,39,8,2
14766900000000,1,17,291,15,2
14766900000000,2,4,29,4,0
14766900000000,5,57,710,54,19
14766900000000,6,0,5,1,0
14766900000000,7,69,758,70,33
14766900000000,9,7,98,5,2
15101600000000,0,1,19,1,1
15101600000000,1,3,27,3,0
15101600000000,2,7,46,4,1
15101600000000,4,5,35,6,4
15101600000000,5,479,2811,281,51
15101600000000,6,65,243,26,1
15101600000000,7,120,1243,89,9
15101600000000,9,3,40,4,1
15634100000000,2,4,34,4,2
15634100000000,4,119,449,119,79
15634100000000,5,815,3621,839,308
15634100000000,6,3,19,2,1
15634100000000,7,15,64,15,9
15635300000000,0,17,397,13,2
15635300000000,1,59,248,47,12
15635300000000,2,267,1020,253,171
15635300000000,3,14,57,12,4
15635300000000,4,121,516,121,91
15635300000000,5,5943,24408,5214,1562
15635300000000,6,566,2265,481,134
15635300000000,7,2241,8700,2003,836
15635300000000,9,144,459,128,46
15636300000000,1,1,15,1,0
15636300000000,2,4,43,4,0
15636300000000,5,43,671,38,1
15636300000000,6,6,157,5,0
15636300000000,7,70,1039,64,5
15636300000000,9,13,166,14,0
15636800000000,2,1,9,2,1
15636800000000,3,1,11,1,1
15636800000000,4,3,12,3,1
15636800000000,5,58,1141,49,9
15636800000000,6,42,827,29,5
15636800000000,7,45,572,41,12
15636800000000,9,12,121,11,2
15636900000000,2,3,131,3,1
15636900000000,4,11,174,11,7
15636900000000,5,32,1695,29,9
15636900000000,6,12,168,10,7
15636900000000,7,56,3269,55,22
15636900000000,9,15,407,15,6
15637800000000,0,3,39,1,0
15637800000000,1,3,38,3,0
15637800000000,2,2,23,2,0
15637800000000,4,3,31,3,1
15637800000000,5,124,1750,115,2
15637800000000,6,24,312,24,0
15637800000000,7,52,1192,51,2
15638200000000,1,9,21,7,1
15638200000000,2,1,4,1,0
15638200000000,3,5,12,5,1
15638200000000,5,106,425,96,21
15638200000000,6,4,10,4,1
15638200000000,7,123,553,103,33
15638200000000,9,6,21,6,1
15638300000000,1,2,20,2,0
15638300000000,2,3,42,3,3
15638300000000,4,2,16,2,1
15638300000000,5,102,2149,71,13
15638300000000,6,5,69,2,0
15638300000000,7,236,2656,193,57
15638300000000,9,4,72,4,0
15638600000000,0,1,1,1,0
15638600000000,5,381,1689,349,115
15638600000000,6,11,34,10,0
15638600000000,7,16,95,15,5
15737400000000,1,5,68,4,0
15737400000000,2,5,121,4,0
15737400000000,3,5,45,3,0
15737400000000,4,6,91,6,5
15737400000000,5,108,1340,100,19
15737400000000,6,17,276,14,1
15737400000000,7,224,2927,200,65
15737400000000,9,6,95,6,2
15739100000000,2,1,12,1,1
15739100000000,4,1,7,1,1
15739100000000,5,179,3477,182,83
15739100000000,7,3,30,4,1
15751700000000,0,1,19,1,0
15751700000000,1,1,15,1,0
15751700000000,2,2,4,2,0
15751700000000,5,16,261,15,4
15751700000000,7,47,421,46,13
15751700000000,9,2,37,2,1
16101700000000,5,38,253,5,0
16101700000000,6,7,32,3,0
16101700000000,7,7,75,2,0
16638800000000,0,1,78,1,0
16638800000000,1,2,159,1,0
16638800000000,2,0,35,1,0
16638800000000,4,1,68,1,0
16638800000000,5,38,1693,45,0
16638800000000,6,3,166,3,0
16638800000000,7,51,978,43,1
16638800000000,9,2,122,1,0
16638900000000,0,1,4,1,0
16638900000000,2,1,9,1,0
16638900000000,3,1,1,1,0
16638900000000,4,2,9,2,2
16638900000000,5,176,2979,121,47
16638900000000,6,6,102,4,0
16638900000000,7,19,192,16,7
16639300000000,1,5,23,5,2
16639300000000,2,15,61,15,8
16639300000000,3,2,5,3,1
16639300000000,4,18,60,18,15
16639300000000,5,540,2514,481,151
16639300000000,6,50,204,42,17
16639300000000,7,255,1225,238,110
16639300000000,9,5,55,5,1
16639600000000,5,58,405,4,0
16639600000000,7,12,183,1,0
16639800000000,1,14,81,11,3
16639800000000,2,9,36,9,6
16639800000000,3,1,12,1,1
16639800000000,4,36,122,36,19
16639800000000,5,304,1227,287,102
16639800000000,6,33,135,29,10
16639800000000,7,163,633,150,75
16639800000000,9,5,29,4,2
16739300000000,2,1,7,1,0
16739300000000,5,129,2534,124,3
16739300000000,7,3,65,3,1
17101700000000,5,2,9,1,0
17640100000000,2,3,14,3,1
17640100000000,3,1,2,1,0
17640100000000,4,1,7,1,1
17640100000000,5,50,731,49,7
17640100000000,6,1,17,1,1
17640100000000,7,68,783,61,11
17640100000000,9,7,61,6,1
17640200000000,1,8,109,7,0
17640200000000,2,3,12,2,2
17640200000000,5,65,1269,51,17
17640200000000,6,9,108,6,2
17640200000000,7,92,1509,71,12
17640200000000,9,13,205,9,2
17640300000000,1,4,153,5,0
17640300000000,2,1,17,1,1
17640300000000,4,1,18,1,1
17640300000000,5,25,451,27,8
17640300000000,6,1,16,1,0
17640300000000,7,64,833,71,23
17640300000000,9,2,64,5,2
17640600000000,1,2,86,2,0
17640600000000,3,1,7,1,1
17640600000000,4,1,14,1,1
17640600000000,5,33,521,31,16
17640600000000,7,79,1402,82,37
17640600000000,9,6,91,4,1
17640700000000,1,6,24,4,0
17640700000000,2,1,3,1,0
17640700000000,4,1,1,1,0
17640700000000,5,18,76,15,3
17640700000000,6,0,4,1,0
17640700000000,7,33,150,31,7
17640700000000,9,3,24,3,0
18101800000000,7,3,19,3,2
18640900000000,5,2,24,2,0
18640900000000,7,18,134,17,2
18641400000000,1,17,65,14,1
18641400000000,2,3,8,2,0
18641400000000,3,3,18,4,1
18641400000000,4,3,10,3,0
18641400000000,5,38,130,37,7
18641400000000,6,1,15,1,0
18641400000000,7,154,591,142,31
18641400000000,9,1,1,1,0
18641600000000,1,3,33,2,0
18641600000000,5,9,105,7,0
18641600000000,6,1,11,1,1
18641600000000,7,51,508,55,5
18642000000000,1,3,67,4,0
18642000000000,5,10,275,8,0
18642000000000,7,43,883,36,1
18642000000000,9,4,101,4,0
18750400000000,2,1,4,1,0
18750400000000,5,8,48,6,0
18750400000000,6,2,6,2,0
18750400000000,7,28,226,23,0
19102000000000,0,1,24,1,1
19102000000000,1,12,31,11,2
19102000000000,2,39,175,29,24
19102000000000,4,21,83,19,17
19102000000000,5,966,5139,622,154
19102000000000,6,317,1314,176,16
19102000000000,7,155,761,109,77
19102000000000,9,23,149,23,16
19642100000000,1,3,59,3,0
19642100000000,2,437,5089,423,316
19642100000000,3,10,159,9,5
19642100000000,4,223,2437,211,131
19642100000000,5,742,9436,665,212
19642100000000,6,161,1819,139,61
19642100000000,7,117,1374,103,25
19642100000000,9,21,427,20,10
19642500000000,0,12,40,24,1
19642500000000,1,34,111,20,4
19642500000000,2,105,334,92,55
19642500000000,3,20,53,6,2
19642500000000,4,107,364,98,54
