CDS_CODE,ETHNIC,GR_12,ENR_TOTAL,GRADS,UC_GRADS
19642900000000,5,1742,16354,1653,308
19642900000000,6,132,622,125,2
19642900000000,7,111,633,124,5
19642900000000,9,20,103,32,1
19643000000000,1,1,51,1,0
19643000000000,2,54,605,45,31
19643000000000,3,13,157,11,2
19643000000000,4,69,658,72,43
19643000000000,5,978,12503,856,289
19643000000000,6,187,1912,165,41
19643000000000,7,183,1654,139,40
19643000000000,9,18,374,32,18
19643100000000,2,82,612,47,39
19643100000000,4,7,48,7,4
19643100000000,5,31,315,26,8
19643100000000,6,37,191,19,7
19643100000000,7,389,3289,342,219
19643100000000,9,1,37,1,1
19643300000000,0,19,220,11,5
19643300000000,1,1,23,2,0
19643300000000,2,30,469,33,24
19643300000000,4,18,181,21,11
19643300000000,5,392,4634,389,150
19643300000000,6,40,362,26,7
19643300000000,7,306,3500,291,151
19643300000000,9,41,463,50,35
19643400000000,0,7,124,17,7
19643400000000,1,1,33,2,0
19643400000000,2,117,961,96,59
19643400000000,3,3,24,2,0
19643400000000,4,84,665,68,37
19643400000000,5,711,6492,566,159
19643400000000,6,37,427,43,9
19643400000000,7,700,7363,632,264
19643400000000,9,38,457,44,21
19643500000000,0,6,70,6,0
19643500000000,1,1,12,2,0
19643500000000,2,54,278,42,25
19643500000000,3,18,71,13,5
19643500000000,4,26,175,12,7
19643500000000,5,1258,5931,1007,299
19643500000000,6,304,1189,224,67
19643500000000,7,56,1560,32,8
19643500000000,9,9,215,26,11
19643800000000,1,3,39,7,3
19643800000000,2,17,241,16,16
19643800000000,3,1,28,3,1
19643800000000,4,11,118,13,9
19643800000000,5,309,3360,305,114
19643800000000,6,16,183,17,7
19643800000000,7,141,1386,113,54
19643800000000,9,13,189,13,9
19643900000000,0,11,228,17,12
19643900000000,1,3,22,4,2
19643900000000,2,67,637,60,52
19643900000000,3,3,15,5,2
19643900000000,4,14,91,11,6
19643900000000,5,227,2631,220,120
19643900000000,6,52,454,53,29
19643900000000,7,260,2616,234,177
19643900000000,9,15,324,17,13
19644400000000,0,2,11,1,1
19644400000000,1,15,72,3,1
19644400000000,2,152,1441,124,95
19644400000000,3,19,76,10,5
19644400000000,4,73,492,49,35
19644400000000,5,1228,12473,1060,436
19644400000000,6,209,1619,149,54
19644400000000,7,305,3209,275,143
19644400000000,9,10,328,5,3
19644500000000,1,9,75,9,2
19644500000000,2,54,474,35,29
19644500000000,3,3,53,11,6
19644500000000,4,22,224,27,24
19644500000000,5,1748,19842,1802,659
19644500000000,6,56,679,63,26
19644500000000,7,168,1434,133,56
19644500000000,9,1,66,2,2
19644700000000,2,11,128,15,8
19644700000000,4,12,168,14,9
19644700000000,5,231,2825,292,75
19644700000000,6,25,217,30,3
19644700000000,7,25,318,39,10
19644700000000,9,4,79,7,0
19645200000000,1,3,16,2,0
19645200000000,2,524,1911,503,380
19645200000000,3,2,9,4,3
19645200000000,4,7,55,2,0
19645200000000,5,1922,7599,1496,510
19645200000000,6,6,26,3,2
19645200000000,7,52,168,21,6
19645200000000,9,9,28,20,8
19645300000000,1,0,10,1,1
19645300000000,2,3,25,2,0
19645300000000,4,6,45,2,1
19645300000000,5,820,9426,692,296
19645300000000,6,7,41,1,0
19645300000000,7,12,95,10,4
19645300000000,9,0,6,1,0
19645400000000,2,16,234,27,22
19645400000000,3,2,17,4,1
19645400000000,4,5,44,6,2
19645400000000,5,70,761,61,36
19645400000000,6,11,134,15,7
19645400000000,7,147,1840,163,111
19645400000000,9,38,367,26,18
19645700000000,0,0,7,1,0
19645700000000,1,5,46,2,1
19645700000000,2,304,3205,269,209
19645700000000,3,6,26,1,0
19645700000000,4,177,1727,147,81
19645700000000,5,525,6046,399,106
19645700000000,6,32,348,22,7
19645700000000,7,1342,14337,1143,549
19645700000000,9,16,445,8,7
19645800000000,0,1,10,1,0
19645800000000,2,38,495,38,28
19645800000000,3,1,18,1,1
19645800000000,4,24,194,20,8
19645800000000,5,287,3505,279,84
19645800000000,6,14,204,23,7
19645800000000,7,447,4550,411,148
19645800000000,9,22,297,21,14
19645900000000,2,9,240,11,9
19645900000000,3,4,136,1,1
19645900000000,4,10,156,6,6
19645900000000,5,94,6295,74,54
19645900000000,6,10,1946,13,10
19645900000000,7,2,190,6,5
19646000000000,1,7,20,5,0
19646000000000,2,3,80,4,0
19646000000000,4,3,25,4,0
19646000000000,5,149,811,122,1
19646000000000,6,29,141,26,0
19646000000000,7,99,1440,114,0
19646000000000,9,6,141,9,0
19646300000000,1,6,88,2,0
19646300000000,2,3,57,2,1
19646300000000,3,6,60,4,1
19646300000000,4,3,40,2,0
19646300000000,5,565,8256,503,156
19646300000000,6,346,5625,257,80
19646300000000,7,4,257,7,2
19646300000000,9,0,37,4,1
19646600000000,2,104,1063,98,83
19646600000000,4,2,30,4,3
19646600000000,5,23,412,32,20
19646600000000,6,1,21,4,2
19646600000000,7,229,2325,211,169
19646600000000,9,18,259,17,16
19646800000000,1,2,43,4,1
19646800000000,2,68,796,68,50
19646800000000,3,2,14,5,2
19646800000000,4,9,77,9,6
19646800000000,5,80,1032,72,33
19646800000000,6,28,224,23,8
19646800000000,7,861,8765,749,435
19646800000000,9,1,282,6,3
19646900000000,2,5,333,3,3
19646900000000,4,0,82,5,5
19646900000000,5,86,4769,90,90
19646900000000,6,10,583,16,16
19646900000000,7,4,315,2,2
19647100000000,0,1,83,9,9
19647100000000,5,275,6512,245,239
19647100000000,7,1,20,1,1
19647300000000,0,809,6921,445,61
19647300000000,1,193,2713,155,54
19647300000000,2,2609,32564,2308,1542
19647300000000,3,254,3751,249,79
19647300000000,4,1568,16329,1501,931
19647300000000,5,35730,527273,30078,12973
19647300000000,6,5689,74329,4433,1773
19647300000000,7,4897,72350,4382,2434
19647300000000,9,76,1520,110,61
19647700000000,1,3,12,1,1
19647700000000,3,3,56,1,0
19647700000000,4,0,38,1,0
19647700000000,5,1103,16106,824,314
19647700000000,6,75,779,52,13
19647700000000,7,1,1029,2,0
19647900000000,1,1,30,3,1
19647900000000,2,7,199,14,9
19647900000000,3,1,18,1,1
19647900000000,4,9,171,16,11
19647900000000,5,278,3569,251,69
19647900000000,6,56,471,37,11
19647900000000,7,123,1398,115,46
19647900000000,9,3,80,2,0
19648100000000,1,3,69,3,0
19648100000000,2,87,635,68,50
19648100000000,3,3,32,3,1
19648100000000,4,8,89,6,2
19648100000000,5,2651,29087,1978,509
19648100000000,6,5,78,6,2
19648100000000,7,54,485,45,18
19648100000000,9,7,58,5,1
19648400000000,0,6,182,1,1
19648400000000,1,2,30,4,1
19648400000000,2,58,705,43,11
19648400000000,3,9,99,9,2
19648400000000,4,50,508,49,9
19648400000000,5,1313,15521,1093,216
19648400000000,6,78,529,37,5
19648400000000,7,207,1976,174,25
19648400000000,9,24,220,16,2
19648600000000,0,1,196,3,0
19648600000000,1,5,150,2,0
19648600000000,5,234,15039,81,3
19648600000000,6,63,3447,23,0
19648600000000,7,51,1678,27,0
19648700000000,0,1,16,1,0
19648700000000,1,1,21,2,0
19648700000000,2,270,3336,292,242
19648700000000,3,11,152,8,4
19648700000000,4,45,351,35,27
19648700000000,5,1338,14895,1072,365
19648700000000,6,164,1704,130,55
19648700000000,7,663,6736,698,536
19648700000000,9,13,526,16,12
19648800000000,0,5,151,3,2
19648800000000,1,6,49,1,0
19648800000000,2,32,782,23,20
19648800000000,4,29,319,33,20
19648800000000,5,1021,11569,772,308
19648800000000,6,315,3055,226,81
19648800000000,7,182,3059,159,92
19648800000000,9,56,514,21,16
19649100000000,1,4,71,5,1
19649100000000,2,85,1091,101,76
19649100000000,3,0,30,3,2
19649100000000,4,29,330,33,16
19649100000000,5,1528,22757,1320,435
19649100000000,6,115,1505,109,46
19649100000000,7,69,1060,68,28
19649100000000,9,35,305,19,15
19649600000000,2,167,1733,165,131
19649600000000,3,0,4,1,1
19649600000000,4,3,21,1,1
19649600000000,5,27,309,19,7
19649600000000,6,3,24,1,1
19649600000000,7,92,895,84,63
19649600000000,9,5,157,4,4
19649800000000,1,1,32,2,0
19649800000000,2,66,664,58,47
19649800000000,3,2,29,2,2
19649800000000,4,8,71,5,5
19649800000000,5,342,3370,279,182
19649800000000,6,98,720,53,24
19649800000000,7,475,5862,443,347
19649800000000,9,48,618,38,30
19650300000000,1,2,16,1,1
19650300000000,2,144,1614,130,117
19650300000000,3,0,6,1,1
19650300000000,4,8,110,10,9
19650300000000,5,72,1105,79,51
19650300000000,6,8,110,14,13
19650300000000,7,121,1460,117,88
19650300000000,9,6,216,9,6
19650500000000,1,2,32,1,0
19650500000000,2,340,3911,336,260
19650500000000,4,8,227,7,5
19650500000000,5,86,3784,101,35
19650500000000,6,8,419,6,4
19650500000000,7,59,2511,63,19
19650500000000,9,6,437,9,7
19650600000000,0,47,422,21,11
19650600000000,1,16,102,11,2
19650600000000,2,673,7292,577,423
19650600000000,3,14,163,15,6
19650600000000,4,128,1077,135,89
19650600000000,5,503,6015,531,168
19650600000000,6,126,1058,110,34
19650600000000,7,674,6761,601,330
19650600000000,9,61,1434,66,35
19650900000000,0,16,185,1,0
19650900000000,1,3,64,6,1
19650900000000,2,97,1157,93,61
19650900000000,3,0,68,3,1
19650900000000,4,61,569,48,24
19650900000000,5,649,8717,629,184
19650900000000,6,78,1195,65,7
19650900000000,7,176,2463,143,9
19650900000000,9,0,42,2,0
19651300000000,1,13,44,9,0
19651300000000,2,47,147,37,0
19651300000000,3,10,32,7,0
19651300000000,4,32,143,34,0
19651300000000,5,2958,11639,2603,0
19651300000000,6,45,143,35,0
19651300000000,7,349,1333,317,0
19651400000000,0,4,22,3,0
19651400000000,1,18,93,14,7
19651400000000,2,293,1644,290,232
19651400000000,3,17,54,7,4
19651400000000,4,213,1087,203,144
19651400000000,5,1689,9128,1342,491
19651400000000,6,315,1318,226,88
19651400000000,7,2298,12104,2081,1229
19651400000000,9,56,923,57,28
19651700000000,2,18,151,10,10
19651700000000,3,2,38,2,2
19651700000000,4,8,67,6,6
19651700000000,5,158,2148,119,119
19651700000000,6,54,679,44,44
19651700000000,7,35,580,32,31
19651700000000,9,0,193,2,2
19734400000000,0,13,30,2,0
19734400000000,2,0,16,1,1
19734400000000,3,8,161,10,3
19734400000000,4,1,18,1,1
19734400000000,5,1165,19456,752,193
19734400000000,6,367,4867,192,25
19734500000000,0,5,78,5,1
19734500000000,1,4,49,6,1
19734500000000,2,516,5493,503,333
19734500000000,3,10,114,11,6
19734500000000,4,141,1574,147,82
19734500000000,5,2123,26250,1805,562
19734500000000,6,64,575,36,6
19734500000000,7,131,1402,99,24
19734500000000,9,19,324,11,3
19734600000000,1,1,9,1,0
19734600000000,2,903,8355,877,704
19734600000000,3,15,105,7,3
19734600000000,4,118,816,94,70
19734600000000,5,328,3306,319,129
19734600000000,6,50,407,54,16
19734600000000,7,163,1429,141,58
19734600000000,9,6,232,2,1
19752900000000,0,11,82,3,0
19752900000000,1,3,17,2,0
19752900000000,2,306,2789,267,173
19752900000000,3,3,20,1,0
19752900000000,4,14,132,13,4
19752900000000,5,363,2790,380,33
19752900000000,6,17,130,23,1
19752900000000,7,74,561,86,10
19752900000000,9,6,52,11,0
19753100000000,0,4,111,1,0
19753100000000,1,1,19,1,0
19753100000000,3,0,3,1,1
19753100000000,5,78,528,32,1
19753100000000,6,24,57,1,0
19753100000000,7,84,774,53,5
19753100000000,9,1,33,4,0
19753300000000,0,0,4,1,0
19753300000000,2,53,597,52,14
19753300000000,3,0,12,3,1
19753300000000,4,2,33,6,2
19753300000000,5,85,801,75,20
19753300000000,6,25,155,27,8
19753300000000,7,369,4338,316,68
19753300000000,9,51,888,72,23
19753400000000,1,6,47,1,1
19753400000000,2,65,960,76,59
19753400000000,3,5,85,6,3
19753400000000,4,15,221,17,15
19753400000000,5,201,2037,153,60
19753400000000,6,58,572,49,21
19753400000000,7,358,4576,326,190
19753400000000,9,20,468,15,6
19757000000000,0,2,10,1,0
19757000000000,2,1,3,2,0
19757000000000,4,1,2,1,0
19757000000000,5,88,314,51,22
19757000000000,6,10,37,8,5
19757000000000,7,7,40,13,6
19757100000000,0,0,24,5,0
19757100000000,1,0,30,2,0
19757100000000,2,1191,9042,1084,666
19757100000000,3,0,15,2,1
19757100000000,4,31,269,36,17
19757100000000,5,783,7828,680,121
19757100000000,6,12,121,14,2
19757100000000,7,56,398,30,6
19757100000000,9,33,349,26,14
19765000000000,5,33,263,20,20
19765000000000,6,6,112,6,6
20102100000000,0,1,7,1,0
20102100000000,1,1,7,2,0
20102100000000,5,240,744,126,0
20102100000000,6,13,30,8,0
20102100000000,7,53,160,14,0
20102100000000,9,3,9,1,0
20652000000000,1,1,8,2,1
20652000000000,2,2,11,2,2
20652000000000,3,1,4,1,0
20652000000000,5,118,572,101,43
20652000000000,6,8,34,7,0
20652000000000,7,78,374,76,32
20652000000000,9,2,5,1,0
20652400000000,0,10,42,5,2
20652400000000,1,5,103,5,0
20652400000000,2,23,241,19,6
20652400000000,3,1,14,2,0
20652400000000,4,1,41,5,4
20652400000000,5,1024,17356,822,243
20652400000000,6,34,433,39,11
20652400000000,7,160,1674,132,46
20755800000000,1,2,21,1,0
20755800000000,2,3,41,3,2
20755800000000,5,63,704,53,19
20755800000000,6,4,31,4,0
20755800000000,7,99,1129,83,38
20755800000000,9,1,14,1,0
20756100000000,1,5,70,9,3
20756100000000,2,0,5,1,1
20756100000000,3,0,4,2,0
20756100000000,4,0,3,1,1
20756100000000,5,29,201,23,11
20756100000000,6,0,6,3,3
20756100000000,7,65,692,90,56
20756100000000,9,7,72,12,4
20764100000000,1,10,98,8,2
20764100000000,2,5,17,3,3
20764100000000,4,0,7,2,2
20764100000000,5,33,314,31,4
20764100000000,6,3,21,3,2
20764100000000,7,158,1531,141,50
20764100000000,9,12,133,11,2
21102200000000,4,0,4,1,0
21102200000000,5,21,136,12,0
21102200000000,6,8,49,3,0
21102200000000,7,11,156,7,0
21102200000000,9,3,8,1,0
21654200000000,0,1,11,2,0
21654200000000,1,1,44,3,0
21654200000000,2,35,393,30,21
21654200000000,3,0,19,1,0
21654200000000,4,2,78,9,6
21654200000000,5,166,2637,152,38
21654200000000,6,24,271,22,9
21654200000000,7,339,4209,356,211
21654200000000,9,27,387,21,12
21654700000000,1,7,49,5,1
21654700000000,2,34,162,35,27
21654700000000,3,2,13,5,2
21654700000000,4,3,31,5,4
21654700000000,5,236,1105,209,60
21654700000000,6,15,178,15,3
21654700000000,7,198,879,172,128
21654700000000,9,6,50,5,3
21654800000000,0,11,25,6,6
21654800000000,1,1,5,1,0
21654800000000,2,54,196,54,47
21654800000000,3,5,10,4,3
21654800000000,4,4,15,3,3
21654800000000,5,86,345,84,49
21654800000000,6,31,103,20,8
21654800000000,7,766,2976,738,614
21654800000000,9,23,232,45,32
21733600000000,5,16,276,20,6
21733600000000,6,1,4,1,0
21733600000000,7,34,255,19,9
22102200000000,1,2,2,1,0
22102200000000,7,9,53,8,0
22655300000000,0,3,31,3,0
22655300000000,1,10,95,11,3
22655300000000,2,0,22,1,1
22655300000000,4,0,10,1,0
22655300000000,5,15,248,14,3
22655300000000,7,111,1330,115,45
22655300000000,9,9,89,6,3
23102300000000,1,2,21,1,0
23102300000000,5,6,44,4,0
23102300000000,7,2,55,6,0
23655400000000,5,34,424,29,11
23655400000000,7,13,127,5,2
23655600000000,5,0,143,2,2
23655600000000,7,2,142,3,3
23655700000000,1,2,24,3,1
23655700000000,2,0,20,2,1
23655700000000,3,0,1,1,0
23655700000000,5,52,810,42,21
23655700000000,6,1,14,1,0
23655700000000,7,68,997,62,19
23655700000000,9,7,92,7,3
23655800000000,1,0,15,2,0
23655800000000,2,3,15,2,2
23655800000000,5,4,50,3,0
23655800000000,7,47,435,36,18
23656000000000,1,2,12,1,0
23656000000000,2,0,1,1,1
23656000000000,5,20,76,18,3
23656000000000,7,19,81,31,11
23656100000000,1,24,287,13,0
23656100000000,5,1,73,4,0
23656100000000,7,9,57,7,0
23656200000000,0,3,49,1,1
23656200000000,1,46,604,40,1
23656200000000,2,7,88,8,6
23656200000000,3,3,18,1,0
23656200000000,4,7,44,5,4
23656200000000,5,234,3358,183,28
23656200000000,6,4,82,1,0
23656200000000,7,356,3789,304,69
23656200000000,9,10,123,7,3
23738700000000,1,1,14,3,0
23738700000000,5,5,99,6,2
23738700000000,7,19,162,14,4
23739200000000,1,11,58,3,1
23739200000000,5,1,53,5,2
23739200000000,7,29,271,26,6
23739200000000,9,2,14,3,0
23752200000000,5,1,7,1,0
23752200000000,6,0,2,1,0
23752200000000,7,1,94,2,0
24102500000000,1,0,3,1,0
24102500000000,2,11,50,5,0
24102500000000,3,1,4,3,0
24102500000000,5,295,996,118,1
24102500000000,6,23,98,13,0
24102500000000,7,53,282,44,1
24102500000000,9,11,29,3,0
24657000000000,2,5,25,1,1
24657000000000,5,74,860,57,15
24657000000000,6,0,8,1,0
24657000000000,7,103,1323,106,38
24657300000000,0,0,13,3,0
24657300000000,1,0,1,1,1
24657300000000,5,116,469,111,24
24657300000000,6,1,2,1,0
24657300000000,7,8,24,9,1
24657600000000,1,6,56,2,0
24657600000000,2,7,163,8,6
24657600000000,3,4,64,2,1
24657600000000,4,11,87,11,8
24657600000000,5,468,8011,495,169
24657600000000,6,30,270,23,6
24657600000000,7,125,1945,118,44
24657600000000,9,13,138,11,3
24657900000000,0,1,6,1,0
24657900000000,1,12,52,9,1
24657900000000,2,322,1173,253,133
24657900000000,3,1,9,4,1
24657900000000,4,26,95,26,14
24657900000000,5,1470,6255,1306,324
24657900000000,6,97,422,91,19
24657900000000,7,507,1900,375,147
24657900000000,9,46,166,40,12
24736200000000,2,2,16,1,1
24736200000000,3,0,3,1,1
24736200000000,5,65,1360,67,20
24736200000000,7,39,345,33,13
24736200000000,9,2,15,2,0
24753200000000,0,3,13,1,0
24753200000000,5,104,1684,118,29
24753200000000,6,8,84,10,2
24753200000000,7,31,446,49,15
24753700000000,2,5,87,9,5
24753700000000,5,165,2397,134,43
24753700000000,6,0,15,1,0
24753700000000,7,17,203,16,5
25102600000000,5,0,14,1,1
25102600000000,6,0,7,2,2
25102600000000,7,2,28,7,7
25659000000000,5,2,26,1,0
25659000000000,7,10,72,5,1
25735900000000,0,0,5,1,1
25735900000000,1,3,49,3,2
25735900000000,2,0,9,2,0
25735900000000,4,0,5,1,0
25735900000000,5,41,466,28,12
25735900000000,6,0,9,1,0
25735900000000,7,58,696,58,14
25735900000000,9,2,25,5,2
26102600000000,0,13,13,2,0
26102600000000,1,12,16,4,0
26102600000000,2,12,12,4,0
26102600000000,5,201,223,110,0
26102600000000,6,72,73,29,0
26102600000000,7,77,86,29,0
26736700000000,1,1,32,1,0
26736700000000,5,13,165,10,0
26736700000000,7,10,229,8,0
26736900000000,5,28,630,30,10
26736900000000,9,3,11,4,4
27102700000000,2,5,26,2,0
27102700000000,4,2,22,2,0
27102700000000,5,174,812,110,16
27102700000000,7,31,471,26,1
27102700000000,9,6,89,6,0
27659900000000,0,2,52,6,5
27659900000000,1,0,10,1,1
27659900000000,2,4,71,6,5
27659900000000,3,0,7,1,1
27659900000000,5,33,424,33,15
27659900000000,6,0,13,1,0
27659900000000,7,132,1574,135,103
27659900000000,9,11,204,22,15
27660700000000,2,1,9,5,0
27660700000000,4,6,14,7,2
27660700000000,5,443,1811,358,44
27660700000000,6,3,5,1,0
27660700000000,7,29,98,36,12
27660700000000,9,0,26,1,0
27660900000000,1,3,32,1,0
27660900000000,2,58,597,55,39
27660900000000,3,25,240,19,9
27660900000000,4,41,432,37,26
27660900000000,5,356,5676,316,111
27660900000000,6,64,689,50,14
27660900000000,7,213,2419,167,99
27660900000000,9,28,643,26,13
27661300000000,0,2,52,5,1
27661300000000,1,1,9,1,0
27661300000000,2,10,163,23,14
27661300000000,3,1,18,1,1
27661300000000,5,19,371,22,2
27661300000000,6,4,41,1,1
27661300000000,7,87,1272,92,51
27661300000000,9,0,100,4,2
27661600000000,1,11,41,4,2
27661600000000,2,38,179,40,27
27661600000000,3,12,49,9,3
27661600000000,4,98,483,95,41
27661600000000,5,2057,11548,1503,412
27661600000000,6,54,192,25,14
27661600000000,7,250,1337,221,98
27661600000000,9,2,40,2,1
27738300000000,1,1,15,2,0
27738300000000,2,7,23,2,1
27738300000000,3,1,15,2,0
27738300000000,4,9,51,5,4
27738300000000,5,257,3486,195,67
27738300000000,6,2,26,2,0
27738300000000,7,92,653,59,18
27738300000000,9,1,8,1,0
27751500000000,5,2,16,1,0
27751500000000,7,2,54,1,0
27754400000000,0,0,1,2,1
27754400000000,1,1,9,1,0
27754400000000,2,4,35,4,1
27754400000000,3,1,5,1,1
27754400000000,4,6,46,3,2
27754400000000,5,324,4476,275,58
27754400000000,6,2,19,1,0
27754400000000,7,10,105,13,3
27754700000000,4,2,15,1,0
27754700000000,5,196,2323,13,0
28102800000000,5,28,94,29,0
28102800000000,6,1,6,2,0
28102800000000,7,5,31,14,0
28662400000000,0,3,29,1,0
28662400000000,1,0,1,1,1
28662400000000,5,44,627,30,11
28662400000000,7,12,141,27,18
28662700000000,0,10,318,6,3
28662700000000,1,13,92,9,5
28662700000000,2,27,380,34,28
28662700000000,3,5,70,6,5
28662700000000,4,94,1118,102,71
28662700000000,5,650,9532,523,145
28662700000000,6,42,415,36,16
28662700000000,7,543,5620,450,219
28662700000000,9,63,781,64,37
28662900000000,2,1,12,2,2
28662900000000,5,59,665,53,26
28662900000000,6,1,9,2,1
28662900000000,7,56,593,56,38
29103000000000,0,135,149,72,0
29103000000000,1,13,40,9,0
29103000000000,2,34,52,10,0
29103000000000,3,5,11,4,0
29103000000000,4,6,7,6,0
29103000000000,5,772,1115,370,1
29103000000000,6,340,395,134,0
29103000000000,7,279,1593,204,43
29103000000000,9,43,49,28,0
29663600000000,1,23,59,9,2
29663600000000,2,14,39,9,6
29663600000000,3,2,11,2,1
29663600000000,4,2,9,3,1
29663600000000,5,54,256,60,21
29663600000000,6,13,28,5,2
29663600000000,7,769,2802,586,260
29663600000000,9,18,96,19,5
29664000000000,1,1,8,2,0
29664000000000,5,2,30,1,0
29664000000000,7,7,205,14,1
30103100000000,0,25,133,14,0
30103100000000,1,13,55,3,0
30103100000000,2,55,463,47,0
30103100000000,3,9,32,6,0
30103100000000,4,4,38,5,0
30103100000000,5,1248,4316,736,0
30103100000000,6,34,179,21,0
30103100000000,7,407,1828,261,0
30103100000000,9,26,140,27,0
30664300000000,1,9,152,16,4
30664300000000,2,685,3911,654,481
30664300000000,3,44,236,30,16
30664300000000,4,189,1260,229,152
30664300000000,5,3257,20582,2801,830
30664300000000,6,137,878,130,33
30664300000000,7,742,4005,674,244
30664300000000,9,211,1057,49,25
30664500000000,1,4,18,1,0
30664500000000,2,101,1107,94,80
30664500000000,4,12,181,11,7
30664500000000,5,141,2038,148,58
30664500000000,6,13,113,9,4
30664500000000,7,247,2376,221,116
30664500000000,9,5,114,6,3
30664600000000,0,6,169,6,4
30664600000000,1,12,181,23,6
30664600000000,2,209,3670,239,177
30664600000000,3,7,102,9,3
30664600000000,4,68,1126,83,46
30664600000000,5,949,16913,899,263
30664600000000,6,61,949,56,22
30664600000000,7,2568,32893,2571,1514
30664600000000,9,215,3131,169,95
30665100000000,1,11,83,13,4
30665100000000,2,615,5532,662,561
30665100000000,3,7,66,11,6
30665100000000,4,123,739,115,89
30665100000000,5,1615,14683,1754,632
30665100000000,6,59,505,81,46
30665100000000,7,739,5860,697,395
30665100000000,9,54,683,65,47
30665200000000,0,4,215,1,0
30665200000000,1,8,73,3,1
30665200000000,2,1442,15673,1248,923
30665200000000,3,29,354,22,6
30665200000000,4,61,586,57,40
30665200000000,5,1855,25467,1580,620
30665200000000,6,30,403,30,11
30665200000000,7,478,4721,404,219
30665200000000,9,1,107,2,1
30665500000000,0,70,407,108,53
30665500000000,1,301,981,240,128
30665500000000,2,909,3687,919,648
30665500000000,3,35,118,27,8
30665500000000,4,43,170,41,28
30665500000000,5,985,4042,796,346
30665500000000,6,41,196,39,11
30665500000000,7,1686,6629,1518,802
30665500000000,9,55,170,41,23
30665600000000,1,1,24,1,0
30665600000000,2,7,210,15,15
30665600000000,4,1,71,2,1
30665600000000,5,27,4753,21,15
30665600000000,6,6,98,6,4
30665600000000,7,201,2978,205,144
30665600000000,9,4,140,4,3
30666000000000,1,7,56,4,2
30666000000000,2,80,952,80,66
30666000000000,3,12,150,14,5
30666000000000,4,14,191,6,2
30666000000000,5,678,9573,576,218
30666000000000,6,33,281,20,8
30666000000000,7,936,10501,825,548
30666000000000,9,10,299,19,4
30666200000000,0,7,282,15,6
30666200000000,1,15,96,14,3
30666200000000,2,257,2889,279,192
30666200000000,3,16,124,13,2
30666200000000,4,48,538,37,21
30666200000000,5,1141,15457,978,240
30666200000000,6,33,429,42,12
30666200000000,7,978,9614,763,359
30666200000000,9,14,425,30,18
30666500000000,0,3,125,4,1
30666500000000,1,4,43,4,2
30666500000000,2,253,3108,265,227
30666500000000,3,8,59,6,5
30666500000000,4,29,459,35,22
30666500000000,5,691,10036,624,177
30666500000000,6,38,400,43,19
30666500000000,7,1090,10939,1047,548
30666500000000,9,10,453,11,4
30666700000000,1,5,56,5,1
30666700000000,2,156,1542,161,133
30666700000000,3,9,70,6,3
30666700000000,4,17,150,14,13
30666700000000,5,3683,53483,3382,1360
30666700000000,6,23,229,24,13
30666700000000,7,180,1566,201,161
30666700000000,9,26,311,16,10
30736400000000,0,13,292,10,5
30736400000000,1,19,138,16,4
30736400000000,2,454,6037,465,369
30736400000000,3,23,179,17,5
30736400000000,4,128,1405,112,63
30736400000000,5,1473,20312,1398,484
30736400000000,6,101,981,87,41
30736400000000,7,2176,22874,1936,1089
30736400000000,9,120,1908,134,77
30736500000000,0,8,77,7,3
30736500000000,1,9,100,8,4
30736500000000,2,964,12693,872,639
30736500000000,3,10,104,4,2
30736500000000,4,53,772,66,38
30736500000000,5,259,3044,198,76
30736500000000,6,58,670,46,18
30736500000000,7,846,9930,764,442
30736500000000,9,84,1682,81,44
30739200000000,1,5,32,5,4
30739200000000,2,93,1119,89,79
30739200000000,3,4,65,5,5
30739200000000,4,26,250,24,20
30739200000000,5,167,2244,138,66
30739200000000,6,25,299,23,10
30739200000000,7,531,5378,428,299
30739200000000,9,19,483,27,15
31103100000000,1,1,10,2,0
31103100000000,2,1,9,1,0
31103100000000,5,13,134,7,0
31103100000000,6,2,28,2,0
31103100000000,7,25,305,12,0
31103100000000,9,1,16,1,0
31668000000000,1,4,60,5,0
31668000000000,5,13,1271,2,0
31668000000000,7,36,4583,32,1
31668500000000,5,0,321,1,0
31668500000000,6,0,30,1,0
31668500000000,7,0,3188,12,10
31668500000000,9,0,98,1,1
31668900000000,0,1,27,8,6
31668900000000,1,11,67,15,5
31668900000000,2,10,34,11,8
31668900000000,3,1,5,2,1
31668900000000,4,3,21,5,3
31668900000000,5,131,584,115,36
31668900000000,6,7,34,7,2
31668900000000,7,908,4128,814,431
31668900000000,9,58,282,63,35
31669300000000,0,6,49,11,10
31669300000000,1,28,79,17,8
31669300000000,2,174,700,173,144
31669300000000,3,16,55,14,10
31669300000000,4,49,301,76,61
31669300000000,5,469,1766,390,229
31669300000000,6,106,377,76,43
31669300000000,7,1621,6298,1487,1117
31669300000000,9,149,581,130,89
31669400000000,0,0,12,2,0
31669400000000,1,2,36,2,1
31669400000000,5,78,1415,67,19
31669400000000,6,2,21,1,0
31669400000000,7,172,2360,135,74
31669400000000,9,1,44,1,0
31669500000000,0,5,77,6,1
31669500000000,1,12,125,13,0
31669500000000,2,14,291,12,9
31669500000000,3,7,52,3,1
31669500000000,4,14,211,12,5
31669500000000,5,183,2379,149,41
31669500000000,6,15,208,20,2
31669500000000,7,488,5888,404,105
31669500000000,9,1,216,10,8
31750900000000,0,4,63,2,1
